,what,would,the,local,council,of,newcastle,like,to,link,their,local,bike,networks,to,?
cycling,0.17575226724147797,0.19140902161598206,0.23055073618888855,0.20466211438179016,0.17038510739803314,0.22023607790470123,0.11167410761117935,0.1328565925359726,0.23294292390346527,0.23564092814922333,0.20043672621250153,0.20466211438179016,0.4097645878791809,0.16901139914989471,0.23294292390346527,0.06800638884305954
promotes,0.153864786028862,0.19589167833328247,0.2548770308494568,0.1891086846590042,0.24892957508563995,0.2391948103904724,0.12714390456676483,0.16877181828022003,0.241094708442688,0.1361697018146515,0.24237941205501556,0.1891086846590042,0.06898802518844604,0.2320273369550705,0.241094708442688,0.1558201164007187
healthy,0.2440870702266693,0.3202189803123474,0.22004328668117523,0.11332667618989944,0.210866317152977,0.19522778689861298,0.14329102635383606,0.27934974431991577,0.3083089292049408,0.08647078275680542,0.3138769865036011,0.11332667618989944,0.12188083678483963,0.13464030623435974,0.3083089292049408,0.15095935761928558
living…,0.18681026995182037,0.12808701395988464,0.28212249279022217,0.1389148086309433,0.2525520622730255,0.294911652803421,0.24185006320476532,0.11999751627445221,0.2042345553636551,0.17661547660827637,0.17362551391124725,0.1389148086309433,0.06423050165176392,0.11816541105508804,0.2042345553636551,0.21991851925849915
the,0.42745697498321533,0.4133751392364502,1.0,0.2130540907382965,0.2829204201698303,0.733189046382904,0.2253497689962387,0.32912567257881165,0.535392165184021,0.23401211202144623,0.516537070274353,0.2130540907382965,0.16140250861644745,0.24705806374549866,0.535392165184021,0.22068053483963013
authority,0.23046736419200897,0.2504693567752838,0.2645063102245331,0.2930438816547394,0.365204393863678,0.28063252568244934,0.13043105602264404,0.11299855262041092,0.2155669927597046,0.17824941873550415,0.19946178793907166,0.2930438816547394,0.10921864956617355,0.22500377893447876,0.2155669927597046,0.18404170870780945
also,0.42747777700424194,0.4152511954307556,0.6021018624305725,0.3284290134906769,0.18656107783317566,0.4924938678741455,0.20407575368881226,0.5112997889518738,0.5348826050758362,0.2458713948726654,0.4181114733219147,0.3284290134906769,0.22379574179649353,0.24824818968772888,0.5348826050758362,0.21848613023757935
has,0.20338068902492523,0.3014826476573944,0.4177538752555847,0.11479144543409348,0.18650029599666595,0.3909035325050354,0.18862372636795044,0.34026825428009033,0.3619994819164276,0.20473606884479523,0.2814009487628937,0.11479144543409348,0.14853808283805847,0.16055281460285187,0.3619994819164276,0.15994466841220856
infrastructure,0.23299327492713928,0.2022371143102646,0.255354642868042,0.2704411447048187,0.2519952356815338,0.27721908688545227,0.1900051236152649,0.17229516804218292,0.28079214692115784,0.2030414491891861,0.18094201385974884,0.2704411447048187,0.2416953295469284,0.46107059717178345,0.28079214692115784,0.15828795731067657
aims,0.22018413245677948,0.29727572202682495,0.28318876028060913,0.1798117309808731,0.23022158443927765,0.26519179344177246,0.15642718970775604,0.22026193141937256,0.3763428032398224,0.1125820130109787,0.2674749493598938,0.1798117309808731,0.20007799565792084,0.2784893214702606,0.3763428032398224,0.17794713377952576
and,0.31309178471565247,0.34921059012413025,0.5171257257461548,0.2468787580728531,0.25117602944374084,0.5116966962814331,0.20204751193523407,0.46997135877609253,0.48971283435821533,0.21611225605010986,0.45114588737487793,0.2468787580728531,0.21877092123031616,0.27532249689102173,0.48971283435821533,0.20544172823429108
objectives,0.3126153349876404,0.3568594753742218,0.21808713674545288,0.17804895341396332,0.27560436725616455,0.1930888593196869,0.23985075950622559,0.2079741656780243,0.31702935695648193,0.11817234009504318,0.29885411262512207,0.17804895341396332,0.13224905729293823,0.2980536222457886,0.31702935695648193,0.24325615167617798
which,0.5261979103088379,0.3854503035545349,0.6521818041801453,0.24027122557163239,0.20855821669101715,0.5011631846427917,0.19934645295143127,0.48410770297050476,0.5345056653022766,0.2513544261455536,0.4582767188549042,0.24027122557163239,0.2033177614212036,0.269361287355423,0.5345056653022766,0.25814583897590637
include,0.1535889357328415,0.13150931894779205,0.2951717972755432,0.13217493891716003,0.1024094969034195,0.37431180477142334,0.0805373415350914,0.4539734423160553,0.1820748895406723,0.20748165249824524,0.26231658458709717,0.13217493891716003,0.15489889681339264,0.1343434751033783,0.1820748895406723,0.14925788342952728
:,-0.12022944539785385,-0.09726555645465851,-0.03403344005346298,-0.1023949533700943,0.0255865678191185,-0.08807745575904846,-0.07358825206756592,-0.10735718905925751,-0.09243495017290115,-0.03212286904454231,-0.0711502954363823,-0.1023949533700943,0.09509090334177017,-0.0915798470377922,-0.09243495017290115,-0.07156077772378922
developing,0.22094523906707764,0.2664456069469452,0.3203009068965912,0.09313151985406876,0.16534313559532166,0.27299609780311584,0.1383449137210846,0.22318007051944733,0.285153865814209,0.13871519267559052,0.3076227903366089,0.09313151985406876,0.11773526668548584,0.2690138518810272,0.285153865814209,0.1301516592502594
on,0.34226128458976746,0.35589995980262756,0.5107308030128479,0.1699344664812088,0.16224971413612366,0.3966929316520691,0.1698579639196396,0.3318610191345215,0.41031414270401,0.20809020102024078,0.3598666191101074,0.1699344664812088,0.20724494755268097,0.26789405941963196,0.41031414270401,0.2714994251728058
road,0.14859327673912048,0.15368956327438354,0.27181798219680786,0.17280203104019165,0.15454305708408356,0.24218276143074036,0.20966708660125732,0.12095985561609268,0.21026462316513062,0.1349470317363739,0.17033927142620087,0.17280203104019165,0.4294012784957886,0.1868867576122284,0.21026462316513062,0.10894691944122314
cycle,0.17920038104057312,0.17015895247459412,0.2701641917228699,0.030504748225212097,0.05490730330348015,0.255176842212677,0.08591367304325104,0.16779886186122894,0.17373278737068176,0.1318722367286682,0.15931004285812378,0.030504748225212097,0.24916033446788788,0.13504429161548615,0.17373278737068176,0.07156776636838913
networks,0.18279550969600677,0.16787885129451752,0.24705806374549866,0.25312551856040955,0.21405239403247833,0.17763681709766388,0.15831167995929718,0.17639312148094177,0.23877078294754028,0.1932085156440735,0.2079067975282669,0.25312551856040955,0.183095321059227,1.0,0.23877078294754028,0.17815114557743073
on,0.34226128458976746,0.35589995980262756,0.5107308030128479,0.1699344664812088,0.16224971413612366,0.3966929316520691,0.1698579639196396,0.3318610191345215,0.41031414270401,0.20809020102024078,0.3598666191101074,0.1699344664812088,0.20724494755268097,0.26789405941963196,0.41031414270401,0.2714994251728058
quieter,0.28385162353515625,0.3248797357082367,0.2628244459629059,0.10733015090227127,0.08567459881305695,0.16645173728466034,0.2320234626531601,0.28501996397972107,0.2979055941104889,0.10915639996528625,0.26018089056015015,0.10733015090227127,0.27370747923851013,0.13633927702903748,0.2979055941104889,0.16564790904521942
streets,0.11891741305589676,0.20752501487731934,0.2026284784078598,0.17967957258224487,0.15095719695091248,0.18885038793087006,0.16753821074962616,0.21515923738479614,0.21481303870677948,0.1120552346110344,0.22109881043434143,0.17967957258224487,0.33301982283592224,0.20912370085716248,0.21481303870677948,0.0894271582365036
;,0.10986888408660889,0.06441773474216461,0.09152708947658539,0.030135320499539375,0.0617411732673645,0.054534342139959335,0.10598292201757431,0.049820177257061005,0.0979827418923378,0.0731414332985878,0.0970027819275856,0.030135320499539375,-0.006307662930339575,0.04308580234646797,0.0979827418923378,0.10349778085947037
making,0.30777570605278015,0.38044995069503784,0.35185980796813965,0.1223059818148613,0.0883558914065361,0.3250596821308136,0.17963626980781555,0.38040485978126526,0.3740498423576355,0.13533592224121094,0.30188608169555664,0.1223059818148613,0.19545403122901917,0.2206488698720932,0.3740498423576355,0.2539324164390564
safer,0.22083620727062225,0.35879164934158325,0.22516018152236938,0.13329598307609558,0.15489491820335388,0.17697930335998535,0.12616756558418274,0.28519362211227417,0.33704033493995667,0.13809311389923096,0.3079610764980316,0.13329598307609558,0.2830013036727905,0.22065630555152893,0.33704033493995667,0.17092803120613098
routes,0.20309355854988098,0.21070070564746857,0.2368125319480896,0.17411573231220245,0.19313424825668335,0.19020642340183258,0.19394223392009735,0.1463240534067154,0.2783066928386688,0.17166081070899963,0.1815321147441864,0.17411573231220245,0.2908645570278168,0.37405291199684143,0.2783066928386688,0.10893595963716507
on,0.34226128458976746,0.35589995980262756,0.5107308030128479,0.1699344664812088,0.16224971413612366,0.3966929316520691,0.1698579639196396,0.3318610191345215,0.41031414270401,0.20809020102024078,0.3598666191101074,0.1699344664812088,0.20724494755268097,0.26789405941963196,0.41031414270401,0.2714994251728058
busier,0.16433429718017578,0.23348964750766754,0.2593471109867096,0.17671218514442444,0.20910389721393585,0.24010230600833893,0.27194398641586304,0.2407420426607132,0.20900502800941467,0.17819513380527496,0.19946904480457306,0.17671218514442444,0.2964033782482147,0.3122559189796448,0.20900502800941467,0.12307646125555038
streets,0.11891741305589676,0.20752501487731934,0.2026284784078598,0.17967957258224487,0.15095719695091248,0.18885038793087006,0.16753821074962616,0.21515923738479614,0.21481303870677948,0.1120552346110344,0.22109881043434143,0.17967957258224487,0.33301982283592224,0.20912370085716248,0.21481303870677948,0.0894271582365036
;,0.10986888408660889,0.06441773474216461,0.09152708947658539,0.030135320499539375,0.0617411732673645,0.054534342139959335,0.10598292201757431,0.049820177257061005,0.0979827418923378,0.0731414332985878,0.0970027819275856,0.030135320499539375,-0.006307662930339575,0.04308580234646797,0.0979827418923378,0.10349778085947037
innovating,0.17812390625476837,0.24737316370010376,0.3176845610141754,0.10100580006837845,0.17119884490966797,0.33551260828971863,0.1209600642323494,0.24447351694107056,0.19175173342227936,0.10192912071943283,0.3160530626773834,0.10100580006837845,0.11723104864358902,0.25372204184532166,0.19175173342227936,0.18070343136787415
and,0.31309178471565247,0.34921059012413025,0.5171257257461548,0.2468787580728531,0.25117602944374084,0.5116966962814331,0.20204751193523407,0.46997135877609253,0.48971283435821533,0.21611225605010986,0.45114588737487793,0.2468787580728531,0.21877092123031616,0.27532249689102173,0.48971283435821533,0.20544172823429108
implementing,0.33121395111083984,0.4233669638633728,0.24814248085021973,0.21407033503055573,0.19580060243606567,0.22885484993457794,0.1708528697490692,0.29624277353286743,0.34383052587509155,0.2636388838291168,0.2187632918357849,0.21407033503055573,0.18073736131191254,0.3612006902694702,0.34383052587509155,0.30813726782798767
contraflows,0.33959031105041504,0.31658995151519775,0.3850397765636444,0.17627368867397308,0.22057272493839264,0.3138944208621979,0.21450307965278625,0.2937040328979492,0.3339920938014984,0.23213492333889008,0.2574007511138916,0.17627368867397308,0.29434365034103394,0.26785820722579956,0.3339920938014984,0.27184349298477173
on,0.34226128458976746,0.35589995980262756,0.5107308030128479,0.1699344664812088,0.16224971413612366,0.3966929316520691,0.1698579639196396,0.3318610191345215,0.41031414270401,0.20809020102024078,0.3598666191101074,0.1699344664812088,0.20724494755268097,0.26789405941963196,0.41031414270401,0.2714994251728058
one,0.376489520072937,0.38529840111732483,0.5514441132545471,0.1661648005247116,0.16541215777397156,0.4999135136604309,0.20140469074249268,0.37947800755500793,0.4025384783744812,0.2090129554271698,0.3991999328136444,0.1661648005247116,0.2301630824804306,0.21923214197158813,0.4025384783744812,0.2673267424106598
way,0.4835909903049469,0.4341159760951996,0.36217406392097473,0.20187169313430786,0.12108267098665237,0.266871839761734,0.17400284111499786,0.45611143112182617,0.4772548973560333,0.1981617957353592,0.34286630153656006,0.20187169313430786,0.28452393412590027,0.28617650270462036,0.4772548973560333,0.31575819849967957
streets,0.11891741305589676,0.20752501487731934,0.2026284784078598,0.17967957258224487,0.15095719695091248,0.18885038793087006,0.16753821074962616,0.21515923738479614,0.21481303870677948,0.1120552346110344,0.22109881043434143,0.17967957258224487,0.33301982283592224,0.20912370085716248,0.21481303870677948,0.0894271582365036
;,0.10986888408660889,0.06441773474216461,0.09152708947658539,0.030135320499539375,0.0617411732673645,0.054534342139959335,0.10598292201757431,0.049820177257061005,0.0979827418923378,0.0731414332985878,0.0970027819275856,0.030135320499539375,-0.006307662930339575,0.04308580234646797,0.0979827418923378,0.10349778085947037
developing,0.22094523906707764,0.2664456069469452,0.3203009068965912,0.09313151985406876,0.16534313559532166,0.27299609780311584,0.1383449137210846,0.22318007051944733,0.285153865814209,0.13871519267559052,0.3076227903366089,0.09313151985406876,0.11773526668548584,0.2690138518810272,0.285153865814209,0.1301516592502594
the,0.42745697498321533,0.4133751392364502,1.0,0.2130540907382965,0.2829204201698303,0.733189046382904,0.2253497689962387,0.32912567257881165,0.535392165184021,0.23401211202144623,0.516537070274353,0.2130540907382965,0.16140250861644745,0.24705806374549866,0.535392165184021,0.22068053483963013
existing,0.31325602531433105,0.3737032413482666,0.36013904213905334,0.2814476490020752,0.19404348731040955,0.30417704582214355,0.1837889403104782,0.27323034405708313,0.36717307567596436,0.2924734354019165,0.29378122091293335,0.2814476490020752,0.14903268218040466,0.29973894357681274,0.36717307567596436,0.31003472208976746
off,0.2350364625453949,0.29857581853866577,0.2773582935333252,0.07426560670137405,0.09754253923892975,0.20023372769355774,0.12552745640277863,0.25892284512519836,0.3533020317554474,0.15430673956871033,0.2395165115594864,0.07426560670137405,0.22054331004619598,0.14596892893314362,0.3533020317554474,0.12937544286251068
road,0.14859327673912048,0.15368956327438354,0.27181798219680786,0.17280203104019165,0.15454305708408356,0.24218276143074036,0.20966708660125732,0.12095985561609268,0.21026462316513062,0.1349470317363739,0.17033927142620087,0.17280203104019165,0.4294012784957886,0.1868867576122284,0.21026462316513062,0.10894691944122314
cycle,0.17920038104057312,0.17015895247459412,0.2701641917228699,0.030504748225212097,0.05490730330348015,0.255176842212677,0.08591367304325104,0.16779886186122894,0.17373278737068176,0.1318722367286682,0.15931004285812378,0.030504748225212097,0.24916033446788788,0.13504429161548615,0.17373278737068176,0.07156776636838913
route,0.23103561997413635,0.1530681848526001,0.22322526574134827,0.14172056317329407,0.15189814567565918,0.1700238138437271,0.13682813942432404,0.12288215756416321,0.2605549395084381,0.20307058095932007,0.0930720642209053,0.14172056317329407,0.32078817486763,0.28123703598976135,0.2605549395084381,0.10957027226686478
networks,0.18279550969600677,0.16787885129451752,0.24705806374549866,0.25312551856040955,0.21405239403247833,0.17763681709766388,0.15831167995929718,0.17639312148094177,0.23877078294754028,0.1932085156440735,0.2079067975282669,0.25312551856040955,0.183095321059227,1.0,0.23877078294754028,0.17815114557743073
and,0.31309178471565247,0.34921059012413025,0.5171257257461548,0.2468787580728531,0.25117602944374084,0.5116966962814331,0.20204751193523407,0.46997135877609253,0.48971283435821533,0.21611225605010986,0.45114588737487793,0.2468787580728531,0.21877092123031616,0.27532249689102173,0.48971283435821533,0.20544172823429108
improve,0.35738614201545715,0.3481486439704895,0.22075426578521729,0.16005295515060425,0.14340655505657196,0.2226867526769638,0.15790905058383942,0.32919248938560486,0.38674962520599365,0.2026565819978714,0.32130128145217896,0.16005295515060425,0.17988543212413788,0.25358662009239197,0.38674962520599365,0.29229894280433655
signage,0.17542271316051483,0.18306510150432587,0.23624485731124878,0.20481465756893158,0.2174236923456192,0.2187417894601822,0.2792770564556122,0.1788410097360611,0.22684356570243835,0.1947733461856842,0.1895117610692978,0.20481465756893158,0.28703323006629944,0.27604925632476807,0.22684356570243835,0.17573007941246033
;,0.10986888408660889,0.06441773474216461,0.09152708947658539,0.030135320499539375,0.0617411732673645,0.054534342139959335,0.10598292201757431,0.049820177257061005,0.0979827418923378,0.0731414332985878,0.0970027819275856,0.030135320499539375,-0.006307662930339575,0.04308580234646797,0.0979827418923378,0.10349778085947037
joining,0.18471138179302216,0.2965299189090729,0.3364273011684418,0.12776827812194824,0.20138873159885406,0.26950395107269287,0.20896701514720917,0.2036026567220688,0.23167216777801514,0.15813550353050232,0.22124408185482025,0.12776827812194824,0.1632232815027237,0.23335738480091095,0.23167216777801514,0.08669368922710419
up,0.28591108322143555,0.35289904475212097,0.38423117995262146,0.1585649996995926,0.1345137059688568,0.32945773005485535,0.16100791096687317,0.32983824610710144,0.40375280380249023,0.155763640999794,0.3013010323047638,0.1585649996995926,0.167771577835083,0.1875448375940323,0.40375280380249023,0.1819818764925003
routes,0.20309355854988098,0.21070070564746857,0.2368125319480896,0.17411573231220245,0.19313424825668335,0.19020642340183258,0.19394223392009735,0.1463240534067154,0.2783066928386688,0.17166081070899963,0.1815321147441864,0.17411573231220245,0.2908645570278168,0.37405291199684143,0.2783066928386688,0.10893595963716507
that,0.6297725439071655,0.5895259380340576,0.5473989248275757,0.22915975749492645,0.18148750066757202,0.41498205065727234,0.18880853056907654,0.5397313237190247,0.5436353087425232,0.2810029089450836,0.4266771972179413,0.22915975749492645,0.1864108294248581,0.27920618653297424,0.5436353087425232,0.32716336846351624
are,0.29724663496017456,0.32024338841438293,0.40399202704429626,0.19665704667568207,0.1583584100008011,0.39081433415412903,0.1428472399711609,0.4686352014541626,0.3504326641559601,0.1631961315870285,0.46887820959091187,0.19665704667568207,0.15461790561676025,0.2735958993434906,0.3504326641559601,0.24591213464736938
partially,0.24273231625556946,0.27113160490989685,0.27405473589897156,0.1526314914226532,0.1417786180973053,0.23981168866157532,0.13072827458381653,0.24503016471862793,0.26340022683143616,0.09452363103628159,0.2074057161808014,0.1526314914226532,0.03748408332467079,0.23062823712825775,0.26340022683143616,0.10232327878475189
or,0.33867141604423523,0.39548179507255554,0.4174870550632477,0.24451059103012085,0.14019161462783813,0.3792596757411957,0.1669546514749527,0.4823164641857147,0.38921234011650085,0.1948544681072235,0.42146000266075134,0.24451059103012085,0.19913341104984283,0.22158420085906982,0.38921234011650085,0.32389625906944275
completely,0.3990919888019562,0.37013575434684753,0.342624306678772,0.03856533020734787,0.17643900215625763,0.25305259227752686,0.17015616595745087,0.3373869061470032,0.3738563656806946,0.1623121201992035,0.2909995913505554,0.03856533020734787,0.06233346089720726,0.21271488070487976,0.3738563656806946,0.17155995965003967
isolated,0.18175481259822845,0.16746199131011963,0.28042563796043396,0.16682538390159607,0.1315348893404007,0.233377605676651,0.1583259403705597,0.17109140753746033,0.21428942680358887,0.11116085946559906,0.23043136298656464,0.16682538390159607,0.04152042418718338,0.20508943498134613,0.21428942680358887,0.06718844920396805
;,0.10986888408660889,0.06441773474216461,0.09152708947658539,0.030135320499539375,0.0617411732673645,0.054534342139959335,0.10598292201757431,0.049820177257061005,0.0979827418923378,0.0731414332985878,0.0970027819275856,0.030135320499539375,-0.006307662930339575,0.04308580234646797,0.0979827418923378,0.10349778085947037
increase,0.21153631806373596,0.29228541254997253,0.32049667835235596,0.18436464667320251,0.14392472803592682,0.3156060576438904,0.17874525487422943,0.2536475658416748,0.3378143310546875,0.19814789295196533,0.31800514459609985,0.18436464667320251,0.09164344519376755,0.20769065618515015,0.3378143310546875,0.11119163036346436
the,0.42745697498321533,0.4133751392364502,1.0,0.2130540907382965,0.2829204201698303,0.733189046382904,0.2253497689962387,0.32912567257881165,0.535392165184021,0.23401211202144623,0.516537070274353,0.2130540907382965,0.16140250861644745,0.24705806374549866,0.535392165184021,0.22068053483963013
number,0.23046229779720306,0.22908863425254822,0.35145696997642517,0.21426352858543396,0.12669262290000916,0.2778518795967102,0.20403559505939484,0.2923375368118286,0.2706126868724823,0.18334443867206573,0.26465821266174316,0.21426352858543396,0.1197953149676323,0.20039424300193787,0.2706126868724823,0.19256845116615295
of,0.33290785551071167,0.3353942930698395,0.733189046382904,0.20668989419937134,0.2972237169742584,1.0,0.18781472742557526,0.3244853615760803,0.41548454761505127,0.1763116717338562,0.4329940676689148,0.20668989419937134,0.1328538954257965,0.17763681709766388,0.41548454761505127,0.1826142966747284
cycle,0.17920038104057312,0.17015895247459412,0.2701641917228699,0.030504748225212097,0.05490730330348015,0.255176842212677,0.08591367304325104,0.16779886186122894,0.17373278737068176,0.1318722367286682,0.15931004285812378,0.030504748225212097,0.24916033446788788,0.13504429161548615,0.17373278737068176,0.07156776636838913
parking,0.15230520069599152,0.25556692481040955,0.21832305192947388,0.2253885418176651,0.12351155281066895,0.2040708065032959,0.16835209727287292,0.20416174829006195,0.2188858985900879,0.20705465972423553,0.2421834021806717,0.2253885418176651,0.37886667251586914,0.24776408076286316,0.2188858985900879,0.1308860033750534
