,in,a,steam,turbine,",",what,are,rotors,mounted,on,?
a,0.539380669593811,1.0,0.2141898274421692,0.23364008963108063,0.427140474319458,0.3320399522781372,0.265255331993103,0.3083786368370056,0.2871348559856415,0.3848365545272827,0.23916715383529663
drive,0.16816924512386322,0.24929353594779968,0.33172407746315,0.33239850401878357,0.17920437455177307,0.21679377555847168,0.18835781514644623,0.3145405352115631,0.29793697595596313,0.1695663183927536,0.11447915434837341
shaft,0.1785677969455719,0.3137774169445038,0.3460533916950226,0.4988791346549988,0.17694489657878876,0.12638844549655914,0.15791182219982147,0.4320661723613739,0.43415144085884094,0.18773216009140015,0.15109451115131378
",",0.5201468467712402,0.427140474319458,0.2264556586742401,0.21183495223522186,1.0000001192092896,0.3087472915649414,0.4062570035457611,0.23797942698001862,0.20069248974323273,0.49057599902153015,0.31091248989105225
alternating,0.24697254598140717,0.29976433515548706,0.2803176939487457,0.3054354786872864,0.2542676031589508,0.10095972567796707,0.31814420223236084,0.3348080515861511,0.27394381165504456,0.22379933297634125,0.13878576457500458
with,0.4080928862094879,0.3783375024795532,0.21801024675369263,0.12040868401527405,0.4120737314224243,0.2464839518070221,0.38996943831443787,0.19149591028690338,0.204119473695755,0.40749499201774597,0.2433311939239502
a,0.539380669593811,1.0,0.2141898274421692,0.23364008963108063,0.427140474319458,0.3320399522781372,0.265255331993103,0.3083786368370056,0.2871348559856415,0.3848365545272827,0.23916715383529663
series,0.2914260923862457,0.23966510593891144,0.25939035415649414,0.2094067633152008,0.24060699343681335,0.17328087985515594,0.2139665186405182,0.22665737569332123,0.2063702642917633,0.23828625679016113,0.1709602326154709
of,0.5696388483047485,0.5052502155303955,0.20239725708961487,0.17630848288536072,0.4946078956127167,0.33290785551071167,0.39081433415412903,0.24719494581222534,0.2373560220003128,0.3966929316520691,0.1826142966747284
stators,0.1522972285747528,0.11445796489715576,0.24564871191978455,0.26882922649383545,0.16702666878700256,0.19921216368675232,0.297669917345047,0.5342518091201782,0.30377396941185,0.14315444231033325,0.08155762404203415
(,0.3087427020072937,0.3206180930137634,0.11881943792104721,0.1862340271472931,0.6363511681556702,0.2411840260028839,0.23263892531394958,0.18331314623355865,0.11868995428085327,0.28656116127967834,0.40561532974243164
static,0.12364014983177185,0.21898198127746582,0.22140829265117645,0.3493063151836395,0.22661300003528595,0.2510988116264343,0.19108860194683075,0.33963167667388916,0.20244373381137848,0.24561046063899994,0.22167910635471344
discs,0.21485821902751923,0.23567885160446167,0.2581688165664673,0.24372121691703796,0.1990293711423874,0.20178590714931488,0.3013767898082733,0.36191147565841675,0.23371584713459015,0.26744571328163147,0.09042835980653763
),0.3326910734176636,0.3640355169773102,0.13912063837051392,0.17438945174217224,0.63033527135849,0.26259949803352356,0.2373749315738678,0.16590018570423126,0.1403624713420868,0.29937487840652466,0.42300865054130554
fixed,0.20797649025917053,0.24578048288822174,0.1913299709558487,0.20574867725372314,0.18453384935855865,0.255135715007782,0.2600231468677521,0.21903002262115479,0.27972352504730225,0.22232680022716522,0.2728462815284729
to,0.45010748505592346,0.45503583550453186,0.22894427180290222,0.23140856623649597,0.44245919585227966,0.455847829580307,0.3504326641559601,0.2291257083415985,0.1498442441225052,0.41031414270401,0.29463258385658264
the,0.6662389636039734,0.5829201340675354,0.23105813562870026,0.1799832284450531,0.4933079481124878,0.42745697498321533,0.40399202704429626,0.2792211174964905,0.31343358755111694,0.5107308030128479,0.22068053483963013
turbine,0.19420358538627625,0.23364008963108063,0.5301763415336609,1.0000001192092896,0.21183495223522186,0.1404699683189392,0.17826414108276367,0.5087845325469971,0.32296091318130493,0.1482713669538498,0.16315746307373047
casing,0.22828537225723267,0.3136068284511566,0.24205231666564941,0.2521028220653534,0.25039389729499817,0.16667453944683075,0.35503408312797546,0.35101500153541565,0.3180793523788452,0.22453242540359497,0.184690460562706
.,0.5591574311256409,0.50484299659729,0.22855372726917267,0.22899852693080902,0.6812511086463928,0.3567904531955719,0.3452940285205841,0.2592269480228424,0.18364672362804413,0.49257001280784607,0.4130953550338745
