,what,trading,route,joined,khwarezmia,and,the,mongol,empire,?
a,0.3320399522781372,0.24172332882881165,0.18244044482707977,0.17133650183677673,0.3061319887638092,0.3739250600337982,0.5829201340675354,0.15921570360660553,0.1900206059217453,0.23916715383529663
500-man,0.18616734445095062,0.1498655080795288,0.12422548234462738,0.17536509037017822,0.3358389437198639,0.27339136600494385,0.26950591802597046,0.22830244898796082,0.22446173429489136,0.21983930468559265
caravan,0.22941453754901886,0.28886282444000244,0.3134532868862152,0.07692644745111465,0.3847879469394684,0.2836862802505493,0.18716146051883698,0.2703094780445099,0.24275711178779602,0.16481581330299377
to,0.455847829580307,0.24461090564727783,0.2605549395084381,0.18175388872623444,0.27053171396255493,0.48971283435821533,0.535392165184021,0.2125127911567688,0.21448755264282227,0.29463258385658264
establish,0.24999600648880005,0.3255639970302582,0.16281847655773163,0.1461925357580185,0.20776338875293732,0.2462419867515564,0.31343501806259155,0.24616271257400513,0.308925062417984,0.21678102016448975
official,0.18967986106872559,0.2263871282339096,0.12153661996126175,0.17515015602111816,0.1695207953453064,0.15831619501113892,0.3133983910083771,0.14018571376800537,0.17899750173091888,0.18097688257694244
trade,0.1555381417274475,0.6482785940170288,0.32637330889701843,0.13547366857528687,0.2078421413898468,0.2510223686695099,0.2681608200073242,0.2091890126466751,0.2767515778541565,0.09336511790752411
ties,0.05768733099102974,0.2650214433670044,0.10016049444675446,0.17563186585903168,0.18875621259212494,0.32915666699409485,0.21061654388904572,0.17480623722076416,0.20805446803569794,0.08758962154388428
with,0.2464839518070221,0.22851133346557617,0.14512334764003754,0.3091675937175751,0.2587907016277313,0.5477725267410278,0.4223487675189972,0.1917596012353897,0.16165103018283844,0.2433311939239502
the,0.42745697498321533,0.27514398097991943,0.22322526574134827,0.2943263649940491,0.3111512362957001,0.5171257257461548,1.0,0.2924198508262634,0.32532164454460144,0.22068053483963013
empire,0.21723191440105438,0.31217318773269653,0.17430123686790466,0.1281290054321289,0.41899508237838745,0.27479609847068787,0.32532164454460144,0.45230501890182495,1.0000001192092896,0.14909450709819794
.,0.3567904531955719,0.21561670303344727,0.25726518034935,0.23954392969608307,0.29643574357032776,0.588965117931366,0.5934505462646484,0.16751837730407715,0.2811720371246338,0.4130953550338745
