,along,with,non-governmental,and,nonstate,schools,",",what,is,another,name,for,private,schools,?
students,0.1698276400566101,0.17162418365478516,0.250520259141922,0.28111961483955383,0.2559487819671631,0.6169943809509277,0.26501646637916565,0.2380729615688324,0.2124544233083725,0.2176370769739151,0.10358775407075882,0.2460945099592209,0.35454505681991577,0.6169943809509277,0.18017297983169556
and,0.4213258922100067,0.5477725267410278,0.32258743047714233,1.0,0.29384827613830566,0.29319998621940613,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.21235932409763336,0.5064792633056641,0.2557651102542877,0.29319998621940613,0.20544172823429108
are,0.28655800223350525,0.38996943831443787,0.24904043972492218,0.48576638102531433,0.22405754029750824,0.30816179513931274,0.4062570035457611,0.29724663496017456,0.5330929756164551,0.23159852623939514,0.17349179089069366,0.3895993232727051,0.1694057136774063,0.30816179513931274,0.24591213464736938
funded,0.20340293645858765,0.16366346180438995,0.5001830458641052,0.2441575825214386,0.3004622459411621,0.39287659525871277,0.18915624916553497,0.12889151275157928,0.14329415559768677,0.1212017610669136,0.09591098129749298,0.2413514107465744,0.37384557723999023,0.39287659525871277,0.14043596386909485
in,0.3603311777114868,0.4080928862094879,0.28043389320373535,0.4954058527946472,0.2510022521018982,0.2632134258747101,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.3397690951824188,0.2459065467119217,0.4322226941585541,0.21135757863521576,0.2632134258747101,0.20430970191955566
whole,0.19661320745944977,0.22690556943416595,0.16597944498062134,0.28917279839515686,0.19558236002922058,0.20146062970161438,0.25234273076057434,0.38441845774650574,0.32541996240615845,0.4145019054412842,0.12033084779977798,0.276226282119751,0.12080708891153336,0.20146062970161438,0.21052291989326477
or,0.2587498426437378,0.38158315420150757,0.27646785974502563,0.4713204801082611,0.25580504536628723,0.23524631559848785,0.3769497275352478,0.33867141604423523,0.41870999336242676,0.4401204288005829,0.19621294736862183,0.4111599624156952,0.21888144314289093,0.23524631559848785,0.32389625906944275
in,0.3603311777114868,0.4080928862094879,0.28043389320373535,0.4954058527946472,0.2510022521018982,0.2632134258747101,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.3397690951824188,0.2459065467119217,0.4322226941585541,0.21135757863521576,0.2632134258747101,0.20430970191955566
part,0.3091850280761719,0.294111043214798,0.1732284128665924,0.35301485657691956,0.18834565579891205,0.17430028319358826,0.3376222252845764,0.3476244807243347,0.4582172930240631,0.28946805000305176,0.239738330245018,0.250704288482666,0.1465214490890503,0.17430028319358826,0.08557961881160736
by,0.34227433800697327,0.39731505513191223,0.2542456090450287,0.4289871156215668,0.21828272938728333,0.1415957361459732,0.3680937886238098,0.2455483376979828,0.3899846076965332,0.36873918771743774,0.25480157136917114,0.3248702883720398,0.18554414808750153,0.1415957361459732,0.17966607213020325
charging,0.2446427196264267,0.2712416648864746,0.22453945875167847,0.24163515865802765,0.27463531494140625,0.21839208900928497,0.21420089900493622,0.18373198807239532,0.1409144401550293,0.30577507615089417,0.061957355588674545,0.29873785376548767,0.2719841003417969,0.21839208900928497,0.11662299185991287
their,0.30045241117477417,0.4258328378200531,0.2595798969268799,0.45114588737487793,0.24391119182109833,0.22621867060661316,0.3045167922973633,0.35142919421195984,0.2101074606180191,0.3561564087867737,0.18092210590839386,0.3406745493412018,0.24537235498428345,0.22621867060661316,0.1898253709077835
students,0.1698276400566101,0.17162418365478516,0.250520259141922,0.28111961483955383,0.2559487819671631,0.6169943809509277,0.26501646637916565,0.2380729615688324,0.2124544233083725,0.2176370769739151,0.10358775407075882,0.2460945099592209,0.35454505681991577,0.6169943809509277,0.18017297983169556
tuition,0.10351625084877014,0.21156993508338928,0.45994341373443604,0.28055885434150696,0.3136851489543915,0.4599091112613678,0.2515327036380768,0.2307644784450531,0.20473599433898926,0.21690285205841064,0.09517870098352432,0.3458143174648285,0.3631826937198639,0.4599091112613678,0.2023361474275589
",",0.29824912548065186,0.4120737314224243,0.28734540939331055,0.6633074283599854,0.3134083151817322,0.2760516405105591,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.3283841907978058,0.28145334124565125,0.4464869201183319,0.1899166703224182,0.2760516405105591,0.31091248989105225
rather,0.18966880440711975,0.30638226866722107,0.21577824652194977,0.34474092721939087,0.23160572350025177,0.14261603355407715,0.276650071144104,0.3923804461956024,0.2886356711387634,0.3558580279350281,0.14921432733535767,0.3629494905471802,0.14991822838783264,0.14261603355407715,0.3053998053073883
than,0.20039285719394684,0.3028803765773773,0.1769375503063202,0.39361441135406494,0.15080897510051727,0.16902634501457214,0.3371901512145996,0.29388150572776794,0.2839990258216858,0.3526041507720947,0.13796374201774597,0.30793827772140503,0.13248130679130554,0.16902634501457214,0.24917294085025787
relying,0.16125385463237762,0.29843270778656006,0.3011819124221802,0.2992570400238037,0.25410225987434387,0.2412557154893875,0.25783878564834595,0.4828588664531708,0.27647680044174194,0.32408908009529114,0.12103863805532455,0.34560343623161316,0.2549968957901001,0.2412557154893875,0.2699472904205322
on,0.41361382603645325,0.40749499201774597,0.21156518161296844,0.4077630043029785,0.24868133664131165,0.18452578783035278,0.49057599902153015,0.34226128458976746,0.3635730445384979,0.2988088130950928,0.17627742886543274,0.36199691891670227,0.21000011265277863,0.18452578783035278,0.2714994251728058
mandatory,0.05555908381938934,0.15524286031723022,0.3096807301044464,0.19295644760131836,0.24657723307609558,0.22373183071613312,0.2573775351047516,0.2798025608062744,0.18665999174118042,0.1634918600320816,0.22064806520938873,0.3133208751678467,0.20464441180229187,0.22373183071613312,0.18550173938274384
taxation,0.12500979006290436,0.17678186297416687,0.5490967035293579,0.27921611070632935,0.3409729599952698,0.2641906440258026,0.20654340088367462,0.25329726934432983,0.17580538988113403,0.2078910768032074,0.0994163453578949,0.2700803577899933,0.3166259825229645,0.2641906440258026,0.16318899393081665
through,0.4089634418487549,0.26801666617393494,0.13713380694389343,0.3666759729385376,0.19841545820236206,0.19748453795909882,0.3060276508331299,0.23167094588279724,0.27805060148239136,0.2753884196281433,0.13352233171463013,0.3172857463359833,0.19509479403495789,0.19748453795909882,0.16913433372974396
public,0.14520908892154694,0.17061910033226013,0.4151158034801483,0.3227643668651581,0.3310493230819702,0.4260808527469635,0.2588968276977539,0.1729622185230255,0.1980048567056656,0.2020987868309021,0.16597819328308105,0.3092794418334961,0.5126727223396301,0.4260808527469635,0.19872993230819702
(,0.18445467948913574,0.29503780603408813,0.246821790933609,0.4862271547317505,0.25521120429039,0.15322564542293549,0.6363511681556702,0.2411840260028839,0.35393038392066956,0.2500171959400177,0.2706909477710724,0.3357032239437103,0.162434384226799,0.15322564542293549,0.40561532974243164
government,0.1656099408864975,0.2035938799381256,0.7697733640670776,0.2859337627887726,0.2971543073654175,0.3405122756958008,0.27344048023223877,0.28074538707733154,0.20343491435050964,0.20183414220809937,0.12998923659324646,0.23902073502540588,0.3261575996875763,0.3405122756958008,0.18851417303085327
),0.17395511269569397,0.3069596290588379,0.24081481993198395,0.4961937665939331,0.2383251041173935,0.16219249367713928,0.63033527135849,0.26259949803352356,0.37732169032096863,0.2743632197380066,0.2638341188430786,0.3639558255672455,0.16768941283226013,0.16219249367713928,0.42300865054130554
funding,0.251122385263443,0.23049691319465637,0.4998778700828552,0.30138206481933594,0.2968602180480957,0.3070438504219055,0.23183828592300415,0.2725590467453003,0.17921492457389832,0.24804727733135223,0.1609264612197876,0.34661975502967834,0.27316173911094666,0.3070438504219055,0.1842934638261795
;,0.04494662955403328,0.12944702804088593,0.0776555985212326,0.08403264731168747,0.01003415696322918,0.006539041642099619,0.04938793554902077,0.10986888408660889,0.05324986204504967,0.013220119290053844,0.01776505447924137,0.0293948445469141,0.07344416528940201,0.006539041642099619,0.10349778085947037
at,0.2828983664512634,0.29126521944999695,0.17052434384822845,0.3571503460407257,0.2705670893192291,0.21788150072097778,0.38314947485923767,0.2838611304759979,0.25906258821487427,0.26329556107521057,0.11450952291488647,0.34237727522850037,0.21611805260181427,0.21788150072097778,0.21978627145290375
some,0.2941672205924988,0.3924338221549988,0.29702228307724,0.5337774157524109,0.2942933440208435,0.3067633807659149,0.42400437593460083,0.4491020441055298,0.3038453459739685,0.37478992342948914,0.18756690621376038,0.4257155656814575,0.23412339389324188,0.3067633807659149,0.2562315762042999
private,0.13822825253009796,0.20792533457279205,0.32090720534324646,0.2557651102542877,0.2977983057498932,0.4158569872379303,0.1899166703224182,0.16778090596199036,0.1420905888080597,0.18571069836616516,0.09414568543434143,0.22242696583271027,1.0,0.4158569872379303,0.14389030635356903
schools,0.19221381843090057,0.13740696012973785,0.3469877243041992,0.29319998621940613,0.2588921785354614,1.0,0.2760516405105591,0.1820785105228424,0.2022145688533783,0.16504782438278198,0.12527719140052795,0.2320515662431717,0.4158569872379303,1.0,0.18349280953407288
students,0.1698276400566101,0.17162418365478516,0.250520259141922,0.28111961483955383,0.2559487819671631,0.6169943809509277,0.26501646637916565,0.2380729615688324,0.2124544233083725,0.2176370769739151,0.10358775407075882,0.2460945099592209,0.35454505681991577,0.6169943809509277,0.18017297983169556
may,0.1305578351020813,0.23512546718120575,0.2481573522090912,0.34598252177238464,0.23475879430770874,0.1841869205236435,0.5007920861244202,0.25739946961402893,0.322792649269104,0.2963435649871826,0.1821857988834381,0.29255861043930054,0.16896244883537292,0.1841869205236435,0.2768254578113556
be,0.21169698238372803,0.36101722717285156,0.2146458774805069,0.41766801476478577,0.25600042939186096,0.21943484246730804,0.39254459738731384,0.3929833769798279,0.4819129705429077,0.42243969440460205,0.19639723002910614,0.3801851272583008,0.1834806501865387,0.21943484246730804,0.3324260413646698
able,0.16749930381774902,0.3051167130470276,0.18555887043476105,0.3303895890712738,0.23120665550231934,0.1364797204732895,0.28725793957710266,0.3404487371444702,0.1493876874446869,0.30758965015411377,0.08592622727155685,0.2947812080383301,0.21204803884029388,0.1364797204732895,0.260649710893631
to,0.2976071536540985,0.4239959120750427,0.2558363080024719,0.48971283435821533,0.30393290519714355,0.2362271547317505,0.44245919585227966,0.455847829580307,0.42745086550712585,0.48769932985305786,0.27806994318962097,0.4451248347759247,0.18892748653888702,0.2362271547317505,0.29463258385658264
get,0.21199153363704681,0.3307689428329468,0.19103609025478363,0.37609121203422546,0.24228596687316895,0.1499549150466919,0.2926318049430847,0.3490515947341919,0.29207053780555725,0.3407246768474579,0.11696000397205353,0.342695415019989,0.16381114721298218,0.1499549150466919,0.3499825894832611
a,0.24426962435245514,0.3783375024795532,0.2561062276363373,0.3739250600337982,0.24274781346321106,0.2118925303220749,0.427140474319458,0.3320399522781372,0.658733606338501,0.6191956996917725,0.26421117782592773,0.44038116931915283,0.20346391201019287,0.2118925303220749,0.23916715383529663
scholarship,0.07387856394052505,0.12489696592092514,0.2705248296260834,0.2342252880334854,0.24983695149421692,0.42799627780914307,0.21552643179893494,0.18312285840511322,0.17051438987255096,0.18689951300621033,0.21562018990516663,0.30415216088294983,0.33168524503707886,0.42799627780914307,0.07760601490736008
",",0.29824912548065186,0.4120737314224243,0.28734540939331055,0.6633074283599854,0.3134083151817322,0.2760516405105591,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.3283841907978058,0.28145334124565125,0.4464869201183319,0.1899166703224182,0.2760516405105591,0.31091248989105225
which,0.33404073119163513,0.46403205394744873,0.3017089068889618,0.506277859210968,0.25557684898376465,0.23417861759662628,0.3658004403114319,0.5261979103088379,0.4457404911518097,0.5561438798904419,0.2972666025161743,0.44095608592033386,0.21277280151844025,0.23417861759662628,0.25814583897590637
makes,0.22448304295539856,0.33933931589126587,0.1546279340982437,0.34688496589660645,0.18935567140579224,0.10043070465326309,0.2926395535469055,0.2867553234100342,0.4565773010253906,0.30097731947898865,0.18983758985996246,0.3219717741012573,0.07926832139492035,0.10043070465326309,0.22145044803619385
the,0.39495137333869934,0.4223487675189972,0.28830572962760925,0.5171257257461548,0.27058130502700806,0.22905772924423218,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.3171212375164032,0.4739971458911896,0.18291357159614563,0.22905772924423218,0.22068053483963013
cost,0.143184095621109,0.2314605861902237,0.27092593908309937,0.2846847474575043,0.21630676090717316,0.19791728258132935,0.20970560610294342,0.210266575217247,0.21065181493759155,0.22345185279846191,0.0805823877453804,0.2728281319141388,0.2392757087945938,0.19791728258132935,0.17823095619678497
cheaper,0.15874944627285004,0.2004793882369995,0.2305624783039093,0.270679771900177,0.05857433006167412,0.17623591423034668,0.21943682432174683,0.20256595313549042,0.25312790274620056,0.2475304901599884,0.1323293000459671,0.26421791315078735,0.22211143374443054,0.17623591423034668,0.12747052311897278
",",0.29824912548065186,0.4120737314224243,0.28734540939331055,0.6633074283599854,0.3134083151817322,0.2760516405105591,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.3283841907978058,0.28145334124565125,0.4464869201183319,0.1899166703224182,0.2760516405105591,0.31091248989105225
depending,0.20101933181285858,0.3409535884857178,0.18591226637363434,0.3186084032058716,0.17567968368530273,0.17177647352218628,0.2440662980079651,0.3483159840106964,0.32825371623039246,0.38890936970710754,0.1579226702451706,0.35035470128059387,0.1153963953256607,0.17177647352218628,0.21704205870628357
on,0.41361382603645325,0.40749499201774597,0.21156518161296844,0.4077630043029785,0.24868133664131165,0.18452578783035278,0.49057599902153015,0.34226128458976746,0.3635730445384979,0.2988088130950928,0.17627742886543274,0.36199691891670227,0.21000011265277863,0.18452578783035278,0.2714994251728058
a,0.24426962435245514,0.3783375024795532,0.2561062276363373,0.3739250600337982,0.24274781346321106,0.2118925303220749,0.427140474319458,0.3320399522781372,0.658733606338501,0.6191956996917725,0.26421117782592773,0.44038116931915283,0.20346391201019287,0.2118925303220749,0.23916715383529663
talent,0.17494753003120422,0.19717535376548767,0.17476533353328705,0.2810458242893219,0.19870132207870483,0.178284153342247,0.2598915100097656,0.20876705646514893,0.17878663539886475,0.22170774638652802,0.17931310832500458,0.27040550112724304,0.21820218861103058,0.178284153342247,0.16550226509571075
the,0.39495137333869934,0.4223487675189972,0.28830572962760925,0.5171257257461548,0.27058130502700806,0.22905772924423218,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.3171212375164032,0.4739971458911896,0.18291357159614563,0.22905772924423218,0.22068053483963013
student,0.11090494692325592,0.1580762416124344,0.24004098773002625,0.2391568422317505,0.24893124401569366,0.41530340909957886,0.2261858433485031,0.20548318326473236,0.18911804258823395,0.2470662146806717,0.07360304892063141,0.20500831305980682,0.3240567743778229,0.41530340909957886,0.13282090425491333
may,0.1305578351020813,0.23512546718120575,0.2481573522090912,0.34598252177238464,0.23475879430770874,0.1841869205236435,0.5007920861244202,0.25739946961402893,0.322792649269104,0.2963435649871826,0.1821857988834381,0.29255861043930054,0.16896244883537292,0.1841869205236435,0.2768254578113556
have,0.2685122489929199,0.48046383261680603,0.24665652215480804,0.4711785912513733,0.27121594548225403,0.26828762888908386,0.3541618287563324,0.39808809757232666,0.3613572418689728,0.3633967638015747,0.19985003769397736,0.41175219416618347,0.1496797353029251,0.26828762888908386,0.32991164922714233
(,0.18445467948913574,0.29503780603408813,0.246821790933609,0.4862271547317505,0.25521120429039,0.15322564542293549,0.6363511681556702,0.2411840260028839,0.35393038392066956,0.2500171959400177,0.2706909477710724,0.3357032239437103,0.162434384226799,0.15322564542293549,0.40561532974243164
e.g,0.05717834085226059,-0.0059773363173007965,-0.06651395559310913,-0.0259549617767334,-0.031822435557842255,-0.12376193702220917,-0.1017751693725586,0.044121697545051575,0.02077377215027809,0.05952056497335434,0.05143572390079498,0.11492136120796204,-0.12507210671901703,-0.12376193702220917,-0.03681480139493942
.,0.27491724491119385,0.4446153938770294,0.2629182040691376,0.588965117931366,0.3023134469985962,0.2752705216407776,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.3817248046398163,0.24737101793289185,0.4726039469242096,0.2534593939781189,0.2752705216407776,0.4130953550338745
