,how,many,people,were,on,the,project,that,followed,project,mercury,?
three-man,0.31036946177482605,0.3855386972427368,0.13433440029621124,0.3311026096343994,0.3318195343017578,0.455867737531662,0.18581438064575195,0.37528806924819946,0.33198094367980957,0.18581438064575195,0.1899181753396988,0.26473212242126465
spacecraft,0.22779840230941772,0.15773004293441772,0.1556299775838852,0.17363768815994263,0.20470470190048218,0.21476294100284576,0.28782275319099426,0.2425282597541809,0.18038254976272583,0.28782275319099426,0.3876020312309265,0.17708687484264374
to,0.44169697165489197,0.40243685245513916,0.37275731563568115,0.31913647055625916,0.41031414270401,0.535392165184021,0.28750085830688477,0.5436353087425232,0.23444271087646484,0.28750085830688477,0.282574325799942,0.29463258385658264
follow,0.39919114112854004,0.32433566451072693,0.1797146052122116,0.2770165205001831,0.24946705996990204,0.3197029232978821,0.1857873648405075,0.428226113319397,0.5701922178268433,0.1857873648405075,0.10408718883991241,0.26102155447006226
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.3906462490558624,0.5107308030128479,1.0,0.2027820199728012,0.5473989248275757,0.3567860722541809,0.2027820199728012,0.2059478461742401,0.22068053483963013
one-man,0.22931064665317535,0.20651356875896454,0.20703791081905365,0.1852044016122818,0.2923842966556549,0.32104042172431946,0.27464279532432556,0.2651856243610382,0.20078761875629425,0.27464279532432556,0.17752303183078766,0.27288830280303955
project,0.24153687059879303,0.19170600175857544,0.16129779815673828,0.13263660669326782,0.25128498673439026,0.2027820199728012,1.0,0.29938963055610657,0.13270756602287292,1.0,0.25413432717323303,0.30569031834602356
mercury,0.14906032383441925,0.1871928572654724,0.1430436670780182,0.12138005346059799,0.186717227101326,0.2059478461742401,0.25413432717323303,0.2205929309129715,0.134832501411438,0.25413432717323303,1.0000001192092896,0.10977116972208023
which,0.4852597713470459,0.5168171525001526,0.29092222452163696,0.2807837128639221,0.4245251417160034,0.6521818041801453,0.21453826129436493,0.6894589066505432,0.3234761655330658,0.21453826129436493,0.25238439440727234,0.25814583897590637
put,0.32494065165519714,0.27768608927726746,0.22160324454307556,0.2619820535182953,0.33860915899276733,0.34150463342666626,0.2220277041196823,0.4161929190158844,0.31688427925109863,0.2220277041196823,0.1828462779521942,0.2993032932281494
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.3906462490558624,0.5107308030128479,1.0,0.2027820199728012,0.5473989248275757,0.3567860722541809,0.2027820199728012,0.2059478461742401,0.22068053483963013
first,0.27731001377105713,0.2931244373321533,0.19699515402317047,0.3285558819770813,0.3120559751987457,0.49448907375335693,0.2069343626499176,0.3482176661491394,0.3457415997982025,0.2069343626499176,0.13525766134262085,0.18701928853988647
americans,0.26547572016716003,0.32616177201271057,0.4425450265407562,0.3881986439228058,0.20607639849185944,0.3275100290775299,0.22167496383190155,0.2961699664592743,0.19365252554416656,0.22167496383190155,0.14021636545658112,0.19417695701122284
in,0.2601168751716614,0.41474202275276184,0.39605680108070374,0.3815755248069763,0.46853652596473694,0.6662389636039734,0.16277937591075897,0.435920387506485,0.3307904005050659,0.16277937591075897,0.18165083229541779,0.20430970191955566
space,0.1899009644985199,0.15485332906246185,0.15690962970256805,0.15497688949108124,0.15890881419181824,0.24495907127857208,0.28891924023628235,0.2368461638689041,0.16814075410366058,0.28891924023628235,0.22671915590763092,0.1885536164045334
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.36755475401878357,0.49057599902153015,0.4933079481124878,0.24875426292419434,0.4137537479400635,0.3097211718559265,0.24875426292419434,0.24557945132255554,0.31091248989105225
apollo,0.13699254393577576,0.13721908628940582,0.117107093334198,0.183358833193779,0.16069947183132172,0.2169172167778015,0.27027878165245056,0.2014923095703125,0.14407320320606232,0.27027878165245056,0.41751042008399963,0.191528782248497
was,0.16678167879581451,0.260356068611145,0.2518421411514282,0.590133786201477,0.3909217119216919,0.48711544275283813,0.17915812134742737,0.33670201897621155,0.2845839560031891,0.17915812134742737,0.2121867835521698,0.18412111699581146
later,0.2534695267677307,0.3450429439544678,0.17553018033504486,0.46195727586746216,0.30872204899787903,0.4060266613960266,0.17198823392391205,0.42443475127220154,0.3331984877586365,0.17198823392391205,0.1683426797389984,0.1417175978422165
dedicated,0.19590720534324646,0.24030821025371552,0.15627241134643555,0.16782362759113312,0.2468518614768982,0.2320098578929901,0.36670318245887756,0.22256115078926086,0.16936638951301575,0.36670318245887756,0.13411617279052734,0.12950462102890015
to,0.44169697165489197,0.40243685245513916,0.37275731563568115,0.31913647055625916,0.41031414270401,0.535392165184021,0.28750085830688477,0.5436353087425232,0.23444271087646484,0.28750085830688477,0.282574325799942,0.29463258385658264
president,0.1342112123966217,0.15858104825019836,0.20062722265720367,0.11741934716701508,0.18996542692184448,0.24330610036849976,0.09658116102218628,0.19873183965682983,0.11486203968524933,0.09658116102218628,0.11564147472381592,0.14148259162902832
john,0.16882067918777466,0.12777787446975708,0.06191077455878258,0.19632886350154877,0.194100484251976,0.2230520099401474,0.12352199852466583,0.17830057442188263,0.19519810378551483,0.12352199852466583,0.1520930528640747,0.13162356615066528
f.,0.06734219938516617,0.06997399032115936,0.10985404998064041,0.14214543998241425,0.12005865573883057,0.18440215289592743,0.08297351002693176,0.12489675730466843,0.17340488731861115,0.08297351002693176,-0.01796523481607437,0.11007396876811981
kennedy,0.14617691934108734,0.22899681329727173,0.15452814102172852,0.186554417014122,0.18709918856620789,0.20303435623645782,0.22658184170722961,0.26946479082107544,0.17328767478466034,0.22658184170722961,0.17473392188549042,0.21965277194976807
's,-0.026164190843701363,0.01698932610452175,0.023582622408866882,0.007088581565767527,0.0026888418942689896,-0.01540423184633255,0.07063660025596619,0.04397977516055107,-0.0014459885424003005,0.07063660025596619,-0.06901101022958755,-0.023395681753754616
national,0.13248363137245178,0.21160955727100372,0.2130085974931717,0.13822269439697266,0.18674622476100922,0.32739606499671936,0.14782488346099854,0.20268747210502625,0.10295363515615463,0.14782488346099854,0.11409945785999298,0.15643028914928436
goal,0.20538218319416046,0.11800757050514221,0.20475320518016815,0.16779333353042603,0.2157920002937317,0.2443244755268097,0.2488684058189392,0.2496824711561203,0.17090123891830444,0.2488684058189392,0.08589641749858856,0.1964566856622696
of,0.2480744868516922,0.37253960967063904,0.3251037895679474,0.34038281440734863,0.3966929316520691,0.733189046382904,0.17578177154064178,0.41498205065727234,0.3060508966445923,0.17578177154064178,0.19711527228355408,0.1826142966747284
``,-0.01591024175286293,0.012824942357838154,0.08962737023830414,0.006090171169489622,-0.03274054825305939,0.029072100296616554,-0.08674123138189316,0.05285148695111275,0.06008903309702873,-0.08674123138189316,-0.09051951766014099,0.0685480609536171
landing,0.09343604743480682,0.1812470257282257,0.19470667839050293,0.20515987277030945,0.31166619062423706,0.24055521190166473,0.18963196873664856,0.2021215856075287,0.14282913506031036,0.18963196873664856,0.21615634858608246,0.11133739352226257
a,0.29312583804130554,0.2872205972671509,0.3483705520629883,0.17203083634376526,0.3848365545272827,0.5829201340675354,0.2328382134437561,0.47537946701049805,0.2840714454650879,0.2328382134437561,0.25249192118644714,0.23916715383529663
man,0.25158804655075073,0.21835292875766754,0.277393102645874,0.2055310159921646,0.2439323514699936,0.23171134293079376,0.16358251869678497,0.25507083535194397,0.19073648750782013,0.16358251869678497,0.14843064546585083,0.2528940737247467
on,0.32655060291290283,0.32520127296447754,0.2559742033481598,0.2774328887462616,0.9999999403953552,0.5107308030128479,0.25128498673439026,0.42569106817245483,0.28835389018058777,0.25128498673439026,0.186717227101326,0.2714994251728058
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.3906462490558624,0.5107308030128479,1.0,0.2027820199728012,0.5473989248275757,0.3567860722541809,0.2027820199728012,0.2059478461742401,0.22068053483963013
moon,0.209036186337471,0.14061444997787476,0.089213065803051,0.15599286556243896,0.20249907672405243,0.23613092303276062,0.21693669259548187,0.28123724460601807,0.1752295047044754,0.21693669259548187,0.28807368874549866,0.1442703753709793
and,0.33647966384887695,0.5296266674995422,0.3016039729118347,0.42175528407096863,0.4077630043029785,0.5171257257461548,0.23249590396881104,0.4731321930885315,0.31943854689598083,0.23249590396881104,0.20320454239845276,0.20544172823429108
returning,0.18952171504497528,0.21382789313793182,0.21600188314914703,0.23064006865024567,0.3125755488872528,0.3807036876678467,0.18665513396263123,0.23818755149841309,0.2191024124622345,0.18665513396263123,0.11378765106201172,0.14488300681114197
him,0.3545486629009247,0.30194568634033203,0.29453665018081665,0.289580374956131,0.2697460651397705,0.39213326573371887,0.1699482649564743,0.4159553349018097,0.1971670538187027,0.1699482649564743,0.15200969576835632,0.23943768441677094
safely,0.253290057182312,0.22944201529026031,0.27388671040534973,0.19390639662742615,0.30031970143318176,0.2783729135990143,0.2508927583694458,0.3271855413913727,0.13321249186992645,0.2508927583694458,0.2526707947254181,0.2161647230386734
to,0.44169697165489197,0.40243685245513916,0.37275731563568115,0.31913647055625916,0.41031414270401,0.535392165184021,0.28750085830688477,0.5436353087425232,0.23444271087646484,0.28750085830688477,0.282574325799942,0.29463258385658264
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.3906462490558624,0.5107308030128479,1.0,0.2027820199728012,0.5473989248275757,0.3567860722541809,0.2027820199728012,0.2059478461742401,0.22068053483963013
earth,0.2756480276584625,0.22623728215694427,0.1306694597005844,0.1662740856409073,0.20645220577716827,0.2801888585090637,0.17193573713302612,0.33014219999313354,0.1699528992176056,0.17193573713302612,0.26640716195106506,0.17717236280441284
'',-0.0029843549709767103,-0.016843097284436226,0.0037952337879687548,0.007215402089059353,0.04238596186041832,0.041273195296525955,-0.03403550386428833,0.007880004122853279,0.041462622582912445,-0.03403550386428833,0.06545607000589371,0.018684765323996544
by,0.34370526671409607,0.3409687578678131,0.20350977778434753,0.4406847059726715,0.33887791633605957,0.4408751428127289,0.2110227346420288,0.37496164441108704,0.3815058469772339,0.2110227346420288,0.17105858027935028,0.17966607213020325
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.3906462490558624,0.5107308030128479,1.0,0.2027820199728012,0.5473989248275757,0.3567860722541809,0.2027820199728012,0.2059478461742401,0.22068053483963013
end,0.2481066733598709,0.2364911139011383,0.22039422392845154,0.199965700507164,0.2773675322532654,0.39658910036087036,0.18564964830875397,0.3221861720085144,0.2951353192329407,0.18564964830875397,0.11381100863218307,0.12543344497680664
of,0.2480744868516922,0.37253960967063904,0.3251037895679474,0.34038281440734863,0.3966929316520691,0.733189046382904,0.17578177154064178,0.41498205065727234,0.3060508966445923,0.17578177154064178,0.19711527228355408,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.3906462490558624,0.5107308030128479,1.0,0.2027820199728012,0.5473989248275757,0.3567860722541809,0.2027820199728012,0.2059478461742401,0.22068053483963013
1960s,-0.1870010942220688,-0.07060643285512924,-0.0007702973671257496,-0.12044279277324677,-0.12059593945741653,-0.06868536025285721,0.006951620802283287,-0.16963623464107513,-0.1324869841337204,0.006951620802283287,-0.030513931065797806,-0.08257022500038147
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.36755475401878357,0.49057599902153015,0.4933079481124878,0.24875426292419434,0.4137537479400635,0.3097211718559265,0.24875426292419434,0.24557945132255554,0.31091248989105225
which,0.4852597713470459,0.5168171525001526,0.29092222452163696,0.2807837128639221,0.4245251417160034,0.6521818041801453,0.21453826129436493,0.6894589066505432,0.3234761655330658,0.21453826129436493,0.25238439440727234,0.25814583897590637
he,0.2594625651836395,0.3483840227127075,0.324719101190567,0.31267037987709045,0.32403138279914856,0.4571082592010498,0.17876175045967102,0.36068853735923767,0.16031686961650848,0.17876175045967102,0.17591021955013275,0.2089974731206894
proposed,0.24661403894424438,0.1466694325208664,0.11421611160039902,0.18424774706363678,0.2377385050058365,0.23840250074863434,0.2783770263195038,0.3023551106452942,0.22285573184490204,0.2783770263195038,0.1524454951286316,0.24553193151950836
in,0.2601168751716614,0.41474202275276184,0.39605680108070374,0.3815755248069763,0.46853652596473694,0.6662389636039734,0.16277937591075897,0.435920387506485,0.3307904005050659,0.16277937591075897,0.18165083229541779,0.20430970191955566
a,0.29312583804130554,0.2872205972671509,0.3483705520629883,0.17203083634376526,0.3848365545272827,0.5829201340675354,0.2328382134437561,0.47537946701049805,0.2840714454650879,0.2328382134437561,0.25249192118644714,0.23916715383529663
may,0.22490409016609192,0.29758191108703613,0.2590857446193695,0.2525627911090851,0.3428080081939697,0.2694292366504669,0.17985300719738007,0.4234136641025543,0.17740236222743988,0.17985300719738007,0.2279137521982193,0.2768254578113556
25,0.07429084926843643,0.11531345546245575,0.035785011947155,0.2546047866344452,0.17010806500911713,0.1671934723854065,0.027427418157458305,0.1270369589328766,0.20082494616508484,0.027427418157458305,0.0311401579529047,0.09614268690347672
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.36755475401878357,0.49057599902153015,0.4933079481124878,0.24875426292419434,0.4137537479400635,0.3097211718559265,0.24875426292419434,0.24557945132255554,0.31091248989105225
1961,0.07563319057226181,0.06999338418245316,-0.024040622636675835,0.017934460192918777,0.03829694911837578,0.0738944262266159,0.07071986794471741,-0.005436192266643047,0.0640871599316597,0.07071986794471741,0.010516642592847347,0.009729373268783092
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.36755475401878357,0.49057599902153015,0.4933079481124878,0.24875426292419434,0.4137537479400635,0.3097211718559265,0.24875426292419434,0.24557945132255554,0.31091248989105225
address,0.2478216588497162,0.22495609521865845,0.19583097100257874,0.14446642994880676,0.22459441423416138,0.24438561499118805,0.17992031574249268,0.27949783205986023,0.12240305542945862,0.17992031574249268,0.03350665792822838,0.2784976661205292
to,0.44169697165489197,0.40243685245513916,0.37275731563568115,0.31913647055625916,0.41031414270401,0.535392165184021,0.28750085830688477,0.5436353087425232,0.23444271087646484,0.28750085830688477,0.282574325799942,0.29463258385658264
congress,0.16602906584739685,0.17146539688110352,0.21938073635101318,0.16226327419281006,0.20437034964561462,0.27082565426826477,0.11414296925067902,0.1973203718662262,0.14548452198505402,0.11414296925067902,0.10066141188144684,0.2020287960767746
.,0.3287222981452942,0.3974229395389557,0.33118996024131775,0.3378238379955292,0.49257001280784607,0.5934505462646484,0.23938670754432678,0.4460422694683075,0.3200787305831909,0.23938670754432678,0.22198538482189178,0.4130953550338745
