,what,concept,was,developed,by,baran,while,researching,at,rand
for,0.3017193675041199,0.24192313849925995,0.3863949179649353,0.22294896841049194,0.3248702883720398,0.1477230191230774,0.4232339859008789,0.33597829937934875,0.34237727522850037,0.2529878616333008
the,0.42745697498321533,0.2355310022830963,0.48711544275283813,0.24490751326084137,0.4408751428127289,0.20225991308689117,0.39804592728614807,0.27866730093955994,0.457212895154953,0.16493244469165802
us,0.32081687450408936,0.1645226925611496,0.19898231327533722,0.13503265380859375,0.1641579419374466,0.10088943690061569,0.23116753995418549,0.1938246488571167,0.2341633439064026,0.2187654972076416
air,0.10361403971910477,0.11173049360513687,0.18898457288742065,0.14225755631923676,0.19110813736915588,0.19263207912445068,0.22072969377040863,0.10794136673212051,0.18523330986499786,0.19994208216667175
force,0.16915984451770782,0.17681357264518738,0.20879842340946198,0.12648999691009521,0.24997374415397644,0.11589477211236954,0.2853275537490845,0.17486664652824402,0.17609930038452148,0.1221919059753418
into,0.2180619090795517,0.1447935700416565,0.2322220653295517,0.25731268525123596,0.30473223328590393,0.23013974726200104,0.30003979802131653,0.17048023641109467,0.2095452845096588,0.13001418113708496
survivable,0.3223760724067688,0.3010347783565521,0.21822617948055267,0.30282944440841675,0.21599775552749634,0.12594521045684814,0.24639679491519928,0.35582736134529114,0.14447370171546936,0.244714617729187
communications,0.18950708210468292,0.2877296805381775,0.2137834131717682,0.2311728447675705,0.23298585414886475,0.22490209341049194,0.20914338529109955,0.3206726014614105,0.17414209246635437,0.23825012147426605
networks,0.18279550969600677,0.20916320383548737,0.169170543551445,0.2324790358543396,0.24484656751155853,0.2125736027956009,0.15523366630077362,0.2156849205493927,0.2001681923866272,0.1667037457227707
",",0.3087472915649414,0.20029692351818085,0.45456063747406006,0.24565434455871582,0.3680937886238098,0.25993672013282776,0.38232675194740295,0.3077370822429657,0.38314947485923767,0.33328965306282043
first,0.28086137771606445,0.2393403947353363,0.5022147297859192,0.2750127613544464,0.3877052962779999,0.187789648771286,0.30667605996131897,0.19447925686836243,0.3138778805732727,0.1858312040567398
presented,0.23381416499614716,0.1979106366634369,0.2883085608482361,0.19558513164520264,0.3042648136615753,0.17005199193954468,0.2001442015171051,0.15897028148174286,0.25958916544914246,0.19170868396759033
to,0.455847829580307,0.2465057224035263,0.3636345863342285,0.19491806626319885,0.33534231781959534,0.19148242473602295,0.43899232149124146,0.3126157224178314,0.36524343490600586,0.29172608256340027
the,0.42745697498321533,0.2355310022830963,0.48711544275283813,0.24490751326084137,0.4408751428127289,0.20225991308689117,0.39804592728614807,0.27866730093955994,0.457212895154953,0.16493244469165802
air,0.10361403971910477,0.11173049360513687,0.18898457288742065,0.14225755631923676,0.19110813736915588,0.19263207912445068,0.22072969377040863,0.10794136673212051,0.18523330986499786,0.19994208216667175
force,0.16915984451770782,0.17681357264518738,0.20879842340946198,0.12648999691009521,0.24997374415397644,0.11589477211236954,0.2853275537490845,0.17486664652824402,0.17609930038452148,0.1221919059753418
in,0.30808621644973755,0.21857000887393951,0.45514053106307983,0.2498214840888977,0.370934396982193,0.20557019114494324,0.3399278521537781,0.2470199018716812,0.4374977946281433,0.24292322993278503
the,0.42745697498321533,0.2355310022830963,0.48711544275283813,0.24490751326084137,0.4408751428127289,0.20225991308689117,0.39804592728614807,0.27866730093955994,0.457212895154953,0.16493244469165802
summer,0.16213102638721466,0.03194112330675125,0.22632931172847748,0.1532616913318634,0.15163634717464447,0.1606287956237793,0.22064636647701263,0.1199781596660614,0.31800585985183716,0.10786657780408859
of,0.33290785551071167,0.24082158505916595,0.4069072902202606,0.21960023045539856,0.3646814823150635,0.19897006452083588,0.3366928696632385,0.2797350585460663,0.42558613419532776,0.18197889626026154
1961,-0.03442762792110443,-0.004604849498718977,0.09389110654592514,0.09769435971975327,0.09517981112003326,0.03960365802049637,0.051697008311748505,-0.05056338757276535,-0.029475152492523193,0.011876159347593784
as,0.31749409437179565,0.26051822304725647,0.3677520453929901,0.21440666913986206,0.3815547823905945,0.20356325805187225,0.4165958762168884,0.28255167603492737,0.28092536330223083,0.19474178552627563
briefing,0.18385592103004456,0.20500615239143372,0.28812867403030396,0.16890832781791687,0.25616565346717834,0.2194652259349823,0.3710104525089264,0.320605605840683,0.27740728855133057,0.26612773537635803
b-265,0.0787566751241684,-0.03139546513557434,0.07904361933469772,0.061021991074085236,-0.007213232107460499,0.0206138975918293,-0.008417213335633278,0.030453616753220558,0.025668149814009666,0.10057190805673599
",",0.3087472915649414,0.20029692351818085,0.45456063747406006,0.24565434455871582,0.3680937886238098,0.25993672013282776,0.38232675194740295,0.3077370822429657,0.38314947485923767,0.33328965306282043
later,0.2517229914665222,0.15995608270168304,0.5684447288513184,0.30120304226875305,0.3747883439064026,0.18060892820358276,0.34200772643089294,0.23877952992916107,0.3238905966281891,0.22097566723823547
published,0.20457668602466583,0.18200549483299255,0.2896443009376526,0.41886842250823975,0.32986849546432495,0.09122353047132492,0.14326569437980652,0.3271467983722687,0.16002829372882843,0.2790924310684204
as,0.31749409437179565,0.26051822304725647,0.3677520453929901,0.21440666913986206,0.3815547823905945,0.20356325805187225,0.4165958762168884,0.28255167603492737,0.28092536330223083,0.19474178552627563
rand,0.23037707805633545,0.22674758732318878,0.22434252500534058,0.1760486364364624,0.1499790996313095,0.26310282945632935,0.10278332978487015,0.2492467761039734,0.10682752728462219,1.0000001192092896
report,0.2868559956550598,0.10493963211774826,0.19926786422729492,0.1818796545267105,0.2265174388885498,0.11666057258844376,0.20469781756401062,0.31228533387184143,0.2458806037902832,0.18373975157737732
p-2626,0.2793515920639038,0.20115028321743011,0.08724398165941238,0.185146763920784,0.08059646934270859,0.06717803329229355,0.09916363656520844,0.14369311928749084,-0.006377194542437792,0.15383785963058472
in,0.30808621644973755,0.21857000887393951,0.45514053106307983,0.2498214840888977,0.370934396982193,0.20557019114494324,0.3399278521537781,0.2470199018716812,0.4374977946281433,0.24292322993278503
1962,-0.001027831924147904,-0.0442223846912384,-0.03281155601143837,-0.07109231501817703,-0.02526031993329525,0.17229878902435303,-0.0029656910337507725,-0.07493803650140762,-0.08754377067089081,-0.06275375187397003
",",0.3087472915649414,0.20029692351818085,0.45456063747406006,0.24565434455871582,0.3680937886238098,0.25993672013282776,0.38232675194740295,0.3077370822429657,0.38314947485923767,0.33328965306282043
and,0.31309178471565247,0.22126320004463196,0.3740963041782379,0.25542938709259033,0.4289871156215668,0.2267550826072693,0.45699796080589294,0.32558363676071167,0.3571503460407257,0.2739938795566559
finally,0.33623361587524414,0.1283436119556427,0.3442646861076355,0.1901283860206604,0.3416956067085266,0.10114893317222595,0.4297323226928711,0.23218023777008057,0.2990627884864807,0.10422167927026749
in,0.30808621644973755,0.21857000887393951,0.45514053106307983,0.2498214840888977,0.370934396982193,0.20557019114494324,0.3399278521537781,0.2470199018716812,0.4374977946281433,0.24292322993278503
report,0.2868559956550598,0.10493963211774826,0.19926786422729492,0.1818796545267105,0.2265174388885498,0.11666057258844376,0.20469781756401062,0.31228533387184143,0.2458806037902832,0.18373975157737732
rm,0.23775295913219452,0.11059388518333435,0.1591407060623169,0.09810777753591537,0.16556064784526825,0.12075473368167877,0.1626645177602768,0.179239422082901,0.2128954380750656,0.19623714685440063
3420,0.05645347014069557,-0.0128713333979249,-0.017228301614522934,-0.12918242812156677,-0.056182291358709335,-0.006970304995775223,0.036990828812122345,-0.11460013687610626,-0.05166527256369591,0.0944528728723526
in,0.30808621644973755,0.21857000887393951,0.45514053106307983,0.2498214840888977,0.370934396982193,0.20557019114494324,0.3399278521537781,0.2470199018716812,0.4374977946281433,0.24292322993278503
1964,-0.0811573788523674,0.006201287731528282,-0.10244843363761902,0.06746374070644379,-0.06474766880273819,0.011049062013626099,0.027445431798696518,-0.02881081961095333,0.016168752685189247,-0.03424964100122452
.,0.3567904531955719,0.17851535975933075,0.40146201848983765,0.2569568455219269,0.3936232924461365,0.2236904501914978,0.38690751791000366,0.29130682349205017,0.4549728035926819,0.25218135118484497
