,what,was,the,occupation,of,doctor,who,'s,other,(,non-related,),companions,?
granddaughter,0.1623878926038742,0.2845814824104309,0.19782285392284393,0.18193012475967407,0.2563479244709015,0.3007976710796356,0.3652888834476471,-0.03486388176679611,0.09469112753868103,0.21976329386234283,0.16008253395557404,0.22450308501720428,0.36322590708732605,0.14228150248527527
susan,0.17920079827308655,0.17454610764980316,0.13988924026489258,0.06346651911735535,0.09889765828847885,0.15850844979286194,0.19297325611114502,0.024990908801555634,0.1208546981215477,0.1454332321882248,0.10253020375967026,0.18365681171417236,0.1980053335428238,0.12975265085697174
foreman,0.1912759691476822,0.26453036069869995,0.2552563548088074,0.20064955949783325,0.19210343062877655,0.2917719781398773,0.3892987370491028,-0.008070847019553185,0.15637274086475372,0.18899795413017273,0.14778420329093933,0.17349179089069366,0.25478771328926086,0.20037853717803955
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.1912027895450592,0.35032153129577637,0.1570640504360199,0.2443375140428543,0.0012731997994706035,0.25035592913627625,0.9999999403953552,0.25170987844467163,0.9561100602149963,0.1070626750588417,0.40561532974243164
carole,0.17102093994617462,0.33043113350868225,0.17224420607089996,0.09726965427398682,0.1686079204082489,0.16331526637077332,0.2646254003047943,-0.001402436988428235,0.12489918619394302,0.27699387073516846,0.07938365638256073,0.2977491319179535,0.2109944224357605,0.17668157815933228
ann,0.16341476142406464,0.20885084569454193,0.1298162192106247,0.17460797727108002,0.11028870940208435,0.24664223194122314,0.23269067704677582,0.022953758016228676,0.0771072506904602,0.1876543015241623,0.13682051002979279,0.20064039528369904,0.185134157538414,0.19313561916351318
ford,0.12612242996692657,0.25090014934539795,0.24780116975307465,0.18382520973682404,0.2179923951625824,0.10016599297523499,0.22112779319286346,0.026591315865516663,0.11574748903512955,0.13487309217453003,0.12314745038747787,0.1314169466495514,0.13311460614204407,0.19164219498634338
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.19077259302139282,0.3680361211299896,0.1509941965341568,0.2457384318113327,0.021107977256178856,0.26200005412101746,0.9561100602149963,0.23391209542751312,1.0,0.11513619869947433,0.42300865054130554
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.3541368842124939,0.5116966962814331,0.21673844754695892,0.41279885172843933,0.06895173341035843,0.5504306554794312,0.4862271547317505,0.2841850817203522,0.4961937665939331,0.26133993268013,0.20544172823429108
her,0.2733216881752014,0.34084662795066833,0.354963481426239,0.21376587450504303,0.27399197220802307,0.34635496139526367,0.3824957311153412,0.045009974390268326,0.24159610271453857,0.14485518634319305,0.14289797842502594,0.16798633337020874,0.3018355369567871,0.20310723781585693
teachers,0.2526462972164154,0.18821726739406586,0.22025763988494873,0.13017815351486206,0.27737662196159363,0.176473930478096,0.34250906109809875,0.044750411063432693,0.2326095551252365,0.17691689729690552,0.14685261249542236,0.20307962596416473,0.2655869722366333,0.19522249698638916
barbara,0.23599056899547577,0.26702234148979187,0.17965389788150787,0.2146548479795456,0.17332223057746887,0.20949894189834595,0.15739917755126953,-0.03143731504678726,0.11659106612205505,0.1895679533481598,0.15363925695419312,0.19718073308467865,0.23486296832561493,0.15980994701385498
wright,0.20066818594932556,0.24954581260681152,0.19668225944042206,0.19151706993579865,0.1498521864414215,0.1302667260169983,0.2125413566827774,-0.01191860530525446,0.15370836853981018,0.17609359323978424,0.20128822326660156,0.17518015205860138,0.13298267126083374,0.17454510927200317
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.1912027895450592,0.35032153129577637,0.1570640504360199,0.2443375140428543,0.0012731997994706035,0.25035592913627625,0.9999999403953552,0.25170987844467163,0.9561100602149963,0.1070626750588417,0.40561532974243164
jacqueline,0.1355273425579071,0.22302359342575073,0.16557717323303223,0.18112030625343323,0.0990038737654686,0.28605857491493225,0.24158132076263428,0.004600853659212589,0.1353592574596405,0.18884125351905823,0.11424552649259567,0.23142458498477936,0.1447320431470871,0.1265462338924408
hill,0.17965343594551086,0.20485885441303253,0.24348382651805878,0.13863539695739746,0.2003067433834076,0.11651936173439026,0.15769852697849274,-0.026743480935692787,0.13512107729911804,0.18680965900421143,0.12068022787570953,0.18099552392959595,0.15092116594314575,0.1149863451719284
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.19077259302139282,0.3680361211299896,0.1509941965341568,0.2457384318113327,0.021107977256178856,0.26200005412101746,0.9561100602149963,0.23391209542751312,1.0,0.11513619869947433,0.42300865054130554
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.3541368842124939,0.5116966962814331,0.21673844754695892,0.41279885172843933,0.06895173341035843,0.5504306554794312,0.4862271547317505,0.2841850817203522,0.4961937665939331,0.26133993268013,0.20544172823429108
ian,0.11849325895309448,0.13432565331459045,0.16776441037654877,0.10806772857904434,0.09688276797533035,0.20832127332687378,0.31236594915390015,0.09484583139419556,0.138646200299263,0.14136721193790436,0.10519909113645554,0.13160383701324463,0.29084157943725586,0.1368764042854309
chesterton,0.19511502981185913,0.29354214668273926,0.24626882374286652,0.15836304426193237,0.20122601091861725,0.2307972013950348,0.24053822457790375,0.000592287047766149,0.16493675112724304,0.21550031006336212,0.12509627640247345,0.22005899250507355,0.20869627594947815,0.20371729135513306
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.1912027895450592,0.35032153129577637,0.1570640504360199,0.2443375140428543,0.0012731997994706035,0.25035592913627625,0.9999999403953552,0.25170987844467163,0.9561100602149963,0.1070626750588417,0.40561532974243164
william,0.24990826845169067,0.28444796800613403,0.21537061035633087,0.15533111989498138,0.20272590219974518,0.16732777655124664,0.32068803906440735,0.00675395829603076,0.12795092165470123,0.190822571516037,0.10588663816452026,0.20569993555545807,0.2432108074426651,0.14462219178676605
russell,0.16743159294128418,0.2758617401123047,0.2413037121295929,0.10986398160457611,0.21486875414848328,0.12072563916444778,0.2708354890346527,0.04290204122662544,0.16273455321788788,0.2193206548690796,0.18824350833892822,0.21677923202514648,0.17613233625888824,0.11642709374427795
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.19077259302139282,0.3680361211299896,0.1509941965341568,0.2457384318113327,0.021107977256178856,0.26200005412101746,0.9561100602149963,0.23391209542751312,1.0,0.11513619869947433,0.42300865054130554
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.20114995539188385,0.5352458953857422,0.22361043095588684,0.3541337847709656,-0.003708066651597619,0.41511186957359314,0.5072786808013916,0.2653757631778717,0.5363735556602478,0.17359080910682678,0.4130953550338745
,what,was,the,occupation,of,doctor,who,'s,other,(,non-related,),companions,?
one,0.376489520072937,0.3752199709415436,0.5514441132545471,0.16560249030590057,0.4999135136604309,0.17397142946720123,0.40083858370780945,0.06913424283266068,0.45956575870513916,0.2922096848487854,0.2847229540348053,0.31658053398132324,0.24531039595603943,0.2673267424106598
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24415746331214905,1.0,0.16895952820777893,0.2827862501144409,-0.03817026689648628,0.38583824038505554,0.35032153129577637,0.3425150513648987,0.3680361211299896,0.23670142889022827,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.23079249262809753,0.733189046382904,0.2820442318916321,0.3733934462070465,-0.01540423184633255,0.44152235984802246,0.33289089798927307,0.29961469769477844,0.3456730246543884,0.25117260217666626,0.22068053483963013
roles,0.19272974133491516,0.15320858359336853,0.20862428843975067,0.1640731692314148,0.19068127870559692,0.19798092544078827,0.24722857773303986,0.05153476819396019,0.175111323595047,0.21756726503372192,0.12053351104259491,0.23596638441085815,0.2241310477256775,0.1763966977596283
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24415746331214905,1.0,0.16895952820777893,0.2827862501144409,-0.03817026689648628,0.38583824038505554,0.35032153129577637,0.3425150513648987,0.3680361211299896,0.23670142889022827,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.23079249262809753,0.733189046382904,0.2820442318916321,0.3733934462070465,-0.01540423184633255,0.44152235984802246,0.33289089798927307,0.29961469769477844,0.3456730246543884,0.25117260217666626,0.22068053483963013
companion,0.14817854762077332,0.21982043981552124,0.2540271282196045,0.1588129699230194,0.2278505116701126,0.42781779170036316,0.28241121768951416,-0.05183550715446472,0.1972208321094513,0.14774759113788605,0.1583157330751419,0.14884737133979797,0.9125710129737854,0.14478090405464172
is,0.28837618231773376,0.5810302495956421,0.5823672413825989,0.1461997777223587,0.4854315221309662,0.19875872135162354,0.24293622374534607,0.02396530658006668,0.25895947217941284,0.35393038392066956,0.25424277782440186,0.37732169032096863,0.16884438693523407,0.22961433231830597
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.1859113872051239,0.41548454761505127,0.22950075566768646,0.42656609416007996,0.03782717138528824,0.4193183183670044,0.30882009863853455,0.24577592313289642,0.31236231327056885,0.3149268925189972,0.29463258385658264
remind,0.4647183418273926,0.17726927995681763,0.31540173292160034,0.11049234122037888,0.2679741084575653,0.16759707033634186,0.3312002718448639,0.004119844641536474,0.30011963844299316,0.1837662160396576,0.17397180199623108,0.18436285853385925,0.18617554008960724,0.38093453645706177
the,0.42745697498321533,0.48711544275283813,1.0,0.23079249262809753,0.733189046382904,0.2820442318916321,0.3733934462070465,-0.01540423184633255,0.44152235984802246,0.33289089798927307,0.29961469769477844,0.3456730246543884,0.25117260217666626,0.22068053483963013
doctor,0.20870667695999146,0.19672659039497375,0.2820442318916321,0.17270885407924652,0.16895952820777893,0.9999999403953552,0.3504868149757385,0.031664930284023285,0.21788395941257477,0.1570640504360199,0.14433947205543518,0.1509941965341568,0.4105963706970215,0.1462511420249939
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24415746331214905,1.0,0.16895952820777893,0.2827862501144409,-0.03817026689648628,0.38583824038505554,0.35032153129577637,0.3425150513648987,0.3680361211299896,0.23670142889022827,0.1826142966747284
his,0.26976513862609863,0.4405253231525421,0.4394008219242096,0.21372483670711517,0.38364991545677185,0.2365143597126007,0.44966956973075867,0.047556519508361816,0.23453344404697418,0.16098198294639587,0.15047575533390045,0.18606403470039368,0.30718955397605896,0.18075084686279297
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.06181696802377701,0.06780257821083069,0.03718610852956772,0.02397952415049076,-0.03416389226913452,0.10245004296302795,0.15585018694400787,0.131846621632576,0.1698397845029831,0.0043197814375162125,0.0685480609536171
moral,0.3679145574569702,0.14537674188613892,0.20571894943714142,0.1638176441192627,0.21832716464996338,0.18450312316417694,0.26351985335350037,-0.00508872838690877,0.15780030190944672,0.17627911269664764,0.1835905760526657,0.1792440265417099,0.2323911488056183,0.2608962953090668
duty,0.2920939326286316,0.21336720883846283,0.18581759929656982,0.1707191914319992,0.19598819315433502,0.14572852849960327,0.20958000421524048,0.002628088928759098,0.15903107821941376,0.12364713847637177,0.09147940576076508,0.13796637952327728,0.20531347393989563,0.20404963195323944
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.023654505610466003,0.13035868108272552,0.06782495975494385,0.024401003494858742,-0.04859459400177002,0.021007593721151352,-0.022970275953412056,0.012695207260549068,-0.028269650414586067,-0.037379104644060135,0.018684765323996544
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.20114995539188385,0.5352458953857422,0.22361043095588684,0.3541337847709656,-0.003708066651597619,0.41511186957359314,0.5072786808013916,0.2653757631778717,0.5363735556602478,0.17359080910682678,0.4130953550338745
