,what,prohibits,atoms,from,passing,through,each,other,?
",",0.3087472915649414,0.2522578239440918,0.19749411940574646,0.39760664105415344,0.2306000292301178,0.3060276508331299,0.207483172416687,0.4446498453617096,0.31091248989105225
and,0.31309178471565247,0.2408016473054886,0.21866731345653534,0.3601827025413513,0.26553454995155334,0.3666759729385376,0.2984027564525604,0.5504306554794312,0.20544172823429108
the,0.42745697498321533,0.24808304011821747,0.1997222602367401,0.40150508284568787,0.3088957965373993,0.44071322679519653,0.470844566822052,0.44152235984802246,0.22068053483963013
pauli,0.1464306265115738,0.06375829875469208,0.3907672166824341,0.14602430164813995,0.1554943472146988,0.11072862148284912,0.19966243207454681,0.20425914227962494,0.11045613139867783
exclusion,0.29697898030281067,0.41028669476509094,0.20596787333488464,0.1817525178194046,0.264615535736084,0.19710992276668549,0.2619146704673767,0.2930000424385071,0.1725074052810669
principle,0.3569014072418213,0.3341185748577118,0.3459189534187317,0.13219080865383148,0.15017254650592804,0.12255720794200897,0.22356760501861572,0.20284399390220642,0.2002675086259842
",",0.3087472915649414,0.2522578239440918,0.19749411940574646,0.39760664105415344,0.2306000292301178,0.3060276508331299,0.207483172416687,0.4446498453617096,0.31091248989105225
which,0.5261979103088379,0.30096203088760376,0.31537842750549316,0.38755592703819275,0.2894161343574524,0.40321648120880127,0.5572347640991211,0.50507652759552,0.25814583897590637
does,0.38564667105674744,0.3027013838291168,0.20061135292053223,0.1777622550725937,0.23030602931976318,0.21495459973812103,0.31699198484420776,0.2947014272212982,0.338003009557724
not,0.5449194312095642,0.3500363528728485,0.213213250041008,0.2567668557167053,0.21976326406002045,0.2175942063331604,0.32419833540916443,0.4341118037700653,0.41942933201789856
permit,0.2713043689727783,0.43575620651245117,0.1582154631614685,0.17165204882621765,0.2667454481124878,0.29805007576942444,0.2528364956378937,0.2764827311038971,0.17485858500003815
atoms,0.2511626183986664,0.11964086443185806,1.0000001192092896,0.18694515526294708,0.1149599626660347,0.16795478761196136,0.3580165505409241,0.2643064558506012,0.17423541843891144
to,0.455847829580307,0.24411100149154663,0.24628525972366333,0.4069952368736267,0.30583032965660095,0.4062686562538147,0.3941934108734131,0.4193183183670044,0.29463258385658264
pass,0.24105259776115417,0.19694550335407257,0.09012338519096375,0.15817143023014069,0.6722425818443298,0.4717421233654022,0.1981835514307022,0.17236505448818207,0.09478675574064255
through,0.23167094588279724,0.2522684633731842,0.16795478761196136,0.4291878044605255,0.5023685693740845,1.0,0.263044536113739,0.261025607585907,0.16913433372974396
each,0.3353266417980194,0.2295292168855667,0.3580165505409241,0.22863267362117767,0.25023603439331055,0.263044536113739,1.0,0.5260580778121948,0.21173812448978424
other,0.341873437166214,0.2859586775302887,0.2643064558506012,0.30141791701316833,0.23045024275779724,0.261025607585907,0.5260580778121948,0.9999999403953552,0.24682199954986572
.,0.3567904531955719,0.20428632199764252,0.26239243149757385,0.41536515951156616,0.18248231709003448,0.3174465596675873,0.31204065680503845,0.41511186957359314,0.4130953550338745
