,what,",",rather,than,islamism,",",requires,explanation,?
'',0.08143015950918198,-0.037358131259679794,0.024040324613451958,0.03252623230218887,-0.0031336434185504913,-0.037358131259679794,0.057270344346761703,0.04593794792890549,0.018684765323996544
is,0.28837618231773376,0.4691906273365021,0.2886356711387634,0.2839990258216858,0.19005949795246124,0.4691906273365021,0.3339230418205261,0.2344522774219513,0.22961433231830597
a,0.3320399522781372,0.427140474319458,0.4061340093612671,0.3126874566078186,0.2249027043581009,0.427140474319458,0.322436660528183,0.2705473303794861,0.23916715383529663
creation,0.2653278112411499,0.24387513101100922,0.24418596923351288,0.13184620440006256,0.25884538888931274,0.24387513101100922,0.2096118927001953,0.28315863013267517,0.2407430112361908
of,0.33290785551071167,0.4946078956127167,0.3045461177825928,0.33036211133003235,0.2555263340473175,0.4946078956127167,0.29617026448249817,0.1946517825126648,0.1826142966747284
americans,0.2497653216123581,0.2545861303806305,0.22778570652008057,0.2501428425312042,0.28809356689453125,0.2545861303806305,0.15750327706336975,0.16865065693855286,0.19417695701122284
to,0.455847829580307,0.44245919585227966,0.4052407741546631,0.3192550539970398,0.23028403520584106,0.44245919585227966,0.2967781126499176,0.30504828691482544,0.29463258385658264
explain,0.46946078538894653,0.22081054747104645,0.2830756604671478,0.23974955081939697,0.23548704385757446,0.22081054747104645,0.2182779461145401,0.6931626796722412,0.365981787443161
the,0.42745697498321533,0.4933079481124878,0.31983619928359985,0.3227543234825134,0.2584027051925659,0.4933079481124878,0.2693159878253937,0.261050283908844,0.22068053483963013
iranian,0.1183423325419426,0.20104601979255676,0.17089428007602692,0.17223967611789703,0.39376264810562134,0.20104601979255676,0.06648822128772736,0.06837917864322662,0.13520781695842743
islamic,0.2204568088054657,0.20175659656524658,0.14522437751293182,0.14481328427791595,0.8093975782394409,0.20175659656524658,0.18445135653018951,0.19429117441177368,0.1692383587360382
revolution,0.1946869045495987,0.26235419511795044,0.2171999216079712,0.14735621213912964,0.3636772632598877,0.26235419511795044,0.14958420395851135,0.19969744980335236,0.1727980077266693
and,0.31309178471565247,0.6633074283599854,0.34474092721939087,0.39361441135406494,0.21577347815036774,0.6633074283599854,0.2666866183280945,0.26028043031692505,0.20544172823429108
apolitical,0.26857051253318787,0.27549776434898376,0.30715274810791016,0.1926930546760559,0.4979628324508667,0.27549776434898376,0.22222734987735748,0.2399594932794571,0.2318745255470276
islam,0.23237212002277374,0.23459285497665405,0.17097607254981995,0.18072515726089478,0.7715402841567993,0.23459285497665405,0.1813451200723648,0.23359271883964539,0.18358638882637024
was,0.22111038863658905,0.45456063747406006,0.23478160798549652,0.1872616857290268,0.21435104310512543,0.45456063747406006,0.1827157437801361,0.16375088691711426,0.18412111699581146
a,0.3320399522781372,0.427140474319458,0.4061340093612671,0.3126874566078186,0.2249027043581009,0.427140474319458,0.322436660528183,0.2705473303794861,0.23916715383529663
historical,0.2923852205276489,0.2461894154548645,0.2068689614534378,0.1689433753490448,0.23183222115039825,0.2461894154548645,0.14138683676719666,0.20826168358325958,0.1665111482143402
fluke,0.17603105306625366,0.23214200139045715,0.23842594027519226,0.18710334599018097,0.16568708419799805,0.23214200139045715,0.13550929725170135,0.29748299717903137,0.134214848279953
of,0.33290785551071167,0.4946078956127167,0.3045461177825928,0.33036211133003235,0.2555263340473175,0.4946078956127167,0.29617026448249817,0.1946517825126648,0.1826142966747284
the,0.42745697498321533,0.4933079481124878,0.31983619928359985,0.3227543234825134,0.2584027051925659,0.4933079481124878,0.2693159878253937,0.261050283908844,0.22068053483963013
``,0.008517155423760414,0.09681109338998795,0.11114675551652908,0.12080201506614685,0.09567752480506897,0.09681109338998795,0.028399817645549774,0.06731059402227402,0.0685480609536171
short-lived,0.25058919191360474,0.45300522446632385,0.28876256942749023,0.35018596053123474,0.2702603340148926,0.45300522446632385,0.1462927907705307,0.2601310610771179,0.27253833413124084
era,0.18199029564857483,0.19162635505199432,0.21749277412891388,0.17829079926013947,0.20989865064620972,0.19162635505199432,0.14732004702091217,0.10772580653429031,0.14369545876979828
of,0.33290785551071167,0.4946078956127167,0.3045461177825928,0.33036211133003235,0.2555263340473175,0.4946078956127167,0.29617026448249817,0.1946517825126648,0.1826142966747284
the,0.42745697498321533,0.4933079481124878,0.31983619928359985,0.3227543234825134,0.2584027051925659,0.4933079481124878,0.2693159878253937,0.261050283908844,0.22068053483963013
heyday,0.20279252529144287,0.23995615541934967,0.23120231926441193,0.17197634279727936,0.24712711572647095,0.23995615541934967,0.1402333825826645,0.16585588455200195,0.12949229776859283
of,0.33290785551071167,0.4946078956127167,0.3045461177825928,0.33036211133003235,0.2555263340473175,0.4946078956127167,0.29617026448249817,0.1946517825126648,0.1826142966747284
secular,0.26444122195243835,0.21358442306518555,0.21001483500003815,0.12245559692382812,0.4691539704799652,0.21358442306518555,0.1926337033510208,0.2095445990562439,0.13290788233280182
arab,0.14742176234722137,0.21227021515369415,0.14364735782146454,0.1866283416748047,0.5104608535766602,0.21227021515369415,0.11696323752403259,0.12006092816591263,0.18450474739074707
nationalism,0.25555992126464844,0.20392820239067078,0.20682455599308014,0.13408812880516052,0.6177656054496765,0.20392820239067078,0.1579776406288147,0.22330883145332336,0.1636960208415985
between,0.2462156116962433,0.27714940905570984,0.183116152882576,0.2741905152797699,0.15976861119270325,0.27714940905570984,0.19658507406711578,0.19820894300937653,0.12887074053287506
1945,-0.14733538031578064,0.05705150589346886,-0.13414311408996582,-0.10574372112751007,-0.09268021583557129,0.05705150589346886,-0.2010423094034195,-0.11212819069623947,-0.03421006724238396
and,0.31309178471565247,0.6633074283599854,0.34474092721939087,0.39361441135406494,0.21577347815036774,0.6633074283599854,0.2666866183280945,0.26028043031692505,0.20544172823429108
1970,-0.04533620923757553,0.10338303446769714,-0.1146855503320694,-0.02411201223731041,0.08840945363044739,0.10338303446769714,-0.09513987600803375,-0.0035705119371414185,-0.007446378003805876
'',0.08143015950918198,-0.037358131259679794,0.024040324613451958,0.03252623230218887,-0.0031336434185504913,-0.037358131259679794,0.057270344346761703,0.04593794792890549,0.018684765323996544
",",0.3087472915649414,1.0000001192092896,0.276650071144104,0.3371901512145996,0.20622773468494415,1.0000001192092896,0.199883371591568,0.24644657969474792,0.31091248989105225
and,0.31309178471565247,0.6633074283599854,0.34474092721939087,0.39361441135406494,0.21577347815036774,0.6633074283599854,0.2666866183280945,0.26028043031692505,0.20544172823429108
it,0.45803478360176086,0.48329564929008484,0.37351861596107483,0.3603973984718323,0.20388223230838776,0.48329564929008484,0.20218323171138763,0.28066304326057434,0.25732165575027466
is,0.28837618231773376,0.4691906273365021,0.2886356711387634,0.2839990258216858,0.19005949795246124,0.4691906273365021,0.3339230418205261,0.2344522774219513,0.22961433231830597
quietist/non-political,0.32806524634361267,0.36429500579833984,0.32640841603279114,0.2427106648683548,0.5180875062942505,0.36429500579833984,0.23759640753269196,0.2839425802230835,0.2584339678287506
islam,0.23237212002277374,0.23459285497665405,0.17097607254981995,0.18072515726089478,0.7715402841567993,0.23459285497665405,0.1813451200723648,0.23359271883964539,0.18358638882637024
",",0.3087472915649414,1.0000001192092896,0.276650071144104,0.3371901512145996,0.20622773468494415,1.0000001192092896,0.199883371591568,0.24644657969474792,0.31091248989105225
not,0.5449194312095642,0.3769696354866028,0.4821464419364929,0.3858577013015747,0.2621053457260132,0.3769696354866028,0.40184903144836426,0.38934940099716187,0.41942933201789856
islamism,0.28119760751724243,0.20622773468494415,0.1801258772611618,0.12902328372001648,1.0000001192092896,0.20622773468494415,0.17905481159687042,0.28725090622901917,0.19147449731826782
",",0.3087472915649414,1.0000001192092896,0.276650071144104,0.3371901512145996,0.20622773468494415,1.0000001192092896,0.199883371591568,0.24644657969474792,0.31091248989105225
that,0.6297725439071655,0.4137537479400635,0.4945213496685028,0.4891277849674225,0.27515143156051636,0.4137537479400635,0.33935680985450745,0.4266470670700073,0.32716336846351624
requires,0.24784088134765625,0.199883371591568,0.33815327286720276,0.2735103666782379,0.17905481159687042,0.199883371591568,1.0,0.3002125918865204,0.26020103693008423
explanation,0.3953537344932556,0.24644657969474792,0.3601851761341095,0.2835308313369751,0.28725090622901917,0.24644657969474792,0.3002125918865204,1.0,0.33794105052948
.,0.3567904531955719,0.6812511086463928,0.3084547221660614,0.3594527542591095,0.23342493176460266,0.6812511086463928,0.22641335427761078,0.2683122158050537,0.4130953550338745
