,what,type,of,living,does,cycling,promote,?
aims,0.22018413245677948,0.2058020383119583,0.26519179344177246,0.1582029163837433,0.3482622504234314,0.14634782075881958,0.40589606761932373,0.17794713377952576
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.27568840980529785,0.3461615741252899,0.16949640214443207,0.2518306374549866,0.20544172823429108
objectives,0.3126153349876404,0.14243467152118683,0.1930888593196869,0.14010661840438843,0.26247772574424744,0.12777885794639587,0.3193127512931824,0.24325615167617798
which,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.23109818994998932,0.39111801981925964,0.24999932944774628,0.23700366914272308,0.25814583897590637
include,0.1535889357328415,0.20810997486114502,0.37431180477142334,0.14459945261478424,0.26005542278289795,0.13752004504203796,0.16330870985984802,0.14925788342952728
:,-0.12022944539785385,-0.051249612122774124,-0.08807745575904846,-0.06841752678155899,-0.11934193223714828,0.2521277666091919,-0.04850335419178009,-0.07156077772378922
developing,0.22094523906707764,0.22587966918945312,0.27299609780311584,0.23186640441417694,0.22585083544254303,0.15133850276470184,0.3523283302783966,0.1301516592502594
on,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.19387899339199066,0.2568802833557129,0.14726553857326508,0.24391652643680573,0.2714994251728058
road,0.14859327673912048,0.07635615766048431,0.24218276143074036,0.17817452549934387,0.06488515436649323,0.35015174746513367,0.2231234759092331,0.10894691944122314
cycle,0.17920038104057312,0.16486014425754547,0.255176842212677,0.1874503493309021,0.186013326048851,0.4255472719669342,0.17451515793800354,0.07156776636838913
networks,0.18279550969600677,0.16954916715621948,0.17763681709766388,0.13678716123104095,0.17467273771762848,0.16901139914989471,0.25073936581611633,0.17815114557743073
on,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.19387899339199066,0.2568802833557129,0.14726553857326508,0.24391652643680573,0.2714994251728058
quieter,0.28385162353515625,0.24367108941078186,0.16645173728466034,0.09453024715185165,0.21201813220977783,0.21608571708202362,0.1630067378282547,0.16564790904521942
streets,0.11891741305589676,-0.005074961110949516,0.18885038793087006,0.13093900680541992,0.17074166238307953,0.13035358488559723,0.15510965883731842,0.0894271582365036
;,0.10986888408660889,-0.004756918177008629,0.054534342139959335,0.1012292131781578,0.0650511160492897,-0.02835347317159176,0.042932476848363876,0.10349778085947037
making,0.30777570605278015,0.19231852889060974,0.3250596821308136,0.2047363668680191,0.29388219118118286,0.17886854708194733,0.2921565771102905,0.2539324164390564
safer,0.22083620727062225,0.14726956188678741,0.17697930335998535,0.17061953246593475,0.3112213909626007,0.23945926129817963,0.30689385533332825,0.17092803120613098
routes,0.20309355854988098,0.13194496929645538,0.19020642340183258,0.10385563224554062,0.21113984286785126,0.25937578082084656,0.20867781341075897,0.10893595963716507
on,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.19387899339199066,0.2568802833557129,0.14726553857326508,0.24391652643680573,0.2714994251728058
busier,0.16433429718017578,0.1528697907924652,0.24010230600833893,0.19077080488204956,0.1168302595615387,0.22030439972877502,0.17732171714305878,0.12307646125555038
streets,0.11891741305589676,-0.005074961110949516,0.18885038793087006,0.13093900680541992,0.17074166238307953,0.13035358488559723,0.15510965883731842,0.0894271582365036
;,0.10986888408660889,-0.004756918177008629,0.054534342139959335,0.1012292131781578,0.0650511160492897,-0.02835347317159176,0.042932476848363876,0.10349778085947037
innovating,0.17812390625476837,0.21953362226486206,0.33551260828971863,0.13642989099025726,0.2211286872625351,0.18553362786769867,0.3252705931663513,0.18070343136787415
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.27568840980529785,0.3461615741252899,0.16949640214443207,0.2518306374549866,0.20544172823429108
implementing,0.33121395111083984,0.27486318349838257,0.22885484993457794,0.11770545691251755,0.325631707906723,0.17611104249954224,0.36737698316574097,0.30813726782798767
contraflows,0.33959031105041504,0.17055544257164001,0.3138944208621979,0.24757027626037598,0.3695252239704132,0.24821938574314117,0.2588835060596466,0.27184349298477173
on,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.19387899339199066,0.2568802833557129,0.14726553857326508,0.24391652643680573,0.2714994251728058
one,0.376489520072937,0.2377735823392868,0.4999135136604309,0.24753230810165405,0.2924913763999939,0.16774052381515503,0.22921845316886902,0.2673267424106598
way,0.4835909903049469,0.2360830307006836,0.266871839761734,0.21881093084812164,0.36389604210853577,0.18751804530620575,0.32308194041252136,0.31575819849967957
streets,0.11891741305589676,-0.005074961110949516,0.18885038793087006,0.13093900680541992,0.17074166238307953,0.13035358488559723,0.15510965883731842,0.0894271582365036
;,0.10986888408660889,-0.004756918177008629,0.054534342139959335,0.1012292131781578,0.0650511160492897,-0.02835347317159176,0.042932476848363876,0.10349778085947037
developing,0.22094523906707764,0.22587966918945312,0.27299609780311584,0.23186640441417694,0.22585083544254303,0.15133850276470184,0.3523283302783966,0.1301516592502594
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.3127744197845459,0.35928019881248474,0.23055073618888855,0.2408624291419983,0.22068053483963013
existing,0.31325602531433105,0.17491737008094788,0.30417704582214355,0.24864310026168823,0.3105159401893616,0.18446318805217743,0.359761118888855,0.31003472208976746
off,0.2350364625453949,0.19346337020397186,0.20023372769355774,0.12579035758972168,0.18683460354804993,0.1939542144536972,0.20527125895023346,0.12937544286251068
road,0.14859327673912048,0.07635615766048431,0.24218276143074036,0.17817452549934387,0.06488515436649323,0.35015174746513367,0.2231234759092331,0.10894691944122314
cycle,0.17920038104057312,0.16486014425754547,0.255176842212677,0.1874503493309021,0.186013326048851,0.4255472719669342,0.17451515793800354,0.07156776636838913
route,0.23103561997413635,0.15376625955104828,0.1700238138437271,0.06588581949472427,0.1639961153268814,0.24226519465446472,0.14222298562526703,0.10957027226686478
networks,0.18279550969600677,0.16954916715621948,0.17763681709766388,0.13678716123104095,0.17467273771762848,0.16901139914989471,0.25073936581611633,0.17815114557743073
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.27568840980529785,0.3461615741252899,0.16949640214443207,0.2518306374549866,0.20544172823429108
improve,0.35738614201545715,0.26326727867126465,0.2226867526769638,0.12735308706760406,0.2841184139251709,0.1593555212020874,0.4532467722892761,0.29229894280433655
signage,0.17542271316051483,0.21337176859378815,0.2187417894601822,0.09005575627088547,0.17114439606666565,0.20616598427295685,0.21812577545642853,0.17573007941246033
;,0.10986888408660889,-0.004756918177008629,0.054534342139959335,0.1012292131781578,0.0650511160492897,-0.02835347317159176,0.042932476848363876,0.10349778085947037
joining,0.18471138179302216,0.02593880705535412,0.26950395107269287,0.1047619953751564,0.1703375279903412,0.15348728001117706,0.19122253358364105,0.08669368922710419
up,0.28591108322143555,0.1313350349664688,0.32945773005485535,0.17876094579696655,0.25498253107070923,0.12886689603328705,0.20080925524234772,0.1819818764925003
routes,0.20309355854988098,0.13194496929645538,0.19020642340183258,0.10385563224554062,0.21113984286785126,0.25937578082084656,0.20867781341075897,0.10893595963716507
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.2670987546443939,0.4764937460422516,0.20393960177898407,0.2708355188369751,0.32716336846351624
are,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.2966900169849396,0.3126322329044342,0.17488165199756622,0.21925854682922363,0.24591213464736938
partially,0.24273231625556946,0.219593808054924,0.23981168866157532,0.13038401305675507,0.23216480016708374,0.11818117648363113,0.09312668442726135,0.10232327878475189
or,0.33867141604423523,0.38183850049972534,0.3792596757411957,0.20090705156326294,0.4248845875263214,0.20365983247756958,0.21976232528686523,0.32389625906944275
completely,0.3990919888019562,0.184586301445961,0.25305259227752686,0.22213245928287506,0.33169683814048767,0.15111254155635834,0.2162855863571167,0.17155995965003967
isolated,0.18175481259822845,0.1522010713815689,0.233377605676651,0.2465340942144394,0.18300306797027588,0.15072669088840485,0.13292057812213898,0.06718844920396805
;,0.10986888408660889,-0.004756918177008629,0.054534342139959335,0.1012292131781578,0.0650511160492897,-0.02835347317159176,0.042932476848363876,0.10349778085947037
increase,0.21153631806373596,0.23955678939819336,0.3156060576438904,0.1678260862827301,0.19757407903671265,0.1783599704504013,0.3070771396160126,0.11119163036346436
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.3127744197845459,0.35928019881248474,0.23055073618888855,0.2408624291419983,0.22068053483963013
number,0.23046229779720306,0.2370503842830658,0.2778518795967102,0.19266003370285034,0.1831183135509491,0.17804676294326782,0.22838203608989716,0.19256845116615295
of,0.33290785551071167,0.18112817406654358,1.0,0.3499443829059601,0.3119818866252899,0.22023607790470123,0.22270441055297852,0.1826142966747284
cycle,0.17920038104057312,0.16486014425754547,0.255176842212677,0.1874503493309021,0.186013326048851,0.4255472719669342,0.17451515793800354,0.07156776636838913
parking,0.15230520069599152,0.10370329022407532,0.2040708065032959,0.1793040633201599,0.21553978323936462,0.2589757740497589,0.153853178024292,0.1308860033750534
facilities,0.137315571308136,0.1802358776330948,0.17473776638507843,0.14042852818965912,0.19676494598388672,0.2580883204936981,0.2860132157802582,0.10624271631240845
;,0.10986888408660889,-0.004756918177008629,0.054534342139959335,0.1012292131781578,0.0650511160492897,-0.02835347317159176,0.042932476848363876,0.10349778085947037
working,0.2846863269805908,0.15181533992290497,0.19986772537231445,0.2555222809314728,0.22897255420684814,0.17175795137882233,0.3090500831604004,0.17154020071029663
with,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.23172324895858765,0.26186925172805786,0.1666444092988968,0.2232578992843628,0.2433311939239502
employers,0.22766001522541046,0.11656893789768219,0.20863482356071472,0.16556735336780548,0.2001562863588333,0.18977349996566772,0.298886775970459,0.1917707920074463
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2300543487071991,0.4391997456550598,0.23294292390346527,0.3513890206813812,0.29463258385658264
integrate,0.2296675741672516,0.13251656293869019,0.21487800776958466,0.17019861936569214,0.23046550154685974,0.13930854201316833,0.3400355875492096,0.17263366281986237
cycling,0.17575226724147797,0.20782817900180817,0.22023607790470123,0.10179717093706131,0.13133637607097626,0.9999999403953552,0.22017502784729004,0.06800638884305954
into,0.2180619090795517,0.14269600808620453,0.32255905866622925,0.13921144604682922,0.22312942147254944,0.12742803990840912,0.15407927334308624,0.15662476420402527
workplace,0.3080446124076843,0.19511041045188904,0.2959337830543518,0.17883624136447906,0.1715872436761856,0.2028016597032547,0.3488160967826843,0.20397523045539856
travel,0.19747209548950195,0.13537752628326416,0.23167268931865692,0.1894075572490692,0.16325484216213226,0.20595216751098633,0.2625688314437866,0.10014409571886063
plans,0.2364979386329651,0.09854183346033096,0.2635323703289032,0.14220871031284332,0.29389816522598267,0.15454944968223572,0.29417020082473755,0.13513131439685822
;,0.10986888408660889,-0.004756918177008629,0.054534342139959335,0.1012292131781578,0.0650511160492897,-0.02835347317159176,0.042932476848363876,0.10349778085947037
link,0.23192204535007477,0.19370393455028534,0.1763116717338562,0.16218872368335724,0.2229848951101303,0.23564092814922333,0.17357879877090454,0.280567467212677
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.3127744197845459,0.35928019881248474,0.23055073618888855,0.2408624291419983,0.22068053483963013
local,0.18981902301311493,0.17805400490760803,0.20668989419937134,0.12221807986497879,0.11821071803569794,0.20466211438179016,0.2302403748035431,0.15022775530815125
networks,0.18279550969600677,0.16954916715621948,0.17763681709766388,0.13678716123104095,0.17467273771762848,0.16901139914989471,0.25073936581611633,0.17815114557743073
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2300543487071991,0.4391997456550598,0.23294292390346527,0.3513890206813812,0.29463258385658264
national,0.16882304847240448,0.14095038175582886,0.3314673602581024,0.10997390747070312,0.16890141367912292,0.32714104652404785,0.219492569565773,0.15643028914928436
networks,0.18279550969600677,0.16954916715621948,0.17763681709766388,0.13678716123104095,0.17467273771762848,0.16901139914989471,0.25073936581611633,0.17815114557743073
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.27785244584083557,0.3022993505001068,0.2063724845647812,0.2479933649301529,0.4130953550338745
