,what,version,of,windows,supported,the,cbs,sports,app,?
apps,0.1478865146636963,0.1660221666097641,0.137797549366951,0.3844475746154785,0.15888473391532898,0.17520254850387573,0.15470454096794128,0.1593826711177826,0.6577057242393494,0.21651507914066315
on,0.34226128458976746,0.25959500670433044,0.3966929316520691,0.2120492309331894,0.2748899757862091,0.5107308030128479,0.25146469473838806,0.16391423344612122,0.2234780639410019,0.2714994251728058
tablets,0.2014158070087433,0.22200924158096313,0.1859407275915146,0.37712621688842773,0.21573194861412048,0.21735721826553345,0.17008636891841888,0.0698060616850853,0.27525562047958374,0.15633375942707062
",",0.3087472915649414,0.2078275829553604,0.4946078956127167,0.21705366671085358,0.2703314423561096,0.4933079481124878,0.18569420278072357,0.2693314254283905,0.2026575654745102,0.31091248989105225
windows,0.18406382203102112,0.35110464692115784,0.1744781881570816,1.0000001192092896,0.29867497086524963,0.23561708629131317,0.22388212382793427,0.16758111119270325,0.35516273975372314,0.17412035167217255
10,0.11840458959341049,-0.017915241420269012,0.2777891755104065,0.005033723544329405,0.12788090109825134,0.2880653440952301,-0.004114397801458836,0.03509889543056488,-0.014475492760539055,0.022911956533789635
",",0.3087472915649414,0.2078275829553604,0.4946078956127167,0.21705366671085358,0.2703314423561096,0.4933079481124878,0.18569420278072357,0.2693314254283905,0.2026575654745102,0.31091248989105225
xbox,0.21293765306472778,0.33022773265838623,0.1692035049200058,0.4938398599624634,0.20539025962352753,0.20042617619037628,0.3043312430381775,0.22044217586517334,0.42081311345100403,0.24734219908714294
one,0.376489520072937,0.24625015258789062,0.4999135136604309,0.17694362998008728,0.23257455229759216,0.5514441132545471,0.13364626467227936,0.16929762065410614,0.23194114863872528,0.2673267424106598
and,0.31309178471565247,0.1978406310081482,0.5116966962814331,0.22030679881572723,0.3113573491573334,0.5171257257461548,0.2054297775030136,0.2629663348197937,0.16792462766170502,0.20544172823429108
other,0.341873437166214,0.16394324600696564,0.38583824038505554,0.24507538974285126,0.2826720178127289,0.44152235984802246,0.1471167653799057,0.20540708303451538,0.22634465992450714,0.24682199954986572
digital,0.1757969856262207,0.19640232622623444,0.20011478662490845,0.2400330901145935,0.09691347926855087,0.18361380696296692,0.24499118328094482,0.14077484607696533,0.28904369473457336,0.12982943654060364
media,0.18292108178138733,0.15609288215637207,0.19700391590595245,0.23546244204044342,0.19794589281082153,0.19221965968608856,0.30053117871284485,0.2744218111038208,0.26395201683044434,0.1571006178855896
players,0.21080905199050903,0.21519583463668823,0.20305874943733215,0.19145041704177856,0.10862816870212555,0.2647981345653534,0.215696319937706,0.2688162624835968,0.1887049823999405,0.15925642848014832
(,0.2411840260028839,0.2838994860649109,0.35032153129577637,0.13600216805934906,0.17724506556987762,0.33289089798927307,0.19355924427509308,0.15170113742351532,0.19713155925273895,0.40561532974243164
such,0.23989605903625488,0.1820271760225296,0.3209529519081116,0.22626760601997375,0.22998367249965668,0.3575236201286316,0.13960908353328705,0.17128023505210876,0.1492110639810562,0.17851735651493073
as,0.31749409437179565,0.26424798369407654,0.3886612355709076,0.23050592839717865,0.27369120717048645,0.48381632566452026,0.21606822311878204,0.1638442724943161,0.15527567267417908,0.27043893933296204
chromecast,0.2735980749130249,0.32399797439575195,0.21060486137866974,0.4101208746433258,0.16142071783542633,0.2610761523246765,0.3412242829799652,0.1384628564119339,0.37132400274276733,0.27047401666641235
and,0.31309178471565247,0.1978406310081482,0.5116966962814331,0.22030679881572723,0.3113573491573334,0.5171257257461548,0.2054297775030136,0.2629663348197937,0.16792462766170502,0.20544172823429108
roku,0.1734328269958496,0.17978735268115997,0.18679094314575195,0.1671360433101654,0.0685632973909378,0.2534857392311096,0.17769664525985718,0.0677114948630333,0.20117200911045074,0.15246115624904633
),0.26259949803352356,0.27895456552505493,0.3680361211299896,0.16548429429531097,0.1854490488767624,0.3456730246543884,0.1881893426179886,0.17142437398433685,0.2047530710697174,0.42300865054130554
.,0.3567904531955719,0.2754054665565491,0.5352458953857422,0.26358747482299805,0.29144924879074097,0.5934505462646484,0.2350580096244812,0.25474128127098083,0.23099741339683533,0.4130953550338745
