,along,with,tuition,",",scholarships,",",vouchers,",",donations,and,grants,",",where,does,funding,for,private,schools,come,from,?
endowments,0.19931159913539886,0.18568859994411469,0.6037304997444153,0.2877390384674072,0.5530412793159485,0.2877390384674072,0.4034605324268341,0.2877390384674072,0.5688425898551941,0.33583611249923706,0.5608844757080078,0.2877390384674072,0.16433672606945038,0.16825060546398163,0.5484304428100586,0.32944491505622864,0.3439076542854309,0.36612027883529663,0.16226081550121307,0.2510872185230255,0.18979452550411224
",",0.29824912548065186,0.4120737314224243,0.2515327036380768,1.0000001192092896,0.20460161566734314,1.0000001192092896,0.20251376926898956,1.0000001192092896,0.2618967294692993,0.6633074283599854,0.30463892221450806,1.0000001192092896,0.3149496018886566,0.28617382049560547,0.23183828592300415,0.4464869201183319,0.1899166703224182,0.2760516405105591,0.350309282541275,0.39760664105415344,0.31091248989105225
scholarship/voucher,0.10461430251598358,0.16654430329799652,0.5498936772346497,0.2690710425376892,0.8708697557449341,0.2690710425376892,0.5211134552955627,0.2690710425376892,0.4188719689846039,0.30724117159843445,0.3661029040813446,0.2690710425376892,0.21930967271327972,0.1827746331691742,0.4440779387950897,0.3343508541584015,0.3734170198440552,0.4546447992324829,0.16774611175060272,0.2310362011194229,0.11349129676818848
funds,0.19337204098701477,0.17613829672336578,0.5178384184837341,0.20136137306690216,0.435808002948761,0.20136137306690216,0.41439032554626465,0.20136137306690216,0.5196648240089417,0.24975134432315826,0.4880087375640869,0.20136137306690216,0.19095520675182343,0.19172237813472748,0.730065643787384,0.3407641053199768,0.2797282636165619,0.32021069526672363,0.16382046043872833,0.17407089471817017,0.12731410562992096
",",0.29824912548065186,0.4120737314224243,0.2515327036380768,1.0000001192092896,0.20460161566734314,1.0000001192092896,0.20251376926898956,1.0000001192092896,0.2618967294692993,0.6633074283599854,0.30463892221450806,1.0000001192092896,0.3149496018886566,0.28617382049560547,0.23183828592300415,0.4464869201183319,0.1899166703224182,0.2760516405105591,0.350309282541275,0.39760664105415344,0.31091248989105225
and,0.4213258922100067,0.5477725267410278,0.28055885434150696,0.6633074283599854,0.2725299000740051,0.6633074283599854,0.2707316279411316,0.6633074283599854,0.26565954089164734,1.0,0.2782057225704193,0.6633074283599854,0.43859338760375977,0.3461615741252899,0.30138206481933594,0.5064792633056641,0.2557651102542877,0.29319998621940613,0.3412281572818756,0.3601827025413513,0.20544172823429108
donations,0.1306348294019699,0.21995417773723602,0.46467503905296326,0.2618967294692993,0.4208267629146576,0.2618967294692993,0.39314669370651245,0.2618967294692993,1.0000001192092896,0.26565954089164734,0.43759655952453613,0.2618967294692993,0.20586241781711578,0.2880402207374573,0.5419151782989502,0.34473711252212524,0.3747282922267914,0.3185579180717468,0.2371898591518402,0.25404539704322815,0.2354247123003006
and,0.4213258922100067,0.5477725267410278,0.28055885434150696,0.6633074283599854,0.2725299000740051,0.6633074283599854,0.2707316279411316,0.6633074283599854,0.26565954089164734,1.0,0.2782057225704193,0.6633074283599854,0.43859338760375977,0.3461615741252899,0.30138206481933594,0.5064792633056641,0.2557651102542877,0.29319998621940613,0.3412281572818756,0.3601827025413513,0.20544172823429108
grants,0.22431886196136475,0.18219539523124695,0.45262983441352844,0.30463892221450806,0.4129551351070404,0.30463892221450806,0.316717267036438,0.30463892221450806,0.43759655952453613,0.2782057225704193,1.0000001192092896,0.30463892221450806,0.21786443889141083,0.18416728079319,0.4994604289531708,0.37409108877182007,0.31541165709495544,0.3189310133457184,0.25418493151664734,0.21214406192302704,0.1494954377412796
from,0.279703289270401,0.26272761821746826,0.19907967746257782,0.39760664105415344,0.19019566476345062,0.39760664105415344,0.20429514348506927,0.39760664105415344,0.25404539704322815,0.3601827025413513,0.21214406192302704,0.39760664105415344,0.3713873624801636,0.1777622550725937,0.27866506576538086,0.314039945602417,0.18150165677070618,0.1357884258031845,0.32651904225349426,1.0,0.19969791173934937
religious,0.1579800248146057,0.16567319631576538,0.28938785195350647,0.2753547728061676,0.3039705753326416,0.2753547728061676,0.24184256792068481,0.2753547728061676,0.29237300157546997,0.30280056595802307,0.21234241127967834,0.2753547728061676,0.16584265232086182,0.15551364421844482,0.17955684661865234,0.21258823573589325,0.2632821798324585,0.3179125487804413,0.14861372113227844,0.14288437366485596,0.15727058053016663
organizations,0.16836178302764893,0.2466343492269516,0.4025389552116394,0.21690145134925842,0.3373771905899048,0.21690145134925842,0.30218541622161865,0.21690145134925842,0.4983444809913635,0.2811741828918457,0.32591158151626587,0.21690145134925842,0.17323508858680725,0.2258414626121521,0.4099521040916443,0.3069128394126892,0.30603620409965515,0.39243805408477783,0.18805049359798431,0.1699131280183792,0.22215601801872253
or,0.2587498426437378,0.38158315420150757,0.3206092119216919,0.3769497275352478,0.20534369349479675,0.3769497275352478,0.32240030169487,0.3769497275352478,0.29771047830581665,0.4713204801082611,0.18158085644245148,0.3769497275352478,0.3651050925254822,0.4248845875263214,0.22443437576293945,0.4111599624156952,0.21888144314289093,0.23524631559848785,0.32087573409080505,0.31242018938064575,0.32389625906944275
private,0.13822825253009796,0.20792533457279205,0.3631826937198639,0.1899166703224182,0.3393261134624481,0.1899166703224182,0.2781147360801697,0.1899166703224182,0.3747282922267914,0.2557651102542877,0.31541165709495544,0.1899166703224182,0.2538891136646271,0.1316513568162918,0.27316173911094666,0.22242696583271027,1.0,0.4158569872379303,0.07810476422309875,0.18150165677070618,0.14389030635356903
individuals,0.178839311003685,0.309203177690506,0.3881346881389618,0.18873384594917297,0.3141765296459198,0.18873384594917297,0.36843472719192505,0.18873384594917297,0.3906898498535156,0.2956017851829529,0.30766406655311584,0.18873384594917297,0.25023433566093445,0.220766082406044,0.38260430097579956,0.2869735360145569,0.31264999508857727,0.29715076088905334,0.21673165261745453,0.17135262489318848,0.20243582129478455
.,0.27491724491119385,0.4446153938770294,0.2443438172340393,0.6812511086463928,0.17216069996356964,0.6812511086463928,0.22816848754882812,0.6812511086463928,0.2823376953601837,0.588965117931366,0.2610261142253876,0.6812511086463928,0.41390106081962585,0.3022993505001068,0.24722786247730255,0.4726039469242096,0.2534593939781189,0.2752705216407776,0.2866859436035156,0.41536515951156616,0.4130953550338745
