,who,was,the,second,female,nobel,laureate,?
h.,-0.20266836881637573,-0.3056058883666992,-0.10884115099906921,-0.11207426339387894,-0.04106822982430458,-0.16299134492874146,-0.18675075471401215,-0.10847286134958267
compton,0.15395206212997437,0.28167107701301575,0.2691735029220581,0.17732879519462585,0.1237078383564949,0.1984233260154724,0.20458658039569855,0.20586760342121124
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.29927265644073486,0.1907428652048111,0.29036787152290344,0.26865848898887634,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,1.0,0.4620301127433777,0.2673940658569336,0.1909446120262146,0.18559721112251282,0.22068053483963013
creator,0.25051745772361755,0.2896435558795929,0.20919115841388702,0.11716534197330475,0.09766221046447754,0.1785966455936432,0.20468154549598694,0.2028008997440338
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.353416383266449,0.26416701078414917,0.20963376760482788,0.24237091839313507,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.4620301127433777,0.2673940658569336,0.1909446120262146,0.18559721112251282,0.22068053483963013
first,0.39065709710121155,0.5022147297859192,0.49448907375335693,0.6953977942466736,0.2493978887796402,0.25558412075042725,0.2199459671974182,0.18701928853988647
nuclear,0.1059286817908287,0.16506333649158478,0.23911187052726746,0.17183974385261536,0.06885570287704468,0.28236693143844604,0.25010523200035095,0.1865687519311905
reactor,0.15813225507736206,0.2271232157945633,0.25504618883132935,0.19347535073757172,0.003209987422451377,0.26367783546447754,0.23544351756572723,0.1394413560628891
enrico,0.19534245133399963,0.19693276286125183,0.16877995431423187,0.1438770592212677,0.09441957622766495,0.23864175379276276,0.2798268496990204,0.13077311217784882
fermi,0.18591725826263428,0.2119489163160324,0.18884438276290894,0.15615880489349365,0.07006148993968964,0.3246297538280487,0.32200804352760315,0.16229401528835297
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.29927265644073486,0.1907428652048111,0.29036787152290344,0.26865848898887634,0.31091248989105225
``,0.02397952415049076,-0.012679691426455975,0.029072100296616554,0.07228557765483856,0.04223295673727989,0.07070272415876389,0.04286803677678108,0.0685480609536171
the,0.3733934462070465,0.48711544275283813,1.0,0.4620301127433777,0.2673940658569336,0.1909446120262146,0.18559721112251282,0.22068053483963013
father,0.4164644777774811,0.3492507338523865,0.24010279774665833,0.19501635432243347,0.13391149044036865,0.20612554252147675,0.1968560516834259,0.14826634526252747
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.353416383266449,0.26416701078414917,0.20963376760482788,0.24237091839313507,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.4620301127433777,0.2673940658569336,0.1909446120262146,0.18559721112251282,0.22068053483963013
hydrogen,0.12991398572921753,0.1364523321390152,0.20406323671340942,0.15330509841442108,0.11809322237968445,0.2688177525997162,0.20460104942321777,0.14590126276016235
bomb,0.18051815032958984,0.22187237441539764,0.2533206045627594,0.17944243550300598,0.0722130611538887,0.1933109611272812,0.13390740752220154,0.13747179508209229
'',0.024401003494858742,0.04456103965640068,0.041273195296525955,-0.06889788806438446,-0.11419994384050369,0.005061380565166473,0.0572032555937767,0.018684765323996544
edward,0.25107425451278687,0.22979897260665894,0.1896408498287201,0.08443892002105713,0.10558394342660904,0.20956863462924957,0.24767717719078064,0.1439376026391983
teller,0.2986164689064026,0.13985338807106018,0.23598416149616241,0.14251793920993805,0.06353166699409485,0.24849624931812286,0.25432848930358887,0.203445702791214
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.29927265644073486,0.1907428652048111,0.29036787152290344,0.26865848898887634,0.31091248989105225
``,0.02397952415049076,-0.012679691426455975,0.029072100296616554,0.07228557765483856,0.04223295673727989,0.07070272415876389,0.04286803677678108,0.0685480609536171
one,0.40083858370780945,0.3752199709415436,0.5514441132545471,0.4495090842247009,0.2639651894569397,0.18132327497005463,0.16667556762695312,0.2673267424106598
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.353416383266449,0.26416701078414917,0.20963376760482788,0.24237091839313507,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.4620301127433777,0.2673940658569336,0.1909446120262146,0.18559721112251282,0.22068053483963013
most,0.35393568873405457,0.29933857917785645,0.47635307908058167,0.2877694070339203,0.21267154812812805,0.16647377610206604,0.140253946185112,0.2107497900724411
brilliant,0.26863133907318115,0.2686781883239746,0.19243596494197845,0.12990424036979675,0.11095067113637924,0.15419118106365204,0.17927096784114838,0.2091972529888153
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.2743909955024719,0.2491157501935959,0.1760268211364746,0.19129157066345215,0.20544172823429108
productive,0.21602237224578857,0.13543246686458588,0.22455596923828125,0.13534514605998993,0.23047606647014618,0.1962386667728424,0.17391648888587952,0.30353474617004395
experimental,0.20474687218666077,0.2688197195529938,0.2084609717130661,0.16331171989440918,0.15181423723697662,0.22263939678668976,0.26294732093811035,0.14400577545166016
physicists,0.26929381489753723,0.18183836340904236,0.20523659884929657,0.13837966322898865,0.10673397779464722,0.4609123468399048,0.3986407518386841,0.1777985841035843
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.353416383266449,0.26416701078414917,0.20963376760482788,0.24237091839313507,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.4620301127433777,0.2673940658569336,0.1909446120262146,0.18559721112251282,0.22068053483963013
twentieth,0.23588986694812775,0.3120275139808655,0.30029913783073425,0.2641715407371521,0.1496139019727707,0.20481140911579132,0.2338389903306961,0.05639015510678291
century,0.2990973889827728,0.3521432876586914,0.3617299497127533,0.24203969538211823,0.1861737221479416,0.15560828149318695,0.21410122513771057,0.1026201918721199
'',0.024401003494858742,0.04456103965640068,0.041273195296525955,-0.06889788806438446,-0.11419994384050369,0.005061380565166473,0.0572032555937767,0.018684765323996544
luis,0.14031393826007843,0.23634594678878784,0.2025856077671051,0.08825941383838654,0.07921271026134491,0.1730291247367859,0.20393413305282593,0.07192636281251907
walter,0.2818695306777954,0.2545633316040039,0.16759788990020752,0.10394582152366638,0.11558166146278381,0.223727285861969,0.2680981457233429,0.1297207623720169
alvarez,0.30030637979507446,0.27635422348976135,0.22535932064056396,0.13365763425827026,0.14437870681285858,0.24945934116840363,0.2669287621974945,0.18574973940849304
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.29927265644073486,0.1907428652048111,0.29036787152290344,0.26865848898887634,0.31091248989105225
murray,0.2095356583595276,0.20908302068710327,0.23582130670547485,0.1913212537765503,0.06286828219890594,0.16238249838352203,0.2313266545534134,0.17931228876113892
gell-mann,0.3163031041622162,0.311355322599411,0.2592487633228302,0.17761565744876862,0.12452846020460129,0.39037904143333435,0.3921145796775818,0.16764411330223083
who,0.9999998807907104,0.3318818509578705,0.3733934462070465,0.21920166909694672,0.3403880000114441,0.23225803673267365,0.20555941760540009,0.26220351457595825
introduced,0.18349657952785492,0.32667654752731323,0.242969810962677,0.19663959741592407,0.13384248316287994,0.11753000319004059,0.1509140580892563,0.16386865079402924
the,0.3733934462070465,0.48711544275283813,1.0,0.4620301127433777,0.2673940658569336,0.1909446120262146,0.18559721112251282,0.22068053483963013
quark,0.14529691636562347,0.08719789236783981,0.19210775196552277,0.14913402497768402,0.14294326305389404,0.24837936460971832,0.20995080471038818,0.17615367472171783
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.29927265644073486,0.1907428652048111,0.29036787152290344,0.26865848898887634,0.31091248989105225
second,0.21920166909694672,0.3858029544353485,0.4620301127433777,1.0,0.1607843041419983,0.20026780664920807,0.14039741456508636,0.17239587008953094
female,0.3403880000114441,0.17758683860301971,0.2673940658569336,0.1607843041419983,0.9999999403953552,0.1176932230591774,0.1101171001791954,0.17839525640010834
nobel,0.23225803673267365,0.2319665551185608,0.1909446120262146,0.20026780664920807,0.1176932230591774,1.0,0.7574655413627625,0.15008176863193512
laureate,0.20555941760540009,0.23589828610420227,0.18559721112251282,0.14039741456508636,0.1101171001791954,0.7574655413627625,1.0,0.15793240070343018
maria,0.20343798398971558,0.2511068880558014,0.15531538426876068,0.17516155540943146,0.1589745730161667,0.22591784596443176,0.25001418590545654,0.16458186507225037
goeppert-mayer,0.2425241768360138,0.30890166759490967,0.274191677570343,0.2020602524280548,0.08958107978105545,0.362387478351593,0.4184485971927643,0.23956938087940216
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.29927265644073486,0.1907428652048111,0.29036787152290344,0.26865848898887634,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,1.0,0.4620301127433777,0.2673940658569336,0.1909446120262146,0.18559721112251282,0.22068053483963013
youngest,0.40976575016975403,0.34926921129226685,0.2996733486652374,0.33372464776039124,0.28839123249053955,0.26779988408088684,0.269308477640152,0.14910350739955902
american,0.3093835413455963,0.31632548570632935,0.24562937021255493,0.20801790058612823,0.22173503041267395,0.235658660531044,0.2771475315093994,0.18877598643302917
winner,0.2246360182762146,0.23175270855426788,0.25965070724487305,0.25799643993377686,0.18407472968101501,0.46553125977516174,0.4474526345729828,0.14322948455810547
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.353416383266449,0.26416701078414917,0.20963376760482788,0.24237091839313507,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.4620301127433777,0.2673940658569336,0.1909446120262146,0.18559721112251282,0.22068053483963013
nobel,0.23225803673267365,0.2319665551185608,0.1909446120262146,0.20026780664920807,0.1176932230591774,1.0,0.7574655413627625,0.15008176863193512
prize,0.20312342047691345,0.2402031123638153,0.18969248235225677,0.20986151695251465,0.12000130861997604,0.8436678051948547,0.6669690012931824,0.14158497750759125
tsung-dao,0.22958433628082275,0.24960164725780487,0.27502742409706116,0.2073441743850708,0.1705160290002823,0.23735429346561432,0.24367889761924744,0.2238868921995163
lee,0.23078079521656036,0.23897704482078552,0.16821028292179108,0.1602592170238495,0.15637211501598358,0.14225029945373535,0.19540882110595703,0.19113655388355255
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.29927265644073486,0.1907428652048111,0.29036787152290344,0.26865848898887634,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.2743909955024719,0.2491157501935959,0.1760268211364746,0.19129157066345215,0.20544172823429108
astrophysicist,0.20763534307479858,0.2597498893737793,0.19971944391727448,0.18179257214069366,0.10622650384902954,0.4856640100479126,0.49669232964515686,0.13779272139072418
subrahmanyan,0.2372470200061798,0.21113061904907227,0.2668096125125885,0.19963358342647552,0.139158695936203,0.3428715169429779,0.34529662132263184,0.1861170530319214
chandrasekhar,0.18816594779491425,0.2469867765903473,0.23449960350990295,0.21799607574939728,0.13160499930381775,0.32415279746055603,0.34080490469932556,0.20365552604198456
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.346034437417984,0.28143510222435,0.2409123331308365,0.2220809906721115,0.4130953550338745
