,where,was,the,v,&,a,transferred,to,from,its,original,location,at,marlborough,house,?
exhibition,0.22705262899398804,0.24921445548534393,0.22614671289920807,0.066697858273983,0.1514037847518921,0.18410839140415192,0.1563442051410675,0.17194919288158417,0.17330977320671082,0.19099704921245575,0.18989109992980957,0.14633330702781677,0.25061559677124023,0.21451473236083984,0.1982279270887375,0.11494685709476471
of,0.38066378235816956,0.4069072902202606,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.33309000730514526,0.41548454761505127,0.4249346852302551,0.48690423369407654,0.30228546261787415,0.28702232241630554,0.42558613419532776,0.27294015884399414,0.285114049911499,0.1826142966747284
1851,0.07134025543928146,0.16452156007289886,0.1120925024151802,0.05804440379142761,0.002510257763788104,0.06915820389986038,0.10016544908285141,0.08299264311790466,0.027960198000073433,0.11482146382331848,0.15458765625953674,0.01177404448390007,0.10802686959505081,0.09580104798078537,0.0905250608921051,0.04808126762509346
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.27208399772644043,0.44245919585227966,0.39760664105415344,0.33157986402511597,0.23508994281291962,0.25077858567237854,0.38314947485923767,0.3062210977077484,0.28236111998558044,0.31091248989105225
with,0.4142743945121765,0.27411898970603943,0.4223487675189972,0.14314915239810944,0.20013411343097687,0.3783375024795532,0.19742423295974731,0.4239959120750427,0.26272761821746826,0.3087116777896881,0.24073785543441772,0.16649673879146576,0.29126521944999695,0.22676794230937958,0.16397541761398315,0.2433311939239502
which,0.5477990508079529,0.2830964922904968,0.6521818041801453,0.1653934270143509,0.16294614970684052,0.56894451379776,0.29726850986480713,0.5345056653022766,0.38755592703819275,0.5154205560684204,0.3607312738895416,0.23728391528129578,0.3286694884300232,0.17668618261814117,0.20384521782398224,0.25814583897590637
henry,0.1522851437330246,0.31945720314979553,0.2542637586593628,0.2619577944278717,0.058544356375932693,0.24300003051757812,0.15478543937206268,0.2152724415063858,0.16907568275928497,0.17028701305389404,0.14817270636558533,0.12542925775051117,0.2414405643939972,0.41215720772743225,0.2778720259666443,0.16836383938789368
cole,0.20364689826965332,0.22517915070056915,0.1850816011428833,0.04027188941836357,0.22755905985832214,0.16531717777252197,0.1287965476512909,0.26373547315597534,0.1534709930419922,0.12855742871761322,0.16672897338867188,0.19236710667610168,0.24739737808704376,0.2799244225025177,0.14774270355701447,0.1507469266653061
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.27208399772644043,0.44245919585227966,0.39760664105415344,0.33157986402511597,0.23508994281291962,0.25077858567237854,0.38314947485923767,0.3062210977077484,0.28236111998558044,0.31091248989105225
the,0.5003893971443176,0.48711544275283813,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.34201255440711975,0.535392165184021,0.40150508284568787,0.559237003326416,0.4037000238895416,0.351087361574173,0.457212895154953,0.246634840965271,0.2847244441509247,0.22068053483963013
museum,0.17054861783981323,0.21266788244247437,0.24861779808998108,0.07561434060335159,0.18110838532447815,0.14725451171398163,0.17104943096637726,0.1640389859676361,0.20791949331760406,0.18129056692123413,0.156032532453537,0.20810484886169434,0.23034606873989105,0.20420122146606445,0.24902251362800598,0.14128351211547852
's,0.0007701900321990252,0.008974763564765453,-0.01540423184633255,-0.008823617361485958,-0.02038128487765789,0.04866964742541313,-0.04772345349192619,0.03782717138528824,-0.01936490088701248,0.03202139586210251,0.0564689077436924,-0.0234982892870903,-0.08481216430664062,-0.012778282165527344,0.0011872146278619766,-0.023395681753754616
first,0.3238157331943512,0.5022147297859192,0.49448907375335693,0.22899948060512543,0.10695473104715347,0.4287874400615692,0.2712617814540863,0.3792489171028137,0.23348960280418396,0.26377397775650024,0.3307017385959625,0.17098663747310638,0.3138778805732727,0.18264684081077576,0.2111378014087677,0.18701928853988647
director,0.17680524289608002,0.30621418356895447,0.19949141144752502,0.1115185096859932,0.19849403202533722,0.17745283246040344,0.17366385459899902,0.1698155552148819,0.16744063794612885,0.1245870441198349,0.22898681461811066,0.18140387535095215,0.2208130806684494,0.11257175356149673,0.21938703954219818,0.09360282123088837
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.27208399772644043,0.44245919585227966,0.39760664105415344,0.33157986402511597,0.23508994281291962,0.25077858567237854,0.38314947485923767,0.3062210977077484,0.28236111998558044,0.31091248989105225
was,0.20731619000434875,1.0000001192092896,0.48711544275283813,0.16128918528556824,0.12134000658988953,0.4508470594882965,0.2860136330127716,0.3636345863342285,0.31171464920043945,0.3518870174884796,0.32203906774520874,0.1839360147714615,0.36707764863967896,0.24152158200740814,0.28759756684303284,0.18412111699581146
involved,0.28293660283088684,0.2577875554561615,0.2872544527053833,0.11319558322429657,0.12256451696157455,0.2598431408405304,0.2661060690879822,0.24297703802585602,0.1712687909603119,0.15236784517765045,0.10632937401533127,0.13914677500724792,0.2607560157775879,0.08901047706604004,0.1278017908334732,0.20599231123924255
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.34616342186927795,0.45010748505592346,0.4274188280105591,0.3793783485889435,0.2534193694591522,0.3397608697414398,0.4374977946281433,0.24180753529071808,0.20026938617229462,0.20430970191955566
planning,0.17538674175739288,0.26149654388427734,0.3046698570251465,0.20309650897979736,0.2137935757637024,0.232967808842659,0.2396955043077469,0.3211837708950043,0.11251246184110641,0.20329473912715912,0.1468343734741211,0.12742221355438232,0.25566762685775757,0.20169438421726227,0.1659456044435501,0.1869431883096695
;,-0.020392686128616333,0.0754367932677269,0.09152708947658539,-0.03098202869296074,0.017928218469023705,-0.02122584730386734,0.025561532005667686,0.0979827418923378,0.07524215430021286,0.056731753051280975,0.06863370537757874,0.08402296900749207,0.00622112350538373,0.0402417927980423,0.020970258861780167,0.10349778085947037
initially,0.24913983047008514,0.3788634240627289,0.2997018098831177,0.07876481115818024,0.09323113411664963,0.25532233715057373,0.22354695200920105,0.30896347761154175,0.1962183266878128,0.3351334035396576,0.35887476801872253,0.17031092941761017,0.27775415778160095,0.13611124455928802,0.09138582646846771,0.0699334517121315
it,0.36972272396087646,0.4577186405658722,0.6251175999641418,0.1784781813621521,0.08886928111314774,0.5452592968940735,0.2110253870487213,0.513711154460907,0.325604110956192,0.5786119699478149,0.3096504509449005,0.27346327900886536,0.36473900079727173,0.18674328923225403,0.2162649929523468,0.25732165575027466
was,0.20731619000434875,1.0000001192092896,0.48711544275283813,0.16128918528556824,0.12134000658988953,0.4508470594882965,0.2860136330127716,0.3636345863342285,0.31171464920043945,0.3518870174884796,0.32203906774520874,0.1839360147714615,0.36707764863967896,0.24152158200740814,0.28759756684303284,0.18412111699581146
known,0.22275541722774506,0.35203275084495544,0.3624623417854309,0.11315380781888962,0.11825866252183914,0.30882248282432556,0.1783124953508377,0.14337651431560516,0.18996182084083557,0.31007078289985657,0.297905832529068,0.14335663616657257,0.19818158447742462,0.1734207421541214,0.13557061553001404,0.18314571678638458
as,0.35409465432167053,0.3677520453929901,0.48381632566452026,0.10349564254283905,0.22134603559970856,0.39550232887268066,0.22362643480300903,0.42092081904411316,0.3251767158508301,0.31874480843544006,0.2790030837059021,0.17721733450889587,0.28092536330223083,0.18859811127185822,0.18534636497497559,0.27043893933296204
the,0.5003893971443176,0.48711544275283813,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.34201255440711975,0.535392165184021,0.40150508284568787,0.559237003326416,0.4037000238895416,0.351087361574173,0.457212895154953,0.246634840965271,0.2847244441509247,0.22068053483963013
museum,0.17054861783981323,0.21266788244247437,0.24861779808998108,0.07561434060335159,0.18110838532447815,0.14725451171398163,0.17104943096637726,0.1640389859676361,0.20791949331760406,0.18129056692123413,0.156032532453537,0.20810484886169434,0.23034606873989105,0.20420122146606445,0.24902251362800598,0.14128351211547852
of,0.38066378235816956,0.4069072902202606,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.33309000730514526,0.41548454761505127,0.4249346852302551,0.48690423369407654,0.30228546261787415,0.28702232241630554,0.42558613419532776,0.27294015884399414,0.285114049911499,0.1826142966747284
manufactures,0.19401435554027557,0.19249571859836578,0.2118023931980133,0.21051520109176636,0.15196830034255981,0.22631120681762695,0.18788978457450867,0.24283982813358307,0.16083423793315887,0.2897472381591797,0.1777714192867279,0.21158312261104584,0.10629966855049133,0.28356024622917175,0.13577480614185333,0.1292264312505722
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.27208399772644043,0.44245919585227966,0.39760664105415344,0.33157986402511597,0.23508994281291962,0.25077858567237854,0.38314947485923767,0.3062210977077484,0.28236111998558044,0.31091248989105225
first,0.3238157331943512,0.5022147297859192,0.49448907375335693,0.22899948060512543,0.10695473104715347,0.4287874400615692,0.2712617814540863,0.3792489171028137,0.23348960280418396,0.26377397775650024,0.3307017385959625,0.17098663747310638,0.3138778805732727,0.18264684081077576,0.2111378014087677,0.18701928853988647
opening,0.2515875995159149,0.20817555487155914,0.37298497557640076,0.11929420381784439,0.07173246890306473,0.2575104236602783,0.16257789731025696,0.2393702119588852,0.2103152573108673,0.2527054250240326,0.21971286833286285,0.1367994099855423,0.25734835863113403,0.17013981938362122,0.18547409772872925,0.16502447426319122
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.34616342186927795,0.45010748505592346,0.4274188280105591,0.3793783485889435,0.2534193694591522,0.3397608697414398,0.4374977946281433,0.24180753529071808,0.20026938617229462,0.20430970191955566
may,0.23215454816818237,0.3388521671295166,0.2694292366504669,0.16660861670970917,0.035542458295822144,0.29255667328834534,0.22716312110424042,0.391582727432251,0.23997589945793152,0.17664512991905212,0.1710357964038849,0.11145415157079697,0.2711789011955261,0.19474075734615326,0.1548248678445816,0.2768254578113556
1852,-0.001448965398594737,-0.04733692854642868,0.008079012855887413,-0.009022822603583336,0.06615690141916275,0.016406841576099396,-0.0745331421494484,-0.05395277589559555,-0.0022316807880997658,-0.0680038332939148,-0.0746069997549057,-0.032052554190158844,0.01510139461606741,0.019138934090733528,-0.018054043874144554,0.006410371046513319
at,0.4402937591075897,0.36707764863967896,0.457212895154953,0.16234125196933746,0.12151119112968445,0.3095070421695709,0.3133998513221741,0.36524343490600586,0.3447161316871643,0.2685394287109375,0.15838190913200378,0.25434181094169617,1.0,0.30044499039649963,0.23401996493339539,0.21978627145290375
marlborough,0.20100687444210052,0.24152158200740814,0.246634840965271,0.17392583191394806,0.24934887886047363,0.202244371175766,0.2532646656036377,0.23695455491542816,0.16153089702129364,0.16298246383666992,0.1676909327507019,0.1747984141111374,0.30044499039649963,1.0000001192092896,0.27003273367881775,0.16564486920833588
house,0.20542475581169128,0.28759756684303284,0.2847244441509247,0.15695612132549286,0.1367931067943573,0.26758551597595215,0.16311199963092804,0.23688754439353943,0.21994347870349884,0.18528613448143005,0.2117924988269806,0.15969131886959076,0.23401996493339539,0.27003273367881775,0.9999998807907104,0.13736455142498016
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.27208399772644043,0.44245919585227966,0.39760664105415344,0.33157986402511597,0.23508994281291962,0.25077858567237854,0.38314947485923767,0.3062210977077484,0.28236111998558044,0.31091248989105225
but,0.49101024866104126,0.36023372411727905,0.4859698414802551,0.09668958187103271,0.12256074696779251,0.44750767946243286,0.2883707582950592,0.5542377829551697,0.3133932948112488,0.39362356066703796,0.2737142741680145,0.20267635583877563,0.33498162031173706,0.19789713621139526,0.23942503333091736,0.27921953797340393
by,0.2641284465789795,0.4752357602119446,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.1909448504447937,0.33534231781959534,0.3373257517814636,0.24398943781852722,0.2557625472545624,0.2652251422405243,0.2368064820766449,0.17889951169490814,0.20914818346500397,0.17966607213020325
september,0.1636122465133667,0.4425655007362366,0.2516939043998718,0.1715777963399887,0.09839008748531342,0.21795299649238586,0.15274102985858917,0.22485187649726868,0.19398373365402222,0.17530563473701477,0.1083611249923706,0.11695969849824905,0.28713759779930115,0.22296099364757538,0.17282173037528992,0.2665146589279175
had,0.2596948444843292,0.5927209258079529,0.3875846862792969,0.1252606064081192,0.15368397533893585,0.34897568821907043,0.2405875325202942,0.37984350323677063,0.3075238764286041,0.32081788778305054,0.239691361784935,0.11796372383832932,0.3288320302963257,0.19942301511764526,0.21750010550022125,0.20728366076946259
been,0.24669882655143738,0.518218457698822,0.3563927710056305,0.06977773457765579,0.09559250622987747,0.3315402865409851,0.2162339985370636,0.34945759177207947,0.27624839544296265,0.2810076177120209,0.24117574095726013,0.14994800090789795,0.2504468560218811,0.14981715381145477,0.17722159624099731,0.24354910850524902
transferred,0.3593845069408417,0.2860136330127716,0.34201255440711975,0.15222661197185516,0.18143615126609802,0.26272115111351013,1.0000001192092896,0.2984115183353424,0.3169066309928894,0.1986836940050125,0.2588936686515808,0.20696726441383362,0.3133998513221741,0.2532646656036377,0.16311199963092804,0.1139405146241188
to,0.47735077142715454,0.3636345863342285,0.535392165184021,0.2109750658273697,0.1254875510931015,0.45503583550453186,0.2984115183353424,1.0,0.4069952368736267,0.3691340684890747,0.30182456970214844,0.2590580880641937,0.36524343490600586,0.23695455491542816,0.23688754439353943,0.29463258385658264
somerset,0.1974547803401947,0.23506030440330505,0.2696875333786011,0.10940147191286087,0.13708442449569702,0.24356843531131744,0.1773187667131424,0.16229058802127838,0.2214014083147049,0.18683430552482605,0.1551801860332489,0.21286126971244812,0.20366933941841125,0.5674281716346741,0.19682952761650085,0.1172361969947815
house,0.20542475581169128,0.28759756684303284,0.2847244441509247,0.15695612132549286,0.1367931067943573,0.26758551597595215,0.16311199963092804,0.23688754439353943,0.21994347870349884,0.18528613448143005,0.2117924988269806,0.15969131886959076,0.23401996493339539,0.27003273367881775,0.9999998807907104,0.13736455142498016
.,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.2828300893306732,0.4645031690597534,0.41536515951156616,0.3566088080406189,0.275844931602478,0.27818506956100464,0.4549728035926819,0.2492581307888031,0.2607949376106262,0.4130953550338745
