,a,reaction,against,industrialiazation,contributed,to,the,development,of,what,artistic,movement,in,the,late,19th,century
industrialization,0.2604467570781708,0.32376402616500854,0.24774649739265442,0.9237450957298279,0.2568097412586212,0.21884220838546753,0.3022070825099945,0.46617090702056885,0.3252411186695099,0.22865675389766693,0.3413487374782562,0.32893574237823486,0.29325419664382935,0.3022070825099945,0.21617735922336578,0.17141231894493103,0.31363922357559204
",",0.427140474319458,0.14887474477291107,0.31168749928474426,0.38432538509368896,0.2899704575538635,0.44245919585227966,0.4933079481124878,0.23776917159557343,0.4946078956127167,0.3087472915649414,0.24315963685512543,0.1862073689699173,0.5201468467712402,0.4933079481124878,0.3051932752132416,0.16815264523029327,0.24487493932247162
led,0.19072435796260834,0.22910797595977783,0.3520243763923645,0.27049505710601807,0.37779679894447327,0.21815308928489685,0.3267505168914795,0.19635118544101715,0.32918456196784973,0.12112844735383987,0.11106983572244644,0.2405056655406952,0.2990247309207916,0.3267505168914795,0.2753225564956665,0.21662171185016632,0.21939709782600403
by,0.32094135880470276,0.28173506259918213,0.24816733598709106,0.2862236499786377,0.29225775599479675,0.33534231781959534,0.4408751428127289,0.19329734146595,0.3646814823150635,0.2455483376979828,0.17638809978961945,0.20122553408145905,0.370934396982193,0.4408751428127289,0.2580295205116272,0.2488098442554474,0.29995259642601013
john,0.20638683438301086,0.13618941605091095,0.12553705275058746,0.25908738374710083,0.16669045388698578,0.2070634365081787,0.2230520099401474,0.08044843375682831,0.2407056987285614,0.18237407505512238,0.11218125373125076,0.11585292965173721,0.22177861630916595,0.2230520099401474,0.2049608677625656,0.30354082584381104,0.2019389271736145
ruskin,0.204834446310997,0.18842367827892303,0.1340254843235016,0.23237356543540955,0.17334310710430145,0.19887219369411469,0.23497673869132996,0.16355730593204498,0.2181261032819748,0.16519473493099213,0.24781125783920288,0.17902782559394836,0.2662942111492157,0.23497673869132996,0.19774799048900604,0.2390109896659851,0.2209453135728836
",",0.427140474319458,0.14887474477291107,0.31168749928474426,0.38432538509368896,0.2899704575538635,0.44245919585227966,0.4933079481124878,0.23776917159557343,0.4946078956127167,0.3087472915649414,0.24315963685512543,0.1862073689699173,0.5201468467712402,0.4933079481124878,0.3051932752132416,0.16815264523029327,0.24487493932247162
contributed,0.24738897383213043,0.23741622269153595,0.1627504676580429,0.2841227352619171,1.0,0.2686880826950073,0.2633678913116455,0.28620320558547974,0.29837220907211304,0.2441394031047821,0.2972782552242279,0.2889734208583832,0.2594258189201355,0.2633678913116455,0.32083505392074585,0.14940719306468964,0.2847384810447693
to,0.45503583550453186,0.2174072265625,0.310872346162796,0.26852163672447205,0.2686880826950073,1.0,0.535392165184021,0.27639102935791016,0.41548454761505127,0.455847829580307,0.2804292142391205,0.2780168950557709,0.45010748505592346,0.535392165184021,0.25809016823768616,0.18742936849594116,0.20143604278564453
the,0.5829201340675354,0.2163003534078598,0.3090755045413971,0.36347633600234985,0.2633678913116455,0.535392165184021,1.0,0.3362044394016266,0.733189046382904,0.42745697498321533,0.2456032931804657,0.339571475982666,0.6662389636039734,1.0,0.31481194496154785,0.24964287877082825,0.3617299497127533
arts,0.21388907730579376,0.1436033397912979,0.15958264470100403,0.3489336371421814,0.21094109117984772,0.2388276606798172,0.23374557495117188,0.1780381202697754,0.29211288690567017,0.15975245833396912,0.4732607901096344,0.22100506722927094,0.2445804625749588,0.23374557495117188,0.15635915100574493,0.19851800799369812,0.20831145346164703
and,0.3739250600337982,0.16340170800685883,0.3292689621448517,0.35731133818626404,0.2908022403717041,0.48971283435821533,0.5171257257461548,0.26069340109825134,0.5116966962814331,0.31309178471565247,0.29239699244499207,0.2837696671485901,0.4954058527946472,0.5171257257461548,0.3247620165348053,0.2922728657722473,0.2726690471172333
crafts,0.19112306833267212,0.15546059608459473,-0.012928815558552742,0.3576815724372864,0.2101554125547409,0.1796586960554123,0.16155757009983063,0.2390686422586441,0.26124173402786255,0.17662574350833893,0.375934362411499,0.22937361896038055,0.17885714769363403,0.16155757009983063,0.19961261749267578,0.15117496252059937,0.2182634025812149
movement,0.23380696773529053,0.2549104392528534,0.23060853779315948,0.33422815799713135,0.2889734208583832,0.2780168950557709,0.339571475982666,0.33462727069854736,0.2662941515445709,0.23934946954250336,0.2930496335029602,1.0,0.26725053787231445,0.339571475982666,0.24911262094974518,0.16473346948623657,0.281447172164917
.,0.50484299659729,0.2695828676223755,0.28705209493637085,0.34549570083618164,0.25505968928337097,0.4645031690597534,0.5934505462646484,0.2822875380516052,0.5352458953857422,0.3567904531955719,0.19286055862903595,0.22796523571014404,0.5591574311256409,0.5934505462646484,0.3287466764450073,0.18941882252693176,0.27413639426231384
,a,reaction,against,industrialiazation,contributed,to,the,development,of,what,artistic,movement,in,the,late,19th,century
in,0.539380669593811,0.21261514723300934,0.27273955941200256,0.348215252161026,0.2594258189201355,0.45010748505592346,0.6662389636039734,0.2550492286682129,0.5696388483047485,0.30808621644973755,0.243154376745224,0.26725053787231445,1.0,0.6662389636039734,0.3439198434352875,0.15408828854560852,0.3174034655094147
the,0.5829201340675354,0.2163003534078598,0.3090755045413971,0.36347633600234985,0.2633678913116455,0.535392165184021,1.0,0.3362044394016266,0.733189046382904,0.42745697498321533,0.2456032931804657,0.339571475982666,0.6662389636039734,1.0,0.31481194496154785,0.24964287877082825,0.3617299497127533
victorian,0.21096326410770416,0.1418764591217041,0.1571272909641266,0.2781018018722534,0.19176949560642242,0.18664970993995667,0.2753658890724182,0.21519117057323456,0.28338366746902466,0.15513519942760468,0.3221680223941803,0.17534185945987701,0.21606117486953735,0.2753658890724182,0.3011070489883423,0.24577417969703674,0.25620052218437195
era,0.1276342272758484,0.1615934520959854,0.07869631797075272,0.335813045501709,0.154120534658432,0.12544193863868713,0.266272634267807,0.19738060235977173,0.20396220684051514,0.18199029564857483,0.1890852004289627,0.23224708437919617,0.19679902493953705,0.266272634267807,0.356247216463089,0.13177603483200073,0.3159903883934021
new,0.3214259147644043,0.10703600198030472,0.1477409452199936,0.2137143313884735,0.21245233714580536,0.33159172534942627,0.3845241069793701,0.2089257836341858,0.343457967042923,0.2130378633737564,0.18370254337787628,0.16148047149181366,0.3758552670478821,0.3845241069793701,0.24998606741428375,0.16991764307022095,0.19891628623008728
technology,0.21604947745800018,0.10846374183893204,0.099630206823349,0.43103542923927307,0.23541142046451569,0.25372135639190674,0.21669498085975647,0.3821256756782532,0.25238582491874695,0.1940862536430359,0.21404187381267548,0.11867346614599228,0.24215441942214966,0.21669498085975647,0.14408475160598755,0.2552541494369507,0.19245481491088867
and,0.3739250600337982,0.16340170800685883,0.3292689621448517,0.35731133818626404,0.2908022403717041,0.48971283435821533,0.5171257257461548,0.26069340109825134,0.5116966962814331,0.31309178471565247,0.29239699244499207,0.2837696671485901,0.4954058527946472,0.5171257257461548,0.3247620165348053,0.2922728657722473,0.2726690471172333
machinery,0.22676801681518555,0.2762388586997986,0.13171955943107605,0.5067117810249329,0.19354793429374695,0.22334469854831696,0.24471142888069153,0.2903890013694763,0.24580177664756775,0.19969290494918823,0.28830304741859436,0.25834640860557556,0.2546854317188263,0.24471142888069153,0.16106273233890533,0.2302621752023697,0.2539220452308655
had,0.34897568821907043,0.15935106575489044,0.2359013706445694,0.22761787474155426,0.32181528210639954,0.37984350323677063,0.3875846862792969,0.18838287889957428,0.37755560874938965,0.23849567770957947,0.20791736245155334,0.1488945484161377,0.385026752948761,0.3875846862792969,0.3722578287124634,0.16592426598072052,0.28676724433898926
a,1.0,0.23682725429534912,0.2227657586336136,0.2982237637042999,0.24738897383213043,0.45503583550453186,0.5829201340675354,0.2762584090232849,0.5052502155303955,0.3320399522781372,0.22531355917453766,0.23380696773529053,0.539380669593811,0.5829201340675354,0.22989967465400696,0.200595885515213,0.19417014718055725
significant,0.2793380320072174,0.20514576137065887,0.13829153776168823,0.31045088171958923,0.4114500880241394,0.27648770809173584,0.35524800419807434,0.2938357889652252,0.318554162979126,0.24268144369125366,0.31693118810653687,0.24438148736953735,0.3551969528198242,0.35524800419807434,0.2649802565574646,0.09665600210428238,0.25039732456207275
effect,0.24771364033222198,0.31653672456741333,0.191399484872818,0.281637579202652,0.2650189697742462,0.2521958649158478,0.2865084111690521,0.27500393986701965,0.24129827320575714,0.2546532452106476,0.23797854781150818,0.21917545795440674,0.25150683522224426,0.2865084111690521,0.11586622893810272,0.1505366712808609,0.1789766252040863
on,0.3848365545272827,0.1521531641483307,0.3163113296031952,0.23519152402877808,0.21944350004196167,0.41031414270401,0.5107308030128479,0.23800693452358246,0.3966929316520691,0.34226128458976746,0.12917427718639374,0.15348097681999207,0.46853652596473694,0.5107308030128479,0.2571752071380615,0.14554980397224426,0.14449788630008698
manufacturing,0.2579406797885895,0.19866348803043365,0.16595420241355896,0.6385686993598938,0.18070560693740845,0.22432498633861542,0.25165510177612305,0.3553537130355835,0.26644885540008545,0.1945977807044983,0.2749537527561188,0.16845084726810455,0.2715393304824829,0.25165510177612305,0.1795535385608673,0.14606249332427979,0.21942465007305145
",",0.427140474319458,0.14887474477291107,0.31168749928474426,0.38432538509368896,0.2899704575538635,0.44245919585227966,0.4933079481124878,0.23776917159557343,0.4946078956127167,0.3087472915649414,0.24315963685512543,0.1862073689699173,0.5201468467712402,0.4933079481124878,0.3051932752132416,0.16815264523029327,0.24487493932247162
and,0.3739250600337982,0.16340170800685883,0.3292689621448517,0.35731133818626404,0.2908022403717041,0.48971283435821533,0.5171257257461548,0.26069340109825134,0.5116966962814331,0.31309178471565247,0.29239699244499207,0.2837696671485901,0.4954058527946472,0.5171257257461548,0.3247620165348053,0.2922728657722473,0.2726690471172333
for,0.44038116931915283,0.2124442756175995,0.3262052536010742,0.31073737144470215,0.2362648844718933,0.4451248347759247,0.4739971458911896,0.28623178601264954,0.4185989499092102,0.3017193675041199,0.32113608717918396,0.1841055154800415,0.4322226941585541,0.4739971458911896,0.2018979787826538,0.17519418895244598,0.18660898506641388
the,0.5829201340675354,0.2163003534078598,0.3090755045413971,0.36347633600234985,0.2633678913116455,0.535392165184021,1.0,0.3362044394016266,0.733189046382904,0.42745697498321533,0.2456032931804657,0.339571475982666,0.6662389636039734,1.0,0.31481194496154785,0.24964287877082825,0.3617299497127533
first,0.4287874400615692,0.23161469399929047,0.24928933382034302,0.2660652697086334,0.24481478333473206,0.3792489171028137,0.49448907375335693,0.25595250725746155,0.3536086082458496,0.28086137771606445,0.17635612189769745,0.20131643116474152,0.4127444326877594,0.49448907375335693,0.37285134196281433,0.33614927530288696,0.32110705971717834
time,0.3292340338230133,0.25568026304244995,0.22697563469409943,0.21663720905780792,0.24481165409088135,0.3679993152618408,0.43061500787734985,0.27810052037239075,0.35127586126327515,0.36319252848625183,0.17591165006160736,0.208505317568779,0.3431483507156372,0.43061500787734985,0.3270859718322754,0.22156938910484314,0.32369643449783325
since,0.3303585946559906,0.13448376953601837,0.24838505685329437,0.298334538936615,0.33950942754745483,0.3733763098716736,0.4054957628250122,0.2727283835411072,0.35513219237327576,0.29783400893211365,0.241234689950943,0.1966906487941742,0.4325680434703827,0.4054957628250122,0.3881728947162628,0.1602870523929596,0.32076296210289
the,0.5829201340675354,0.2163003534078598,0.3090755045413971,0.36347633600234985,0.2633678913116455,0.535392165184021,1.0,0.3362044394016266,0.733189046382904,0.42745697498321533,0.2456032931804657,0.339571475982666,0.6662389636039734,1.0,0.31481194496154785,0.24964287877082825,0.3617299497127533
reformation,0.25626492500305176,0.2592504322528839,0.252449095249176,0.3757795989513397,0.25645628571510315,0.27920275926589966,0.3290504217147827,0.24908092617988586,0.311197429895401,0.23052695393562317,0.21422842144966125,0.397778183221817,0.2716333270072937,0.3290504217147827,0.25758615136146545,0.1308235079050064,0.32405105233192444
",",0.427140474319458,0.14887474477291107,0.31168749928474426,0.38432538509368896,0.2899704575538635,0.44245919585227966,0.4933079481124878,0.23776917159557343,0.4946078956127167,0.3087472915649414,0.24315963685512543,0.1862073689699173,0.5201468467712402,0.4933079481124878,0.3051932752132416,0.16815264523029327,0.24487493932247162
the,0.5829201340675354,0.2163003534078598,0.3090755045413971,0.36347633600234985,0.2633678913116455,0.535392165184021,1.0,0.3362044394016266,0.733189046382904,0.42745697498321533,0.2456032931804657,0.339571475982666,0.6662389636039734,1.0,0.31481194496154785,0.24964287877082825,0.3617299497127533
anglican,0.18829557299613953,0.08016935735940933,0.08983306586742401,0.24806270003318787,0.13878613710403442,0.25118836760520935,0.2092299461364746,0.13515473902225494,0.3259100317955017,0.17746756970882416,0.23274819552898407,0.2715422511100769,0.20630250871181488,0.2092299461364746,0.16257832944393158,0.12601859867572784,0.26032641530036926
and,0.3739250600337982,0.16340170800685883,0.3292689621448517,0.35731133818626404,0.2908022403717041,0.48971283435821533,0.5171257257461548,0.26069340109825134,0.5116966962814331,0.31309178471565247,0.29239699244499207,0.2837696671485901,0.4954058527946472,0.5171257257461548,0.3247620165348053,0.2922728657722473,0.2726690471172333
roman,0.18130378425121307,0.13327714800834656,0.22156350314617157,0.2653777599334717,0.16119465231895447,0.24710409343242645,0.2862859070301056,0.07380428165197372,0.31028008460998535,0.17852471768856049,0.2005637139081955,0.12408065050840378,0.24986636638641357,0.2862859070301056,0.1653500497341156,0.07918089628219604,0.29875046014785767
catholic,0.2060672640800476,0.15441924333572388,0.230282723903656,0.2428893893957138,0.1708822101354599,0.2619607746601105,0.26391419768333435,0.0846911147236824,0.3452084958553314,0.1882777214050293,0.20012909173965454,0.22630083560943604,0.26313918828964233,0.26391419768333435,0.1046934649348259,0.009812950156629086,0.26456788182258606
churches,0.19495601952075958,0.12031380087137222,0.1461246758699417,0.29715439677238464,0.16066642105579376,0.2533203363418579,0.2626241147518158,0.1789528727531433,0.29080384969711304,0.17877253890037537,0.2845640480518341,0.2921016812324524,0.2825169265270233,0.2626241147518158,0.15764594078063965,0.01957103982567787,0.3198547661304474
had,0.34897568821907043,0.15935106575489044,0.2359013706445694,0.22761787474155426,0.32181528210639954,0.37984350323677063,0.3875846862792969,0.18838287889957428,0.37755560874938965,0.23849567770957947,0.20791736245155334,0.1488945484161377,0.385026752948761,0.3875846862792969,0.3722578287124634,0.16592426598072052,0.28676724433898926
a,1.0,0.23682725429534912,0.2227657586336136,0.2982237637042999,0.24738897383213043,0.45503583550453186,0.5829201340675354,0.2762584090232849,0.5052502155303955,0.3320399522781372,0.22531355917453766,0.23380696773529053,0.539380669593811,0.5829201340675354,0.22989967465400696,0.200595885515213,0.19417014718055725
major,0.22990699112415314,0.11894170194864273,0.1643311232328415,0.26793673634529114,0.23858404159545898,0.19240309298038483,0.31775903701782227,0.24778911471366882,0.2641255557537079,0.21026742458343506,0.15902578830718994,0.25120794773101807,0.3249945342540741,0.31775903701782227,0.2213422805070877,0.1350325644016266,0.21291306614875793
effect,0.24771364033222198,0.31653672456741333,0.191399484872818,0.281637579202652,0.2650189697742462,0.2521958649158478,0.2865084111690521,0.27500393986701965,0.24129827320575714,0.2546532452106476,0.23797854781150818,0.21917545795440674,0.25150683522224426,0.2865084111690521,0.11586622893810272,0.1505366712808609,0.1789766252040863
on,0.3848365545272827,0.1521531641483307,0.3163113296031952,0.23519152402877808,0.21944350004196167,0.41031414270401,0.5107308030128479,0.23800693452358246,0.3966929316520691,0.34226128458976746,0.12917427718639374,0.15348097681999207,0.46853652596473694,0.5107308030128479,0.2571752071380615,0.14554980397224426,0.14449788630008698
art,0.1329297125339508,0.15752583742141724,0.10920187085866928,0.2750759720802307,0.25088417530059814,0.22068513929843903,0.20297785103321075,0.20997115969657898,0.22648051381111145,0.19292277097702026,0.48357415199279785,0.2579512596130371,0.2282189577817917,0.20297785103321075,0.18108919262886047,0.11339211463928223,0.16697418689727783
and,0.3739250600337982,0.16340170800685883,0.3292689621448517,0.35731133818626404,0.2908022403717041,0.48971283435821533,0.5171257257461548,0.26069340109825134,0.5116966962814331,0.31309178471565247,0.29239699244499207,0.2837696671485901,0.4954058527946472,0.5171257257461548,0.3247620165348053,0.2922728657722473,0.2726690471172333
design,0.25211480259895325,0.21101458370685577,0.0823037251830101,0.3507044315338135,0.1865396499633789,0.26415011286735535,0.27913451194763184,0.3385627567768097,0.2522938847541809,0.23893405497074127,0.38152948021888733,0.17032991349697113,0.21856798231601715,0.27913451194763184,0.19030514359474182,0.13710491359233856,0.1666169911623001
such,0.2706976532936096,0.21256953477859497,0.20227466523647308,0.2688094675540924,0.22113682329654694,0.2871878743171692,0.3575236201286316,0.2551344335079193,0.3209529519081116,0.23989605903625488,0.2850743532180786,0.1976577490568161,0.2704046070575714,0.3575236201286316,0.20003177225589752,0.062217120081186295,0.2067619264125824
as,0.39550232887268066,0.20571796596050262,0.24545185267925262,0.30059853196144104,0.26930540800094604,0.42092081904411316,0.48381632566452026,0.22143439948558807,0.3886612355709076,0.31749409437179565,0.2537190616130829,0.22513282299041748,0.3887844979763031,0.48381632566452026,0.2612197697162628,0.14579668641090393,0.24608509242534637
the,0.5829201340675354,0.2163003534078598,0.3090755045413971,0.36347633600234985,0.2633678913116455,0.535392165184021,1.0,0.3362044394016266,0.733189046382904,0.42745697498321533,0.2456032931804657,0.339571475982666,0.6662389636039734,1.0,0.31481194496154785,0.24964287877082825,0.3617299497127533
gothic,0.20486967265605927,0.16142727434635162,0.10501085221767426,0.24722886085510254,0.1480950266122818,0.1940671056509018,0.2610613703727722,0.10153746604919434,0.24052086472511292,0.19246235489845276,0.30853474140167236,0.1652143895626068,0.28628116846084595,0.2610613703727722,0.27201470732688904,0.1397535800933838,0.3416734039783478
revival,0.21610143780708313,0.1631004512310028,0.14416396617889404,0.27823108434677124,0.2640816867351532,0.18364080786705017,0.30452626943588257,0.24856893718242645,0.2109367549419403,0.17674529552459717,0.2967309057712555,0.33622223138809204,0.2631177604198456,0.30452626943588257,0.362732857465744,0.15867386758327484,0.2811683714389801
.,0.50484299659729,0.2695828676223755,0.28705209493637085,0.34549570083618164,0.25505968928337097,0.4645031690597534,0.5934505462646484,0.2822875380516052,0.5352458953857422,0.3567904531955719,0.19286055862903595,0.22796523571014404,0.5591574311256409,0.5934505462646484,0.3287466764450073,0.18941882252693176,0.27413639426231384
