,what,is,the,medieval,esteve,pharmacy,used,as,at,present,?
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.1536858230829239,0.1860913634300232,0.1824638396501541,0.40058770775794983,0.42092081904411316,0.36524343490600586,0.2453051209449768,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.28617456555366516,0.2127404510974884,0.1938311904668808,0.3718377649784088,0.48381632566452026,0.457212895154953,0.2829846143722534,0.22068053483963013
15th,0.10910554975271225,0.24950763583183289,0.25191572308540344,0.1383579820394516,0.15622968971729279,0.13472850620746613,0.1228448897600174,0.17596478760242462,0.12393033504486084,0.14109590649604797,0.05755658447742462
century,0.20422613620758057,0.20648397505283356,0.3617299497127533,0.4737406075000763,0.09566757827997208,0.09608059376478195,0.29442450404167175,0.24608509242534637,0.16390062868595123,0.17315147817134857,0.1026201918721199
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.18470603227615356,0.34095942974090576,0.19815339148044586,0.3120402991771698,0.48816442489624023,0.38314947485923767,0.267320841550827,0.31091248989105225
keeping,0.3156749904155731,0.22661545872688293,0.271767258644104,0.1233174130320549,0.13855399191379547,0.08959954231977463,0.2361437827348709,0.27514663338661194,0.1492599993944168,0.17217306792736053,0.2775583565235138
albarellos,0.18648658692836761,0.22404862940311432,0.3060169219970703,0.22255758941173553,0.4434267282485962,0.20879270136356354,0.1990424394607544,0.32418203353881836,0.24668963253498077,0.16724206507205963,0.18408173322677612
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.1984475702047348,0.11098166555166245,0.1513727605342865,0.25821518898010254,0.3251767158508301,0.3447161316871643,0.20334279537200928,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,1.0,0.28617456555366516,0.2127404510974884,0.1938311904668808,0.3718377649784088,0.48381632566452026,0.457212895154953,0.2829846143722534,0.22068053483963013
16th,0.08221480250358582,0.20989952981472015,0.2201097458600998,0.10819777846336365,0.14795029163360596,0.09232445806264877,0.12794077396392822,0.11980016529560089,0.08016463369131088,0.12187492847442627,0.06695828586816788
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2673880457878113,0.26830384135246277,0.21655313670635223,0.3150506615638733,0.49487000703811646,0.3571503460407257,0.2790124714374542,0.20544172823429108
17th,0.15649843215942383,0.27897515892982483,0.2679309546947479,0.16258126497268677,0.18293975293636322,0.11120694130659103,0.16684463620185852,0.10634851455688477,0.18051086366176605,0.16370578110218048,0.096589595079422
centuries,0.18983326852321625,0.15361705422401428,0.32166481018066406,0.45894497632980347,0.06167063117027283,0.04514085873961449,0.32914361357688904,0.23369832336902618,0.1350167989730835,0.16002079844474792,0.13179439306259155
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.18470603227615356,0.34095942974090576,0.19815339148044586,0.3120402991771698,0.48816442489624023,0.38314947485923767,0.267320841550827,0.31091248989105225
old,0.22117848694324493,0.24332627654075623,0.31849798560142517,0.32092389464378357,0.13492605090141296,0.16153360903263092,0.193230539560318,0.24722114205360413,0.17987459897994995,0.21466055512428284,0.20577076077461243
prescription,0.2773992717266083,0.1873171031475067,0.1905282735824585,0.17052772641181946,0.07678912580013275,0.5077288746833801,0.3328707218170166,0.17076459527015686,0.13151216506958008,0.12936116755008698,0.1977909505367279
books,0.2542080581188202,0.1739800125360489,0.23187310993671417,0.21256393194198608,0.1280028522014618,0.1724550426006317,0.2005600482225418,0.2024291753768921,0.1441826969385147,0.07532315701246262,0.1897611767053604
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2673880457878113,0.26830384135246277,0.21655313670635223,0.3150506615638733,0.49487000703811646,0.3571503460407257,0.2790124714374542,0.20544172823429108
antique,0.1007298156619072,0.13124895095825195,0.13839830458164215,0.26090243458747864,0.19146153330802917,0.2621716856956482,0.19501696527004242,0.12077022343873978,0.1780606359243393,0.05355822667479515,0.09557798504829407
drugs,0.27091342210769653,0.13498282432556152,0.19485467672348022,0.12153162807226181,0.17415004968643188,0.407574862241745,0.26952141523361206,0.19872604310512543,0.19948692619800568,0.15121495723724365,0.15436270833015442
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2585373520851135,0.29587945342063904,0.23916830122470856,0.33111312985420227,0.515582263469696,0.4549728035926819,0.23765113949775696,0.4130953550338745
