,what,show,is,considered,the,best,drama,that,the,bbc,has,ever,produced,?
'',0.08143015950918198,0.04856986179947853,0.0793738141655922,0.15465481579303741,0.041273195296525955,-0.027235809713602066,0.07456447929143906,0.007880004122853279,0.041273195296525955,0.022970112040638924,0.004576915875077248,-0.05928192287683487,0.04142039641737938,0.018684765323996544
as,0.31749409437179565,0.30768129229545593,0.43216490745544434,0.4031961262226105,0.48381632566452026,0.32800307869911194,0.21959319710731506,0.4735107421875,0.48381632566452026,0.18809008598327637,0.351646363735199,0.26918694376945496,0.2437988519668579,0.27043893933296204
the,0.42745697498321533,0.319829523563385,0.5823672413825989,0.4028765559196472,1.0,0.3134109377861023,0.2408958077430725,0.5473989248275757,1.0,0.2735401690006256,0.4177538752555847,0.3474041819572449,0.22045251727104187,0.22068053483963013
culmination,0.16685208678245544,0.25388023257255554,0.14612644910812378,0.1710212677717209,0.3247819244861603,0.2430574595928192,0.23392055928707123,0.2288268804550171,0.3247819244861603,0.19765478372573853,0.10968531668186188,0.17420639097690582,0.20839157700538635,0.1291896551847458
of,0.33290785551071167,0.21383242309093475,0.4854315221309662,0.4190242290496826,0.733189046382904,0.23660683631896973,0.18793216347694397,0.41498205065727234,0.733189046382904,0.1797877550125122,0.3909035325050354,0.22901833057403564,0.18961067497730255,0.1826142966747284
their,0.35142919421195984,0.2712773084640503,0.2101074606180191,0.29961520433425903,0.516537070274353,0.20838582515716553,0.07386606931686401,0.4266771972179413,0.516537070274353,0.2045934498310089,0.2814009487628937,0.2460806518793106,0.16197408735752106,0.1898253709077835
``,0.008517155423760414,0.015512588433921337,0.058766357600688934,0.06466352939605713,0.029072100296616554,-0.05679536238312721,-0.04820840805768967,0.05285148695111275,0.029072100296616554,-0.13304466009140015,0.06254398077726364,0.0008641238673590124,-0.12914173305034637,0.0685480609536171
tv60,0.08159761875867844,0.31863686442375183,0.17828918993473053,0.05311885103583336,0.17121072113513947,0.24110372364521027,0.2778766453266144,0.021468764171004295,0.17121072113513947,0.34980863332748413,0.1512250006198883,0.14880964159965515,0.29061517119407654,0.15608327090740204
'',0.08143015950918198,0.04856986179947853,0.0793738141655922,0.15465481579303741,0.041273195296525955,-0.027235809713602066,0.07456447929143906,0.007880004122853279,0.041273195296525955,0.022970112040638924,0.004576915875077248,-0.05928192287683487,0.04142039641737938,0.018684765323996544
series,0.17328087985515594,0.41789430379867554,0.20355552434921265,0.1683678776025772,0.31376904249191284,0.3025350868701935,0.42834165692329407,0.24595457315444946,0.31376904249191284,0.31758952140808105,0.16834278404712677,0.23702597618103027,0.2875058650970459,0.1709602326154709
",",0.3087472915649414,0.31928569078445435,0.4691906273365021,0.32932984828948975,0.4933079481124878,0.3461092710494995,0.240437850356102,0.4137537479400635,0.4933079481124878,0.14724469184875488,0.3734780251979828,0.2519058883190155,0.22260788083076477,0.31091248989105225
celebrating,0.2192719429731369,0.21549110114574432,0.15906000137329102,0.23241400718688965,0.302072137594223,0.1385355144739151,0.13747113943099976,0.24974313378334045,0.302072137594223,0.16583149135112762,0.14693571627140045,0.19891932606697083,0.08783578872680664,0.19182899594306946
60,0.07328611612319946,-0.10555503517389297,0.04923270642757416,-0.0007588308653794229,0.04635925963521004,-0.029735706746578217,-0.06282150000333786,0.09073277562856674,0.04635925963521004,-0.06924694031476974,-0.027776895090937614,0.06728402525186539,-0.009401427581906319,0.06999651342630386
years,0.1981470286846161,0.1147797629237175,0.19551363587379456,0.18253082036972046,0.2912273406982422,0.19918261468410492,0.1367071121931076,0.27599525451660156,0.2912273406982422,0.17876961827278137,0.25622743368148804,0.28377917408943176,0.1589319407939911,0.1914375126361847
of,0.33290785551071167,0.21383242309093475,0.4854315221309662,0.4190242290496826,0.733189046382904,0.23660683631896973,0.18793216347694397,0.41498205065727234,0.733189046382904,0.1797877550125122,0.3909035325050354,0.22901833057403564,0.18961067497730255,0.1826142966747284
bbc,0.20634698867797852,0.33555880188941956,0.19024956226348877,0.06607107073068619,0.2735401690006256,0.20690324902534485,0.29743310809135437,0.22032664716243744,0.2735401690006256,1.0000001192092896,0.1988421231508255,0.2321632355451584,0.2725476324558258,0.20556949079036713
television,0.19838058948516846,0.5277389287948608,0.21374565362930298,0.14308030903339386,0.24569597840309143,0.28448715806007385,0.4801269471645355,0.21588699519634247,0.24569597840309143,0.48650142550468445,0.19236408174037933,0.21403832733631134,0.2796446681022644,0.16825827956199646
broadcasting,0.18499015271663666,0.35803428292274475,0.1978546530008316,0.15313684940338135,0.29916465282440186,0.18789969384670258,0.28427013754844666,0.23971983790397644,0.29916465282440186,0.49902108311653137,0.18879416584968567,0.1609959453344345,0.2464749962091446,0.10870421677827835
",",0.3087472915649414,0.31928569078445435,0.4691906273365021,0.32932984828948975,0.4933079481124878,0.3461092710494995,0.240437850356102,0.4137537479400635,0.4933079481124878,0.14724469184875488,0.3734780251979828,0.2519058883190155,0.22260788083076477,0.31091248989105225
where,0.4457937180995941,0.25432080030441284,0.3586711287498474,0.21629245579242706,0.5003893971443176,0.21861901879310608,0.14203627407550812,0.4876193106174469,0.5003893971443176,0.17851755023002625,0.32190436124801636,0.2549535930156708,0.19472821056842804,0.24793872237205505
doctor,0.20870667695999146,0.2094513326883316,0.19875872135162354,0.16587522625923157,0.2820442318916321,0.1909310668706894,0.2582404613494873,0.2390732765197754,0.2820442318916321,0.32370132207870483,0.1778179407119751,0.15791432559490204,0.12545296549797058,0.1462511420249939
who,0.40942975878715515,0.2095358669757843,0.24293622374534607,0.2708154320716858,0.3733934462070465,0.266329824924469,0.2117668092250824,0.45444270968437195,0.3733934462070465,0.2086644321680069,0.2558172643184662,0.362372487783432,0.12907662987709045,0.26220351457595825
was,0.22111038863658905,0.20142383873462677,0.5810302495956421,0.384328156709671,0.48711544275283813,0.2817839980125427,0.23157335817813873,0.33670201897621155,0.48711544275283813,0.19087861478328705,0.40313825011253357,0.3744584918022156,0.28463777899742126,0.18412111699581146
voted,0.26488763093948364,0.14591968059539795,0.1914176642894745,0.2655474841594696,0.3015371859073639,0.2591599225997925,0.18541979789733887,0.2901621162891388,0.3015371859073639,0.22647157311439514,0.17369596660137177,0.2581053674221039,0.09010740369558334,0.22732289135456085
as,0.31749409437179565,0.30768129229545593,0.43216490745544434,0.4031961262226105,0.48381632566452026,0.32800307869911194,0.21959319710731506,0.4735107421875,0.48381632566452026,0.18809008598327637,0.351646363735199,0.26918694376945496,0.2437988519668579,0.27043893933296204
the,0.42745697498321533,0.319829523563385,0.5823672413825989,0.4028765559196472,1.0,0.3134109377861023,0.2408958077430725,0.5473989248275757,1.0,0.2735401690006256,0.4177538752555847,0.3474041819572449,0.22045251727104187,0.22068053483963013
``,0.008517155423760414,0.015512588433921337,0.058766357600688934,0.06466352939605713,0.029072100296616554,-0.05679536238312721,-0.04820840805768967,0.05285148695111275,0.029072100296616554,-0.13304466009140015,0.06254398077726364,0.0008641238673590124,-0.12914173305034637,0.0685480609536171
best,0.3036847710609436,0.2132754772901535,0.30476391315460205,0.2445000410079956,0.3134109377861023,0.9999999403953552,0.32843729853630066,0.24222435057163239,0.3134109377861023,0.20690324902534485,0.23016110062599182,0.39847514033317566,0.12092418223619461,0.2799045741558075
popular,0.186283677816391,0.22703948616981506,0.30144429206848145,0.29812848567962646,0.2724021077156067,0.36125773191452026,0.2513383626937866,0.2694941759109497,0.2724021077156067,0.2601413428783417,0.2765832543373108,0.25032854080200195,0.2165195643901825,0.13108457624912262
drama,0.21173490583896637,0.27227604389190674,0.25312909483909607,0.14769430458545685,0.2408958077430725,0.32843729853630066,1.0,0.19785089790821075,0.2408958077430725,0.29743310809135437,0.20040154457092285,0.18810077011585236,0.2333139032125473,0.21114452183246613
'',0.08143015950918198,0.04856986179947853,0.0793738141655922,0.15465481579303741,0.041273195296525955,-0.027235809713602066,0.07456447929143906,0.007880004122853279,0.041273195296525955,0.022970112040638924,0.004576915875077248,-0.05928192287683487,0.04142039641737938,0.018684765323996544
the,0.42745697498321533,0.319829523563385,0.5823672413825989,0.4028765559196472,1.0,0.3134109377861023,0.2408958077430725,0.5473989248275757,1.0,0.2735401690006256,0.4177538752555847,0.3474041819572449,0.22045251727104187,0.22068053483963013
corporation,0.1715448498725891,0.19713422656059265,0.21436315774917603,0.16142211854457855,0.26837587356567383,0.18976657092571259,0.16316860914230347,0.16328231990337372,0.26837587356567383,0.21053123474121094,0.19997964799404144,0.19203665852546692,0.22345052659511566,0.13731837272644043
had,0.23849567770957947,0.2552371621131897,0.2932159900665283,0.2744917571544647,0.3875846862792969,0.19722113013267517,0.18638187646865845,0.4407361149787903,0.3875846862792969,0.2117813676595688,0.5787927508354187,0.3875546455383301,0.23262043297290802,0.20728366076946259
ever,0.3486426770687103,0.14867889881134033,0.26543647050857544,0.2967066168785095,0.3474041819572449,0.39847514033317566,0.18810077011585236,0.38291606307029724,0.3474041819572449,0.2321632355451584,0.2906934916973114,1.0,0.1180243045091629,0.3358461856842041
produced,0.1393624097108841,0.2940535843372345,0.25678005814552307,0.210589200258255,0.22045251727104187,0.12092418223619461,0.2333139032125473,0.2527473568916321,0.22045251727104187,0.2725476324558258,0.18639720976352692,0.1180243045091629,1.0000001192092896,0.1623450517654419
",",0.3087472915649414,0.31928569078445435,0.4691906273365021,0.32932984828948975,0.4933079481124878,0.3461092710494995,0.240437850356102,0.4137537479400635,0.4933079481124878,0.14724469184875488,0.3734780251979828,0.2519058883190155,0.22260788083076477,0.31091248989105225
ahead,0.2410549521446228,0.044997092336416245,0.15662725269794464,0.14653101563453674,0.21450060606002808,0.25067996978759766,0.1556449830532074,0.2619060277938843,0.21450060606002808,0.06415542215108871,0.13893207907676697,0.1944827139377594,0.017496971413493156,0.2496778815984726
of,0.33290785551071167,0.21383242309093475,0.4854315221309662,0.4190242290496826,0.733189046382904,0.23660683631896973,0.18793216347694397,0.41498205065727234,0.733189046382904,0.1797877550125122,0.3909035325050354,0.22901833057403564,0.18961067497730255,0.1826142966747284
such,0.23989605903625488,0.24503688514232635,0.23545363545417786,0.32339993119239807,0.3575236201286316,0.17966730892658234,0.16041019558906555,0.4479874074459076,0.3575236201286316,0.16239432990550995,0.26101309061050415,0.21285943686962128,0.20420248806476593,0.17851735651493073
ratings,0.19882218539714813,0.3544621169567108,0.1454755961894989,0.18759000301361084,0.23356813192367554,0.20627085864543915,0.2660597264766693,0.25435927510261536,0.23356813192367554,0.21031254529953003,0.15242183208465576,0.24184675514698029,0.13664932548999786,0.19248855113983154
heavyweights,0.14257371425628662,0.1674373894929886,0.15846970677375793,0.13438373804092407,0.23839670419692993,0.2019737958908081,0.16728301346302032,0.15595903992652893,0.23839670419692993,0.18614991009235382,0.12672773003578186,0.21457946300506592,0.19055020809173584,0.13582463562488556
as,0.31749409437179565,0.30768129229545593,0.43216490745544434,0.4031961262226105,0.48381632566452026,0.32800307869911194,0.21959319710731506,0.4735107421875,0.48381632566452026,0.18809008598327637,0.351646363735199,0.26918694376945496,0.2437988519668579,0.27043893933296204
eastenders,0.14003272354602814,0.34587088227272034,0.19400088489055634,0.1311616450548172,0.31520938873291016,0.28266093134880066,0.2774558961391449,0.19103825092315674,0.31520938873291016,0.39040616154670715,0.1571621596813202,0.19831335544586182,0.16960719227790833,0.15309326350688934
and,0.31309178471565247,0.3455478549003601,0.3859752118587494,0.3359341621398926,0.5171257257461548,0.30328524112701416,0.23960810899734497,0.4731321930885315,0.5171257257461548,0.17831335961818695,0.43716782331466675,0.22324110567569733,0.24455034732818604,0.20544172823429108
casualty,0.20134665071964264,0.24474123120307922,0.17747129499912262,0.22434493899345398,0.2479233592748642,0.14406542479991913,0.2991276681423187,0.18160472810268402,0.2479233592748642,0.23971913754940033,0.14525598287582397,0.20436635613441467,0.11114317178726196,0.1987229585647583
.,0.3567904531955719,0.3016606271266937,0.4569662809371948,0.29356086254119873,0.5934505462646484,0.31068575382232666,0.2663460075855255,0.4460422694683075,0.5934505462646484,0.20265105366706848,0.4105546176433563,0.3149608373641968,0.2634154260158539,0.4130953550338745
