,which,theorem,can,be,simplified,to,the,lasker–noether,theorem,?
(,0.2589828372001648,0.16467396914958954,0.22726960480213165,0.2349044382572174,0.22488953173160553,0.30882009863853455,0.33289089798927307,0.2513144016265869,0.16467396914958954,0.40561532974243164
7,-0.21589960157871246,-0.2102145552635193,-0.27573177218437195,-0.23325690627098083,-0.17873035371303558,-0.1819358468055725,-0.1142377033829689,-0.1474483609199524,-0.2102145552635193,-0.15092156827449799
),0.2758678197860718,0.16883030533790588,0.23216170072555542,0.24578070640563965,0.24957051873207092,0.31236231327056885,0.3456730246543884,0.27573302388191223,0.16883030533790588,0.42300865054130554
",",0.3658004403114319,0.16003508865833282,0.3139454126358032,0.39254459738731384,0.21899165213108063,0.44245919585227966,0.4933079481124878,0.3656880259513855,0.16003508865833282,0.31091248989105225
(,0.2589828372001648,0.16467396914958954,0.22726960480213165,0.2349044382572174,0.22488953173160553,0.30882009863853455,0.33289089798927307,0.2513144016265869,0.16467396914958954,0.40561532974243164
11,0.06589670479297638,-0.07798589020967484,0.018609048798680305,0.005425449460744858,-0.10405315458774567,0.010993496514856815,-0.0219515822827816,-0.020740436390042305,-0.07798589020967484,-0.04295448586344719
),0.2758678197860718,0.16883030533790588,0.23216170072555542,0.24578070640563965,0.24957051873207092,0.31236231327056885,0.3456730246543884,0.27573302388191223,0.16883030533790588,0.42300865054130554
",",0.3658004403114319,0.16003508865833282,0.3139454126358032,0.39254459738731384,0.21899165213108063,0.44245919585227966,0.4933079481124878,0.3656880259513855,0.16003508865833282,0.31091248989105225
…,0.15201778709888458,0.1785995364189148,0.2204265296459198,0.2536207437515259,0.16433827579021454,0.24299395084381104,0.1484682410955429,0.13148701190948486,0.1785995364189148,0.1653919368982315
the,0.6521818041801453,0.18430666625499725,0.312528520822525,0.4248143136501312,0.23170500993728638,0.535392165184021,1.0,0.31901615858078003,0.18430666625499725,0.22068053483963013
fundamental,0.41006267070770264,0.44537562131881714,0.21930468082427979,0.2736985981464386,0.2949575185775757,0.25741058588027954,0.3078918755054474,0.4126899540424347,0.44537562131881714,0.2011919468641281
theorem,0.2076059877872467,1.0,0.19914768636226654,0.18646985292434692,0.2961489260196686,0.14878395199775696,0.18430666625499725,0.39855122566223145,1.0,0.18729111552238464
of,0.5011631846427917,0.18068012595176697,0.2603091299533844,0.33904364705085754,0.20794086158275604,0.41548454761505127,0.733189046382904,0.2926178276538849,0.18068012595176697,0.1826142966747284
arithmetic,0.2925032079219818,0.4907774031162262,0.31869223713874817,0.25647488236427307,0.34761348366737366,0.2076125293970108,0.16548693180084229,0.2879295349121094,0.4907774031162262,0.24343055486679077
generalizes,0.32181644439697266,0.41976097226142883,0.33599376678466797,0.24487482011318207,0.2681061923503876,0.2170155644416809,0.23208647966384888,0.3024436831474304,0.41976097226142883,0.19894631206989288
to,0.5345056653022766,0.14878395199775696,0.4979398250579834,0.4972836375236511,0.26674506068229675,1.0,0.535392165184021,0.36356890201568604,0.14878395199775696,0.29463258385658264
the,0.6521818041801453,0.18430666625499725,0.312528520822525,0.4248143136501312,0.23170500993728638,0.535392165184021,1.0,0.31901615858078003,0.18430666625499725,0.22068053483963013
lasker–noether,0.3680706322193146,0.39855122566223145,0.30377069115638733,0.3298090398311615,0.2760002017021179,0.36356890201568604,0.31901615858078003,1.0,0.39855122566223145,0.2361035794019699
theorem,0.2076059877872467,1.0,0.19914768636226654,0.18646985292434692,0.2961489260196686,0.14878395199775696,0.18430666625499725,0.39855122566223145,1.0,0.18729111552238464
",",0.3658004403114319,0.16003508865833282,0.3139454126358032,0.39254459738731384,0.21899165213108063,0.44245919585227966,0.4933079481124878,0.3656880259513855,0.16003508865833282,0.31091248989105225
which,1.0,0.2076059877872467,0.41132649779319763,0.476310670375824,0.26480409502983093,0.5345056653022766,0.6521818041801453,0.3680706322193146,0.2076059877872467,0.25814583897590637
expresses,0.30037906765937805,0.24714338779449463,0.2508482038974762,0.24155667424201965,0.23875997960567474,0.32044851779937744,0.25753694772720337,0.30104318261146545,0.24714338779449463,0.15087176859378815
every,0.4810190498828888,0.19043195247650146,0.3617136478424072,0.3856845796108246,0.16349178552627563,0.3643300235271454,0.4023689329624176,0.2658034563064575,0.19043195247650146,0.24066033959388733
ideal,0.3116999864578247,0.28564512729644775,0.2787913382053375,0.34239843487739563,0.21269811689853668,0.29955336451530457,0.25375595688819885,0.3079832196235657,0.28564512729644775,0.13358637690544128
in,0.4840516746044159,0.12508544325828552,0.26527702808380127,0.3481820821762085,0.21289080381393433,0.45010748505592346,0.6662389636039734,0.349780797958374,0.12508544325828552,0.20430970191955566
a,0.56894451379776,0.2234962433576584,0.3915780484676361,0.39883795380592346,0.21383456885814667,0.45503583550453186,0.5829201340675354,0.3456173539161682,0.2234962433576584,0.23916715383529663
noetherian,0.3158559203147888,0.2589292824268341,0.2080121636390686,0.23742660880088806,0.19674943387508392,0.17780202627182007,0.21861286461353302,0.48973438143730164,0.2589292824268341,0.1523754745721817
commutative,0.27149274945259094,0.4405359923839569,0.3165279030799866,0.2266678661108017,0.29104191064834595,0.21027719974517822,0.17799828946590424,0.3223014175891876,0.4405359923839569,0.18864132463932037
ring,0.2805452048778534,0.212384894490242,0.10071364045143127,0.11801038682460785,0.1144159734249115,0.20997555553913116,0.2354331910610199,0.27510347962379456,0.212384894490242,0.054174330085515976
as,0.41006597876548767,0.16078700125217438,0.3245031237602234,0.5230465531349182,0.2595878839492798,0.42092081904411316,0.48381632566452026,0.28268107771873474,0.16078700125217438,0.27043893933296204
an,0.3611921966075897,0.16890296339988708,0.23671309649944305,0.33041056990623474,0.17563286423683167,0.3138085603713989,0.4207492768764496,0.21202614903450012,0.16890296339988708,0.19793890416622162
intersection,0.3103571832180023,0.3174766004085541,0.23925088346004486,0.2442600578069687,0.22250860929489136,0.26354384422302246,0.2907157242298126,0.32401159405708313,0.3174766004085541,0.17022714018821716
of,0.5011631846427917,0.18068012595176697,0.2603091299533844,0.33904364705085754,0.20794086158275604,0.41548454761505127,0.733189046382904,0.2926178276538849,0.18068012595176697,0.1826142966747284
primary,0.3064635396003723,0.14869655668735504,0.24960964918136597,0.1876562237739563,0.19790147244930267,0.27388349175453186,0.25688621401786804,0.21359995007514954,0.14869655668735504,0.16286636888980865
ideals,0.27230361104011536,0.26174986362457275,0.15182305872440338,0.24891766905784607,0.2095065414905548,0.2979855537414551,0.3200533390045166,0.36937057971954346,0.26174986362457275,0.05933374539017677
",",0.3658004403114319,0.16003508865833282,0.3139454126358032,0.39254459738731384,0.21899165213108063,0.44245919585227966,0.4933079481124878,0.3656880259513855,0.16003508865833282,0.31091248989105225
which,1.0,0.2076059877872467,0.41132649779319763,0.476310670375824,0.26480409502983093,0.5345056653022766,0.6521818041801453,0.3680706322193146,0.2076059877872467,0.25814583897590637
are,0.42922598123550415,0.16171972453594208,0.5408529043197632,0.5556803941726685,0.24374189972877502,0.3504326641559601,0.40399202704429626,0.27274274826049805,0.16171972453594208,0.24591213464736938
the,0.6521818041801453,0.18430666625499725,0.312528520822525,0.4248143136501312,0.23170500993728638,0.535392165184021,1.0,0.31901615858078003,0.18430666625499725,0.22068053483963013
appropriate,0.24294187128543854,0.1700512319803238,0.36008280515670776,0.4851205348968506,0.3565479516983032,0.31406155228614807,0.27732113003730774,0.22642557322978973,0.1700512319803238,0.2732597291469574
generalizations,0.3473854959011078,0.4739516079425812,0.38484856486320496,0.3137255609035492,0.35856959223747253,0.22220776975154877,0.23574824631214142,0.36568713188171387,0.4739516079425812,0.2686668932437897
of,0.5011631846427917,0.18068012595176697,0.2603091299533844,0.33904364705085754,0.20794086158275604,0.41548454761505127,0.733189046382904,0.2926178276538849,0.18068012595176697,0.1826142966747284
prime,0.1615363508462906,0.3795034885406494,0.1305878609418869,0.14576895534992218,0.10533632338047028,0.2015804797410965,0.19960100948810577,0.17658965289592743,0.3795034885406494,0.11276303976774216
powers,0.21036413311958313,0.18739262223243713,0.1965104341506958,0.20203270018100739,0.07161454111337662,0.26181724667549133,0.25233519077301025,0.18550646305084229,0.18739262223243713,0.17269276082515717
.,0.45942068099975586,0.19165870547294617,0.35783761739730835,0.4383580684661865,0.2400326281785965,0.4645031690597534,0.5934505462646484,0.369107723236084,0.19165870547294617,0.4130953550338745
