,what,event,happened,66,million,years,ago,?
that,0.6297725439071655,0.3453879952430725,0.4226365387439728,-0.041402418166399,0.2637370228767395,0.27599525451660156,0.3563132584095001,0.32716336846351624
all,0.41981086134910583,0.15084823966026306,0.2887631356716156,-0.15395882725715637,0.2725503742694855,0.26454147696495056,0.2393430769443512,0.29575422406196594
the,0.42745697498321533,0.2960145175457001,0.3589572608470917,-0.01815365068614483,0.277012437582016,0.2912273406982422,0.23063679039478302,0.22068053483963013
modern,0.2655639946460724,0.10769286751747131,0.2080761194229126,0.006877894047647715,0.24746330082416534,0.18850623071193695,0.2280479520559311,0.12475407868623734
groups,0.23137421905994415,0.20889633893966675,0.18984955549240112,-0.03616993501782417,0.23599784076213837,0.2067231386899948,0.21879440546035767,0.14349548518657684
appeared,0.1569073647260666,0.20294326543807983,0.3539453446865082,-0.016726454719901085,0.25742295384407043,0.30616047978401184,0.23281921446323395,0.1384376585483551
relatively,0.24081343412399292,0.22467996180057526,0.18285128474235535,0.07426106184720993,0.20890358090400696,0.22138479351997375,0.3244922459125519,0.1281091868877411
recently,0.2653191089630127,0.18463526666164398,0.27105170488357544,-0.05565708130598068,0.28563442826271057,0.3688802719116211,0.4063551723957062,0.18352322280406952
",",0.3087472915649414,0.22701776027679443,0.3230119049549103,0.025052668526768684,0.24451690912246704,0.2589467465877533,0.26431804895401,0.31091248989105225
probably,0.476871132850647,0.2231537103652954,0.27930423617362976,0.04980330541729927,0.1905837059020996,0.2528335154056549,0.4150027632713318,0.3524723947048187
after,0.21973377466201782,0.2552187740802765,0.40630295872688293,0.0898379534482956,0.20976868271827698,0.38036108016967773,0.31805235147476196,0.16608688235282898
the,0.42745697498321533,0.2960145175457001,0.3589572608470917,-0.01815365068614483,0.277012437582016,0.2912273406982422,0.23063679039478302,0.22068053483963013
cretaceous–paleogene,0.30254629254341125,0.39300820231437683,0.33983173966407776,0.030463818460702896,0.3993208110332489,0.3877972960472107,0.5534628629684448,0.20868074893951416
extinction,0.2586557865142822,0.4730823338031769,0.3322850465774536,0.044454991817474365,0.2990470826625824,0.29976823925971985,0.43316176533699036,0.17184245586395264
event,0.26981404423713684,0.9999998807907104,0.4020223915576935,0.012752479873597622,0.24109336733818054,0.2373523861169815,0.22488094866275787,0.16076280176639557
66,-0.03193807974457741,0.012752479873597622,0.005913039203733206,1.0000001192092896,-0.006833663675934076,0.039996057748794556,0.07394477725028992,-0.056611161679029465
million,0.22197039425373077,0.24109336733818054,0.22840489447116852,-0.006833663675934076,0.9999999403953552,0.4808195233345032,0.4758218824863434,0.23092924058437347
years,0.1981470286846161,0.2373523861169815,0.3024853467941284,0.039996057748794556,0.4808195233345032,1.0,0.5710245370864868,0.1914375126361847
ago,0.30667418241500854,0.22488094866275787,0.3295140564441681,0.07394477725028992,0.4758218824863434,0.5710245370864868,1.0000001192092896,0.2202194780111313
.,0.3567904531955719,0.2068977802991867,0.29012542963027954,-0.03252742066979408,0.26805803179740906,0.31919315457344055,0.2834824323654175,0.4130953550338745
