,which,french,kind,issued,this,declaration,?
issued,0.18690797686576843,0.12047766894102097,0.12448986619710922,0.9999999403953552,0.1938018500804901,0.3492332994937897,0.169851616024971
the,0.6521818041801453,0.2555147111415863,0.2516445517539978,0.22837360203266144,0.6274310946464539,0.28377723693847656,0.22068053483963013
edict,0.20482130348682404,0.17803849279880524,0.020858153700828552,0.30887192487716675,0.2323581576347351,0.3241495192050934,0.16218337416648865
of,0.5011631846427917,0.19450366497039795,0.2285657674074173,0.2873246371746063,0.45148900151252747,0.3193452060222626,0.1826142966747284
fontainebleau,0.22417126595973969,0.38327324390411377,0.11712756752967834,0.18339787423610687,0.277034729719162,0.2419774830341339,0.15787631273269653
(,0.2589828372001648,0.19998501241207123,0.16271455585956573,0.15583530068397522,0.3388223350048065,0.20332537591457367,0.40561532974243164
1685,0.13739891350269318,0.005580566823482513,-0.048984263092279434,0.06175963208079338,0.07573841512203217,0.06915269047021866,-0.07933684438467026
),0.2758678197860718,0.21857915818691254,0.17504733800888062,0.16145581007003784,0.3621573746204376,0.1994151622056961,0.42300865054130554
",",0.3658004403114319,0.28806620836257935,0.20629581809043884,0.21577242016792297,0.4316047728061676,0.264011949300766,0.31091248989105225
which,1.0,0.1928994208574295,0.4120495617389679,0.18690797686576843,0.6719430088996887,0.2441767454147339,0.25814583897590637
abolished,0.23070310056209564,0.1586373746395111,0.0820283442735672,0.35248619318008423,0.20703132450580597,0.32815659046173096,0.14427442848682404
all,0.50777268409729,0.16461369395256042,0.2942016124725342,0.12862245738506317,0.4746263027191162,0.2384331226348877,0.29575422406196594
legal,0.22899343073368073,0.17213070392608643,0.20770487189292908,0.29536712169647217,0.27093538641929626,0.33752065896987915,0.2143220454454422
recognition,0.3267291784286499,0.18457645177841187,0.1526772826910019,0.28861626982688904,0.30721089243888855,0.4016783833503723,0.20074869692325592
of,0.5011631846427917,0.19450366497039795,0.2285657674074173,0.2873246371746063,0.45148900151252747,0.3193452060222626,0.1826142966747284
protestantism,0.22246071696281433,0.21201319992542267,0.15644507110118866,0.24009136855602264,0.29651692509651184,0.3714247941970825,0.1824951469898224
in,0.4840516746044159,0.22093388438224792,0.2349269688129425,0.17191201448440552,0.45205554366111755,0.23768702149391174,0.20430970191955566
france,0.1980295330286026,0.5492131114006042,0.13336874544620514,0.1482848972082138,0.23969228565692902,0.22894516587257385,0.15069349110126495
",",0.3658004403114319,0.28806620836257935,0.20629581809043884,0.21577242016792297,0.4316047728061676,0.264011949300766,0.31091248989105225
and,0.506277859210968,0.32751965522766113,0.22462370991706848,0.1752057820558548,0.42353692650794983,0.1765541136264801,0.20544172823429108
forced,0.22839660942554474,0.12866266071796417,0.1826227456331253,0.23199327290058136,0.23018012940883636,0.21716979146003723,0.17547516524791718
the,0.6521818041801453,0.2555147111415863,0.2516445517539978,0.22837360203266144,0.6274310946464539,0.28377723693847656,0.22068053483963013
huguenots,0.24042612314224243,0.4879878759384155,0.1297048032283783,0.15528982877731323,0.2504573166370392,0.3433057963848114,0.16010338068008423
to,0.5345056653022766,0.1713797152042389,0.28460726141929626,0.1648298054933548,0.5759071707725525,0.23193620145320892,0.29463258385658264
convert,0.2401721328496933,0.06754454225301743,0.13527734577655792,0.1446540504693985,0.2758326232433319,0.14515094459056854,0.2126215249300003
.,0.45942068099975586,0.2480926215648651,0.21254374086856842,0.2158607542514801,0.500583827495575,0.2248830944299698,0.4130953550338745
