,what,day,of,the,week,was,media,day,held,on,for,super,bowl,50,?
",",0.3087472915649414,0.30821847915649414,0.4946078956127167,0.4933079481124878,0.3187089264392853,0.45456063747406006,0.23135341703891754,0.30821847915649414,0.2880980372428894,0.49057599902153015,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
was,0.22111038863658905,0.24314451217651367,0.4069072902202606,0.48711544275283813,0.24251437187194824,1.0000001192092896,0.17841780185699463,0.24314451217651367,0.30231067538261414,0.3909217119216919,0.3863949179649353,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.18412111699581146
moved,0.20601840317249298,0.14585089683532715,0.22242598235607147,0.32031023502349854,0.18652573227882385,0.3804442584514618,0.11358164250850677,0.14585089683532715,0.2575400173664093,0.27367034554481506,0.24037009477615356,0.19257290661334991,0.20404411852359772,0.036652229726314545,0.15112607181072235
to,0.455847829580307,0.21753256022930145,0.41548454761505127,0.535392165184021,0.27498435974121094,0.3636345863342285,0.21723589301109314,0.21753256022930145,0.22177374362945557,0.41031414270401,0.4451248347759247,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
the,0.42745697498321533,0.3062323033809662,0.733189046382904,1.0,0.28402599692344666,0.48711544275283813,0.19221965968608856,0.3062323033809662,0.32185450196266174,0.5107308030128479,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
monday,0.2309933304786682,0.44473156332969666,0.11139426380395889,0.2114151269197464,0.43345996737480164,0.20968683063983917,0.13372261822223663,0.44473156332969666,0.2390621453523636,0.35309505462646484,0.23415252566337585,0.17750458419322968,0.22726322710514069,-0.04788803681731224,0.21348176896572113
evening,0.21739105880260468,0.3926416337490082,0.16574963927268982,0.26509222388267517,0.3964192271232605,0.25208455324172974,0.12204697728157043,0.3926416337490082,0.3215349018573761,0.32098355889320374,0.21980729699134827,0.10377879440784454,0.17434057593345642,-0.018059851601719856,0.15503956377506256
and,0.31309178471565247,0.26673999428749084,0.5116966962814331,0.5171257257461548,0.23252390325069427,0.3740963041782379,0.28782835602760315,0.26673999428749084,0.22757986187934875,0.4077630043029785,0.5064792633056641,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
re-branded,0.18635530769824982,0.2195402979850769,0.22680720686912537,0.285307377576828,0.28490445017814636,0.34796443581581116,0.23846013844013214,0.2195402979850769,0.3110603988170624,0.2890627384185791,0.2127867043018341,0.21721380949020386,0.13449451327323914,0.011799736879765987,0.16268296539783478
as,0.31749409437179565,0.23300392925739288,0.3886612355709076,0.48381632566452026,0.26266953349113464,0.3677520453929901,0.19105610251426697,0.23300392925739288,0.16727563738822937,0.36047765612602234,0.44774648547172546,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.27043893933296204
super,0.13651713728904724,0.12438684701919556,0.14718765020370483,0.21959073841571808,0.18053525686264038,0.21420986950397491,0.2023422122001648,0.12438684701919556,0.1602509617805481,0.1569211632013321,0.22938419878482819,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.15942467749118805,0.17859336733818054,0.2243070751428604,0.21576224267482758,0.2576042413711548,0.21915455162525177,0.10416857153177261,0.17859336733818054,0.1913566142320633,0.1334993690252304,0.24430087208747864,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
opening,0.18146683275699615,0.20668262243270874,0.2651100158691406,0.37298497557640076,0.3003177344799042,0.20817555487155914,0.11797843873500824,0.20668262243270874,0.29831939935684204,0.2229088544845581,0.2649282217025757,0.1250116229057312,0.22217077016830444,0.005636902526021004,0.16502447426319122
night,0.20251014828681946,0.41238686442375183,0.19958451390266418,0.2817382514476776,0.339888334274292,0.21724213659763336,0.05729071423411369,0.41238686442375183,0.20320139825344086,0.28230446577072144,0.16021959483623505,0.14823408424854279,0.19687917828559875,-0.028557976707816124,0.13794848322868347
.,0.3567904531955719,0.24232520163059235,0.5352458953857422,0.5934505462646484,0.2804736793041229,0.40146201848983765,0.2313707321882248,0.24232520163059235,0.2628571093082428,0.49257001280784607,0.4726039469242096,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
