,after,2007,how,much,do,student,from,families,earning,less,than,$,"60,000",pay,for,school,?
for,0.3650246858596802,-0.15897968411445618,0.3308170735836029,0.2994346022605896,0.29510271549224854,0.20500831305980682,0.314039945602417,0.19045168161392212,0.35043564438819885,0.3358951508998871,0.30793827772140503,0.22711659967899323,0.012865621596574783,0.24382255971431732,0.9999999403953552,0.18618352711200714,0.264628142118454
their,0.30973172187805176,-0.13892877101898193,0.3316696584224701,0.280311644077301,0.35424983501434326,0.1515319049358368,0.3038119673728943,0.3209688067436218,0.28315719962120056,0.3031531274318695,0.30367133021354675,0.184418186545372,-0.11033296585083008,0.21823683381080627,0.3406745493412018,0.15657421946525574,0.1898253709077835
children,0.1881784200668335,-0.18864202499389648,0.16621150076389313,0.15882766246795654,0.19919811189174652,0.24382144212722778,0.17079515755176544,0.3391328752040863,0.19129587709903717,0.1718127727508545,0.1866123378276825,0.1428571492433548,-0.06524860858917236,0.26141175627708435,0.19934585690498352,0.32021161913871765,0.21788206696510315
to,0.37890323996543884,-0.1738293468952179,0.44169697165489197,0.40610215067863464,0.38876664638519287,0.21220189332962036,0.4069952368736267,0.23536086082458496,0.21145428717136383,0.38397523760795593,0.3192550539970398,0.22282108664512634,0.0135488361120224,0.26723966002464294,0.4451248347759247,0.24496325850486755,0.29463258385658264
attend,0.2619466483592987,-0.2731963098049164,0.13591940701007843,0.0990118458867073,0.2450224608182907,0.40515321493148804,0.149007186293602,0.22905902564525604,0.28108102083206177,0.12176915258169174,0.15849435329437256,0.2204800248146057,0.012724428437650204,0.298137366771698,0.25006020069122314,0.5228912830352783,0.14932334423065186
",",0.38860568404197693,-0.24049624800682068,0.22659391164779663,0.36182254552841187,0.3283645510673523,0.2261858433485031,0.39760664105415344,0.2466374635696411,0.2609005570411682,0.28111666440963745,0.3371901512145996,0.21166811883449554,0.024645335972309113,0.18754567205905914,0.4464869201183319,0.27141863107681274,0.31091248989105225
including,0.2202524095773697,-0.15009713172912598,0.20270724594593048,0.25625187158584595,0.18796655535697937,0.1502692550420761,0.3061726689338684,0.2918313443660736,0.2100517898797989,0.2038826197385788,0.29857954382896423,0.16909664869308472,-0.09195888787508011,0.19763444364070892,0.42507120966911316,0.20512917637825012,0.1633303165435791
room,0.17133212089538574,-0.08486805111169815,0.19825907051563263,0.20232230424880981,0.15165437757968903,0.23574800789356232,0.1557224541902542,0.16029681265354156,0.12744106352329254,0.20584699511528015,0.21341265738010406,0.17140009999275208,0.026753325015306473,0.2336600422859192,0.23959091305732727,0.1817387491464615,0.1769251674413681
and,0.3765919506549835,-0.2391151487827301,0.33647966384887695,0.38395699858665466,0.276123583316803,0.2391568422317505,0.3601827025413513,0.28506118059158325,0.2875525653362274,0.35327455401420593,0.39361441135406494,0.20277954638004303,-0.023831376805901527,0.2487477958202362,0.5064792633056641,0.2752758264541626,0.20544172823429108
board,0.19162490963935852,-0.08258238434791565,0.14974001049995422,0.09165038913488388,0.1684337854385376,0.19979676604270935,0.17346777021884918,0.09744275361299515,0.17217323184013367,0.11498043686151505,0.1310994029045105,0.1931919902563095,0.018958836793899536,0.15319043397903442,0.207724466919899,0.24841055274009705,0.1261475533246994
.,0.35870397090911865,-0.216732457280159,0.3287222981452942,0.3374604284763336,0.3613996207714081,0.20994822680950165,0.41536515951156616,0.22725634276866913,0.2867327630519867,0.32668155431747437,0.3594527542591095,0.27897560596466064,-0.003912837710231543,0.17372290790081024,0.4726039469242096,0.24214158952236176,0.4130953550338745
