,who,led,the,science,and,environmental,policy,project,?
2000,0.074765644967556,-0.07599187642335892,-0.015081177465617657,0.00947162788361311,-0.004737076815217733,-0.15134720504283905,-0.12514322996139526,-0.07718190550804138,-0.0824366956949234
fred,0.26111191511154175,0.13007687032222748,0.19441957771778107,0.1380041390657425,0.1784345954656601,0.13297030329704285,0.05996229127049446,0.19862836599349976,0.20597071945667267
singer,0.1957809180021286,0.15350843966007233,0.14885097742080688,0.10360290110111237,0.26673105359077454,0.14817562699317932,0.1368747055530548,0.09526176005601883,0.16246667504310608
's,0.05599616840481758,-0.01628696173429489,-0.01540423184633255,0.03909866884350777,0.06895173341035843,-0.0241724643856287,-0.07627277821302414,0.07063660025596619,-0.023395681753754616
science,0.19709691405296326,0.13437530398368835,0.24037593603134155,1.0,0.2865735590457916,0.3218838572502136,0.21855540573596954,0.2288607805967331,0.17974960803985596
and,0.41279885172843933,0.2780643701553345,0.5171257257461548,0.2865735590457916,1.0,0.2944156229496002,0.2148873209953308,0.23249590396881104,0.20544172823429108
environmental,0.13372932374477386,0.25718051195144653,0.23935803771018982,0.3218838572502136,0.2944156229496002,1.0,0.34118756651878357,0.2753702700138092,0.19728143513202667
policy,0.2482086420059204,0.1997755616903305,0.2358427494764328,0.21855540573596954,0.2148873209953308,0.34118756651878357,0.9999998807907104,0.37399423122406006,0.30462446808815
project,0.2255522608757019,0.17910903692245483,0.2027820199728012,0.2288607805967331,0.23249590396881104,0.2753702700138092,0.37399423122406006,1.0,0.30569031834602356
held,0.21375896036624908,0.2632672190666199,0.32185450196266174,0.10607583075761795,0.22757986187934875,0.13584624230861664,0.1556890457868576,0.10067577660083771,0.14103956520557404
a,0.36608949303627014,0.19072435796260834,0.5829201340675354,0.2378881424665451,0.3739250600337982,0.22703608870506287,0.17720282077789307,0.2328382134437561,0.23916715383529663
press,0.12729673087596893,0.1610981673002243,0.2519533634185791,0.20877449214458466,0.21916458010673523,0.19355164468288422,0.24232302606105804,0.18906454741954803,0.14048311114311218
event,0.17899073660373688,0.2058800756931305,0.2960145175457001,0.19367505609989166,0.17869816720485687,0.20615755021572113,0.1845262497663498,0.13654716312885284,0.16076280176639557
on,0.2340552806854248,0.23411796987056732,0.5107308030128479,0.2139003723859787,0.4077630043029785,0.20105937123298645,0.2777305543422699,0.25128498673439026,0.2714994251728058
capitol,0.13827379047870636,0.15226437151432037,0.2774198055267334,0.08705179393291473,0.20585434138774872,0.13794702291488647,0.16199226677417755,0.2247268259525299,0.12883435189723969
hill,0.15769852697849274,0.10919555276632309,0.24348382651805878,0.12212245166301727,0.23841705918312073,0.08231106400489807,0.10329390317201614,0.11654391884803772,0.1149863451719284
",",0.3365725874900818,0.22548827528953552,0.4933079481124878,0.2623405158519745,0.6633074283599854,0.2779713571071625,0.2903050184249878,0.24875426292419434,0.31091248989105225
washington,0.19577515125274658,0.1487303227186203,0.24987076222896576,0.14666041731834412,0.2120160311460495,0.22936415672302246,0.20614607632160187,0.12750917673110962,0.157786026597023
",",0.3365725874900818,0.22548827528953552,0.4933079481124878,0.2623405158519745,0.6633074283599854,0.2779713571071625,0.2903050184249878,0.24875426292419434,0.31091248989105225
d.c.,0.13120615482330322,-0.043340303003787994,-0.030088720843195915,-0.01005454920232296,-0.06994356215000153,-0.19378770887851715,-0.058101385831832886,-0.05437508225440979,-0.06381701678037643
",",0.3365725874900818,0.22548827528953552,0.4933079481124878,0.2623405158519745,0.6633074283599854,0.2779713571071625,0.2903050184249878,0.24875426292419434,0.31091248989105225
featuring,0.19577710330486298,0.11197342723608017,0.21340800821781158,0.15045133233070374,0.25851142406463623,0.08918751031160355,0.09991704672574997,0.17615865170955658,0.24838131666183472
comments,0.253964364528656,0.11969640105962753,0.25228628516197205,0.18691208958625793,0.22306697070598602,0.17042413353919983,0.3352290093898773,0.2636198103427887,0.3595547676086426
on,0.2340552806854248,0.23411796987056732,0.5107308030128479,0.2139003723859787,0.4077630043029785,0.20105937123298645,0.2777305543422699,0.25128498673439026,0.2714994251728058
the,0.3733934462070465,0.3267505168914795,1.0,0.24037593603134155,0.5171257257461548,0.23935803771018982,0.2358427494764328,0.2027820199728012,0.22068053483963013
graph,0.12144767493009567,0.14582934975624084,0.26083993911743164,0.13948051631450653,0.15086640417575836,0.19905202090740204,0.20596648752689362,0.2244846373796463,0.20263607800006866
wibjörn,0.3049303889274597,0.13566572964191437,0.24547994136810303,0.1856795847415924,0.22248806059360504,0.1324649304151535,0.16325227916240692,0.129874125123024,0.20279189944267273
karlén,0.26286500692367554,0.19441771507263184,0.27074679732322693,0.19982944428920746,0.2574003040790558,0.22608068585395813,0.1559697836637497,0.14342525601387024,0.2462022602558136
and,0.41279885172843933,0.2780643701553345,0.5171257257461548,0.2865735590457916,1.0,0.2944156229496002,0.2148873209953308,0.23249590396881104,0.20544172823429108
singer,0.1957809180021286,0.15350843966007233,0.14885097742080688,0.10360290110111237,0.26673105359077454,0.14817562699317932,0.1368747055530548,0.09526176005601883,0.16246667504310608
argued,0.27725863456726074,0.3176563084125519,0.1919303685426712,0.17163023352622986,0.2601248323917389,0.229171484708786,0.2937464118003845,0.17792372405529022,0.18905270099639893
against,0.2942115366458893,0.3520243763923645,0.3090755045413971,0.1263984888792038,0.3292689621448517,0.17626798152923584,0.2693968713283539,0.14174199104309082,0.18095137178897858
the,0.3733934462070465,0.3267505168914795,1.0,0.24037593603134155,0.5171257257461548,0.23935803771018982,0.2358427494764328,0.2027820199728012,0.22068053483963013
graph,0.12144767493009567,0.14582934975624084,0.26083993911743164,0.13948051631450653,0.15086640417575836,0.19905202090740204,0.20596648752689362,0.2244846373796463,0.20263607800006866
at,0.22096660733222961,0.21907441318035126,0.457212895154953,0.16367051005363464,0.3571503460407257,0.13292425870895386,0.2081100046634674,0.2461380660533905,0.21978627145290375
a,0.36608949303627014,0.19072435796260834,0.5829201340675354,0.2378881424665451,0.3739250600337982,0.22703608870506287,0.17720282077789307,0.2328382134437561,0.23916715383529663
united,0.21193812787532806,0.21641500294208527,0.34367692470550537,0.2289929986000061,0.28213179111480713,0.26219630241394043,0.2135937362909317,0.13986453413963318,0.17266890406608582
states,0.21313154697418213,0.16517026722431183,0.3463578522205353,0.2176087200641632,0.2974761426448822,0.23005343973636627,0.23547987639904022,0.13862794637680054,0.16272737085819244
senate,0.17230087518692017,0.1714898943901062,0.23380520939826965,0.13538002967834473,0.20134705305099487,0.18443836271762848,0.27020198106765747,0.16944554448127747,0.18454359471797943
committee,0.2034623622894287,0.19985853135585785,0.24322165548801422,0.2013024091720581,0.22311176359653473,0.29966825246810913,0.32253822684288025,0.2020391821861267,0.12144632637500763
on,0.2340552806854248,0.23411796987056732,0.5107308030128479,0.2139003723859787,0.4077630043029785,0.20105937123298645,0.2777305543422699,0.25128498673439026,0.2714994251728058
commerce,0.09755388647317886,0.03469491004943848,0.26524990797042847,0.2875382602214813,0.24256257712841034,0.2892441153526306,0.2903004586696625,0.1361265331506729,0.09677373617887497
",",0.3365725874900818,0.22548827528953552,0.4933079481124878,0.2623405158519745,0.6633074283599854,0.2779713571071625,0.2903050184249878,0.24875426292419434,0.31091248989105225
science,0.19709691405296326,0.13437530398368835,0.24037593603134155,1.0,0.2865735590457916,0.3218838572502136,0.21855540573596954,0.2288607805967331,0.17974960803985596
and,0.41279885172843933,0.2780643701553345,0.5171257257461548,0.2865735590457916,1.0,0.2944156229496002,0.2148873209953308,0.23249590396881104,0.20544172823429108
transportation,0.14524051547050476,0.13439033925533295,0.26715996861457825,0.2697237432003021,0.254759281873703,0.34985777735710144,0.3412778377532959,0.23695778846740723,0.1712278425693512
hearing,0.3145732879638672,0.2016962319612503,0.22072359919548035,0.19658039510250092,0.24619577825069427,0.2521498501300812,0.16976092755794525,0.18793664872646332,0.19994913041591644
on,0.2340552806854248,0.23411796987056732,0.5107308030128479,0.2139003723859787,0.4077630043029785,0.20105937123298645,0.2777305543422699,0.25128498673439026,0.2714994251728058
18,0.013901916332542896,0.01468996424227953,-0.07796193659305573,-0.016795672476291656,-0.07680561393499374,-0.0499446764588356,-0.04002472758293152,-0.07833219319581985,-0.04919438064098358
july,0.2606464624404907,0.18186330795288086,0.2371699959039688,0.13370415568351746,0.258785605430603,0.12680062651634216,0.23199740052223206,0.20929688215255737,0.2897891402244568
2000,0.074765644967556,-0.07599187642335892,-0.015081177465617657,0.00947162788361311,-0.004737076815217733,-0.15134720504283905,-0.12514322996139526,-0.07718190550804138,-0.0824366956949234
.,0.3541337847709656,0.19335708022117615,0.5934505462646484,0.21781636774539948,0.588965117931366,0.2907167375087738,0.25152966380119324,0.23938670754432678,0.4130953550338745
