,who,won,the,competition,to,get,a,free,super,bowl,commercial,aired,?
",",0.3365725874900818,0.35968565940856934,0.4933079481124878,0.2820526659488678,0.44245919585227966,0.2926318049430847,0.427140474319458,0.2434854805469513,0.22322475910186768,0.1810409277677536,0.26546892523765564,0.2195960283279419,0.31091248989105225
in,0.2792111933231354,0.3280489146709442,0.6662389636039734,0.26072463393211365,0.45010748505592346,0.24899829924106598,0.539380669593811,0.25575435161590576,0.18576006591320038,0.17236235737800598,0.2615188956260681,0.21521411836147308,0.20430970191955566
which,0.3688730001449585,0.15727952122688293,0.6521818041801453,0.27663862705230713,0.5345056653022766,0.3393840193748474,0.56894451379776,0.25454452633857727,0.25759580731391907,0.23468568921089172,0.28039100766181946,0.2307283580303192,0.25814583897590637
death,0.20302973687648773,0.1303234100341797,0.21438048779964447,0.14180278778076172,0.19568277895450592,0.17829249799251556,0.16249743103981018,0.12239740043878555,0.03774981200695038,0.15333175659179688,0.06466281414031982,0.13070429861545563,0.21149799227714539
wish,0.3759716749191284,0.21930664777755737,0.25205081701278687,0.1514139026403427,0.4275972843170166,0.3795028328895569,0.2952733337879181,0.24624298512935638,0.15227778255939484,0.12229014933109283,0.16475896537303925,0.2250291258096695,0.35864195227622986
coffee,0.1737426072359085,0.11501673609018326,0.20381483435630798,0.22885394096374512,0.1756085306406021,0.1704014092683792,0.2200593799352646,0.14819340407848358,0.07279377430677414,0.24137148261070251,0.2191660851240158,0.03884333744645119,0.1695348024368286
had,0.36173108220100403,0.3003121316432953,0.3875846862792969,0.1662299782037735,0.37984350323677063,0.33344826102256775,0.34897568821907043,0.10895809531211853,0.17216899991035461,0.1661457121372223,0.15119320154190063,0.20218732953071594,0.20728366076946259
a,0.36608949303627014,0.22534137964248657,0.5829201340675354,0.2435162365436554,0.45503583550453186,0.27948489785194397,1.0,0.23877057433128357,0.26005712151527405,0.19533146917819977,0.2696971893310547,0.1767585724592209,0.23916715383529663
30-second,0.1135486513376236,0.259460985660553,0.3721327483654022,0.1720282882452011,0.265219122171402,0.23329682648181915,0.3324473798274994,0.17601285874843597,0.2004479467868805,0.19167320430278778,0.11541673541069031,0.21285119652748108,0.18454498052597046
commercial,0.05230569466948509,0.14020659029483795,0.23051398992538452,0.21101588010787964,0.2572329044342041,0.1613461673259735,0.2696971893310547,0.22110521793365479,0.20105868577957153,0.16026756167411804,1.0,0.2026880383491516,0.04216946288943291
aired,0.15698964893817902,0.21412378549575806,0.2525516450405121,0.2353101223707199,0.18075093626976013,0.16493858397006989,0.1767585724592209,0.13047800958156586,0.22168377041816711,0.1768631637096405,0.2026880383491516,1.0000001192092896,0.22283338010311127
free,0.2042286992073059,0.11954578012228012,0.22231732308864594,0.205974280834198,0.2913753390312195,0.22318494319915771,0.23877057433128357,1.0,0.08672431856393814,0.09584306180477142,0.22110521793365479,0.13047800958156586,0.1278279572725296
of,0.2827862501144409,0.20832067728042603,0.733189046382904,0.2000187635421753,0.41548454761505127,0.26628199219703674,0.5052502155303955,0.2430545836687088,0.14718765020370483,0.2243070751428604,0.21107374131679535,0.15519371628761292,0.1826142966747284
charge,0.2713773250579834,0.13928905129432678,0.2730984687805176,0.19186639785766602,0.22747951745986938,0.19175651669502258,0.2415132075548172,0.22856684029102325,0.08463805913925171,0.09958714991807938,0.0973002091050148,0.12524966895580292,0.0958876758813858
courtesy,0.32208091020584106,0.14671337604522705,0.2154114693403244,0.12429210543632507,0.26306912302970886,0.19399835169315338,0.22637400031089783,0.15509194135665894,0.11121920496225357,0.12175236642360687,0.09759218990802765,0.0949789509177208,0.34395626187324524
of,0.2827862501144409,0.20832067728042603,0.733189046382904,0.2000187635421753,0.41548454761505127,0.26628199219703674,0.5052502155303955,0.2430545836687088,0.14718765020370483,0.2243070751428604,0.21107374131679535,0.15519371628761292,0.1826142966747284
quickbooks,0.2593551576137543,0.19560450315475464,0.31170687079429626,0.2651563584804535,0.388448566198349,0.2990782856941223,0.3290599584579468,0.3495238125324249,0.2533237636089325,0.24517272412776947,0.28941214084625244,0.2540830969810486,0.33220136165618896
.,0.3541337847709656,0.3011801838874817,0.5934505462646484,0.2138785570859909,0.4645031690597534,0.39392393827438354,0.50484299659729,0.238864928483963,0.2757420241832733,0.21516893804073334,0.2460125982761383,0.2278250902891159,0.4130953550338745
