,what,'s,the,party,'s,take,on,muslim,history,?
point,0.3286605179309845,0.0017411779845133424,0.3084787130355835,0.06178038567304611,0.0017411779845133424,0.2049044668674469,0.24115808308124542,0.1421128213405609,0.18904376029968262,0.19189560413360596
as,0.31749409437179565,-0.05775856226682663,0.48381632566452026,0.17884716391563416,-0.05775856226682663,0.26337623596191406,0.36047765612602234,0.22233983874320984,0.2152104675769806,0.27043893933296204
occurring,0.2270880937576294,-0.05981805920600891,0.3030725419521332,0.05601891130208969,-0.05981805920600891,0.23623837530612946,0.22447262704372406,0.17753227055072784,0.18563589453697205,0.1781778186559677
not,0.5449194312095642,0.002583299996331334,0.4310511648654938,0.16545619070529938,0.002583299996331334,0.31103554368019104,0.3516409695148468,0.24381160736083984,0.2150312066078186,0.41942933201789856
with,0.2464839518070221,-0.04624466598033905,0.4223487675189972,0.21132639050483704,-0.04624466598033905,0.21222369372844696,0.40749499201774597,0.170431450009346,0.1947222352027893,0.2433311939239502
the,0.42745697498321533,-0.01540423184633255,1.0,0.23779736459255219,-0.01540423184633255,0.31620436906814575,0.5107308030128479,0.28099653124809265,0.33215048909187317,0.22068053483963013
death,0.2267695665359497,0.07207932323217392,0.21438048779964447,0.16801153123378754,0.07207932323217392,0.15981203317642212,0.16915851831436157,0.1145051121711731,0.1059015616774559,0.21149799227714539
of,0.33290785551071167,-0.03817026689648628,0.733189046382904,0.23662418127059937,-0.03817026689648628,0.29282352328300476,0.3966929316520691,0.267849862575531,0.31014925241470337,0.1826142966747284
ali,0.1344982534646988,0.009099358692765236,0.21759866178035736,0.20789164304733276,0.009099358692765236,0.09239160269498825,0.14187726378440857,0.4909687638282776,0.09930754452943802,0.12320320308208466
",",0.3087472915649414,-0.0016132977325469255,0.4933079481124878,0.21963930130004883,-0.0016132977325469255,0.2881867289543152,0.49057599902153015,0.21974200010299683,0.2728564441204071,0.31091248989105225
or,0.33867141604423523,0.06871571391820908,0.4174870550632477,0.16072599589824677,0.06871571391820908,0.31863799691200256,0.2897229492664337,0.24162378907203674,0.15892955660820007,0.32389625906944275
one,0.376489520072937,0.06913424283266068,0.5514441132545471,0.22651320695877075,0.06913424283266068,0.3211195170879364,0.3601475656032562,0.23468495905399323,0.3155480921268463,0.2673267424106598
of,0.33290785551071167,-0.03817026689648628,0.733189046382904,0.23662418127059937,-0.03817026689648628,0.29282352328300476,0.3966929316520691,0.267849862575531,0.31014925241470337,0.1826142966747284
the,0.42745697498321533,-0.01540423184633255,1.0,0.23779736459255219,-0.01540423184633255,0.31620436906814575,0.5107308030128479,0.28099653124809265,0.33215048909187317,0.22068053483963013
other,0.341873437166214,0.04445967823266983,0.44152235984802246,0.16512663662433624,0.04445967823266983,0.3012649118900299,0.3410046398639679,0.24003073573112488,0.174475759267807,0.24682199954986572
four,0.18057085573673248,0.030550921335816383,0.40344667434692383,0.15846025943756104,0.030550921335816383,0.1425105780363083,0.27816104888916016,0.15803171694278717,0.134028822183609,0.14532537758350372
rightly,0.3624197542667389,-0.10758603364229202,0.24466533958911896,0.17558977007865906,-0.10758603364229202,0.22813531756401062,0.2212395817041397,0.2651529312133789,0.18330049514770508,0.2548271715641022
guided,0.21968917548656464,-0.09152965992689133,0.2760855555534363,0.17853829264640808,-0.09152965992689133,0.24311679601669312,0.2037706822156906,0.25894489884376526,0.1855735182762146,0.11538667976856232
caliphs,0.2327319085597992,0.0017564037116244435,0.26271897554397583,0.21468771994113922,0.0017564037116244435,0.1968076527118683,0.12894076108932495,0.6015774011611938,0.20155620574951172,0.19276054203510284
in,0.30808621644973755,-0.037580832839012146,0.6662389636039734,0.20446790754795074,-0.037580832839012146,0.21975718438625336,0.46853652596473694,0.2092999517917633,0.29215577244758606,0.20430970191955566
the,0.42745697498321533,-0.01540423184633255,1.0,0.23779736459255219,-0.01540423184633255,0.31620436906814575,0.5107308030128479,0.28099653124809265,0.33215048909187317,0.22068053483963013
7th,0.1539303958415985,0.14137184619903564,0.20414361357688904,0.15726499259471893,0.14137184619903564,0.09720638394355774,0.183815598487854,0.10685161501169205,0.12607266008853912,0.12025631219148636
century,0.20422613620758057,-0.0005286295781843364,0.3617299497127533,0.17592954635620117,-0.0005286295781843364,0.09767493605613708,0.14449788630008698,0.29712358117103577,0.28982728719711304,0.1026201918721199
",",0.3087472915649414,-0.0016132977325469255,0.4933079481124878,0.21963930130004883,-0.0016132977325469255,0.2881867289543152,0.49057599902153015,0.21974200010299683,0.2728564441204071,0.31091248989105225
but,0.5029441118240356,0.04136733338236809,0.4859698414802551,0.19923360645771027,0.04136733338236809,0.3614824414253235,0.3584071099758148,0.27257952094078064,0.21260608732700348,0.27921953797340393
with,0.2464839518070221,-0.04624466598033905,0.4223487675189972,0.21132639050483704,-0.04624466598033905,0.21222369372844696,0.40749499201774597,0.170431450009346,0.1947222352027893,0.2433311939239502
the,0.42745697498321533,-0.01540423184633255,1.0,0.23779736459255219,-0.01540423184633255,0.31620436906814575,0.5107308030128479,0.28099653124809265,0.33215048909187317,0.22068053483963013
abolition,0.1229134351015091,-0.024561436846852303,0.2524787187576294,0.34209245443344116,-0.024561436846852303,0.13279938697814941,0.17181812226772308,0.3126305937767029,0.15600897371768951,0.11602208763360977
of,0.33290785551071167,-0.03817026689648628,0.733189046382904,0.23662418127059937,-0.03817026689648628,0.29282352328300476,0.3966929316520691,0.267849862575531,0.31014925241470337,0.1826142966747284
the,0.42745697498321533,-0.01540423184633255,1.0,0.23779736459255219,-0.01540423184633255,0.31620436906814575,0.5107308030128479,0.28099653124809265,0.33215048909187317,0.22068053483963013
ottoman,0.2063559740781784,-0.03386450186371803,0.2623080313205719,0.15453743934631348,-0.03386450186371803,0.17664290964603424,0.19060350954532623,0.46782252192497253,0.1908128410577774,0.14455440640449524
caliphate,0.2149973064661026,0.010465400293469429,0.25527113676071167,0.2173393815755844,0.010465400293469429,0.18843843042850494,0.11719606071710587,0.5566675662994385,0.19003590941429138,0.1574885994195938
in,0.30808621644973755,-0.037580832839012146,0.6662389636039734,0.20446790754795074,-0.037580832839012146,0.21975718438625336,0.46853652596473694,0.2092999517917633,0.29215577244758606,0.20430970191955566
1924,-0.08282545208930969,0.030774295330047607,-0.12103445082902908,0.09220948815345764,0.030774295330047607,-0.011687368154525757,-0.0365772508084774,0.006586552131921053,-0.03912421315908432,0.04906921088695526
.,0.3567904531955719,-0.003708066651597619,0.5934505462646484,0.23341989517211914,-0.003708066651597619,0.3045158088207245,0.49257001280784607,0.27078697085380554,0.30310705304145813,0.4130953550338745
