,what,part,of,the,earth,is,composed,of,mostly,of,silicates,of,iron,and,magnesium,?
largely,0.25660550594329834,0.30427253246307373,0.3087159991264343,0.34641584753990173,0.16671840846538544,0.27936726808547974,0.23129545152187347,0.3087159991264343,0.5725319981575012,0.3087159991264343,0.30604636669158936,0.3087159991264343,0.179979607462883,0.2951068878173828,0.21117284893989563,0.08185246586799622
composed,0.14231626689434052,0.2828750014305115,0.29509663581848145,0.21816956996917725,0.17983998358249664,0.18838012218475342,1.0,0.29509663581848145,0.20037305355072021,0.29509663581848145,0.3408057689666748,0.29509663581848145,0.19524838030338287,0.25432297587394714,0.22598834335803986,0.0784355029463768
of,0.33290785551071167,0.452393114566803,1.0,0.733189046382904,0.2329314798116684,0.4854315221309662,0.29509663581848145,1.0,0.2964755594730377,1.0,0.316294401884079,1.0,0.263920396566391,0.5116966962814331,0.18834753334522247,0.1826142966747284
silicates,0.21545453369617462,0.2814823389053345,0.316294401884079,0.244277223944664,0.3993373513221741,0.33365529775619507,0.3408057689666748,0.316294401884079,0.2807736098766327,0.316294401884079,1.0,0.316294401884079,0.43527862429618835,0.28121429681777954,0.6064329743385315,0.17571869492530823
of,0.33290785551071167,0.452393114566803,1.0,0.733189046382904,0.2329314798116684,0.4854315221309662,0.29509663581848145,1.0,0.2964755594730377,1.0,0.316294401884079,1.0,0.263920396566391,0.5116966962814331,0.18834753334522247,0.1826142966747284
magnesium,0.22143900394439697,0.17141252756118774,0.18834753334522247,0.1818278282880783,0.361131876707077,0.265357106924057,0.22598834335803986,0.18834753334522247,0.21587294340133667,0.18834753334522247,0.6064329743385315,0.18834753334522247,0.5004201531410217,0.2261894792318344,0.9999999403953552,0.16419945657253265
and,0.31309178471565247,0.35301485657691956,0.5116966962814331,0.5171257257461548,0.27524080872535706,0.3859752118587494,0.25432297587394714,0.5116966962814331,0.45551156997680664,0.5116966962814331,0.28121429681777954,0.5116966962814331,0.2576066851615906,1.0,0.2261894792318344,0.20544172823429108
iron,0.1444280743598938,0.26062995195388794,0.263920396566391,0.27578672766685486,0.25424718856811523,0.22105827927589417,0.19524838030338287,0.263920396566391,0.19069142639636993,0.263920396566391,0.43527862429618835,0.263920396566391,1.0,0.2576066851615906,0.5004201531410217,0.1309053897857666
.,0.3567904531955719,0.32817673683166504,0.5352458953857422,0.5934505462646484,0.2542925775051117,0.4569662809371948,0.21116578578948975,0.5352458953857422,0.3207794427871704,0.5352458953857422,0.21719957888126373,0.5352458953857422,0.23086592555046082,0.588965117931366,0.23365241289138794,0.4130953550338745
,what,part,of,the,earth,is,composed,of,mostly,of,silicates,of,iron,and,magnesium,?
the,0.42745697498321533,0.527681291103363,0.733189046382904,1.0,0.2801888585090637,0.5823672413825989,0.21816956996917725,0.733189046382904,0.3490641117095947,0.733189046382904,0.244277223944664,0.733189046382904,0.27578672766685486,0.5171257257461548,0.1818278282880783,0.22068053483963013
rest,0.35225364565849304,0.43280690908432007,0.33621829748153687,0.41330549120903015,0.17760814726352692,0.26480963826179504,0.1561366766691208,0.33621829748153687,0.36558017134666443,0.33621829748153687,0.1683138906955719,0.33621829748153687,0.16822804510593414,0.34185317158699036,0.16350869834423065,0.1725541204214096
of,0.33290785551071167,0.452393114566803,1.0,0.733189046382904,0.2329314798116684,0.4854315221309662,0.29509663581848145,1.0,0.2964755594730377,1.0,0.316294401884079,1.0,0.263920396566391,0.5116966962814331,0.18834753334522247,0.1826142966747284
the,0.42745697498321533,0.527681291103363,0.733189046382904,1.0,0.2801888585090637,0.5823672413825989,0.21816956996917725,0.733189046382904,0.3490641117095947,0.733189046382904,0.244277223944664,0.733189046382904,0.27578672766685486,0.5171257257461548,0.1818278282880783,0.22068053483963013
earth,0.25883176922798157,0.16151063144207,0.2329314798116684,0.2801888585090637,1.0,0.26888176798820496,0.17983998358249664,0.2329314798116684,0.1965077668428421,0.2329314798116684,0.3993373513221741,0.2329314798116684,0.25424718856811523,0.27524080872535706,0.361131876707077,0.17717236280441284
's,0.02692362666130066,0.007562864106148481,-0.03817026689648628,-0.01540423184633255,0.0661235973238945,0.02396530658006668,-0.00410611554980278,-0.03817026689648628,0.12171249091625214,-0.03817026689648628,0.024947943165898323,-0.03817026689648628,-0.0246629249304533,0.06895173341035843,-0.04188914969563484,-0.023395681753754616
crust,0.22092486917972565,0.22978553175926208,0.21774794161319733,0.22538691759109497,0.52252197265625,0.2493407428264618,0.211540088057518,0.21774794161319733,0.1935352236032486,0.21774794161319733,0.5323274731636047,0.21774794161319733,0.3414384424686432,0.21109703183174133,0.44866156578063965,0.1887258142232895
is,0.28837618231773376,0.4582172930240631,0.4854315221309662,0.5823672413825989,0.26888176798820496,1.0,0.18838012218475342,0.4854315221309662,0.35184943675994873,0.4854315221309662,0.33365529775619507,0.4854315221309662,0.22105827927589417,0.3859752118587494,0.265357106924057,0.22961433231830597
also,0.42747777700424194,0.3594053089618683,0.4924938678741455,0.6021018624305725,0.21414029598236084,0.5012649297714233,0.19749240577220917,0.4924938678741455,0.4939115345478058,0.4924938678741455,0.26789358258247375,0.4924938678741455,0.26369738578796387,0.5755972862243652,0.30252525210380554,0.21848613023757935
made,0.23419176042079926,0.2793762683868408,0.33167365193367004,0.3885267674922943,0.17133480310440063,0.29543453454971313,0.31885090470314026,0.33167365193367004,0.262067586183548,0.33167365193367004,0.2851203978061676,0.33167365193367004,0.22955113649368286,0.34954607486724854,0.24887561798095703,0.17218779027462006
of,0.33290785551071167,0.452393114566803,1.0,0.733189046382904,0.2329314798116684,0.4854315221309662,0.29509663581848145,1.0,0.2964755594730377,1.0,0.316294401884079,1.0,0.263920396566391,0.5116966962814331,0.18834753334522247,0.1826142966747284
oxygen,0.16781960427761078,0.17520982027053833,0.16848602890968323,0.20428593456745148,0.3065866231918335,0.21825239062309265,0.20973333716392517,0.16848602890968323,0.19023428857326508,0.16848602890968323,0.4526268243789673,0.16848602890968323,0.41131383180618286,0.22261030972003937,0.5452249646186829,0.16786395013332367
compounds,0.19472219049930573,0.19852690398693085,0.232599675655365,0.18294313549995422,0.28153911232948303,0.2659003734588623,0.29839035868644714,0.232599675655365,0.22479578852653503,0.232599675655365,0.5627908706665039,0.232599675655365,0.35223889350891113,0.25433242321014404,0.5983932018280029,0.2057836651802063
",",0.3087472915649414,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.23186853528022766,0.4691906273365021,0.21667295694351196,0.4946078956127167,0.34322500228881836,0.4946078956127167,0.23654009401798248,0.4946078956127167,0.23416942358016968,0.6633074283599854,0.19133992493152618,0.31091248989105225
in,0.30808621644973755,0.4499994218349457,0.5696388483047485,0.6662389636039734,0.18566735088825226,0.5394441485404968,0.19297388195991516,0.5696388483047485,0.3575078547000885,0.5696388483047485,0.2454017996788025,0.5696388483047485,0.2270619124174118,0.4954058527946472,0.17277561128139496,0.20430970191955566
particular,0.4548671245574951,0.308719664812088,0.3490585684776306,0.4066357910633087,0.1404286026954651,0.3500361442565918,0.2465083748102188,0.3490585684776306,0.31636562943458557,0.3490585684776306,0.3271891474723816,0.3490585684776306,0.15265898406505585,0.29526737332344055,0.25320011377334595,0.2741454839706421
various,0.26045072078704834,0.17307926714420319,0.3196488320827484,0.3235042691230774,0.21216312050819397,0.13601526618003845,0.1967410445213318,0.3196488320827484,0.4075831174850464,0.3196488320827484,0.28364771604537964,0.3196488320827484,0.18240317702293396,0.4264104664325714,0.22019743919372559,0.12823495268821716
complex,0.2605343163013458,0.2923935651779175,0.24271073937416077,0.25326284766197205,0.14680883288383484,0.2723233699798584,0.23325654864311218,0.24271073937416077,0.18718573451042175,0.24271073937416077,0.3597601652145386,0.24271073937416077,0.11426613479852676,0.2597591280937195,0.28278762102127075,0.17752902209758759
silicates,0.21545453369617462,0.2814823389053345,0.316294401884079,0.244277223944664,0.3993373513221741,0.33365529775619507,0.3408057689666748,0.316294401884079,0.2807736098766327,0.316294401884079,1.0,0.316294401884079,0.43527862429618835,0.28121429681777954,0.6064329743385315,0.17571869492530823
(,0.2411840260028839,0.2208257019519806,0.35032153129577637,0.33289089798927307,0.18478946387767792,0.35393038392066956,0.1718960851430893,0.35032153129577637,0.21308210492134094,0.35032153129577637,0.16997294127941132,0.35032153129577637,0.14989586174488068,0.4862271547317505,0.1948312520980835,0.40561532974243164
in,0.30808621644973755,0.4499994218349457,0.5696388483047485,0.6662389636039734,0.18566735088825226,0.5394441485404968,0.19297388195991516,0.5696388483047485,0.3575078547000885,0.5696388483047485,0.2454017996788025,0.5696388483047485,0.2270619124174118,0.4954058527946472,0.17277561128139496,0.20430970191955566
silicate,0.22535786032676697,0.22285716235637665,0.24404722452163696,0.18780174851417542,0.4298654794692993,0.2675294280052185,0.32032498717308044,0.24404722452163696,0.24968504905700684,0.24404722452163696,0.9080139994621277,0.24404722452163696,0.4354898929595947,0.2403716742992401,0.6283265948295593,0.18100841343402863
minerals,0.24195240437984467,0.19611600041389465,0.2877640724182129,0.22513850033283234,0.3551257252693176,0.2842824459075928,0.28203850984573364,0.2877640724182129,0.26391807198524475,0.2877640724182129,0.636326789855957,0.2877640724182129,0.39750397205352783,0.259337455034256,0.5761682987213135,0.19654792547225952
),0.26259949803352356,0.24734117090702057,0.3680361211299896,0.3456730246543884,0.18219341337680817,0.37732169032096863,0.1960248202085495,0.3680361211299896,0.2386501282453537,0.3680361211299896,0.17982514202594757,0.3680361211299896,0.16016192734241486,0.4961937665939331,0.18687981367111206,0.42300865054130554
.,0.3567904531955719,0.32817673683166504,0.5352458953857422,0.5934505462646484,0.2542925775051117,0.4569662809371948,0.21116578578948975,0.5352458953857422,0.3207794427871704,0.5352458953857422,0.21719957888126373,0.5352458953857422,0.23086592555046082,0.588965117931366,0.23365241289138794,0.4130953550338745
