,what,product,was,notably,shipped,in,vessels,equipped,with,double,and,triple,expansion,engines,?
engines,0.1634974628686905,0.21982251107692719,0.18948708474636078,0.14900511503219604,0.26322710514068604,0.18084456026554108,0.2370070517063141,0.36952120065689087,0.21779674291610718,0.15108242630958557,0.21148960292339325,0.06898585706949234,0.2381553053855896,1.0000001192092896,0.18940703570842743
being,0.3760843276977539,0.22929921746253967,0.5201660394668579,0.20770972967147827,0.30554017424583435,0.33162933588027954,0.18754541873931885,0.29740217328071594,0.36860430240631104,0.13502129912376404,0.4286794066429138,0.23594129085540771,0.2160266935825348,0.21743115782737732,0.26743772625923157
common,0.19989867508411407,0.18331816792488098,0.0880795493721962,0.27615994215011597,0.1496220976114273,0.23149342834949493,0.2461535632610321,0.19076237082481384,0.26739466190338135,0.15928032994270325,0.229714497923851,0.1567251831293106,0.12522944808006287,0.16336455941200256,0.20434872806072235
",",0.3087472915649414,0.20782852172851562,0.45456063747406006,0.28631699085235596,0.2823590040206909,0.5201468467712402,0.18216577172279358,0.1517263501882553,0.4120737314224243,0.22470229864120483,0.6633074283599854,0.2646174430847168,0.15777990221977234,0.20245449244976044,0.31091248989105225
especially,0.3590192496776581,0.2051863968372345,0.23685427010059357,0.38051244616508484,0.2369866669178009,0.3526567816734314,0.27467527985572815,0.2564716935157776,0.34539949893951416,0.1395711898803711,0.47893428802490234,0.12194672971963882,0.1449676752090454,0.15060830116271973,0.19751401245594025
in,0.30808621644973755,0.17412906885147095,0.45514053106307983,0.395790159702301,0.2365943193435669,1.0,0.12977609038352966,0.16586562991142273,0.4080928862094879,0.1451583355665207,0.4954058527946472,0.18327002227306366,0.20021484792232513,0.18084456026554108,0.20430970191955566
shipping,0.165150985121727,0.24774248898029327,0.30183151364326477,0.15984217822551727,0.6233819127082825,0.22993473708629608,0.41706496477127075,0.23642535507678986,0.20407156646251678,0.09487690031528473,0.3370305597782135,0.18454375863075256,0.2123345285654068,0.23539650440216064,0.1596645563840866
where,0.4457937180995941,0.22332638502120972,0.20731619000434875,0.30924639105796814,0.194931760430336,0.5344807505607605,0.17058643698692322,0.2232705056667328,0.4142743945121765,0.19478586316108704,0.43859338760375977,0.1910674273967743,0.18731482326984406,0.14921875298023224,0.24793872237205505
efficiency,0.1758391559123993,0.3473995625972748,0.14263302087783813,0.1684814691543579,0.16170871257781982,0.1609385907649994,0.2263326197862625,0.3797076940536499,0.1693795919418335,0.21910244226455688,0.257267564535141,0.11760246753692627,0.36425748467445374,0.40249547362327576,0.14680004119873047
was,0.22111038863658905,0.20135562121868134,1.0000001192092896,0.20736795663833618,0.35293206572532654,0.45514053106307983,0.12599430978298187,0.21764908730983734,0.27411898970603943,0.16609808802604675,0.3740963041782379,0.20607773959636688,0.16902519762516022,0.18948708474636078,0.18412111699581146
important,0.31164905428886414,0.2170950323343277,0.24924467504024506,0.3550024628639221,0.2803787589073181,0.3796374499797821,0.2685861587524414,0.21958255767822266,0.2211170494556427,0.06594769656658173,0.37549954652786255,0.15765361487865448,0.15488432347774506,0.11883186548948288,0.17812499403953552
to,0.455847829580307,0.24510730803012848,0.3636345863342285,0.1835545152425766,0.2387903481721878,0.45010748505592346,0.21986442804336548,0.24626833200454712,0.4239959120750427,0.16518351435661316,0.48971283435821533,0.20908141136169434,0.2769574522972107,0.24536406993865967,0.29463258385658264
reduce,0.18258237838745117,0.25204935669898987,0.08882597088813782,0.10692305117845535,0.17073622345924377,0.22053970396518707,0.26497694849967957,0.2447085976600647,0.31652867794036865,0.2646862864494324,0.2456025630235672,0.18925030529499054,0.3301701247692108,0.2952462434768677,0.1462220549583435
the,0.42745697498321533,0.23984220623970032,0.48711544275283813,0.33497244119644165,0.26462239027023315,0.6662389636039734,0.2874694764614105,0.20846036076545715,0.4223487675189972,0.21355170011520386,0.5171257257461548,0.23220868408679962,0.31353142857551575,0.2245008647441864,0.22068053483963013
weight,0.20223349332809448,0.1667320728302002,0.11494074761867523,0.024231843650341034,0.15451188385486603,0.14912216365337372,0.24273067712783813,0.24215759336948395,0.22797727584838867,0.16180258989334106,0.20614244043827057,0.16665121912956238,0.1449764519929886,0.25260797142982483,0.18111222982406616
of,0.33290785551071167,0.19526132941246033,0.4069072902202606,0.3080497682094574,0.27060553431510925,0.5696388483047485,0.23589366674423218,0.17041373252868652,0.41827285289764404,0.18580502271652222,0.5116966962814331,0.19114786386489868,0.24185356497764587,0.17593856155872345,0.1826142966747284
coal,0.15859243273735046,0.25863412022590637,0.18313007056713104,0.11112131178379059,0.3108114004135132,0.25431546568870544,0.26475733518600464,0.19907329976558685,0.1598382443189621,0.07412423193454742,0.23463141918182373,0.13496044278144836,0.1401342749595642,0.28264644742012024,0.10339318215847015
carried,0.17649970948696136,0.20275849103927612,0.2901332974433899,0.26695749163627625,0.3737473487854004,0.22688958048820496,0.29649654030799866,0.3261198401451111,0.23924976587295532,0.05195441097021103,0.2700822949409485,0.07911340892314911,0.10998345911502838,0.18162241578102112,0.1305524855852127
.,0.3567904531955719,0.21721361577510834,0.40146201848983765,0.21139730513095856,0.27309882640838623,0.5591574311256409,0.17611970007419586,0.17890878021717072,0.4446153938770294,0.22321613132953644,0.588965117931366,0.2163039892911911,0.18406090140342712,0.24894580245018005,0.4130953550338745
