,in,what,year,did,the,amazon,experience,a,drought,that,may,have,been,more,extreme,than,in,2005,?
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.12227833271026611,0.19806437194347382,0.539380669593811,0.2705814242362976,0.435920387506485,0.3424151837825775,0.36843645572662354,0.3515113592147827,0.32563260197639465,0.2783166170120239,0.3270052373409271,1.0,0.009931974112987518,0.20430970191955566
some,0.4010399878025055,0.4491020441055298,0.15327271819114685,0.42553430795669556,0.4566698372364044,0.19491901993751526,0.3438674807548523,0.34539633989334106,0.24770022928714752,0.6049469113349915,0.35431578755378723,0.6421269774436951,0.42383694648742676,0.5524908900260925,0.36281922459602356,0.46446433663368225,0.4010399878025055,0.05347856879234314,0.2562315762042999
ways,0.1954887956380844,0.394069641828537,0.15516236424446106,0.27936092019081116,0.25153350830078125,0.11046824604272842,0.29079705476760864,0.25739049911499023,0.2164825201034546,0.41844984889030457,0.24969244003295898,0.39414840936660767,0.29870063066482544,0.34120073914527893,0.20165438950061798,0.29948410391807556,0.1954887956380844,0.04733749479055405,0.2710120975971222
more,0.32563260197639465,0.3484537899494171,0.2547462582588196,0.2803135812282562,0.39758381247520447,0.19582459330558777,0.3516314625740051,0.3452818691730499,0.22720672190189362,0.4813884496688843,0.3057594895362854,0.49033403396606445,0.34097588062286377,1.0,0.2658856213092804,0.726518988609314,0.32563260197639465,0.06172900274395943,0.27894994616508484
extreme,0.2783166170120239,0.21726317703723907,0.15358847379684448,0.08957763016223907,0.28210628032684326,0.20527973771095276,0.28971293568611145,0.2327224612236023,0.3281375765800476,0.2876467704772949,0.16641628742218018,0.26998451352119446,0.16603560745716095,0.2658856213092804,1.0000001192092896,0.25466373562812805,0.2783166170120239,-0.002460767747834325,0.12677998840808868
than,0.3270052373409271,0.29388150572776794,0.25389936566352844,0.24820660054683685,0.3227543234825134,0.24920178949832916,0.30541229248046875,0.3126874566078186,0.16809150576591492,0.4891277849674225,0.3617818057537079,0.46517109870910645,0.29363131523132324,0.726518988609314,0.25466373562812805,1.0,0.3270052373409271,0.017162906005978584,0.24917294085025787
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.260541707277298,0.21682339906692505,0.5829201340675354,0.33421388268470764,0.5473989248275757,0.2694292366504669,0.40389683842658997,0.3563927710056305,0.39758381247520447,0.28210628032684326,0.3227543234825134,0.6662389636039734,0.037273142486810684,0.22068053483963013
2005,0.009931974112987518,0.0704459398984909,0.13351094722747803,0.11135691404342651,0.037273142486810684,0.022802023217082024,0.03668532148003578,-0.044396962970495224,-0.00973189901560545,0.016139673069119453,0.06543862819671631,-0.03018493391573429,0.01425363402813673,0.06172900274395943,-0.002460767747834325,0.017162906005978584,0.009931974112987518,1.0,0.10709824413061142
drought,0.2705814242362976,0.17344513535499573,0.2592630982398987,0.2488846629858017,0.33421388268470764,0.21362802386283875,0.19894547760486603,0.21180132031440735,0.9999998807907104,0.2668984532356262,0.17337921261787415,0.2790464162826538,0.2678638696670532,0.22720672190189362,0.3281375765800476,0.16809150576591492,0.2705814242362976,-0.00973189901560545,0.1524890512228012
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.262887567281723,0.22749435901641846,0.50484299659729,0.26008325815200806,0.4460422694683075,0.35826805233955383,0.41614407300949097,0.33645182847976685,0.4070230722427368,0.21937976777553558,0.3594527542591095,0.5591574311256409,0.0678042471408844,0.4130953550338745
