,what,year,did,bskyb,and,virgin,media,have,a,dispute,over,the,carriage,of,sky,channels,on,cable,tv,?
a,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.21951700747013092,0.3739250600337982,0.16995084285736084,0.21000106632709503,0.338716596364975,1.0,0.17193086445331573,0.32199642062187195,0.5829201340675354,0.23122717440128326,0.5052502155303955,0.20541532337665558,0.18764011561870575,0.3848365545272827,0.20553959906101227,0.2169625610113144,0.23916715383529663
dispute,0.3763929307460785,0.21700939536094666,0.24726319313049316,0.18054348230361938,0.22863776981830597,0.09419875591993332,0.21211323142051697,0.2402646541595459,0.17193086445331573,1.0,0.3099834620952606,0.2852358818054199,0.10605776309967041,0.2382534146308899,0.13533569872379303,0.19477617740631104,0.2065497636795044,0.12319959700107574,0.17191602289676666,0.24252742528915405
over,0.28007611632347107,0.2620522379875183,0.2535076439380646,0.1823693960905075,0.4021143913269043,0.13736818730831146,0.19692464172840118,0.41283175349235535,0.32199642062187195,0.3099834620952606,1.0,0.39856547117233276,0.12992164492607117,0.36136594414711,0.21176810562610626,0.26147398352622986,0.39810362458229065,0.22955843806266785,0.1676376909017563,0.25742942094802856
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.20915858447551727,0.5171257257461548,0.21732187271118164,0.19221965968608856,0.40389683842658997,0.5829201340675354,0.2852358818054199,0.39856547117233276,1.0,0.2583298683166504,0.733189046382904,0.26521286368370056,0.27277594804763794,0.5107308030128479,0.2599749267101288,0.20034731924533844,0.22068053483963013
carriage,0.11489621549844742,0.24106460809707642,0.18978166580200195,0.20719881355762482,0.22108593583106995,0.26771295070648193,0.10820966958999634,0.18944114446640015,0.23122717440128326,0.10605776309967041,0.12992164492607117,0.2583298683166504,1.0,0.20538465678691864,0.1574532687664032,0.11204196512699127,0.19927415251731873,0.31495752930641174,0.11517228186130524,0.08573433756828308
of,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.16413870453834534,0.5116966962814331,0.1805724799633026,0.19700391590595245,0.3802283704280853,0.5052502155303955,0.2382534146308899,0.36136594414711,0.733189046382904,0.20538465678691864,1.0,0.16284865140914917,0.17560617625713348,0.3966929316520691,0.18660153448581696,0.19364769756793976,0.1826142966747284
sky,0.16493305563926697,0.16201715171337128,0.19922639429569244,0.2902737259864807,0.2200697511434555,0.29910576343536377,0.23191455006599426,0.15089604258537292,0.20541532337665558,0.13533569872379303,0.21176810562610626,0.26521286368370056,0.1574532687664032,0.16284865140914917,1.0,0.23975785076618195,0.18642869591712952,0.2208566516637802,0.22956761717796326,0.11270341277122498
channels,0.1923084557056427,0.11149700731039047,0.0628243163228035,0.1449941098690033,0.2887432873249054,0.18653205037117004,0.27351927757263184,0.25305649638175964,0.18764011561870575,0.19477617740631104,0.26147398352622986,0.27277594804763794,0.11204196512699127,0.17560617625713348,0.23975785076618195,1.0,0.3108726739883423,0.536881148815155,0.4703776240348816,0.19657258689403534
on,0.34226128458976746,0.27628999948501587,0.2670976221561432,0.13935911655426025,0.4077630043029785,0.18324129283428192,0.19591841101646423,0.36494916677474976,0.3848365545272827,0.2065497636795044,0.39810362458229065,0.5107308030128479,0.19927415251731873,0.3966929316520691,0.18642869591712952,0.3108726739883423,0.9999999403953552,0.28757408261299133,0.23779264092445374,0.2714994251728058
cable,0.14582780003547668,0.1448419839143753,0.11801295727491379,0.1711769700050354,0.26685893535614014,0.21484367549419403,0.35120320320129395,0.16626930236816406,0.20553959906101227,0.12319959700107574,0.22955843806266785,0.2599749267101288,0.31495752930641174,0.18660153448581696,0.2208566516637802,0.536881148815155,0.28757408261299133,1.0000001192092896,0.4660739004611969,0.13993921875953674
tv,0.20700684189796448,0.14549964666366577,0.12035900354385376,0.2306850254535675,0.2652006149291992,0.2083500623703003,0.34889090061187744,0.16084907948970795,0.2169625610113144,0.17191602289676666,0.1676376909017563,0.20034731924533844,0.11517228186130524,0.19364769756793976,0.22956761717796326,0.4703776240348816,0.23779264092445374,0.4660739004611969,0.9999998807907104,0.20290863513946533
.,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.2844841778278351,0.588965117931366,0.22052781283855438,0.2313707321882248,0.41614407300949097,0.50484299659729,0.23248277604579926,0.37877383828163147,0.5934505462646484,0.21120227873325348,0.5352458953857422,0.19117935001850128,0.24374878406524658,0.49257001280784607,0.2110382616519928,0.27196308970451355,0.4130953550338745
