,how,many,passengers,per,year,does,newcastle,'s,airport,handle,?
",",0.22659391164779663,0.40610817074775696,0.27177494764328003,0.26711323857307434,0.28560417890548706,0.28617382049560547,0.251589834690094,-0.0016132977325469255,0.2669869363307953,0.23754459619522095,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.26762738823890686,0.21036672592163086,0.2506658732891083,0.3461615741252899,0.20204751193523407,0.06895173341035843,0.1870041936635971,0.2751510441303253,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.23639188706874847,0.21691934764385223,0.3609684407711029,0.35928019881248474,0.2253497689962387,-0.01540423184633255,0.2293178290128708,0.23661735653877258,0.22068053483963013
fastest,0.15219396352767944,0.23261228203773499,0.18605023622512817,0.21239204704761505,0.1666279137134552,0.21045458316802979,0.1372261941432953,0.07568763941526413,0.17997141182422638,0.13972558081150055,0.168581023812294
growing,0.2147027552127838,0.31936097145080566,0.12502546608448029,0.1409911960363388,0.1615794152021408,0.1895538866519928,0.18868957459926605,0.03153179585933685,0.1961500197649002,0.2105920910835266,0.10178618133068085
regional,0.12352503091096878,0.2112748622894287,0.25773996114730835,0.0715656727552414,0.1703042984008789,0.09923697263002396,0.21795861423015594,-0.06399104744195938,0.31509333848953247,0.16640380024909973,0.09246466308832169
airport,0.05454898625612259,0.15638405084609985,0.5620935559272766,0.11548321694135666,0.16964393854141235,0.09553595632314682,0.2453719973564148,-0.04957332834601402,0.9999998807907104,0.2551800310611725,0.13105051219463348
in,0.2601168751716614,0.41474202275276184,0.2134283185005188,0.1975519210100174,0.3359307050704956,0.214483380317688,0.19270820915699005,-0.037580832839012146,0.2244764268398285,0.18341349065303802,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.23639188706874847,0.21691934764385223,0.3609684407711029,0.35928019881248474,0.2253497689962387,-0.01540423184633255,0.2293178290128708,0.23661735653877258,0.22068053483963013
uk,0.14388126134872437,0.18414634466171265,0.18840660154819489,0.14365623891353607,0.179987832903862,0.1707082986831665,0.23818176984786987,-0.0013451746199280024,0.19055308401584625,0.15752547979354858,0.20222434401512146
",",0.22659391164779663,0.40610817074775696,0.27177494764328003,0.26711323857307434,0.28560417890548706,0.28617382049560547,0.251589834690094,-0.0016132977325469255,0.2669869363307953,0.23754459619522095,0.31091248989105225
expecting,0.38864976167678833,0.3456345200538635,0.24995991587638855,0.20807918906211853,0.27542224526405334,0.33997300267219543,0.19836322963237762,0.06112030893564224,0.19806860387325287,0.24568209052085876,0.277246356010437
to,0.44169697165489197,0.40243685245513916,0.2831176817417145,0.2519395351409912,0.23523004353046417,0.4391997456550598,0.23559264838695526,0.03782717138528824,0.2481278032064438,0.30356109142303467,0.29463258385658264
reach,0.19447876513004303,0.17786337435245514,0.20845536887645721,0.19744734466075897,0.17448854446411133,0.20191240310668945,0.16509807109832764,0.019294504076242447,0.1092856302857399,0.2451326847076416,0.13152138888835907
10,0.09177426248788834,0.3056783974170685,0.08094236254692078,0.019527027383446693,0.01397665310651064,0.1194268986582756,0.14533910155296326,0.07577503472566605,0.0500115305185318,-0.06047575920820236,0.022911956533789635
million,0.21114659309387207,0.3520967364311218,0.2766437530517578,0.25576138496398926,0.30462950468063354,0.10680846869945526,0.21815668046474457,0.05079329386353493,0.17756971716880798,0.1282731294631958,0.23092924058437347
passengers,0.1846436709165573,0.20030497014522552,1.0000001192092896,0.20724186301231384,0.2174973040819168,0.15695710480213165,0.21380063891410828,0.00218089297413826,0.5620935559272766,0.27676984667778015,0.15951235592365265
by,0.34370526671409607,0.3409687578678131,0.15516875684261322,0.18994441628456116,0.28805047273635864,0.143477201461792,0.1767825335264206,-0.010884488001465797,0.1477898210287094,0.15860259532928467,0.17966607213020325
2016,0.14724914729595184,0.19774702191352844,-0.07428251951932907,-0.0695013478398323,0.10234657675027847,0.13919390738010406,-0.0022684531286358833,-0.043250784277915955,-0.045203909277915955,-0.013897093944251537,-0.12147852033376694
",",0.22659391164779663,0.40610817074775696,0.27177494764328003,0.26711323857307434,0.28560417890548706,0.28617382049560547,0.251589834690094,-0.0016132977325469255,0.2669869363307953,0.23754459619522095,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.26762738823890686,0.21036672592163086,0.2506658732891083,0.3461615741252899,0.20204751193523407,0.06895173341035843,0.1870041936635971,0.2751510441303253,0.20544172823429108
15,-0.005761355627328157,-0.02712528221309185,0.027334360405802727,-0.05854494869709015,-0.03266001120209694,-0.06282642483711243,0.03694545850157738,0.012974794954061508,-0.0339529775083065,-0.048617973923683167,-0.010706285014748573
million,0.21114659309387207,0.3520967364311218,0.2766437530517578,0.25576138496398926,0.30462950468063354,0.10680846869945526,0.21815668046474457,0.05079329386353493,0.17756971716880798,0.1282731294631958,0.23092924058437347
by,0.34370526671409607,0.3409687578678131,0.15516875684261322,0.18994441628456116,0.28805047273635864,0.143477201461792,0.1767825335264206,-0.010884488001465797,0.1477898210287094,0.15860259532928467,0.17966607213020325
2030,-0.06091706082224846,-0.16552962362766266,0.043538108468055725,-0.031036285683512688,-0.08857830613851547,-0.11482058465480804,-0.0031213455367833376,-0.036282770335674286,0.020121578127145767,-0.04194152355194092,-0.0479145273566246
.,0.3287222981452942,0.3974229395389557,0.20753464102745056,0.2729434370994568,0.32538118958473206,0.3022993505001068,0.2714749276638031,-0.003708066651597619,0.2181699424982071,0.2766178846359253,0.4130953550338745
