,what,about,luther,declined,as,his,antisemitism,increased,?
(,0.2411840260028839,0.27495184540748596,0.1677781045436859,0.17545966804027557,0.32029855251312256,0.16098198294639587,0.1093856543302536,0.15970994532108307,0.40561532974243164
1983,0.025786560028791428,-0.04127471148967743,-0.026567809283733368,0.008077391423285007,0.01639425940811634,-0.05349263176321983,0.07698690891265869,0.09876397252082825,0.09926492720842361
),0.26259949803352356,0.2775460183620453,0.18587662279605865,0.1857357621192932,0.32161882519721985,0.18606403470039368,0.11215782165527344,0.15167289972305298,0.42300865054130554
",",0.3087472915649414,0.3877100944519043,0.23255878686904907,0.3096577823162079,0.48816442489624023,0.3378419280052185,0.2100604623556137,0.20936180651187897,0.31091248989105225
suggest,0.39558762311935425,0.35433441400527954,0.08022039383649826,0.24626685678958893,0.2946849763393402,0.17826274037361145,0.2199324518442154,0.22525055706501007,0.39672672748565674
that,0.6297725439071655,0.4500710964202881,0.21746599674224854,0.3087226152420044,0.4735107421875,0.3173833191394806,0.3171827793121338,0.28310200572013855,0.32716336846351624
since,0.29783400893211365,0.2784513235092163,0.11990752816200256,0.3572831451892853,0.36245352029800415,0.25658485293388367,0.22698499262332916,0.2801583707332611,0.2876587212085724
luther,0.2134782373905182,0.203048437833786,1.0,0.1194891706109047,0.20242992043495178,0.27093374729156494,0.33306023478507996,0.08589181303977966,0.1732746809720993
's,0.02692362666130066,-0.020936643704771996,-0.009990512393414974,0.013175797648727894,-0.05775856226682663,0.047556519508361816,-0.03303133323788643,-0.021304117515683174,-0.023395681753754616
increasingly,0.19974569976329803,0.170915424823761,0.16430479288101196,0.3148503005504608,0.3422496020793915,0.2677808701992035,0.34944209456443787,0.6294655799865723,0.059327382594347
antisemitic,0.23863151669502258,0.20138539373874664,0.2897975742816925,0.25144824385643005,0.2015322893857956,0.26155146956443787,0.8926652073860168,0.24341261386871338,0.17317599058151245
views,0.32671356201171875,0.3301961421966553,0.19727660715579987,0.21522235870361328,0.20329707860946655,0.2228032499551773,0.3086300492286682,0.19981342554092407,0.19388815760612488
developed,0.15555569529533386,0.20694030821323395,0.03738013654947281,0.22694465517997742,0.21440666913986206,0.17389048635959625,0.17694981396198273,0.30365535616874695,0.10763012617826462
during,0.24137552082538605,0.2542499899864197,0.18200165033340454,0.27396702766418457,0.29671990871429443,0.36789870262145996,0.24977745115756989,0.30181682109832764,0.1325719803571701
the,0.42745697498321533,0.37995871901512146,0.1759674996137619,0.2764727771282196,0.48381632566452026,0.4394008219242096,0.20361100137233734,0.3188653886318207,0.22068053483963013
years,0.1981470286846161,0.3661487102508545,0.1472962647676468,0.2573130428791046,0.234328031539917,0.3523389995098114,0.18377836048603058,0.2633826732635498,0.1914375126361847
his,0.26976513862609863,0.24169853329658508,0.27093374729156494,0.2549601197242737,0.3146366477012634,0.9999998807907104,0.3070656359195709,0.22739072144031525,0.18075084686279297
health,0.21460163593292236,0.25254836678504944,0.17949983477592468,0.23495516180992126,0.22845706343650818,0.25097307562828064,0.2907656729221344,0.2775397300720215,0.16094304621219635
deteriorated,0.2037731409072876,0.14569173753261566,0.12842576205730438,0.34349727630615234,0.2649950683116913,0.3367922604084015,0.3805258274078369,0.4829177260398865,0.09551439434289932
",",0.3087472915649414,0.3877100944519043,0.23255878686904907,0.3096577823162079,0.48816442489624023,0.3378419280052185,0.2100604623556137,0.20936180651187897,0.31091248989105225
it,0.45803478360176086,0.4291239380836487,0.15365919470787048,0.21537382900714874,0.4461488723754883,0.2876833975315094,0.18246613442897797,0.1905038207769394,0.25732165575027466
is,0.28837618231773376,0.3532065451145172,0.08282390236854553,0.10998483747243881,0.43216490745544434,0.24372583627700806,0.11459196358919144,0.1395888477563858,0.22961433231830597
possible,0.3281886577606201,0.2700214385986328,0.15475015342235565,0.1756049245595932,0.3206198215484619,0.2212880551815033,0.14057861268520355,0.2838437259197235,0.3059970438480377
they,0.4431931674480438,0.34267860651016235,0.16441592574119568,0.25337570905685425,0.3294360637664795,0.3750406801700592,0.22856447100639343,0.2602759301662445,0.2753053903579712
were,0.22298263013362885,0.29814305901527405,0.18652333319187164,0.24912281334400177,0.3025437891483307,0.3142043352127075,0.22762882709503174,0.2608676850795746,0.17890112102031708
at,0.2838611304759979,0.3110121488571167,0.13834704458713531,0.1625135838985443,0.28092536330223083,0.27659502625465393,0.12454311549663544,0.21833501756191254,0.21978627145290375
least,0.3337163031101227,0.3718268573284149,0.05617351457476616,0.20032501220703125,0.2607470154762268,0.2179322987794876,0.15137602388858795,0.2848828434944153,0.28866854310035706
partly,0.2688411772251129,0.23030169308185577,0.13216793537139893,0.20647279918193817,0.10637707263231277,0.1947229504585266,0.2647548317909241,0.2553613483905792,0.12213768810033798
the,0.42745697498321533,0.37995871901512146,0.1759674996137619,0.2764727771282196,0.48381632566452026,0.4394008219242096,0.20361100137233734,0.3188653886318207,0.22068053483963013
product,0.2465333193540573,0.15933845937252045,0.11712317168712616,0.09368938207626343,0.24336670339107513,0.11308284848928452,0.14971813559532166,0.2035616934299469,0.19651241600513458
of,0.33290785551071167,0.40939709544181824,0.1719115972518921,0.205408975481987,0.3886612355709076,0.38364991545677185,0.21233119070529938,0.3371390700340271,0.1826142966747284
a,0.3320399522781372,0.34171196818351746,0.17967689037322998,0.18412065505981445,0.39550232887268066,0.3497250974178314,0.2005830705165863,0.22370080649852753,0.23916715383529663
declining,0.2580306828022003,0.2195221483707428,0.04745618999004364,0.7741095423698425,0.25269442796707153,0.2532603442668915,0.2901812791824341,0.4343380630016327,0.1608004868030548
state,0.24273863434791565,0.2187233716249466,0.1824490875005722,0.17650075256824493,0.26851922273635864,0.155015766620636,0.16872991621494293,0.1721794158220291,0.1160883978009224
of,0.33290785551071167,0.40939709544181824,0.1719115972518921,0.205408975481987,0.3886612355709076,0.38364991545677185,0.21233119070529938,0.3371390700340271,0.1826142966747284
mind,0.305233895778656,0.18404783308506012,0.16319639980793,0.15674428641796112,0.23618297278881073,0.2531445026397705,0.24536900222301483,0.15122736990451813,0.22109316289424896
.,0.3567904531955719,0.42038556933403015,0.24907569587230682,0.29203805327415466,0.515582263469696,0.3119256794452667,0.23070161044597626,0.21367591619491577,0.4130953550338745
