,what,organization,did,harvard,found,in,1900,?
transformed,0.1665840744972229,0.14249294996261597,0.11919493228197098,0.1343117654323578,0.1853208690881729,0.17698952555656433,0.1287994384765625,0.08252272009849548
the,0.42745697498321533,0.311172217130661,0.34736719727516174,0.24496200680732727,0.3452354073524475,0.6662389636039734,0.12699992954730988,0.22068053483963013
college,0.20568516850471497,0.15714746713638306,0.2254478633403778,0.46371275186538696,0.05315635725855827,0.2160365730524063,0.055476345121860504,0.11076676845550537
and,0.31309178471565247,0.21951423585414886,0.34479495882987976,0.2453373372554779,0.27978911995887756,0.4954058527946472,0.038666315376758575,0.20544172823429108
affiliated,0.13132897019386292,0.3461064398288727,0.18545009195804596,0.22180737555027008,0.16108714044094086,0.23517076671123505,0.17500843107700348,0.09345421195030212
professional,0.20202119648456573,0.26514169573783875,0.16660882532596588,0.2710675597190857,0.11164803057909012,0.20803587138652802,0.22687557339668274,0.13074518740177155
schools,0.1820785105228424,0.2872585952281952,0.20622693002223969,0.3202110528945923,0.14618566632270813,0.2632134258747101,0.12187160551548004,0.18349280953407288
into,0.2180619090795517,0.11545617133378983,0.14888085424900055,0.1779884397983551,0.1823275089263916,0.38021373748779297,0.06336131691932678,0.15662476420402527
a,0.3320399522781372,0.2565373480319977,0.2552328109741211,0.24754071235656738,0.2869448959827423,0.539380669593811,0.14696024358272552,0.23916715383529663
modern,0.2655639946460724,0.14330287277698517,0.21376098692417145,0.1878492385149002,0.16013142466545105,0.29808807373046875,0.13451968133449554,0.12475407868623734
research,0.237140491604805,0.31378334760665894,0.2046227902173996,0.3869050145149231,0.24629881978034973,0.21249429881572723,0.15667292475700378,0.13481977581977844
university,0.20256435871124268,0.2023129016160965,0.15114416182041168,0.6089406609535217,0.13880765438079834,0.3201795518398285,0.07348856329917908,0.11887256056070328
;,0.10986888408660889,0.05815785378217697,0.10727239400148392,0.005234759766608477,0.06301894783973694,0.092739537358284,0.07397733628749847,0.10349778085947037
harvard,0.2177114188671112,0.23987670242786407,0.12897181510925293,1.0,0.16108499467372894,0.26072487235069275,0.06814973056316376,0.11685016006231308
was,0.22111038863658905,0.20457664132118225,0.41399896144866943,0.2415156066417694,0.18447895348072052,0.45514053106307983,0.10391559451818466,0.18412111699581146
a,0.3320399522781372,0.2565373480319977,0.2552328109741211,0.24754071235656738,0.2869448959827423,0.539380669593811,0.14696024358272552,0.23916715383529663
founding,0.2093554586172104,0.3486413359642029,0.17075413465499878,0.26973894238471985,0.24580323696136475,0.2295561581850052,0.13524611294269562,0.1416333168745041
member,0.09932345896959305,0.30626919865608215,0.16698363423347473,0.2284860759973526,0.18184851109981537,0.20856694877147675,0.008416316471993923,0.06826172769069672
of,0.33290785551071167,0.25438958406448364,0.2513895630836487,0.25842633843421936,0.2982911467552185,0.5696388483047485,0.0774914026260376,0.1826142966747284
the,0.42745697498321533,0.311172217130661,0.34736719727516174,0.24496200680732727,0.3452354073524475,0.6662389636039734,0.12699992954730988,0.22068053483963013
association,0.13908448815345764,0.470780611038208,0.13464757800102234,0.28179681301116943,0.11794449388980865,0.23660005629062653,0.21813739836215973,0.1542656421661377
of,0.33290785551071167,0.25438958406448364,0.2513895630836487,0.25842633843421936,0.2982911467552185,0.5696388483047485,0.0774914026260376,0.1826142966747284
american,0.1909721940755844,0.22149710357189178,0.21486236155033112,0.3106759190559387,0.10553547739982605,0.22871561348438263,0.08686739206314087,0.18877598643302917
universities,0.1630716770887375,0.2924151122570038,0.1680385321378708,0.42459505796432495,0.1673215925693512,0.2965206503868103,0.17112286388874054,0.16836881637573242
in,0.30808621644973755,0.2513086795806885,0.2593238651752472,0.26072487235069275,0.39141854643821716,1.0,0.11635804176330566,0.20430970191955566
1900,0.10477770119905472,0.22959522902965546,0.01588265411555767,0.06814973056316376,0.0371723510324955,0.11635804176330566,1.0,0.12663045525550842
.,0.3567904531955719,0.20656518638134003,0.35288307070732117,0.254516065120697,0.3618174195289612,0.5591574311256409,0.0904829278588295,0.4130953550338745
