,which,territory,did,jochi,try,to,protect,that,may,have,led,to,a,dispute,with,his,brothers,?
siege,0.1973492056131363,0.23892606794834137,0.09595377743244171,0.17428341507911682,0.14578573405742645,0.18065696954727173,0.09943828731775284,0.16277021169662476,0.16712558269500732,0.0860273540019989,0.24931932985782623,0.18065696954727173,0.15981869399547577,0.19011877477169037,0.12261176854372025,0.24376508593559265,0.1668209731578827,0.07257505506277084
of,0.5011631846427917,0.27564212679862976,0.2513895630836487,0.15254677832126617,0.23224306106567383,0.41548454761505127,0.19880573451519012,0.41498205065727234,0.26447007060050964,0.3802283704280853,0.32918456196784973,0.41548454761505127,0.5052502155303955,0.2382534146308899,0.41827285289764404,0.38364991545677185,0.1853860318660736,0.1826142966747284
urgench,0.22059248387813568,0.14417657256126404,0.21526621282100677,0.22470788657665253,0.3100644648075104,0.28659963607788086,0.24225571751594543,0.2653924226760864,0.26166418194770813,0.19680772721767426,0.17652291059494019,0.28659963607788086,0.22277261316776276,0.21639402210712433,0.22923628985881805,0.21658343076705933,0.0857078954577446,0.277157723903656
.,0.45942068099975586,0.2527329623699188,0.35288307070732117,0.21038752794265747,0.3077121675014496,0.4645031690597534,0.2567919194698334,0.4460422694683075,0.35826805233955383,0.41614407300949097,0.19335708022117615,0.4645031690597534,0.50484299659729,0.23248277604579926,0.4446153938770294,0.3119256794452667,0.17513900995254517,0.4130953550338745
,which,territory,did,jochi,try,to,protect,that,may,have,led,to,a,dispute,with,his,brothers,?
jochi,0.12476388365030289,0.1549568772315979,0.16607163846492767,1.0,0.13099484145641327,0.1702822893857956,0.06472276896238327,0.11676155030727386,0.21292808651924133,0.07508969306945801,0.1687362939119339,0.1702822893857956,0.22165173292160034,0.12648729979991913,0.15449680387973785,0.22831186652183533,0.16120342910289764,0.10597938299179077
had,0.3188965916633606,0.1965164989233017,0.540525496006012,0.15061621367931366,0.27544209361076355,0.37984350323677063,0.21615666151046753,0.4407361149787903,0.2659246623516083,0.6263401508331299,0.38557857275009155,0.37984350323677063,0.34897568821907043,0.2086905539035797,0.4739086329936981,0.4401516616344452,0.2563479244709015,0.20728366076946259
attempted,0.20565922558307648,0.20024292171001434,0.3748961389064789,0.16841523349285126,0.4214205741882324,0.4076770544052124,0.18579265475273132,0.22643624246120453,0.20845456421375275,0.17268702387809753,0.4205600619316101,0.4076770544052124,0.25313758850097656,0.32926061749458313,0.21191240847110748,0.3662493824958801,0.18790303170681,0.11123745888471603
to,0.5345056653022766,0.2642725706100464,0.4452643394470215,0.1702822893857956,0.5391331911087036,1.0,0.3276433050632477,0.5436353087425232,0.391582727432251,0.4544740617275238,0.21815308928489685,1.0,0.45503583550453186,0.28106391429901123,0.4239959120750427,0.3715193271636963,0.2244100421667099,0.29463258385658264
protect,0.285661906003952,0.1656142771244049,0.18316055834293365,0.06472276896238327,0.34696200489997864,0.3276433050632477,1.0000001192092896,0.324299156665802,0.2043483406305313,0.3453146815299988,0.16809837520122528,0.3276433050632477,0.21272259950637817,0.15190228819847107,0.2215539664030075,0.17706423997879028,0.1033305749297142,0.20180222392082214
urgench,0.22059248387813568,0.14417657256126404,0.21526621282100677,0.22470788657665253,0.3100644648075104,0.28659963607788086,0.24225571751594543,0.2653924226760864,0.26166418194770813,0.19680772721767426,0.17652291059494019,0.28659963607788086,0.22277261316776276,0.21639402210712433,0.22923628985881805,0.21658343076705933,0.0857078954577446,0.277157723903656
from,0.38755592703819275,0.25426751375198364,0.20248863101005554,0.13800548017024994,0.2089950293302536,0.4069952368736267,0.20659200847148895,0.3477667272090912,0.23997589945793152,0.30702701210975647,0.2455430030822754,0.4069952368736267,0.322764128446579,0.14888392388820648,0.26272761821746826,0.3195365369319916,0.1371510773897171,0.19969791173934937
destruction,0.3667921721935272,0.22431884706020355,0.19351856410503387,0.10242261737585068,0.16212105751037598,0.22507941722869873,0.25688570737838745,0.25615382194519043,0.10790888965129852,0.1987568736076355,0.28244417905807495,0.22507941722869873,0.20845764875411987,0.16572490334510803,0.19988326728343964,0.2330823391675949,0.15429264307022095,0.12016301602125168
",",0.3658004403114319,0.2454550564289093,0.3015086054801941,0.2696787714958191,0.27472031116485596,0.44245919585227966,0.22548046708106995,0.4137537479400635,0.5007920861244202,0.3541618287563324,0.22548827528953552,0.44245919585227966,0.427140474319458,0.23539960384368896,0.4120737314224243,0.3378419280052185,0.24914874136447906,0.31091248989105225
as,0.41006597876548767,0.24870193004608154,0.3596470057964325,0.15048301219940186,0.27738550305366516,0.42092081904411316,0.2537829577922821,0.4735107421875,0.32133710384368896,0.37788212299346924,0.20535489916801453,0.42092081904411316,0.39550232887268066,0.23546147346496582,0.40387406945228577,0.3146366477012634,0.17149995267391205,0.27043893933296204
it,0.616637647151947,0.30008572340011597,0.2993364930152893,0.14126458764076233,0.2668941915035248,0.513711154460907,0.16915157437324524,0.5921133160591125,0.30672433972358704,0.40974161028862,0.09852217882871628,0.513711154460907,0.5452592968940735,0.24941959977149963,0.3369046747684479,0.2876833975315094,0.1750677525997162,0.25732165575027466
belonged,0.22392511367797852,0.2398044615983963,0.33463549613952637,0.0998784527182579,0.11054268479347229,0.2102905809879303,0.14837674796581268,0.26136964559555054,0.1429007351398468,0.2647422254085541,0.22875861823558807,0.2102905809879303,0.2467942088842392,0.1811571568250656,0.15265581011772156,0.25625306367874146,0.18702591955661774,0.06871901452541351
to,0.5345056653022766,0.2642725706100464,0.4452643394470215,0.1702822893857956,0.5391331911087036,1.0,0.3276433050632477,0.5436353087425232,0.391582727432251,0.4544740617275238,0.21815308928489685,1.0,0.45503583550453186,0.28106391429901123,0.4239959120750427,0.3715193271636963,0.2244100421667099,0.29463258385658264
territory,0.27571672201156616,1.0,0.14672954380512238,0.1549568772315979,0.20020487904548645,0.2642725706100464,0.1656142771244049,0.20377245545387268,0.1770545095205307,0.18468602001667023,0.21617047488689423,0.2642725706100464,0.18926236033439636,0.3991174101829529,0.2105223536491394,0.18494030833244324,0.15761078894138336,0.09435105323791504
allocated,0.3785964250564575,0.2427247315645218,0.20745468139648438,0.0555991493165493,0.17895366251468658,0.2885535657405853,0.23380115628242493,0.26638558506965637,0.17618677020072937,0.3020856976509094,0.2652665674686432,0.2885535657405853,0.2853202819824219,0.23794621229171753,0.190742626786232,0.13801030814647675,0.0691121369600296,0.17195001244544983
to,0.5345056653022766,0.2642725706100464,0.4452643394470215,0.1702822893857956,0.5391331911087036,1.0,0.3276433050632477,0.5436353087425232,0.391582727432251,0.4544740617275238,0.21815308928489685,1.0,0.45503583550453186,0.28106391429901123,0.4239959120750427,0.3715193271636963,0.2244100421667099,0.29463258385658264
him,0.3357398211956024,0.16752080619335175,0.4290095865726471,0.22093451023101807,0.3702802360057831,0.4702378511428833,0.2405497431755066,0.4159553349018097,0.15270546078681946,0.2967558205127716,0.28022801876068115,0.4702378511428833,0.32137390971183777,0.2721550166606903,0.30843743681907654,0.6629161238670349,0.26805299520492554,0.23943768441677094
as,0.41006597876548767,0.24870193004608154,0.3596470057964325,0.15048301219940186,0.27738550305366516,0.42092081904411316,0.2537829577922821,0.4735107421875,0.32133710384368896,0.37788212299346924,0.20535489916801453,0.42092081904411316,0.39550232887268066,0.23546147346496582,0.40387406945228577,0.3146366477012634,0.17149995267391205,0.27043893933296204
a,0.56894451379776,0.18926236033439636,0.2552328109741211,0.22165173292160034,0.2632726728916168,0.45503583550453186,0.21272259950637817,0.47537946701049805,0.29255667328834534,0.338716596364975,0.19072435796260834,0.45503583550453186,1.0,0.17193086445331573,0.3783375024795532,0.3497250974178314,0.19716104865074158,0.23916715383529663
fief,0.21760624647140503,0.36872348189353943,0.1937190294265747,0.24901682138442993,0.1617651730775833,0.24464911222457886,0.1481636017560959,0.21512256562709808,0.21261681616306305,0.08388572186231613,0.22487129271030426,0.24464911222457886,0.2536969482898712,0.33594810962677,0.20392289757728577,0.30600711703300476,0.14557531476020813,0.12157770246267319
.,0.45942068099975586,0.2527329623699188,0.35288307070732117,0.21038752794265747,0.3077121675014496,0.4645031690597534,0.2567919194698334,0.4460422694683075,0.35826805233955383,0.41614407300949097,0.19335708022117615,0.4645031690597534,0.50484299659729,0.23248277604579926,0.4446153938770294,0.3119256794452667,0.17513900995254517,0.4130953550338745
