,what,is,the,scenario,called,in,which,we,do,n't,change,our,greenhouse,gas,creation,practices,?
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.16918298602104187,0.2546432614326477,0.3087427020072937,0.2589828372001648,0.2554919719696045,0.24216170608997345,0.15345674753189087,0.20281900465488434,0.21596167981624603,0.18615610897541046,0.14316637814044952,0.22680486738681793,0.08249547332525253,0.40561532974243164
bau,0.11553183943033218,0.14804929494857788,0.17219391465187073,0.028739439323544502,0.12490659952163696,0.09139581769704819,0.161032035946846,0.08985724300146103,0.0755654126405716,0.13351896405220032,0.13237859308719635,0.043083369731903076,0.2271948605775833,0.15220174193382263,0.12864893674850464,0.005221485160291195,0.11810668557882309
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.16021521389484406,0.273923397064209,0.3326910734176636,0.2758678197860718,0.2444959431886673,0.24460165202617645,0.16805793344974518,0.20322290062904358,0.195703387260437,0.1885002702474594,0.14129622280597687,0.24285507202148438,0.09688501805067062,0.42300865054130554
scenario,0.2834516167640686,0.18741686642169952,0.19925546646118164,1.0000001192092896,0.0676463395357132,0.19522181153297424,0.24618598818778992,0.30430468916893005,0.19320791959762573,0.05257637798786163,0.19158661365509033,0.21910719573497772,0.3000586926937103,0.21722377836704254,0.2961650490760803,0.22304953634738922,0.2388126254081726
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.21074242889881134,0.26549121737480164,0.5201468467712402,0.3658004403114319,0.2699093222618103,0.3283645510673523,0.11016341298818588,0.2752361297607422,0.2564825713634491,0.24487458169460297,0.22298859059810638,0.24387513101100922,0.25552815198898315,0.31091248989105225
global,0.21706031262874603,0.15464714169502258,0.17898012697696686,0.22225648164749146,0.11450961977243423,0.10151144117116928,0.2472987174987793,0.2505876123905182,0.19965578615665436,-0.012623926624655724,0.2410058230161667,0.21807372570037842,0.3543471395969391,0.1807161271572113,0.2536987364292145,0.17605215311050415,0.22985349595546722
mean,0.35852181911468506,0.3152560591697693,0.25977957248687744,0.1873396933078766,0.3477560579776764,0.2099098116159439,0.30633988976478577,0.4049524962902069,0.3108651340007782,5.2270388550823554e-05,0.2575289011001587,0.23695796728134155,0.16775459051132202,0.1520472764968872,0.1520397961139679,0.22954785823822021,0.36234524846076965
temperature,0.26338207721710205,0.2979726195335388,0.27585095167160034,0.2102791666984558,0.1654086858034134,0.269207626581192,0.29479682445526123,0.2630082666873932,0.21949784457683563,0.018716616556048393,0.27550214529037476,0.1521863490343094,0.4067842662334442,0.3667996823787689,0.15772615373134613,0.17040324211120605,0.2011885941028595
will,0.3510494530200958,0.3723262846469879,0.3635469079017639,0.2482541799545288,0.22254163026809692,0.2580665349960327,0.3827246427536011,0.48303940892219543,0.4303531050682068,-0.13504596054553986,0.33172062039375305,0.33582568168640137,0.25268685817718506,0.22929875552654266,0.2113843560218811,0.1839076727628708,0.35046905279159546
increase,0.21153631806373596,0.18273088335990906,0.32049667835235596,0.2158004492521286,0.24042412638664246,0.25893163681030273,0.3720623254776001,0.28895342350006104,0.25109392404556274,-0.07107724249362946,0.43624767661094666,0.2683568596839905,0.387063205242157,0.26623138785362244,0.2789214253425598,0.22360320389270782,0.11119163036346436
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.14414410293102264,0.3092815577983856,0.370934396982193,0.40543368458747864,0.21095210313796997,0.1481526494026184,-0.025093624368309975,0.2329561412334442,0.14949189126491547,0.16174159944057465,0.1669413298368454,0.23915661871433258,0.17667712271213531,0.17966607213020325
about,0.47976887226104736,0.3532065451145172,0.37995871901512146,0.16409334540367126,0.3000706732273102,0.39797019958496094,0.4059852957725525,0.3700476288795471,0.3183841109275818,0.026273010298609734,0.24270617961883545,0.26343652606010437,0.19384640455245972,0.18537209928035736,0.20336508750915527,0.2085745930671692,0.302409827709198
0.3,0.07965612411499023,-0.08851006627082825,-0.10974248498678207,0.03883190453052521,-0.1418904811143875,-0.06076190248131752,-0.07825904339551926,0.036789875477552414,0.0063995555974543095,0.03657817095518112,0.07977735251188278,0.10296978056430817,0.01941610686480999,0.009445861913263798,0.01543867215514183,-0.04988020285964012,0.0024098760914057493
°c,0.2101275473833084,0.22964106500148773,0.1833128035068512,0.11565771698951721,0.12452545017004013,0.19822709262371063,0.19759373366832733,0.18738587200641632,0.17406757175922394,0.04217652976512909,0.17737865447998047,0.048739608377218246,0.36707010865211487,0.311021625995636,0.07488764822483063,0.1443454772233963,0.2095707356929779
per,0.21384303271770477,0.22395510971546173,0.21691934764385223,0.1272774487733841,0.10897070169448853,0.1975519210100174,0.2492961585521698,0.26451343297958374,0.26983779668807983,0.020039495080709457,0.2568717896938324,0.18232496082782745,0.21298323571681976,0.15782521665096283,0.1844528615474701,0.07124834507703781,0.22323818504810333
decade,0.1613653302192688,0.1303359419107437,0.2552448511123657,0.19523413479328156,0.13814294338226318,0.2119923084974289,0.2553011476993561,0.24088700115680695,0.14199136197566986,0.10372880101203918,0.20289954543113708,0.18112146854400635,0.188794806599617,0.11713095009326935,0.21708481013774872,0.20086613297462463,0.11237446963787079
during,0.24137552082538605,0.2240111529827118,0.4838213622570038,0.21925753355026245,0.354606956243515,0.4627237319946289,0.3590145409107208,0.13607637584209442,0.1831897497177124,-0.0201399028301239,0.19746550917625427,0.09700106084346771,0.19967643916606903,0.11049040406942368,0.15588144958019257,0.2153509259223938,0.1325719803571701
the,0.42745697498321533,0.5823672413825989,1.0,0.19925546646118164,0.489897221326828,0.6662389636039734,0.6521818041801453,0.3206169009208679,0.30239659547805786,-0.11449059844017029,0.3641999065876007,0.34956011176109314,0.24104130268096924,0.2339978665113449,0.34625571966171265,0.24007414281368256,0.22068053483963013
[,0.010752761736512184,-0.06921151280403137,0.07130392640829086,0.12373310327529907,0.0023308666422963142,0.12324675917625427,0.07771235704421997,0.004196196794509888,-0.02353133261203766,-0.07673652470111847,0.012660997919738293,0.11150392889976501,0.18808822333812714,0.11736747622489929,0.07690294831991196,0.0056271860376000404,0.011015460826456547
21st,0.24234157800674438,0.22805172204971313,0.24859341979026794,0.14125484228134155,0.12809771299362183,0.25856947898864746,0.13876572251319885,0.18180246651172638,0.16878631711006165,0.0819874256849289,0.18214276432991028,0.18496505916118622,0.18915428221225739,0.17974358797073364,0.1391865462064743,0.06763017177581787,0.22120748460292816
],-0.03775298595428467,-0.02998926118016243,-0.04779602214694023,-0.08714261651039124,0.0610046349465847,-0.1088862195611,-0.0305959302932024,-0.038851071149110794,0.019922751933336258,-0.019672831520438194,0.0614624097943306,-0.049724724143743515,-0.04108881577849388,0.022207578644156456,-0.050792429596185684,-0.08099062740802765,-0.0022520492784678936
century,0.20422613620758057,0.20648397505283356,0.3617299497127533,0.13661356270313263,0.28261223435401917,0.3174034655094147,0.23552611470222473,0.16831576824188232,0.1290852576494217,0.06888299435377121,0.12574034929275513,0.1549030840396881,0.20560428500175476,0.0984896570444107,0.15407969057559967,0.2640193700790405,0.1026201918721199
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.19352491199970245,0.300344854593277,0.5591574311256409,0.45942068099975586,0.2784305810928345,0.3613996207714081,0.01884327083826065,0.3244723975658417,0.2188185155391693,0.24622081220149994,0.24812045693397522,0.27493008971214294,0.20493070781230927,0.4130953550338745
,what,is,the,scenario,called,in,which,we,do,n't,change,our,greenhouse,gas,creation,practices,?
they,0.4431931674480438,0.330102801322937,0.49925389885902405,0.19913002848625183,0.45046308636665344,0.4330179989337921,0.5165667533874512,0.4968583285808563,0.4667694866657257,-0.1964540183544159,0.28888919949531555,0.33075419068336487,0.2410549521446228,0.2595048248767853,0.22273169457912445,0.269294410943985,0.2753053903579712
calculate,0.324158638715744,0.217797189950943,0.2715446352958679,0.23908865451812744,0.24518784880638123,0.13280089199543,0.3199080228805542,0.3373917043209076,0.2791215479373932,-0.0983194038271904,0.2845222055912018,0.24932806193828583,0.27644649147987366,0.20934990048408508,0.13085918128490448,0.19616492092609406,0.25905343890190125
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.1792166382074356,0.3139074146747589,0.4080928862094879,0.46403205394744873,0.2434365600347519,0.23744353652000427,-0.11462879180908203,0.22604717314243317,0.1942424178123474,0.16035045683383942,0.17121677100658417,0.2360008805990219,0.20011919736862183,0.2433311939239502
confidence,0.3120179772377014,0.11934750527143478,0.20392413437366486,0.23726516962051392,0.1077786311507225,0.1557072252035141,0.22151102125644684,0.30720964074134827,0.2600133717060089,0.02937896177172661,0.23931080102920532,0.21685044467449188,0.2051709145307541,0.13843613862991333,0.1718907505273819,0.2702181339263916,0.20145918428897858
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.30760133266448975,0.41604554653167725,0.435920387506485,0.6894589066505432,0.5259829759597778,0.44533252716064453,-0.130638986825943,0.3988441526889801,0.3767656981945038,0.28950396180152893,0.2489587664604187,0.3483982980251312,0.34443169832229614,0.32716336846351624
co2,0.13638697564601898,0.19324472546577454,0.2283933311700821,0.1452881544828415,0.22866791486740112,0.21213442087173462,0.14844490587711334,0.10724806040525436,0.12557080388069153,0.031178101897239685,0.10979106277227402,0.07631341367959976,0.17833212018013,0.12249887734651566,0.04853437468409538,0.028329137712717056,0.0799083262681961
has,0.20338068902492523,0.5668748617172241,0.4177538752555847,0.19090650975704193,0.30485156178474426,0.4173259735107422,0.4350704550743103,0.21486863493919373,0.22084827721118927,-0.0160528514534235,0.2470555454492569,0.18162287771701813,0.26726123690605164,0.15871679782867432,0.3012508451938629,0.19174151122570038,0.15994466841220856
been,0.2567804455757141,0.39566612243652344,0.3563927710056305,0.18258579075336456,0.21922262012958527,0.3515113592147827,0.36993977427482605,0.29065513610839844,0.25179004669189453,0.012277520261704922,0.23948194086551666,0.20339787006378174,0.25967687368392944,0.20610857009887695,0.27890244126319885,0.2675781548023224,0.24354910850524902
responsible,0.26869386434555054,0.24123810231685638,0.3305104374885559,0.24565523862838745,0.27109959721565247,0.24309778213500977,0.2860240638256073,0.15743640065193176,0.2054021805524826,-0.1132073849439621,0.1738111525774002,0.20923568308353424,0.18671585619449615,0.22428388893604279,0.29349467158317566,0.3244064450263977,0.11367333680391312
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.22162646055221558,0.29870352149009705,0.4322226941585541,0.44095608592033386,0.2832678556442261,0.29510271549224854,-0.05512906610965729,0.28146812319755554,0.26028966903686523,0.21598491072654724,0.2126288264989853,0.26819050312042236,0.30490195751190186,0.264628142118454
over,0.28007611632347107,0.2159561663866043,0.39856547117233276,0.2092086523771286,0.2167932093143463,0.3605569899082184,0.4256240129470825,0.26181766390800476,0.22620153427124023,-0.07909927517175674,0.19431759417057037,0.2054992914199829,0.15850113332271576,0.143385112285614,0.2030874788761139,0.21524441242218018,0.25742942094802856
half,0.13016436994075775,0.2514667510986328,0.3189295828342438,0.13422952592372894,0.22848355770111084,0.25644969940185547,0.277385950088501,0.18543468415737152,0.13905537128448486,-4.296833503758535e-05,0.19295184314250946,0.12841255962848663,0.13110506534576416,0.09211122244596481,0.1982477754354477,0.08394189178943634,0.07471233606338501
the,0.42745697498321533,0.5823672413825989,1.0,0.19925546646118164,0.489897221326828,0.6662389636039734,0.6521818041801453,0.3206169009208679,0.30239659547805786,-0.11449059844017029,0.3641999065876007,0.34956011176109314,0.24104130268096924,0.2339978665113449,0.34625571966171265,0.24007414281368256,0.22068053483963013
enhanced,0.17255665361881256,0.12379218637943268,0.20192280411720276,0.2607393264770508,0.2122858315706253,0.143305703997612,0.32782697677612305,0.2570858597755432,0.1629420518875122,-0.040410611778497696,0.2306104600429535,0.28952139616012573,0.30661311745643616,0.16123352944850922,0.26333269476890564,0.2210998684167862,0.13735352456569672
greenhouse,0.18998095393180847,0.2172711342573166,0.24104130268096924,0.3000586926937103,0.18033069372177124,0.18596510589122772,0.30073192715644836,0.2474079579114914,0.18219484388828278,-0.01783473789691925,0.28650522232055664,0.28227949142456055,1.0,0.4442334771156311,0.23165363073349,0.17940464615821838,0.17256315052509308
effect,0.2546532452106476,0.17614969611167908,0.2865084111690521,0.2828763723373413,0.22216665744781494,0.25150683522224426,0.33791235089302063,0.27582207322120667,0.2537596523761749,-0.04705768823623657,0.38034018874168396,0.29989007115364075,0.43328937888145447,0.2461009919643402,0.26576030254364014,0.21795639395713806,0.1783771812915802
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.19352491199970245,0.300344854593277,0.5591574311256409,0.45942068099975586,0.2784305810928345,0.3613996207714081,0.01884327083826065,0.3244723975658417,0.2188185155391693,0.24622081220149994,0.24812045693397522,0.27493008971214294,0.20493070781230927,0.4130953550338745
