,what,is,a,reason,for,the,movement,to,legalize,importing,medicines,from,other,countries,?
to,0.455847829580307,0.42745086550712585,0.45503583550453186,0.3437597155570984,0.4451248347759247,0.535392165184021,0.2780168950557709,1.0,0.3165225684642792,0.3221531808376312,0.27021315693855286,0.4069952368736267,0.4193183183670044,0.3111797273159027,0.29463258385658264
legalize,0.2413913458585739,0.18908831477165222,0.2262272834777832,0.22733917832374573,0.2900533676147461,0.25900739431381226,0.18434672057628632,0.3165225684642792,1.0000001192092896,0.3192819058895111,0.27252209186553955,0.24240003526210785,0.30725640058517456,0.44058898091316223,0.21432186663150787
importation,0.2989320456981659,0.2482241541147232,0.25835877656936646,0.2873176038265228,0.3682173788547516,0.26875191926956177,0.17731723189353943,0.3349778652191162,0.40158262848854065,0.5944749712944031,0.2675817906856537,0.2461097091436386,0.32449471950531006,0.3585642874240875,0.2755364775657654
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.23645815253257751,0.4185989499092102,0.733189046382904,0.2662941515445709,0.41548454761505127,0.30670732259750366,0.22929947078227997,0.19420596957206726,0.4249346852302551,0.38583824038505554,0.2800094783306122,0.1826142966747284
medications,0.2549620568752289,0.23351168632507324,0.2712159752845764,0.32147830724716187,0.300686776638031,0.23477277159690857,0.19947846233844757,0.2922739088535309,0.3146563470363617,0.25131750106811523,0.8089100122451782,0.18089927732944489,0.36387816071510315,0.3434317111968994,0.22114922106266022
from,0.2737620174884796,0.27355384826660156,0.322764128446579,0.19671212136745453,0.314039945602417,0.40150508284568787,0.23928771913051605,0.4069952368736267,0.24240003526210785,0.22297342121601105,0.1662924438714981,1.0,0.30141791701316833,0.2355131208896637,0.19969791173934937
canada,0.19760756194591522,0.20416449010372162,0.2316429316997528,0.10289691388607025,0.20546558499336243,0.2934837341308594,0.10621912777423859,0.21444441378116608,0.3100476861000061,0.16197314858436584,0.12001388520002365,0.1822422593832016,0.20418694615364075,0.31252095103263855,0.15722735226154327
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.26490068435668945,0.5064792633056641,0.5171257257461548,0.2837696671485901,0.48971283435821533,0.2831299602985382,0.3129800260066986,0.21563303470611572,0.3601827025413513,0.5504306554794312,0.37200918793678284,0.20544172823429108
other,0.341873437166214,0.25895947217941284,0.2806335389614105,0.27736610174179077,0.3273986279964447,0.44152235984802246,0.24484199285507202,0.4193183183670044,0.30725640058517456,0.3912554681301117,0.28824564814567566,0.30141791701316833,0.9999999403953552,0.42453643679618835,0.24682199954986572
countries,0.22319257259368896,0.254234254360199,0.2672088146209717,0.20060886442661285,0.299202024936676,0.33290645480155945,0.18942444026470184,0.3111797273159027,0.44058898091316223,0.3097377121448517,0.31163710355758667,0.2355131208896637,0.42453643679618835,0.9999999403953552,0.15128466486930847
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.24553878605365753,0.4464869201183319,0.4933079481124878,0.1862073689699173,0.44245919585227966,0.2776019871234894,0.3167475759983063,0.22480089962482452,0.39760664105415344,0.4446498453617096,0.2966555655002594,0.31091248989105225
in,0.30808621644973755,0.5394441485404968,0.539380669593811,0.21220409870147705,0.4322226941585541,0.6662389636039734,0.26725053787231445,0.45010748505592346,0.3109974265098572,0.2097962200641632,0.19450289011001587,0.4274188280105591,0.39989137649536133,0.3027990758419037,0.20430970191955566
order,0.16634008288383484,0.19403748214244843,0.24138490855693817,0.19646257162094116,0.16561681032180786,0.3284194767475128,0.22582247853279114,0.35544881224632263,0.2240186333656311,0.20910917222499847,0.17306841909885406,0.1814235895872116,0.2580098807811737,0.22213059663772583,0.13725648820400238
to,0.455847829580307,0.42745086550712585,0.45503583550453186,0.3437597155570984,0.4451248347759247,0.535392165184021,0.2780168950557709,1.0,0.3165225684642792,0.3221531808376312,0.27021315693855286,0.4069952368736267,0.4193183183670044,0.3111797273159027,0.29463258385658264
reduce,0.18258237838745117,0.17162854969501495,0.22714994847774506,0.25139638781547546,0.28123193979263306,0.2735816240310669,0.20161335170269012,0.35182690620422363,0.22650761902332306,0.3229884207248688,0.33982279896736145,0.19954511523246765,0.3508809506893158,0.26061078906059265,0.1462220549583435
consumer,0.2033245712518692,0.2425873577594757,0.2176821529865265,0.13229945302009583,0.2857612669467926,0.2662927806377411,0.11759407073259354,0.2662132978439331,0.29218611121177673,0.33628222346305847,0.23147287964820862,0.18090440332889557,0.28255411982536316,0.3029191493988037,0.20292067527770996
costs,0.21587958931922913,0.20090270042419434,0.21436090767383575,0.2457631677389145,0.29340842366218567,0.2180386483669281,0.15030266344547272,0.30544713139533997,0.23678795993328094,0.2899039089679718,0.2748650014400482,0.1552262157201767,0.2326374650001526,0.31533488631248474,0.19150719046592712
.,0.3567904531955719,0.4569662809371948,0.50484299659729,0.3219331204891205,0.4726039469242096,0.5934505462646484,0.22796523571014404,0.4645031690597534,0.2618323266506195,0.33485642075538635,0.23882845044136047,0.41536515951156616,0.41511186957359314,0.27938392758369446,0.4130953550338745
