,which,famous,indian,practiced,civil,disobedience,?
vast,0.3245699107646942,0.15520906448364258,0.17902325093746185,0.24234485626220703,0.12097473442554474,0.16579291224479675,0.12112510949373245
audiences,0.3182581961154938,0.2380579113960266,0.08688154071569443,0.21139636635780334,0.12757782638072968,0.36610448360443115,0.2457132339477539
during,0.3590145409107208,0.3248801827430725,0.1575150340795517,0.3018512427806854,0.2953299880027771,0.3262510895729065,0.1325719803571701
the,0.6521818041801453,0.28616565465927124,0.23407642543315887,0.20430389046669006,0.2477465271949768,0.30963727831840515,0.22068053483963013
campaign,0.1781868189573288,0.1182657852768898,0.15382692217826843,0.12022235244512558,0.29422688484191895,0.3105100393295288,0.162482351064682
for,0.44095608592033386,0.2801532745361328,0.17063023149967194,0.235825777053833,0.1685788929462433,0.23370130360126495,0.264628142118454
a,0.56894451379776,0.26728492975234985,0.21449552476406097,0.20925304293632507,0.21693918108940125,0.25352153182029724,0.23916715383529663
free,0.25454452633857727,0.15372738242149353,0.1515117734670639,0.14342084527015686,0.17550304532051086,0.2729153335094452,0.1278279572725296
india,0.28478068113327026,0.21908056735992432,0.6718491911888123,0.20274411141872406,0.18130739033222198,0.2790805995464325,0.10473668575286865
.,0.45942068099975586,0.2322506159543991,0.2388933300971985,0.18644404411315918,0.2541380822658539,0.2603943943977356,0.4130953550338745
