,how,many,of,the,prior,super,bowl,mvps,appeared,together,at,the,pregame,show,?
ceremony,0.14511556923389435,0.18210917711257935,0.2303226888179779,0.27631378173828125,0.20148786902427673,0.10298140347003937,0.25571146607398987,0.22459791600704193,0.138654887676239,0.14811266958713531,0.29048076272010803,0.27631378173828125,0.21605345606803894,0.20559129118919373,0.1873435080051422
featured,0.18270574510097504,0.2732047140598297,0.2342860847711563,0.28660184144973755,0.17843270301818848,0.24398969113826752,0.18793275952339172,0.33073654770851135,0.5049159526824951,0.14781999588012695,0.25664472579956055,0.28660184144973755,0.362842857837677,0.3722992241382599,0.2944096624851227
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.33782097697257996,0.21959073841571808,0.21576224267482758,0.3439551889896393,0.30265679955482483,0.26662585139274597,0.457212895154953,1.0,0.314380943775177,0.319829523563385,0.22068053483963013
on-field,0.16359537839889526,0.16253675520420074,0.22267931699752808,0.2175901234149933,0.24658848345279694,0.18980976939201355,0.16164544224739075,0.23723630607128143,0.21260862052440643,0.16179287433624268,0.2816368043422699,0.2175901234149933,0.2645565867424011,0.20964819192886353,0.1776077151298523
introduction,0.24394704401493073,0.22555744647979736,0.24229779839515686,0.2808631956577301,0.17112158238887787,0.09809891134500504,0.04091186821460724,0.1722397357225418,0.25281721353530884,0.09689170122146606,0.14133885502815247,0.2808631956577301,0.20899924635887146,0.24256010353565216,0.27021539211273193
of,0.2480744868516922,0.37253960967063904,1.0,0.733189046382904,0.3183474540710449,0.14718765020370483,0.2243070751428604,0.2934083342552185,0.24007049202919006,0.26678720116615295,0.42558613419532776,0.733189046382904,0.21911495923995972,0.21383242309093475,0.1826142966747284
39,0.07569380104541779,0.13422085344791412,0.13766054809093475,0.12403792142868042,0.046253472566604614,0.08757179975509644,0.17817457020282745,0.10622797161340714,-0.025172267109155655,0.10192406922578812,0.1286257952451706,0.12403792142868042,0.11298695206642151,0.13899901509284973,0.04514012485742569
of,0.2480744868516922,0.37253960967063904,1.0,0.733189046382904,0.3183474540710449,0.14718765020370483,0.2243070751428604,0.2934083342552185,0.24007049202919006,0.26678720116615295,0.42558613419532776,0.733189046382904,0.21911495923995972,0.21383242309093475,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.33782097697257996,0.21959073841571808,0.21576224267482758,0.3439551889896393,0.30265679955482483,0.26662585139274597,0.457212895154953,1.0,0.314380943775177,0.319829523563385,0.22068053483963013
43,-0.03132842853665352,-0.05990751087665558,-0.04567742347717285,0.04104308411478996,-0.05751224607229233,0.013937093317508698,-0.016381559893488884,0.006231986451894045,0.038267992436885834,-0.04873362556099892,0.06273756921291351,0.04104308411478996,0.01730179786682129,0.1073806881904602,0.06043510511517525
previous,0.22081239521503448,0.26836830377578735,0.2892087996006012,0.34706559777259827,0.3615533709526062,0.24849547445774078,0.15910620987415314,0.3053036034107208,0.19159358739852905,0.14581942558288574,0.19673341512680054,0.34706559777259827,0.27491551637649536,0.26714929938316345,0.16724538803100586
super,0.11920704692602158,0.17302978038787842,0.14718765020370483,0.21959073841571808,0.22880366444587708,1.0000001192092896,0.4848237931728363,0.44042930006980896,0.23804286122322083,0.11187035590410233,0.11449114978313446,0.21959073841571808,0.32141372561454773,0.16737808287143707,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.2243070751428604,0.21576224267482758,0.22557669878005981,0.4848237931728363,1.0,0.5288981795310974,0.1632842868566513,0.11146485060453415,0.2709662914276123,0.21576224267482758,0.3160421550273895,0.19135026633739471,0.21118052303791046
most,0.311336874961853,0.6236066222190857,0.4178851246833801,0.47635307908058167,0.15635840594768524,0.22041858732700348,0.20814399421215057,0.36224567890167236,0.22392216324806213,0.17968711256980896,0.22451047599315643,0.47635307908058167,0.24010014533996582,0.20260784029960632,0.2107497900724411
valuable,0.21866503357887268,0.3279257118701935,0.2589573264122009,0.2574840486049652,0.230559840798378,0.23553255200386047,0.2874554395675659,0.4597572684288025,0.08939959108829498,0.10212945938110352,0.1366697996854782,0.2574840486049652,0.23362505435943604,0.14432744681835175,0.20664997398853302
players,0.19302120804786682,0.2428085058927536,0.20305874943733215,0.2647981345653534,0.14244839549064636,0.2692553400993347,0.21327023208141327,0.35242944955825806,0.12748490273952484,0.11711429804563522,0.15292079746723175,0.2647981345653534,0.4801754355430603,0.17020808160305023,0.15925642848014832
.,0.3287222981452942,0.3974229395389557,0.5352458953857422,0.5934505462646484,0.2402365803718567,0.2757420241832733,0.21516893804073334,0.3242737650871277,0.2511556148529053,0.2842161953449249,0.4549728035926819,0.5934505462646484,0.3315640985965729,0.3016606271266937,0.4130953550338745
