,from,where,was,the,muslim,historical,figure,attar,",",whose,murder,by,the,mongols,was,long,remembered,?
distanced,0.2504477798938751,0.2682376205921173,0.20328302681446075,0.26465117931365967,0.18753983080387115,0.14871691167354584,0.1595378816127777,0.16770882904529572,0.2295568734407425,0.20276089012622833,0.1650771200656891,0.22590427100658417,0.26465117931365967,0.21367262303829193,0.20328302681446075,0.3944011628627777,0.17182260751724243,0.08741751313209534
themselves,0.21627750992774963,0.214945986866951,0.1582118272781372,0.3444426357746124,0.25540611147880554,0.14159633219242096,0.17347615957260132,0.22597238421440125,0.19974499940872192,0.2647123634815216,0.21083195507526398,0.30082204937934875,0.3444426357746124,0.2765459418296814,0.1582118272781372,0.1992938071489334,0.13587042689323425,0.20170879364013672
from,1.0,0.3713873624801636,0.31171464920043945,0.40150508284568787,0.14690551161766052,0.22481153905391693,0.17242518067359924,0.16889938712120056,0.39760664105415344,0.2266867458820343,0.1487705260515213,0.3373257517814636,0.40150508284568787,0.22836752235889435,0.31171464920043945,0.3109167516231537,0.20704501867294312,0.19969791173934937
the,0.40150508284568787,0.5003893971443176,0.48711544275283813,1.0,0.28099653124809265,0.30835282802581787,0.24786046147346497,0.22278161346912384,0.4933079481124878,0.38253846764564514,0.2102532833814621,0.4408751428127289,1.0,0.310281366109848,0.48711544275283813,0.3075225353240967,0.3026362359523773,0.22068053483963013
mongol,0.2123146951198578,0.12308114022016525,0.17204789817333221,0.2924198508262634,0.3543543815612793,0.23805275559425354,0.14818255603313446,0.3040236532688141,0.2229510098695755,0.16072016954421997,0.1123533621430397,0.1995033621788025,0.2924198508262634,0.905461847782135,0.17204789817333221,0.10503730922937393,0.11747764050960541,0.12849251925945282
atrocities,0.18802915513515472,0.16447202861309052,0.19443660974502563,0.22528600692749023,0.31212854385375977,0.1985178291797638,0.18488696217536926,0.36526528000831604,0.2669510245323181,0.21474532783031464,0.39911535382270813,0.23399966955184937,0.22528600692749023,0.38563546538352966,0.19443660974502563,0.1608583778142929,0.21223001182079315,0.2020578682422638
committed,0.2797410786151886,0.17114463448524475,0.3178342878818512,0.18229636549949646,0.22726444900035858,0.10837668925523758,0.17560192942619324,0.2647935748100281,0.26508063077926636,0.17162606120109558,0.4844357669353485,0.29855242371559143,0.18229636549949646,0.21468082070350647,0.3178342878818512,0.1295337677001953,0.23137511312961578,0.20722328126430511
against,0.2447778731584549,0.27812469005584717,0.22972732782363892,0.3090755045413971,0.21330544352531433,0.11205953359603882,0.14681679010391235,0.17670515179634094,0.31168749928474426,0.1855844110250473,0.2331591546535492,0.24816733598709106,0.3090755045413971,0.2584691643714905,0.22972732782363892,0.09712690114974976,0.1429554969072342,0.18095137178897858
the,0.40150508284568787,0.5003893971443176,0.48711544275283813,1.0,0.28099653124809265,0.30835282802581787,0.24786046147346497,0.22278161346912384,0.4933079481124878,0.38253846764564514,0.2102532833814621,0.4408751428127289,1.0,0.310281366109848,0.48711544275283813,0.3075225353240967,0.3026362359523773,0.22068053483963013
khwarizim,0.20497196912765503,0.20454327762126923,0.2697056829929352,0.3308010399341583,0.5643032193183899,0.20952671766281128,0.27139487862586975,0.5674463510513306,0.34757402539253235,0.2504623830318451,0.14498783648014069,0.2932392656803131,0.3308010399341583,0.45483458042144775,0.2697056829929352,0.12693236768245697,0.22820717096328735,0.2611028552055359
shahs,0.20460045337677002,0.19084924459457397,0.20739209651947021,0.3037593960762024,0.538236677646637,0.2764974534511566,0.12125401198863983,0.583327054977417,0.21490365266799927,0.22141490876674652,0.14903822541236877,0.17521505057811737,0.3037593960762024,0.48849648237228394,0.20739209651947021,0.22778461873531342,0.21276919543743134,0.14481137692928314
",",0.39760664105415344,0.3149496018886566,0.45456063747406006,0.4933079481124878,0.21974200010299683,0.2461894154548645,0.2352312207221985,0.1822701394557953,1.0000001192092896,0.25601375102996826,0.23375065624713898,0.3680937886238098,0.4933079481124878,0.26664721965789795,0.45456063747406006,0.3431144952774048,0.27055618166923523,0.31091248989105225
turks,0.13941460847854614,0.15551406145095825,0.181900754570961,0.25820091366767883,0.39344924688339233,0.1787595897912979,0.07498287409543991,0.30904996395111084,0.23273320496082306,0.10291094332933426,0.2081717848777771,0.2066512107849121,0.25820091366767883,0.42676931619644165,0.181900754570961,0.07266432046890259,0.14716704189777374,0.1953624188899994
",",0.39760664105415344,0.3149496018886566,0.45456063747406006,0.4933079481124878,0.21974200010299683,0.2461894154548645,0.2352312207221985,0.1822701394557953,1.0000001192092896,0.25601375102996826,0.23375065624713898,0.3680937886238098,0.4933079481124878,0.26664721965789795,0.45456063747406006,0.3431144952774048,0.27055618166923523,0.31091248989105225
persians,0.18286781013011932,0.17065298557281494,0.1872938722372055,0.2948695123195648,0.4618593156337738,0.18413259088993073,0.12947693467140198,0.3821412920951843,0.19455744326114655,0.18151336908340454,0.1434044986963272,0.20750074088573456,0.2948695123195648,0.48094886541366577,0.1872938722372055,0.24741403758525848,0.20823229849338531,0.12061160057783127
",",0.39760664105415344,0.3149496018886566,0.45456063747406006,0.4933079481124878,0.21974200010299683,0.2461894154548645,0.2352312207221985,0.1822701394557953,1.0000001192092896,0.25601375102996826,0.23375065624713898,0.3680937886238098,0.4933079481124878,0.26664721965789795,0.45456063747406006,0.3431144952774048,0.27055618166923523,0.31091248989105225
the,0.40150508284568787,0.5003893971443176,0.48711544275283813,1.0,0.28099653124809265,0.30835282802581787,0.24786046147346497,0.22278161346912384,0.4933079481124878,0.38253846764564514,0.2102532833814621,0.4408751428127289,1.0,0.310281366109848,0.48711544275283813,0.3075225353240967,0.3026362359523773,0.22068053483963013
citizens,0.16245996952056885,0.20865634083747864,0.2462056279182434,0.29208630323410034,0.3627851903438568,0.14338643848896027,0.1446792185306549,0.23012730479240417,0.2264837771654129,0.1591987907886505,0.173739954829216,0.1486787050962448,0.29208630323410034,0.23877890408039093,0.2462056279182434,0.11798127740621567,0.19984285533428192,0.14885954558849335
of,0.4249346852302551,0.38066378235816956,0.4069072902202606,0.733189046382904,0.267849862575531,0.3218611776828766,0.21327486634254456,0.24607862532138824,0.4946078956127167,0.37058958411216736,0.21325260400772095,0.3646814823150635,0.733189046382904,0.23517343401908875,0.4069072902202606,0.2567519545555115,0.31641438603401184,0.1826142966747284
baghdad,0.16613323986530304,0.23648981750011444,0.2591417729854584,0.24554139375686646,0.46784812211990356,0.1916901171207428,0.09797772765159607,0.47390076518058777,0.22348497807979584,0.11425178498029709,0.16066411137580872,0.22417062520980835,0.24554139375686646,0.4352245330810547,0.2591417729854584,0.08096473664045334,0.14310921728610992,0.10744515061378479
and,0.3601827025413513,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.255716472864151,0.21805961430072784,0.2347109168767929,0.2437860667705536,0.6633074283599854,0.3339773118495941,0.19353461265563965,0.4289871156215668,0.5171257257461548,0.2535054385662079,0.3740963041782379,0.3395216166973114,0.27496886253356934,0.20544172823429108
damascus,0.2408529371023178,0.27528929710388184,0.2858681082725525,0.2840416729450226,0.4262607991695404,0.15437352657318115,0.17769379913806915,0.4250492751598358,0.2625386714935303,0.17017070949077606,0.20059126615524292,0.2084168791770935,0.2840416729450226,0.3458297550678253,0.2858681082725525,0.09229825437068939,0.1538635939359665,0.16925494372844696
",",0.39760664105415344,0.3149496018886566,0.45456063747406006,0.4933079481124878,0.21974200010299683,0.2461894154548645,0.2352312207221985,0.1822701394557953,1.0000001192092896,0.25601375102996826,0.23375065624713898,0.3680937886238098,0.4933079481124878,0.26664721965789795,0.45456063747406006,0.3431144952774048,0.27055618166923523,0.31091248989105225
nishapur,0.15122583508491516,0.17519767582416534,0.24612197279930115,0.23090749979019165,0.4886694550514221,0.18672052025794983,0.16166670620441437,0.5983482003211975,0.20588505268096924,0.16102685034275055,0.16315056383609772,0.14401192963123322,0.23090749979019165,0.4012939929962158,0.24612197279930115,0.12906797230243683,0.24250845611095428,0.08867823332548141
",",0.39760664105415344,0.3149496018886566,0.45456063747406006,0.4933079481124878,0.21974200010299683,0.2461894154548645,0.2352312207221985,0.1822701394557953,1.0000001192092896,0.25601375102996826,0.23375065624713898,0.3680937886238098,0.4933079481124878,0.26664721965789795,0.45456063747406006,0.3431144952774048,0.27055618166923523,0.31091248989105225
bukhara,0.15754248201847076,0.21821486949920654,0.24019742012023926,0.279489129781723,0.47713327407836914,0.2271745502948761,0.20705999433994293,0.500970721244812,0.2508552372455597,0.13087797164916992,0.1731969565153122,0.160210981965065,0.279489129781723,0.5454793572425842,0.24019742012023926,0.11574258655309677,0.19295571744441986,0.10820566117763519
and,0.3601827025413513,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.255716472864151,0.21805961430072784,0.2347109168767929,0.2437860667705536,0.6633074283599854,0.3339773118495941,0.19353461265563965,0.4289871156215668,0.5171257257461548,0.2535054385662079,0.3740963041782379,0.3395216166973114,0.27496886253356934,0.20544172823429108
historical,0.22481153905391693,0.18827399611473083,0.18540561199188232,0.30835282802581787,0.2100427895784378,0.9999998807907104,0.24374422430992126,0.14383476972579956,0.2461894154548645,0.19919158518314362,0.11763909459114075,0.1782611459493637,0.30835282802581787,0.21691088378429413,0.18540561199188232,0.16753964126110077,0.23880967497825623,0.1665111482143402
figures,0.20966191589832306,0.15318341553211212,0.22765325009822845,0.2664589285850525,0.14837080240249634,0.2750377058982849,0.6951040625572205,0.19234542548656464,0.21500776708126068,0.26298171281814575,0.128975972533226,0.25432345271110535,0.2664589285850525,0.12789355218410492,0.22765325009822845,0.13203628361225128,0.27742841839790344,0.15584851801395416
such,0.24813218414783478,0.3198639750480652,0.12487147748470306,0.3575236201286316,0.16065463423728943,0.21212542057037354,0.1472042053937912,0.10654687136411667,0.39626169204711914,0.24919940531253815,0.10679708421230316,0.2736194431781769,0.3575236201286316,0.18080466985702515,0.12487147748470306,0.227485790848732,0.1876416951417923,0.17851735651493073
as,0.3251767158508301,0.35409465432167053,0.3677520453929901,0.48381632566452026,0.22233983874320984,0.2356967031955719,0.21703843772411346,0.19988124072551727,0.48816442489624023,0.3202406167984009,0.1654082089662552,0.3815547823905945,0.48381632566452026,0.19857051968574524,0.3677520453929901,0.23432248830795288,0.29348671436309814,0.27043893933296204
attar,0.16889938712120056,0.12454738467931747,0.2540973126888275,0.22278161346912384,0.4777683913707733,0.14383476972579956,0.23247484862804413,1.0,0.1822701394557953,0.2369442731142044,0.229386568069458,0.18697290122509003,0.22278161346912384,0.2996218502521515,0.2540973126888275,0.12920404970645905,0.20933124423027039,0.07809232175350189
of,0.4249346852302551,0.38066378235816956,0.4069072902202606,0.733189046382904,0.267849862575531,0.3218611776828766,0.21327486634254456,0.24607862532138824,0.4946078956127167,0.37058958411216736,0.21325260400772095,0.3646814823150635,0.733189046382904,0.23517343401908875,0.4069072902202606,0.2567519545555115,0.31641438603401184,0.1826142966747284
nishapur,0.15122583508491516,0.17519767582416534,0.24612197279930115,0.23090749979019165,0.4886694550514221,0.18672052025794983,0.16166670620441437,0.5983482003211975,0.20588505268096924,0.16102685034275055,0.16315056383609772,0.14401192963123322,0.23090749979019165,0.4012939929962158,0.24612197279930115,0.12906797230243683,0.24250845611095428,0.08867823332548141
and,0.3601827025413513,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.255716472864151,0.21805961430072784,0.2347109168767929,0.2437860667705536,0.6633074283599854,0.3339773118495941,0.19353461265563965,0.4289871156215668,0.5171257257461548,0.2535054385662079,0.3740963041782379,0.3395216166973114,0.27496886253356934,0.20544172823429108
many,0.33099696040153503,0.4338301420211792,0.260356068611145,0.4335206151008606,0.23440518975257874,0.2719404697418213,0.17766356468200684,0.1732366383075714,0.40610817074775696,0.340341180562973,0.1460178643465042,0.3409687578678131,0.4335206151008606,0.24787884950637817,0.260356068611145,0.33054181933403015,0.3324798047542572,0.2124512493610382
other,0.30141791701316833,0.3730994164943695,0.14651623368263245,0.44152235984802246,0.24003073573112488,0.20977520942687988,0.1279536932706833,0.19365625083446503,0.4446498453617096,0.30907049775123596,0.14878469705581665,0.3321913778781891,0.44152235984802246,0.241793692111969,0.14651623368263245,0.2394644021987915,0.16714262962341309,0.24682199954986572
notable,0.17248059809207916,0.20924408733844757,0.175777867436409,0.20948168635368347,0.20521017909049988,0.260513573884964,0.12825798988342285,0.1960783749818802,0.31026551127433777,0.2542386054992676,0.1595596820116043,0.16601009666919708,0.20948168635368347,0.13173791766166687,0.175777867436409,0.21572601795196533,0.27885523438453674,0.31928157806396484
muslims,0.12474609166383743,0.20420362055301666,0.18350748717784882,0.2657718360424042,0.8315048217773438,0.17345987260341644,0.1088646873831749,0.40465277433395386,0.19662503898143768,0.1528669148683548,0.1873735785484314,0.19704215228557587,0.2657718360424042,0.40324148535728455,0.18350748717784882,0.12262485176324844,0.1981477290391922,0.18742211163043976
.,0.41536515951156616,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.27078697085380554,0.21067677438259125,0.24939633905887604,0.20461931824684143,0.6812511086463928,0.2718997597694397,0.24132607877254486,0.3936232924461365,0.5934505462646484,0.1921418309211731,0.40146201848983765,0.3247973620891571,0.28099367022514343,0.4130953550338745
