,at,the,time,",",countries,such,as,spain,did,n't,have,a,crime,against,what,?
'',0.04379578307271004,0.041273195296525955,-0.01899585872888565,-0.037358131259679794,0.07233493775129318,0.04183737933635712,0.006628023460507393,-0.000843746296595782,0.01978493109345436,0.017899289727211,0.0312618687748909,0.04890415817499161,0.10682734102010727,-0.03918103128671646,0.08143015950918198,0.018684765323996544
.,0.4549728035926819,0.5934505462646484,0.371569961309433,0.6812511086463928,0.27938392758369446,0.3298943042755127,0.515582263469696,0.2753979563713074,0.35288307070732117,0.01884327083826065,0.41614407300949097,0.50484299659729,0.22651058435440063,0.28705209493637085,0.3567904531955719,0.4130953550338745
,at,the,time,",",countries,such,as,spain,did,n't,have,a,crime,against,what,?
in,0.4374977946281433,0.6662389636039734,0.3431483507156372,0.5201468467712402,0.3027990758419037,0.2704046070575714,0.3887844979763031,0.29744213819503784,0.2593238651752472,-0.0012929976219311357,0.36843645572662354,0.539380669593811,0.22510747611522675,0.27273955941200256,0.30808621644973755,0.20430970191955566
2006,-0.06684229522943497,0.11294147372245789,-0.004054144956171513,-0.14199310541152954,0.008117974735796452,0.14028027653694153,0.06796624511480331,-0.08615835756063461,-0.07636451721191406,-0.2114645093679428,0.17034275829792023,0.09566660970449448,0.002256528241559863,-0.022370921447873116,-0.0008085015579126775,-0.1194092258810997
",",0.38314947485923767,0.4933079481124878,0.3029961884021759,1.0000001192092896,0.2966555655002594,0.39626169204711914,0.48816442489624023,0.24137483537197113,0.3015086054801941,0.11016341298818588,0.3541618287563324,0.427140474319458,0.21491537988185883,0.31168749928474426,0.3087472915649414,0.31091248989105225
a,0.3095070421695709,0.5829201340675354,0.3292340338230133,0.427140474319458,0.2672088146209717,0.2706976532936096,0.39550232887268066,0.20019643008708954,0.2552328109741211,0.013574101030826569,0.338716596364975,1.0,0.22928372025489807,0.2227657586336136,0.3320399522781372,0.23916715383529663
toxic,0.14237752556800842,0.15216471254825592,0.15146465599536896,0.22269773483276367,0.2153904139995575,0.17203964293003082,0.19398315250873566,0.11167631298303604,0.18646468222141266,0.026269501075148582,0.27161771059036255,0.24144628643989563,0.14635339379310608,0.15393003821372986,0.2119256556034088,0.2523139715194702
waste,0.15331992506980896,0.1971915364265442,0.29937732219696045,0.2730517089366913,0.1392979621887207,0.259718656539917,0.22749654948711395,0.10658010840415955,0.17621275782585144,-0.06360893696546555,0.27984488010406494,0.1976010948419571,0.17359475791454315,0.15961624681949615,0.28944942355155945,0.299444317817688
spill,0.17607605457305908,0.26029515266418457,0.15441708266735077,0.27338165044784546,0.21964861452579498,0.18031486868858337,0.15965692698955536,0.16774418950080872,0.14306539297103882,0.008151493035256863,0.2242618352174759,0.2149265706539154,0.1772795021533966,0.1663244664669037,0.22596152126789093,0.21355627477169037
off,0.25239914655685425,0.2773582935333252,0.1821257472038269,0.26180344820022583,0.15487249195575714,0.1798459142446518,0.14843396842479706,0.07859890908002853,0.17696987092494965,-0.13807028532028198,0.2652609646320343,0.2788178026676178,0.10935962200164795,0.25061795115470886,0.2350364625453949,0.12937544286251068
the,0.457212895154953,1.0,0.43061500787734985,0.4933079481124878,0.33290645480155945,0.3575236201286316,0.48381632566452026,0.259463906288147,0.34736719727516174,-0.11449059844017029,0.40389683842658997,0.5829201340675354,0.2052120864391327,0.3090755045413971,0.42745697498321533,0.22068053483963013
coast,0.1830616146326065,0.28366661071777344,0.23103640973567963,0.2553968131542206,0.2184048742055893,0.12638269364833832,0.183030903339386,0.17533230781555176,0.14056022465229034,-0.005568899679929018,0.1655300408601761,0.24027055501937866,0.1298467069864273,0.18750648200511932,0.2200622260570526,0.15869849920272827
of,0.42558613419532776,0.733189046382904,0.35127586126327515,0.4946078956127167,0.2800094783306122,0.3209529519081116,0.3886612355709076,0.2591174840927124,0.2513895630836487,-0.021397603675723076,0.3802283704280853,0.5052502155303955,0.21116793155670166,0.2669808566570282,0.33290785551071167,0.1826142966747284
côte,0.1332494169473648,0.23032881319522858,0.144651859998703,0.23570923507213593,0.25155535340309143,0.1303485631942749,0.165379598736763,0.3031654357910156,0.12491747736930847,0.16295543313026428,0.22608384490013123,0.24562495946884155,0.1544235795736313,0.12177310138940811,0.17892637848854065,0.18000364303588867
d'ivoire,0.1969144344329834,0.21359528601169586,0.18859024345874786,0.25092145800590515,0.2784389555454254,0.15216538310050964,0.17316441237926483,0.357760488986969,0.1297413557767868,0.1375451683998108,0.2034984976053238,0.21082361042499542,0.17370446026325226,0.13789284229278564,0.19025711715221405,0.19584167003631592
",",0.38314947485923767,0.4933079481124878,0.3029961884021759,1.0000001192092896,0.2966555655002594,0.39626169204711914,0.48816442489624023,0.24137483537197113,0.3015086054801941,0.11016341298818588,0.3541618287563324,0.427140474319458,0.21491537988185883,0.31168749928474426,0.3087472915649414,0.31091248989105225
from,0.3447161316871643,0.40150508284568787,0.2964353561401367,0.39760664105415344,0.2355131208896637,0.24813218414783478,0.3251767158508301,0.19613607227802277,0.20248863101005554,0.040466926991939545,0.30702701210975647,0.322764128446579,0.14808064699172974,0.2447778731584549,0.2737620174884796,0.19969791173934937
a,0.3095070421695709,0.5829201340675354,0.3292340338230133,0.427140474319458,0.2672088146209717,0.2706976532936096,0.39550232887268066,0.20019643008708954,0.2552328109741211,0.013574101030826569,0.338716596364975,1.0,0.22928372025489807,0.2227657586336136,0.3320399522781372,0.23916715383529663
european,0.2249954491853714,0.3423081040382385,0.2870848476886749,0.19684812426567078,0.44465985894203186,0.24026738107204437,0.20210161805152893,0.2660047113895416,0.2440035194158554,-0.00804802868515253,0.19048169255256653,0.2254103124141693,0.1275205761194229,0.19689327478408813,0.15324164927005768,0.14560863375663757
ship,0.14877007901668549,0.24414241313934326,0.16266708076000214,0.2015654593706131,0.15666672587394714,0.12713377177715302,0.19207081198692322,0.19312714040279388,0.16892459988594055,-0.07162737846374512,0.17466549575328827,0.20629847049713135,0.10185489803552628,0.14634452760219574,0.15709257125854492,0.14488010108470917
",",0.38314947485923767,0.4933079481124878,0.3029961884021759,1.0000001192092896,0.2966555655002594,0.39626169204711914,0.48816442489624023,0.24137483537197113,0.3015086054801941,0.11016341298818588,0.3541618287563324,0.427140474319458,0.21491537988185883,0.31168749928474426,0.3087472915649414,0.31091248989105225
prompted,0.1839936226606369,0.3065200448036194,0.20318971574306488,0.25982430577278137,0.20558230578899384,0.30685389041900635,0.2828837037086487,0.11562501639127731,0.33951452374458313,-0.04219963774085045,0.1921510100364685,0.23719322681427002,0.15454412996768951,0.28867992758750916,0.20217911899089813,0.13139130175113678
the,0.457212895154953,1.0,0.43061500787734985,0.4933079481124878,0.33290645480155945,0.3575236201286316,0.48381632566452026,0.259463906288147,0.34736719727516174,-0.11449059844017029,0.40389683842658997,0.5829201340675354,0.2052120864391327,0.3090755045413971,0.42745697498321533,0.22068053483963013
commission,0.1871871054172516,0.24418850243091583,0.1336650550365448,0.19528092443943024,0.24679814279079437,0.16709741950035095,0.19155941903591156,0.19685561954975128,0.18697425723075867,-0.01746305264532566,0.1714901328086853,0.18981990218162537,0.27363649010658264,0.22691772878170013,0.22273972630500793,0.16231559216976166
to,0.36524343490600586,0.535392165184021,0.3679993152618408,0.44245919585227966,0.3111797273159027,0.2871878743171692,0.42092081904411316,0.22881686687469482,0.4452643394470215,-0.14541994035243988,0.4544740617275238,0.45503583550453186,0.20496699213981628,0.310872346162796,0.455847829580307,0.29463258385658264
look,0.24635694921016693,0.2806221544742584,0.2530054450035095,0.3016788363456726,0.1858873963356018,0.26141124963760376,0.2649591863155365,0.09278760850429535,0.2795056700706482,-0.1094009131193161,0.4611172378063202,0.23710425198078156,0.16299869120121002,0.1567859798669815,0.40627723932266235,0.3596472144126892
into,0.2095452845096588,0.39493247866630554,0.1970222443342209,0.2826121151447296,0.20917372405529022,0.19910161197185516,0.24094121158123016,0.1301473081111908,0.14888085424900055,-0.0681244283914566,0.3038242757320404,0.3461161255836487,0.17255423963069916,0.20955826342105865,0.2180619090795517,0.15662476420402527
legislation,0.11768783628940582,0.2839483618736267,0.18375034630298615,0.221862331032753,0.270294189453125,0.23312735557556152,0.2390523999929428,0.11776228994131088,0.1931830793619156,-0.021532395854592323,0.23653626441955566,0.23395681381225586,0.2635272145271301,0.22596509754657745,0.26615777611732483,0.21123437583446503
against,0.183924600481987,0.3090755045413971,0.22697563469409943,0.31168749928474426,0.2542102634906769,0.20227466523647308,0.24545185267925262,0.20705601572990417,0.22514554858207703,-0.10421167314052582,0.2534869611263275,0.2227657586336136,0.28504806756973267,1.0,0.24561616778373718,0.18095137178897858
toxic,0.14237752556800842,0.15216471254825592,0.15146465599536896,0.22269773483276367,0.2153904139995575,0.17203964293003082,0.19398315250873566,0.11167631298303604,0.18646468222141266,0.026269501075148582,0.27161771059036255,0.24144628643989563,0.14635339379310608,0.15393003821372986,0.2119256556034088,0.2523139715194702
waste,0.15331992506980896,0.1971915364265442,0.29937732219696045,0.2730517089366913,0.1392979621887207,0.259718656539917,0.22749654948711395,0.10658010840415955,0.17621275782585144,-0.06360893696546555,0.27984488010406494,0.1976010948419571,0.17359475791454315,0.15961624681949615,0.28944942355155945,0.299444317817688
.,0.4549728035926819,0.5934505462646484,0.371569961309433,0.6812511086463928,0.27938392758369446,0.3298943042755127,0.515582263469696,0.2753979563713074,0.35288307070732117,0.01884327083826065,0.41614407300949097,0.50484299659729,0.22651058435440063,0.28705209493637085,0.3567904531955719,0.4130953550338745
