,the,west,saw,the,east,as,what,?
west,0.32918402552604675,1.0,0.12887778878211975,0.32918402552604675,0.7585000991821289,0.1651858687400818,0.1946573108434677,0.12088293582201004
’,-0.04090067744255066,0.09228887408971786,0.053007956594228745,-0.04090067744255066,0.0993322804570198,0.040084436535835266,-0.01733604073524475,0.045561522245407104
s,0.46610721945762634,0.16423988342285156,0.28401339054107666,0.46610721945762634,0.15117128193378448,0.3269108533859253,0.3634900748729706,0.25130221247673035
sense,0.23180550336837769,0.0237955991178751,0.18666145205497742,0.23180550336837769,0.0671507716178894,0.25426197052001953,0.3673125207424164,0.25268280506134033
of,0.733189046382904,0.2891985774040222,0.28204935789108276,0.733189046382904,0.314786434173584,0.3886612355709076,0.33290785551071167,0.1826142966747284
self,0.15625660121440887,0.12498345971107483,0.11140622943639755,0.15625660121440887,0.10923900455236435,0.20656348764896393,0.24097146093845367,0.13157562911510468
",",0.4933079481124878,0.28857502341270447,0.2245745062828064,0.4933079481124878,0.319791704416275,0.48816442489624023,0.3087472915649414,0.31091248989105225
but,0.4859698414802551,0.20126290619373322,0.31357187032699585,0.4859698414802551,0.18611271679401398,0.4864770472049713,0.5029441118240356,0.27921953797340393
also,0.6021018624305725,0.25940629839897156,0.2740999460220337,0.6021018624305725,0.23964199423789978,0.5774298906326294,0.42747777700424194,0.21848613023757935
was,0.48711544275283813,0.25970903038978577,0.42132335901260376,0.48711544275283813,0.2747166156768799,0.3677520453929901,0.22111038863658905,0.18412111699581146
a,0.5829201340675354,0.2258862406015396,0.2244260609149933,0.5829201340675354,0.18767057359218597,0.39550232887268066,0.3320399522781372,0.23916715383529663
way,0.36217406392097473,0.19366438686847687,0.28063422441482544,0.36217406392097473,0.20193080604076385,0.3409440517425537,0.4835909903049469,0.31575819849967957
of,0.733189046382904,0.2891985774040222,0.28204935789108276,0.733189046382904,0.314786434173584,0.3886612355709076,0.33290785551071167,0.1826142966747284
ordering,0.28440147638320923,0.08506619930267334,0.18271192908287048,0.28440147638320923,0.14921046793460846,0.26349112391471863,0.2565787434577942,0.18185093998908997
the,1.0,0.32918402552604675,0.318278044462204,1.0,0.3383176326751709,0.48381632566452026,0.42745697498321533,0.22068053483963013
east,0.3383176326751709,0.7585000991821289,0.1605989933013916,0.3383176326751709,1.0000001192092896,0.19617025554180145,0.19840149581432343,0.10070597380399704
and,0.5171257257461548,0.273951917886734,0.2664891481399536,0.5171257257461548,0.27633291482925415,0.49487000703811646,0.31309178471565247,0.20544172823429108
making,0.35185980796813965,0.1313549280166626,0.2557971775531769,0.35185980796813965,0.1121143326163292,0.32462048530578613,0.30777570605278015,0.2539324164390564
it,0.6251175999641418,0.2561044991016388,0.18421155214309692,0.6251175999641418,0.27437624335289,0.4461488723754883,0.45803478360176086,0.25732165575027466
known,0.3624623417854309,0.2015669196844101,0.20727865397930145,0.3624623417854309,0.21003270149230957,0.4815765619277954,0.20381177961826324,0.18314571678638458
to,0.535392165184021,0.24611181020736694,0.2710057497024536,0.535392165184021,0.24717837572097778,0.42092081904411316,0.455847829580307,0.29463258385658264
the,1.0,0.32918402552604675,0.318278044462204,1.0,0.3383176326751709,0.48381632566452026,0.42745697498321533,0.22068053483963013
west,0.32918402552604675,1.0,0.12887778878211975,0.32918402552604675,0.7585000991821289,0.1651858687400818,0.1946573108434677,0.12088293582201004
so,0.4296516180038452,0.1343022882938385,0.3028826415538788,0.4296516180038452,0.2053508162498474,0.4399555027484894,0.539469838142395,0.43163934350013733
that,0.5473989248275757,0.14288705587387085,0.35339242219924927,0.5473989248275757,0.1802649050951004,0.4735107421875,0.6297725439071655,0.32716336846351624
it,0.6251175999641418,0.2561044991016388,0.18421155214309692,0.6251175999641418,0.27437624335289,0.4461488723754883,0.45803478360176086,0.25732165575027466
could,0.35393214225769043,0.11718222498893738,0.40499380230903625,0.35393214225769043,0.13970863819122314,0.32771480083465576,0.4188697934150696,0.3411986827850342
be,0.4248143136501312,0.14809253811836243,0.23833581805229187,0.4248143136501312,0.1417342573404312,0.5230465531349182,0.3929833769798279,0.3324260413646698
dominated,0.33543094992637634,0.19329696893692017,0.27647826075553894,0.33543094992637634,0.24705377221107483,0.2716665267944336,0.145044207572937,0.04715321213006973
and,0.5171257257461548,0.273951917886734,0.2664891481399536,0.5171257257461548,0.27633291482925415,0.49487000703811646,0.31309178471565247,0.20544172823429108
controlled,0.3320712745189667,0.16129402816295624,0.17438839375972748,0.3320712745189667,0.22988058626651764,0.18047308921813965,0.24713590741157532,0.1105743944644928
.,0.5934505462646484,0.2804967761039734,0.23244720697402954,0.5934505462646484,0.28351864218711853,0.515582263469696,0.3567904531955719,0.4130953550338745
,the,west,saw,the,east,as,what,?
this,0.6274310946464539,0.169695645570755,0.22999249398708344,0.6274310946464539,0.15194007754325867,0.43993282318115234,0.5489566326141357,0.3155723512172699
difference,0.3050459623336792,0.12097010761499405,0.2591375708580017,0.3050459623336792,0.15944123268127441,0.1895521879196167,0.4114832878112793,0.2842230200767517
was,0.48711544275283813,0.25970903038978577,0.42132335901260376,0.48711544275283813,0.2747166156768799,0.3677520453929901,0.22111038863658905,0.18412111699581146
particularly,0.32132959365844727,0.1599283069372177,0.24241511523723602,0.32132959365844727,0.21714897453784943,0.35802018642425537,0.33027681708335876,0.2644225060939789
apparent,0.2594500780105591,0.08428391069173813,0.2457159459590912,0.2594500780105591,0.07329682260751724,0.21560195088386536,0.21138456463813782,0.1756967008113861
in,0.6662389636039734,0.34078434109687805,0.24892163276672363,0.6662389636039734,0.32659441232681274,0.3887844979763031,0.30808621644973755,0.20430970191955566
textual,0.21899352967739105,0.10466837882995605,0.18633456528186798,0.21899352967739105,0.10426897555589676,0.16377924382686615,0.3750324249267578,0.2071128636598587
and,0.5171257257461548,0.273951917886734,0.2664891481399536,0.5171257257461548,0.27633291482925415,0.49487000703811646,0.31309178471565247,0.20544172823429108
visual,0.25769078731536865,0.13950611650943756,0.14061519503593445,0.25769078731536865,0.1306125372648239,0.2279890775680542,0.25209182500839233,0.15138444304466248
works,0.26337864995002747,0.04719580337405205,0.10424197465181351,0.26337864995002747,0.09388259053230286,0.2642597258090973,0.2418437898159027,0.19597402215003967
of,0.733189046382904,0.2891985774040222,0.28204935789108276,0.733189046382904,0.314786434173584,0.3886612355709076,0.33290785551071167,0.1826142966747284
early,0.34442198276519775,0.16898883879184723,0.251946359872818,0.34442198276519775,0.20455069839954376,0.2809016704559326,0.2454567849636078,0.15272949635982513
european,0.3423081040382385,0.20934732258319855,0.1906360685825348,0.3423081040382385,0.21502898633480072,0.20210161805152893,0.15324164927005768,0.14560863375663757
studies,0.22738903760910034,0.18196827173233032,0.1417233943939209,0.22738903760910034,0.18201211094856262,0.22210973501205444,0.18772079050540924,0.1388726830482483
of,0.733189046382904,0.2891985774040222,0.28204935789108276,0.733189046382904,0.314786434173584,0.3886612355709076,0.33290785551071167,0.1826142966747284
the,1.0,0.32918402552604675,0.318278044462204,1.0,0.3383176326751709,0.48381632566452026,0.42745697498321533,0.22068053483963013
orient,0.21451176702976227,0.2778913974761963,0.08727897703647614,0.21451176702976227,0.2914080321788788,0.06920909136533737,0.12409209460020065,0.11546461284160614
that,0.5473989248275757,0.14288705587387085,0.35339242219924927,0.5473989248275757,0.1802649050951004,0.4735107421875,0.6297725439071655,0.32716336846351624
positioned,0.39803287386894226,0.16404330730438232,0.2021888941526413,0.39803287386894226,0.1894042193889618,0.2710239291191101,0.18420465290546417,0.12362201511859894
the,1.0,0.32918402552604675,0.318278044462204,1.0,0.3383176326751709,0.48381632566452026,0.42745697498321533,0.22068053483963013
east,0.3383176326751709,0.7585000991821289,0.1605989933013916,0.3383176326751709,1.0000001192092896,0.19617025554180145,0.19840149581432343,0.10070597380399704
as,0.48381632566452026,0.1651858687400818,0.2733803391456604,0.48381632566452026,0.19617025554180145,1.0,0.31749409437179565,0.27043893933296204
irrational,0.20413942635059357,0.09053745865821838,0.13749247789382935,0.20413942635059357,0.11759046465158463,0.2655057907104492,0.3281012773513794,0.22898778319358826
and,0.5171257257461548,0.273951917886734,0.2664891481399536,0.5171257257461548,0.27633291482925415,0.49487000703811646,0.31309178471565247,0.20544172823429108
backward,0.2820543348789215,0.15049903094768524,0.15830516815185547,0.2820543348789215,0.12660858035087585,0.21847118437290192,0.23209011554718018,0.15489192306995392
in,0.6662389636039734,0.34078434109687805,0.24892163276672363,0.6662389636039734,0.32659441232681274,0.3887844979763031,0.30808621644973755,0.20430970191955566
opposition,0.26783087849617004,0.1618846207857132,0.255520224571228,0.26783087849617004,0.18926279246807098,0.25817179679870605,0.2798226773738861,0.15647298097610474
to,0.535392165184021,0.24611181020736694,0.2710057497024536,0.535392165184021,0.24717837572097778,0.42092081904411316,0.455847829580307,0.29463258385658264
the,1.0,0.32918402552604675,0.318278044462204,1.0,0.3383176326751709,0.48381632566452026,0.42745697498321533,0.22068053483963013
rational,0.2502481937408447,0.0793597474694252,0.18045395612716675,0.2502481937408447,0.11992527544498444,0.2546485960483551,0.35778647661209106,0.25988996028900146
and,0.5171257257461548,0.273951917886734,0.2664891481399536,0.5171257257461548,0.27633291482925415,0.49487000703811646,0.31309178471565247,0.20544172823429108
progressive,0.2495650351047516,0.17269283533096313,0.16178543865680695,0.2495650351047516,0.15804429352283478,0.19707521796226501,0.20924389362335205,0.12022990733385086
west,0.32918402552604675,1.0,0.12887778878211975,0.32918402552604675,0.7585000991821289,0.1651858687400818,0.1946573108434677,0.12088293582201004
.,0.5934505462646484,0.2804967761039734,0.23244720697402954,0.5934505462646484,0.28351864218711853,0.515582263469696,0.3567904531955719,0.4130953550338745
