,what,role,did,michael,oppenheimer,have,in,the,ipcc,'s,reports,?
of,0.33290785551071167,0.1797693818807602,0.2513895630836487,0.18215155601501465,0.23665529489517212,0.3802283704280853,0.5696388483047485,0.733189046382904,0.20174051821231842,-0.03817026689648628,0.27564457058906555,0.1826142966747284
the,0.42745697498321533,0.26607486605644226,0.34736719727516174,0.21768254041671753,0.22377723455429077,0.40389683842658997,0.6662389636039734,1.0,0.24925659596920013,-0.01540423184633255,0.2622474431991577,0.22068053483963013
planet,0.2183026820421219,0.19050608575344086,0.14096175134181976,0.12577994167804718,0.21082265675067902,0.23571574687957764,0.18041402101516724,0.2470240592956543,0.2495071291923523,-0.040571004152297974,0.1538880169391632,0.16979767382144928
2008-2009,-0.1394445151090622,0.045685846358537674,-0.06541290879249573,0.15167385339736938,0.07958672195672989,-0.20883652567863464,0.04743505269289017,-0.030424339696764946,-0.09292633831501007,0.04137394577264786,-0.17385683953762054,-0.11141005158424377
some,0.4491020441055298,0.2138490229845047,0.42553430795669556,0.1400146335363388,0.1535964459180832,0.6421269774436951,0.4010399878025055,0.4566698372364044,0.24756403267383575,0.056411296129226685,0.2975653409957886,0.2562315762042999
limitations,0.32129794359207153,0.15821586549282074,0.2643439769744873,0.12953084707260132,0.20622767508029938,0.3937924802303314,0.2389589548110962,0.26554352045059204,0.28363746404647827,-0.01179893221706152,0.30087921023368835,0.2837134301662445
of,0.33290785551071167,0.1797693818807602,0.2513895630836487,0.18215155601501465,0.23665529489517212,0.3802283704280853,0.5696388483047485,0.733189046382904,0.20174051821231842,-0.03817026689648628,0.27564457058906555,0.1826142966747284
the,0.42745697498321533,0.26607486605644226,0.34736719727516174,0.21768254041671753,0.22377723455429077,0.40389683842658997,0.6662389636039734,1.0,0.24925659596920013,-0.01540423184633255,0.2622474431991577,0.22068053483963013
ipcc,0.33176189661026,0.14771991968154907,0.2459706962108612,0.16731490194797516,0.3620257079601288,0.28303688764572144,0.1257958561182022,0.24925659596920013,1.0000001192092896,0.010160183534026146,0.375255823135376,0.22295254468917847
consensus,0.40389591455459595,0.12027625739574432,0.23177483677864075,0.12659642100334167,0.20323099195957184,0.32071855664253235,0.21399769186973572,0.2295674830675125,0.2734437882900238,0.009334731847047806,0.25967687368392944,0.3630031645298004
approach,0.2636874318122864,0.11066035181283951,0.1463547945022583,0.07457467913627625,0.1696910709142685,0.19876894354820251,0.17494414746761322,0.1999826431274414,0.22520096600055695,-0.010854327119886875,0.20550574362277985,0.181949645280838
and,0.31309178471565247,0.2629789710044861,0.34479495882987976,0.15943403542041779,0.295631468296051,0.4711785912513733,0.4954058527946472,0.5171257257461548,0.20790739357471466,0.06895173341035843,0.27791884541511536,0.20544172823429108
asks,0.36185693740844727,0.19682978093624115,0.3270360827445984,0.1337486356496811,0.2579749524593353,0.1927293986082077,0.1499025821685791,0.25574448704719543,0.21164032816886902,0.044338446110486984,0.1838223934173584,0.29930803179740906
for,0.3017193675041199,0.34694939851760864,0.318512886762619,0.15234217047691345,0.22505240142345428,0.41175219416618347,0.4322226941585541,0.4739971458911896,0.19251582026481628,-0.07241261005401611,0.24826116859912872,0.264628142118454
concurring,0.290110319852829,0.2617582380771637,0.25058603286743164,0.14609746634960175,0.21151846647262573,0.322685182094574,0.32464492321014404,0.2941003143787384,0.30388402938842773,-0.03240314498543739,0.30222681164741516,0.2034820169210434
",",0.3087472915649414,0.199491485953331,0.3015086054801941,0.23383702337741852,0.36348146200180054,0.3541618287563324,0.5201468467712402,0.4933079481124878,0.15590040385723114,-0.0016132977325469255,0.2661382555961609,0.31091248989105225
smaller,0.23730900883674622,0.08149242401123047,0.17010630667209625,-0.004755571950227022,0.023261021822690964,0.36841920018196106,0.2774786055088043,0.3588939607143402,0.08877451717853546,0.07766510546207428,0.1217753142118454,0.17881669104099274
assessments,0.34285521507263184,0.1471526175737381,0.24286460876464844,0.1214507669210434,0.2559395134449005,0.37012726068496704,0.21351435780525208,0.29574018716812134,0.5237681865692139,-0.03637127950787544,0.45151960849761963,0.23634140193462372
of,0.33290785551071167,0.1797693818807602,0.2513895630836487,0.18215155601501465,0.23665529489517212,0.3802283704280853,0.5696388483047485,0.733189046382904,0.20174051821231842,-0.03817026689648628,0.27564457058906555,0.1826142966747284
special,0.24134232103824615,0.22341230511665344,0.20785176753997803,0.14338886737823486,0.167352557182312,0.28018882870674133,0.2897285223007202,0.3027077615261078,0.11514794826507568,-0.03405539691448212,0.24531754851341248,0.29623302817344666
problems,0.3306994140148163,0.17069536447525024,0.2553269863128662,0.10729671269655228,0.25043705105781555,0.35452309250831604,0.21061907708644867,0.2659202516078949,0.25828787684440613,-0.0541396401822567,0.2940003573894501,0.2638136148452759
instead,0.4104403555393219,0.15303672850131989,0.34208473563194275,0.16259947419166565,0.1456487625837326,0.3414740264415741,0.28091272711753845,0.3940567970275879,0.12333611398935318,0.025141391903162003,0.17572422325611115,0.2942638397216797
of,0.33290785551071167,0.1797693818807602,0.2513895630836487,0.18215155601501465,0.23665529489517212,0.3802283704280853,0.5696388483047485,0.733189046382904,0.20174051821231842,-0.03817026689648628,0.27564457058906555,0.1826142966747284
the,0.42745697498321533,0.26607486605644226,0.34736719727516174,0.21768254041671753,0.22377723455429077,0.40389683842658997,0.6662389636039734,1.0,0.24925659596920013,-0.01540423184633255,0.2622474431991577,0.22068053483963013
large,0.2017821967601776,0.11044587939977646,0.2084006518125534,0.04638740047812462,0.08987435698509216,0.33964231610298157,0.2841601073741913,0.3828733265399933,0.10741043090820312,0.06319566071033478,0.20722715556621552,0.1355665624141693
scale,0.23262472450733185,0.1403256505727768,0.11973943561315536,0.08238143473863602,0.204880490899086,0.21157148480415344,0.2105615884065628,0.1833842247724533,0.2466690093278885,0.004218825604766607,0.17117983102798462,0.21142835915088654
approach,0.2636874318122864,0.11066035181283951,0.1463547945022583,0.07457467913627625,0.1696910709142685,0.19876894354820251,0.17494414746761322,0.1999826431274414,0.22520096600055695,-0.010854327119886875,0.20550574362277985,0.181949645280838
as,0.31749409437179565,0.4036863148212433,0.3596470057964325,0.18657377362251282,0.1938563883304596,0.37788212299346924,0.3887844979763031,0.48381632566452026,0.17363275587558746,-0.05775856226682663,0.2208838164806366,0.27043893933296204
in,0.30808621644973755,0.243671715259552,0.2593238651752472,0.2203132063150406,0.25397396087646484,0.36843645572662354,1.0,0.6662389636039734,0.1257958561182022,-0.037580832839012146,0.2124374359846115,0.20430970191955566
the,0.42745697498321533,0.26607486605644226,0.34736719727516174,0.21768254041671753,0.22377723455429077,0.40389683842658997,0.6662389636039734,1.0,0.24925659596920013,-0.01540423184633255,0.2622474431991577,0.22068053483963013
previous,0.2743692696094513,0.16623066365718842,0.24347156286239624,0.16582012176513672,0.17192615568637848,0.33139970898628235,0.2318485975265503,0.34706559777259827,0.22662745416164398,0.046779852360486984,0.2067287415266037,0.16724538803100586
ipcc,0.33176189661026,0.14771991968154907,0.2459706962108612,0.16731490194797516,0.3620257079601288,0.28303688764572144,0.1257958561182022,0.24925659596920013,1.0000001192092896,0.010160183534026146,0.375255823135376,0.22295254468917847
assessment,0.3237532377243042,0.1541120409965515,0.18798646330833435,0.11651288717985153,0.26998597383499146,0.30562254786491394,0.19949871301651,0.28427207469940186,0.5005803108215332,-0.05340564623475075,0.40496179461479187,0.22666098177433014
reports,0.24207861721515656,0.11858165264129639,0.32930049300193787,0.11613285541534424,0.22691889107227325,0.3081025779247284,0.2124374359846115,0.2622474431991577,0.375255823135376,-0.023835502564907074,1.0,0.23746368288993835
.,0.3567904531955719,0.22067026793956757,0.35288307070732117,0.24000675976276398,0.3497731685638428,0.41614407300949097,0.5591574311256409,0.5934505462646484,0.20098818838596344,-0.003708066651597619,0.2803177535533905,0.4130953550338745
