,how,much,did,capital,cities,communications,purchase,abc,and,its,properties,for,?
the,0.33890387415885925,0.35023224353790283,0.34736719727516174,0.3049491047859192,0.2621172070503235,0.2746332883834839,0.242343470454216,0.2068762183189392,0.5171257257461548,0.559237003326416,0.20062518119812012,0.4739971458911896,0.22068053483963013
merger,0.03326486423611641,0.1251087486743927,0.13246625661849976,0.21639522910118103,0.1948716789484024,0.30030667781829834,0.23014897108078003,0.07602907717227936,0.16802267730236053,0.18644186854362488,0.10773041099309921,0.17767630517482758,0.1345871090888977
offer,0.21602605283260345,0.2631280720233917,0.30979153513908386,0.055488646030426025,0.15396568179130554,0.3047199845314026,0.33926960825920105,0.15687143802642822,0.3224562108516693,0.1825581192970276,0.17148661613464355,0.35623615980148315,0.1774262934923172
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.28033894300460815,0.31927579641342163,0.26378148794174194,0.220005065202713,0.2097204476594925,0.6633074283599854,0.33157986402511597,0.21241174638271332,0.4464869201183319,0.31091248989105225
which,0.4852597713470459,0.4274604916572571,0.2750149369239807,0.20400890707969666,0.21391116082668304,0.2752927243709564,0.2709650695323944,0.1991286277770996,0.506277859210968,0.5154205560684204,0.31241708993911743,0.44095608592033386,0.25814583897590637
was,0.16678167879581451,0.2580166161060333,0.41399896144866943,0.21907466650009155,0.17598430812358856,0.2137834131717682,0.20900961756706238,0.21565799415111542,0.3740963041782379,0.3518870174884796,0.14832323789596558,0.3863949179649353,0.18412111699581146
formally,0.131130650639534,0.1305820643901825,0.18397410213947296,0.19876407086849213,0.15266674757003784,0.18031956255435944,0.20026524364948273,0.10870931297540665,0.2509691119194031,0.2620019316673279,0.20241376757621765,0.32619646191596985,0.1371411830186844
announced,0.0913727879524231,0.08840221166610718,0.2690480351448059,0.10835371911525726,0.10616946220397949,0.17310170829296112,0.3077186644077301,0.20444560050964355,0.16773687303066254,0.1986514776945114,0.09783794730901718,0.2801167368888855,0.17416009306907654
on,0.32655060291290283,0.2834896147251129,0.2670976221561432,0.15679915249347687,0.18104544281959534,0.2067214697599411,0.22003348171710968,0.2862928807735443,0.4077630043029785,0.34331920742988586,0.1698455661535263,0.36199691891670227,0.2714994251728058
march,0.16374856233596802,0.16749915480613708,0.27992504835128784,0.22292007505893707,0.15450511872768402,0.17109337449073792,0.15187212824821472,0.15645621716976166,0.25804370641708374,0.15564638376235962,0.07286181300878525,0.2775171995162964,0.2802562415599823
18,-0.03501921147108078,0.011515788733959198,-0.16295963525772095,-0.010324737057089806,-0.017306165769696236,-0.0873861014842987,-0.028953906148672104,-0.021510234102606773,-0.07680561393499374,-0.13363713026046753,-0.0791005939245224,-0.09931658953428268,-0.04919438064098358
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.28033894300460815,0.31927579641342163,0.26378148794174194,0.220005065202713,0.2097204476594925,0.6633074283599854,0.33157986402511597,0.21241174638271332,0.4464869201183319,0.31091248989105225
1985,0.0524597242474556,0.09722235053777695,0.07323421537876129,0.08095449209213257,0.03658384829759598,0.1278640627861023,0.1406020224094391,0.07137808203697205,0.10228481888771057,0.06320992857217789,0.048052914440631866,0.010790123604238033,-0.03005216084420681
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.28033894300460815,0.31927579641342163,0.26378148794174194,0.220005065202713,0.2097204476594925,0.6633074283599854,0.33157986402511597,0.21241174638271332,0.4464869201183319,0.31091248989105225
with,0.3525622487068176,0.2808258831501007,0.25472134351730347,0.13558538258075714,0.22294199466705322,0.2486184537410736,0.20768877863883972,0.17432008683681488,0.5477725267410278,0.3087116777896881,0.23254182934761047,0.39140474796295166,0.2433311939239502
capital,0.10716020315885544,0.16022329032421112,0.08427972346544266,0.9999999403953552,0.4347341060638428,0.17815522849559784,0.1728711724281311,0.2084534764289856,0.218168243765831,0.2783217430114746,0.14204514026641846,0.16425155103206635,0.0907452180981636
cities,0.10434838384389877,0.2040836066007614,0.13977929949760437,0.4347341060638428,1.0,0.23320850729942322,0.17053554952144623,0.124558225274086,0.292957067489624,0.2535979151725769,0.18222182989120483,0.21254107356071472,0.13339310884475708
purchasing,0.24109995365142822,0.26998913288116455,0.20166154205799103,0.177712544798851,0.1749173104763031,0.3314996361732483,0.7789840698242188,0.24353715777397156,0.24285264313220978,0.23519030213356018,0.2512153685092926,0.2341153919696808,0.13069698214530945
abc,0.19232043623924255,0.08886020630598068,0.13353709876537323,0.2084534764289856,0.124558225274086,0.25629571080207825,0.2114780843257904,1.0000001192092896,0.16453155875205994,0.19045390188694,0.13060899078845978,0.22510288655757904,0.19065172970294952
and,0.33647966384887695,0.38395699858665466,0.34479495882987976,0.218168243765831,0.292957067489624,0.304887592792511,0.1929796040058136,0.16453155875205994,1.0,0.3841775357723236,0.28703534603118896,0.5064792633056641,0.20544172823429108
its,0.22449488937854767,0.31350770592689514,0.19922670722007751,0.2783217430114746,0.2535979151725769,0.22237041592597961,0.2338007539510727,0.19045390188694,0.3841775357723236,1.0,0.3060271739959717,0.2992613911628723,0.15103481709957123
related,0.2974514663219452,0.22279031574726105,0.20720073580741882,0.10146569460630417,0.22090323269367218,0.17423465847969055,0.10502465069293976,0.127937451004982,0.27869361639022827,0.17576514184474945,0.20600676536560059,0.2013162523508072,0.17689068615436554
properties,0.29306328296661377,0.24163223803043365,0.19297796487808228,0.14204514026641846,0.18222182989120483,0.253536194562912,0.255437433719635,0.13060899078845978,0.28703534603118896,0.3060271739959717,1.0,0.30291658639907837,0.12601029872894287
for,0.3308170735836029,0.2994346022605896,0.318512886762619,0.16425155103206635,0.21254107356071472,0.2531185746192932,0.2267349809408188,0.22510288655757904,0.5064792633056641,0.2992613911628723,0.30291658639907837,0.9999999403953552,0.264628142118454
$,0.18718640506267548,0.205519899725914,0.23203131556510925,0.11455018073320389,0.07253259420394897,0.08467448502779007,0.3222631514072418,0.2139672338962555,0.20277954638004303,0.21302127838134766,0.1419747769832611,0.22711659967899323,0.2786129117012024
3.5,0.0011970505584031343,-0.026084598153829575,0.0012022986775264144,-0.14676567912101746,-0.07518941164016724,-0.13159134984016418,-0.082065150141716,-0.06266660243272781,-0.1344681829214096,-0.12995895743370056,-0.007365431636571884,-0.10699088126420975,-0.09453554451465607
billion,0.2582297921180725,0.2614055871963501,0.1482735127210617,0.13144786655902863,0.17114298045635223,0.21031002700328827,0.30487921833992004,0.18343357741832733,0.22071154415607452,0.24233859777450562,0.2035304605960846,0.18087230622768402,0.25791820883750916
and,0.33647966384887695,0.38395699858665466,0.34479495882987976,0.218168243765831,0.292957067489624,0.304887592792511,0.1929796040058136,0.16453155875205994,1.0,0.3841775357723236,0.28703534603118896,0.5064792633056641,0.20544172823429108
$,0.18718640506267548,0.205519899725914,0.23203131556510925,0.11455018073320389,0.07253259420394897,0.08467448502779007,0.3222631514072418,0.2139672338962555,0.20277954638004303,0.21302127838134766,0.1419747769832611,0.22711659967899323,0.2786129117012024
118,0.04636121541261673,0.12058290839195251,0.0757497251033783,-0.08351922780275345,-0.02561849169433117,-0.0020936052314937115,-0.008251174353063107,0.04563257843255997,0.05198301374912262,0.04726886749267578,-0.031950224190950394,-0.050677623599767685,-0.043735772371292114
for,0.3308170735836029,0.2994346022605896,0.318512886762619,0.16425155103206635,0.21254107356071472,0.2531185746192932,0.2267349809408188,0.22510288655757904,0.5064792633056641,0.2992613911628723,0.30291658639907837,0.9999999403953552,0.264628142118454
each,0.4183253347873688,0.24609963595867157,0.20516681671142578,0.15291239321231842,0.17861276865005493,0.20236149430274963,0.22158218920230865,0.14316539466381073,0.2984027564525604,0.37826475501060486,0.32745715975761414,0.3044290542602539,0.21173812448978424
of,0.2480744868516922,0.2671096920967102,0.2513895630836487,0.30823585391044617,0.29528072476387024,0.24724911153316498,0.21814467012882233,0.14607268571853638,0.5116966962814331,0.48690423369407654,0.2832101881504059,0.4185989499092102,0.1826142966747284
abc,0.19232043623924255,0.08886020630598068,0.13353709876537323,0.2084534764289856,0.124558225274086,0.25629571080207825,0.2114780843257904,1.0000001192092896,0.16453155875205994,0.19045390188694,0.13060899078845978,0.22510288655757904,0.19065172970294952
's,-0.026164190843701363,0.06731651723384857,0.05069678649306297,0.01144334115087986,0.006531212944537401,0.06583338230848312,0.08398998528718948,0.06670809537172318,0.06895173341035843,0.03202139586210251,-0.07409704476594925,-0.07241261005401611,-0.023395681753754616
shares,0.1432044953107834,0.18413880467414856,0.14416900277137756,0.24286465346813202,0.19940555095672607,0.24873459339141846,0.34478700160980225,0.1739792674779892,0.26216331124305725,0.313991904258728,0.3087833821773529,0.19489184021949768,0.10316289961338043
as,0.33782753348350525,0.36514025926589966,0.3596470057964325,0.19028405845165253,0.19171151518821716,0.21684150397777557,0.21536961197853088,0.2286096066236496,0.49487000703811646,0.31874480843544006,0.2591269016265869,0.44774648547172546,0.27043893933296204
well,0.410734087228775,0.44768765568733215,0.4341743588447571,0.15022771060466766,0.24147966504096985,0.23625530302524567,0.18384599685668945,0.11003991216421127,0.5258845686912537,0.3455803096294403,0.25981852412223816,0.46352139115333557,0.24815571308135986
as,0.33782753348350525,0.36514025926589966,0.3596470057964325,0.19028405845165253,0.19171151518821716,0.21684150397777557,0.21536961197853088,0.2286096066236496,0.49487000703811646,0.31874480843544006,0.2591269016265869,0.44774648547172546,0.27043893933296204
a,0.29312583804130554,0.2958075702190399,0.2552328109741211,0.16007359325885773,0.18820415437221527,0.20234425365924835,0.24305202066898346,0.21331243216991425,0.3739250600337982,0.4424409866333008,0.21527832746505737,0.44038116931915283,0.23916715383529663
guarantee,0.3096906840801239,0.28432798385620117,0.3308688998222351,0.18551011383533478,0.16948896646499634,0.2967793643474579,0.3657144010066986,0.14018532633781433,0.2737048268318176,0.2607741355895996,0.24413885176181793,0.36904653906822205,0.28807559609413147
of,0.2480744868516922,0.2671096920967102,0.2513895630836487,0.30823585391044617,0.29528072476387024,0.24724911153316498,0.21814467012882233,0.14607268571853638,0.5116966962814331,0.48690423369407654,0.2832101881504059,0.4185989499092102,0.1826142966747284
10,0.09177426248788834,0.14081913232803345,0.1914099007844925,0.15999449789524078,0.19455461204051971,0.053059086203575134,0.011082869954407215,-0.010600714944303036,0.2397010177373886,0.15699118375778198,0.04188039153814316,0.07862305641174316,0.022911956533789635
%,0.1237400695681572,0.26866111159324646,0.1450016051530838,0.12137565016746521,0.16596411168575287,0.10821511596441269,0.1369950920343399,0.061222776770591736,0.24616369605064392,0.19480687379837036,0.2189083844423294,0.16658860445022583,0.21441808342933655
(,0.1676948219537735,0.21788647770881653,0.18979617953300476,0.14990387856960297,0.1797657459974289,0.20049774646759033,0.11204937845468521,0.183883935213089,0.4862271547317505,0.1924784928560257,0.1761627048254013,0.3357032239437103,0.40561532974243164
or,0.3378981947898865,0.313159704208374,0.28211739659309387,0.14017143845558167,0.1167018860578537,0.24906028807163239,0.16021065413951874,0.10767780989408493,0.4713204801082611,0.30017510056495667,0.28394651412963867,0.4111599624156952,0.32389625906944275
$,0.18718640506267548,0.205519899725914,0.23203131556510925,0.11455018073320389,0.07253259420394897,0.08467448502779007,0.3222631514072418,0.2139672338962555,0.20277954638004303,0.21302127838134766,0.1419747769832611,0.22711659967899323,0.2786129117012024
3,0.12271612882614136,0.06256824731826782,0.0008236956200562418,-0.0026186800096184015,-0.04661813750863075,0.004619254730641842,-0.03130662441253662,0.01292551588267088,0.07610447704792023,0.0935644879937172,0.10566574335098267,0.04892069101333618,0.005975271109491587
),0.17939934134483337,0.22256317734718323,0.18584993481636047,0.1791568249464035,0.18068154156208038,0.2094215452671051,0.10828196257352829,0.18381085991859436,0.4961937665939331,0.20629894733428955,0.17070895433425903,0.3639558255672455,0.42300865054130554
for,0.3308170735836029,0.2994346022605896,0.318512886762619,0.16425155103206635,0.21254107356071472,0.2531185746192932,0.2267349809408188,0.22510288655757904,0.5064792633056641,0.2992613911628723,0.30291658639907837,0.9999999403953552,0.264628142118454
a,0.29312583804130554,0.2958075702190399,0.2552328109741211,0.16007359325885773,0.18820415437221527,0.20234425365924835,0.24305202066898346,0.21331243216991425,0.3739250600337982,0.4424409866333008,0.21527832746505737,0.44038116931915283,0.23916715383529663
total,0.22199897468090057,0.26354777812957764,0.14788632094860077,0.18592749536037445,0.22306622564792633,0.09903250634670258,0.17565955221652985,0.15866148471832275,0.2520328164100647,0.23246417939662933,0.17365697026252747,0.18924455344676971,0.14396025240421295
of,0.2480744868516922,0.2671096920967102,0.2513895630836487,0.30823585391044617,0.29528072476387024,0.24724911153316498,0.21814467012882233,0.14607268571853638,0.5116966962814331,0.48690423369407654,0.2832101881504059,0.4185989499092102,0.1826142966747284
$,0.18718640506267548,0.205519899725914,0.23203131556510925,0.11455018073320389,0.07253259420394897,0.08467448502779007,0.3222631514072418,0.2139672338962555,0.20277954638004303,0.21302127838134766,0.1419747769832611,0.22711659967899323,0.2786129117012024
121,0.056183911859989166,0.11085328459739685,0.10701984167098999,0.07171276211738586,0.09014155715703964,0.08673649281263351,-0.000547761213965714,0.19524161517620087,0.07539082318544388,0.0019234776264056563,-0.020187346264719963,0.1348004937171936,0.053700901567935944
per,0.2243444174528122,0.264721542596817,0.14237605035305023,0.1349593997001648,0.07451988756656647,0.12433082610368729,0.15538446605205536,0.14202970266342163,0.21036672592163086,0.1416947841644287,0.10871955752372742,0.22882020473480225,0.22323818504810333
share,0.2350335270166397,0.2574668526649475,0.25244811177253723,0.1275728940963745,0.15583330392837524,0.2575637996196747,0.32353872060775757,0.12420445680618286,0.28833726048469543,0.2576945126056671,0.33120864629745483,0.24338656663894653,0.1754547506570816
.,0.3287222981452942,0.3374604284763336,0.35288307070732117,0.23657599091529846,0.2525215446949005,0.24644744396209717,0.21300923824310303,0.2567209303379059,0.588965117931366,0.3566088080406189,0.25793707370758057,0.4726039469242096,0.4130953550338745
