,who,is,the,governor,of,india,'s,central,bank,?
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.19707801938056946,0.5116966962814331,0.2782815098762512,0.06895173341035843,0.2465941160917282,0.23291631042957306,0.20544172823429108
paul,0.2292756587266922,0.18022699654102325,0.19191958010196686,0.17703276872634888,0.14511796832084656,0.06667643785476685,-0.028859924525022507,0.08150443434715271,0.14771252870559692,0.16611461341381073
sereno,0.14153960347175598,0.1967640072107315,0.24678297340869904,0.1412915289402008,0.2593770921230316,0.16331778466701508,-0.12576261162757874,0.19766101241111755,0.0921136662364006,0.1824866086244583
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.25151750445365906,0.4946078956127167,0.2621418535709381,-0.0016132977325469255,0.2587154507637024,0.2756500244140625,0.31091248989105225
evolutionary,0.18613243103027344,0.20621788501739502,0.24718289077281952,0.11880704760551453,0.2917879819869995,0.15791524946689606,-0.05610675364732742,0.1687590479850769,0.09159867465496063,0.22123169898986816
biologist,0.28814423084259033,0.19515138864517212,0.17062292993068695,0.1839497983455658,0.12955345213413239,0.10125520080327988,-0.012244239449501038,0.11505746096372604,0.1059032529592514,0.176077201962471
jerry,0.16679313778877258,0.1482471078634262,0.17205314338207245,0.25113096833229065,0.14416548609733582,0.12783832848072052,0.023170113563537598,0.1212017759680748,0.07200143486261368,0.12069317698478699
coyne,0.2349366843700409,0.20849820971488953,0.24600128829479218,0.35696128010749817,0.20395827293395996,0.1609213650226593,0.05251602828502655,0.19498276710510254,0.17191478610038757,0.1997734159231186
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.25151750445365906,0.4946078956127167,0.2621418535709381,-0.0016132977325469255,0.2587154507637024,0.2756500244140625,0.31091248989105225
nobel,0.23225803673267365,0.1316506415605545,0.1909446120262146,0.19209465384483337,0.20963376760482788,0.16315792500972748,-0.1214783638715744,0.13609760999679565,0.18130318820476532,0.15008176863193512
prize,0.20312342047691345,0.13773074746131897,0.18969248235225677,0.16949063539505005,0.2154514491558075,0.15891040861606598,-0.10169786214828491,0.11659133434295654,0.1978941112756729,0.14158497750759125
winning,0.24573363363742828,0.18481354415416718,0.30045071244239807,0.1666114777326584,0.23572386801242828,0.15547886490821838,0.0400766022503376,0.08606737107038498,0.18829073011875153,0.1251823455095291
physicist,0.2537946105003357,0.14372342824935913,0.14301171898841858,0.23259635269641876,0.1528705656528473,0.1241261288523674,-0.02588343434035778,0.107734814286232,0.11105624586343765,0.1378137767314911
yoichiro,0.3055129051208496,0.20105719566345215,0.17992939054965973,0.16634801030158997,0.16093659400939941,0.20602086186408997,-0.06597035378217697,0.08384812623262405,0.09756309539079666,0.18299587070941925
nambu,0.27751424908638,0.2344919890165329,0.22064998745918274,0.1393829584121704,0.22780653834342957,0.3394097089767456,0.03278732672333717,0.20685270428657532,0.19364069402217865,0.14700281620025635
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.25151750445365906,0.4946078956127167,0.2621418535709381,-0.0016132977325469255,0.2587154507637024,0.2756500244140625,0.31091248989105225
nobel,0.23225803673267365,0.1316506415605545,0.1909446120262146,0.19209465384483337,0.20963376760482788,0.16315792500972748,-0.1214783638715744,0.13609760999679565,0.18130318820476532,0.15008176863193512
prize,0.20312342047691345,0.13773074746131897,0.18969248235225677,0.16949063539505005,0.2154514491558075,0.15891040861606598,-0.10169786214828491,0.11659133434295654,0.1978941112756729,0.14158497750759125
winning,0.24573363363742828,0.18481354415416718,0.30045071244239807,0.1666114777326584,0.23572386801242828,0.15547886490821838,0.0400766022503376,0.08606737107038498,0.18829073011875153,0.1251823455095291
physicist,0.2537946105003357,0.14372342824935913,0.14301171898841858,0.23259635269641876,0.1528705656528473,0.1241261288523674,-0.02588343434035778,0.107734814286232,0.11105624586343765,0.1378137767314911
james,0.2562035918235779,0.1426199972629547,0.22481533885002136,0.27072957158088684,0.18323110044002533,0.15838287770748138,0.043919146060943604,0.14077910780906677,0.14095689356327057,0.12139993160963058
cronin,0.26382681727409363,0.19868211448192596,0.260356605052948,0.17439141869544983,0.2332153022289276,0.07266564667224884,-0.009341860190033913,0.11614622920751572,0.19313538074493408,0.1520043909549713
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.25151750445365906,0.4946078956127167,0.2621418535709381,-0.0016132977325469255,0.2587154507637024,0.2756500244140625,0.31091248989105225
nobel,0.23225803673267365,0.1316506415605545,0.1909446120262146,0.19209465384483337,0.20963376760482788,0.16315792500972748,-0.1214783638715744,0.13609760999679565,0.18130318820476532,0.15008176863193512
prize,0.20312342047691345,0.13773074746131897,0.18969248235225677,0.16949063539505005,0.2154514491558075,0.15891040861606598,-0.10169786214828491,0.11659133434295654,0.1978941112756729,0.14158497750759125
winning,0.24573363363742828,0.18481354415416718,0.30045071244239807,0.1666114777326584,0.23572386801242828,0.15547886490821838,0.0400766022503376,0.08606737107038498,0.18829073011875153,0.1251823455095291
economists,0.27088555693626404,0.2185990959405899,0.20146530866622925,0.17958107590675354,0.18642286956310272,0.20316113531589508,0.026375411078333855,0.12674520909786224,0.22471924126148224,0.1671878695487976
eugene,0.2504054605960846,0.11900120228528976,0.16070903837680817,0.16619814932346344,0.17424127459526062,0.0031496386509388685,-0.09198959916830063,0.1234918162226677,0.17000441253185272,0.16149088740348816
fama,0.16906388103961945,0.17377951741218567,0.17593027651309967,0.20222124457359314,0.10825933516025543,0.2069913148880005,-0.025372464209794998,0.10142580419778824,0.14645706117153168,0.15622827410697937
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.25151750445365906,0.4946078956127167,0.2621418535709381,-0.0016132977325469255,0.2587154507637024,0.2756500244140625,0.31091248989105225
james,0.2562035918235779,0.1426199972629547,0.22481533885002136,0.27072957158088684,0.18323110044002533,0.15838287770748138,0.043919146060943604,0.14077910780906677,0.14095689356327057,0.12139993160963058
heckman,0.38110649585723877,0.22174468636512756,0.2720739543437958,0.21866796910762787,0.23059549927711487,0.10114507377147675,0.028746187686920166,0.11443035304546356,0.2581009268760681,0.2205965518951416
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.25151750445365906,0.4946078956127167,0.2621418535709381,-0.0016132977325469255,0.2587154507637024,0.2756500244140625,0.31091248989105225
lars,0.2665843963623047,0.17496651411056519,0.22322756052017212,0.16058628261089325,0.20767641067504883,0.14476948976516724,0.13138726353645325,0.08439809083938599,0.0993795245885849,0.12932564318180084
peter,0.2549128830432892,0.1711069494485855,0.24086274206638336,0.1495925486087799,0.14779731631278992,0.14370109140872955,0.01096232421696186,0.05498284101486206,0.15726600587368011,0.11650477349758148
hansen,0.2709282338619232,0.1567239910364151,0.19952274858951569,0.2282440960407257,0.16951507329940796,0.13322409987449646,0.0729980319738388,0.08942988514900208,0.19392293691635132,0.1285921335220337
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.25151750445365906,0.4946078956127167,0.2621418535709381,-0.0016132977325469255,0.2587154507637024,0.2756500244140625,0.31091248989105225
roger,0.252828449010849,0.11618486046791077,0.1998666524887085,0.1450224220752716,0.19189049303531647,0.14109370112419128,-0.05052544176578522,0.11110565811395645,0.1355976164340973,0.0969553217291832
myerson,0.2824634909629822,0.24816563725471497,0.23424971103668213,0.26797425746917725,0.24674122035503387,0.15888020396232605,0.03410836309194565,0.14281173050403595,0.23472800850868225,0.2696976065635681
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.19707801938056946,0.5116966962814331,0.2782815098762512,0.06895173341035843,0.2465941160917282,0.23291631042957306,0.20544172823429108
robert,0.2748492956161499,0.16191203892230988,0.2257954627275467,0.26684772968292236,0.2398476004600525,0.11008115112781525,0.028171386569738388,0.09066701680421829,0.13094857335090637,0.11293095350265503
lucas,0.21189112961292267,0.23494547605514526,0.22933711111545563,0.1894267201423645,0.15237638354301453,0.11592753976583481,0.08627693355083466,0.1400938332080841,0.20633922517299652,0.10544870048761368
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.25151750445365906,0.4946078956127167,0.2621418535709381,-0.0016132977325469255,0.2587154507637024,0.2756500244140625,0.31091248989105225
jr.,0.30755749344825745,0.14305830001831055,0.14970926940441132,0.08441367000341415,0.11162803322076797,0.046576887369155884,0.06017802655696869,0.04401382803916931,-0.009737931191921234,0.3112807273864746
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.25151750445365906,0.4946078956127167,0.2621418535709381,-0.0016132977325469255,0.2587154507637024,0.2756500244140625,0.31091248989105225
freakonomics,0.3020454943180084,0.2592448592185974,0.2887361943721771,0.18683210015296936,0.3389575779438019,0.20099081099033356,0.006647521164268255,0.22011129558086395,0.1835775226354599,0.2605758011341095
author,0.23989170789718628,0.20993228256702423,0.199458509683609,0.19901993870735168,0.18473520874977112,0.15167611837387085,0.08716395497322083,0.014793859794735909,0.0756550282239914,0.14162757992744446
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.19707801938056946,0.5116966962814331,0.2782815098762512,0.06895173341035843,0.2465941160917282,0.23291631042957306,0.20544172823429108
noted,0.2524459958076477,0.21564742922782898,0.248806893825531,0.10488465428352356,0.23399871587753296,0.18795935809612274,-0.024553362280130386,0.11546443402767181,0.17345188558101654,0.13014346361160278
economist,0.21729455888271332,0.17990195751190186,0.1439521312713623,0.27854838967323303,0.1498451977968216,0.19395504891872406,0.01463379431515932,0.09141799807548523,0.2514960467815399,0.15311987698078156
steven,0.22480571269989014,0.15821102261543274,0.21446210145950317,0.046485189348459244,0.20107577741146088,0.022144654765725136,-0.07979846745729446,0.08818340301513672,0.06852184236049652,0.10277901589870453
levitt,0.29565542936325073,0.17872849106788635,0.22831755876541138,0.20085982978343964,0.1732637584209442,0.01566786877810955,-0.06461376696825027,0.17609795928001404,0.21803653240203857,0.10831961780786514
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.25151750445365906,0.4946078956127167,0.2621418535709381,-0.0016132977325469255,0.2587154507637024,0.2756500244140625,0.31091248989105225
current,0.18425484001636505,0.2555285692214966,0.3314409554004669,0.15670980513095856,0.31470298767089844,0.11711307615041733,0.004145179875195026,0.10879909247159958,0.12628419697284698,0.12074550241231918
governor,0.20484673976898193,0.11671670526266098,0.19955585896968842,1.0,0.19877229630947113,0.21714158356189728,-0.0029628698248416185,0.10839749127626419,0.20290720462799072,0.135940283536911
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.19877229630947113,1.0,0.29747170209884644,-0.03817026689648628,0.3415789008140564,0.2346848100423813,0.1826142966747284
india,0.2292683869600296,0.19284966588020325,0.3108653426170349,0.21714158356189728,0.29747170209884644,1.0,0.08424708992242813,0.2189471274614334,0.19724076986312866,0.10473668575286865
's,0.05599616840481758,0.02396530658006668,-0.01540423184633255,-0.0029628698248416185,-0.03817026689648628,0.08424708992242813,0.9999999403953552,-0.03171226754784584,0.07716244459152222,-0.023395681753754616
central,0.14618510007858276,0.273421049118042,0.3417201042175293,0.10839749127626419,0.3415789008140564,0.2189471274614334,-0.03171226754784584,1.0,0.2740989923477173,0.14787602424621582
bank,0.19363291561603546,0.21801011264324188,0.3216422498226166,0.20290720462799072,0.2346848100423813,0.19724076986312866,0.07716244459152222,0.2740989923477173,1.0,0.09656643867492676
raghuram,0.29708006978034973,0.33741694688796997,0.3500976860523224,0.2569696307182312,0.34366124868392944,0.45662549138069153,0.09025847166776657,0.2322920709848404,0.26359444856643677,0.20225533843040466
rajan,0.2242392897605896,0.12573105096817017,0.1822163164615631,0.2537221312522888,0.19462206959724426,0.4794706106185913,0.07126603275537491,0.0604623481631279,0.13393403589725494,0.18364664912223816
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.25151750445365906,0.4946078956127167,0.2621418535709381,-0.0016132977325469255,0.2587154507637024,0.2756500244140625,0.31091248989105225
the,0.3733934462070465,0.5823672413825989,1.0,0.19955585896968842,0.733189046382904,0.3108653426170349,-0.01540423184633255,0.3417201042175293,0.3216422498226166,0.22068053483963013
74th,0.04334075748920441,0.2805032432079315,0.29454636573791504,-0.06277737766504288,0.19903966784477234,0.16282379627227783,0.10379213839769363,0.09001521021127701,0.0893033966422081,0.11257992684841156
united,0.21193812787532806,0.22408509254455566,0.34367692470550537,0.24308325350284576,0.3187655806541443,0.31003639101982117,-0.03853745758533478,0.24250103533267975,0.1994088590145111,0.17266890406608582
states,0.21313154697418213,0.21939043700695038,0.3463578522205353,0.26653534173965454,0.30884552001953125,0.3310488164424896,-0.004298824816942215,0.22088879346847534,0.17994898557662964,0.16272737085819244
secretary,0.2019355148077011,0.14854203164577484,0.23160062730312347,0.47991064190864563,0.21537087857723236,0.2159818708896637,-0.007464706432074308,0.15898770093917847,0.22322960197925568,0.10113837569952011
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.19877229630947113,1.0,0.29747170209884644,-0.03817026689648628,0.3415789008140564,0.2346848100423813,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,1.0,0.19955585896968842,0.733189046382904,0.3108653426170349,-0.01540423184633255,0.3417201042175293,0.3216422498226166,0.22068053483963013
treasury,0.21299907565116882,0.1789362132549286,0.26463213562965393,0.460920125246048,0.2901371121406555,0.25828126072883606,-0.0007326584891416132,0.13730257749557495,0.29348474740982056,0.14624512195587158
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.19707801938056946,0.5116966962814331,0.2782815098762512,0.06895173341035843,0.2465941160917282,0.23291631042957306,0.20544172823429108
former,0.25351381301879883,0.2175939530134201,0.2251449078321457,0.2850245535373688,0.30415382981300354,0.19261428713798523,0.032462362200021744,0.18269211053848267,0.19711409509181976,0.10570605844259262
goldman,0.17669284343719482,0.16984866559505463,0.21957680583000183,0.2099529355764389,0.17767997086048126,0.16915182769298553,0.038885656744241714,0.15279950201511383,0.25420114398002625,0.19655320048332214
sachs,0.24219267070293427,0.17191548645496368,0.22452358901500702,0.10156788676977158,0.1838475912809372,0.24663233757019043,0.05734620243310928,0.12094433605670929,0.26518580317497253,0.20784007012844086
chairman,0.17702560126781464,0.18031281232833862,0.2121211588382721,0.3201093077659607,0.2167922407388687,0.1296929568052292,-0.09313603490591049,0.18840935826301575,0.2477276623249054,0.08324678242206573
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.19707801938056946,0.5116966962814331,0.2782815098762512,0.06895173341035843,0.2465941160917282,0.23291631042957306,0.20544172823429108
ceo,0.18829603493213654,0.14999867975711823,0.16098161041736603,0.27411824464797974,0.14724358916282654,0.16288144886493683,-0.07697489112615585,0.12191206961870193,0.21482887864112854,0.13378572463989258
hank,0.27508217096328735,0.18898773193359375,0.19902701675891876,0.20749442279338837,0.14463737607002258,0.05849827080965042,-0.006417790427803993,0.13027450442314148,0.2979801297187805,0.17129042744636536
paulson,0.2862047255039215,0.2102264016866684,0.25446754693984985,0.3440989851951599,0.18096773326396942,0.11698403209447861,0.0006105270003899932,0.07752697169780731,0.15947651863098145,0.17550991475582123
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.25151750445365906,0.4946078956127167,0.2621418535709381,-0.0016132977325469255,0.2587154507637024,0.2756500244140625,0.31091248989105225
former,0.25351381301879883,0.2175939530134201,0.2251449078321457,0.2850245535373688,0.30415382981300354,0.19261428713798523,0.032462362200021744,0.18269211053848267,0.19711409509181976,0.10570605844259262
chairman,0.17702560126781464,0.18031281232833862,0.2121211588382721,0.3201093077659607,0.2167922407388687,0.1296929568052292,-0.09313603490591049,0.18840935826301575,0.2477276623249054,0.08324678242206573
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.19877229630947113,1.0,0.29747170209884644,-0.03817026689648628,0.3415789008140564,0.2346848100423813,0.1826142966747284
president,0.22565458714962006,0.15443938970565796,0.24330610036849976,0.44345271587371826,0.21610750257968903,0.21298566460609436,-0.08566092699766159,0.16655924916267395,0.21080857515335083,0.14148259162902832
barack,0.2271832376718521,0.13818703591823578,0.24946269392967224,0.3114587962627411,0.19500595331192017,0.21044239401817322,-0.05288632586598396,0.16184371709823608,0.18780049681663513,0.24987603724002838
obama,0.17867976427078247,0.15654388070106506,0.21614792943000793,0.27914974093437195,0.17125636339187622,0.1549476981163025,-0.030492741614580154,0.11474866420030594,0.15449661016464233,0.2326410561800003
's,0.05599616840481758,0.02396530658006668,-0.01540423184633255,-0.0029628698248416185,-0.03817026689648628,0.08424708992242813,0.9999999403953552,-0.03171226754784584,0.07716244459152222,-0.023395681753754616
council,0.19620807468891144,0.2196589708328247,0.2829204201698303,0.2834407389163971,0.2972237169742584,0.128888800740242,-0.007623340003192425,0.20783263444900513,0.24037444591522217,0.1160062924027443
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.19877229630947113,1.0,0.29747170209884644,-0.03817026689648628,0.3415789008140564,0.2346848100423813,0.1826142966747284
economic,0.13431337475776672,0.21102669835090637,0.282455176115036,0.15875665843486786,0.3030148148536682,0.21343569457530975,0.0034841743763536215,0.2135496288537979,0.23061369359493256,0.1206481084227562
advisors,0.2669875919818878,0.1775735318660736,0.2359212338924408,0.2500501871109009,0.29387566447257996,0.13620270788669586,-0.026458701118826866,0.12724149227142334,0.15250881016254425,0.1274685561656952
austan,0.14818689227104187,0.14638139307498932,0.2235925942659378,0.1885707974433899,0.2245962917804718,0.42721936106681824,0.030325734987854958,0.21320480108261108,0.1169402152299881,0.1711115539073944
goolsbee,0.2684214115142822,0.3024425506591797,0.3299955129623413,0.2524156868457794,0.27036693692207336,0.2689170241355896,0.11510147899389267,0.18367527425289154,0.27395114302635193,0.3453584909439087
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.25151750445365906,0.4946078956127167,0.2621418535709381,-0.0016132977325469255,0.2587154507637024,0.2756500244140625,0.31091248989105225
shakespeare,0.26644352078437805,0.19275997579097748,0.19480109214782715,0.11302677541971207,0.1908472627401352,0.18855105340480804,-0.005174538120627403,0.10985059291124344,0.14918260276317596,0.19043835997581482
scholar,0.2827347218990326,0.21637843549251556,0.16383583843708038,0.2259291410446167,0.16234588623046875,0.2243088185787201,0.040988847613334656,0.07789844274520874,0.16836455464363098,0.1606755405664444
david,0.26544609665870667,0.14622443914413452,0.2237231284379959,0.25858423113822937,0.191870778799057,0.10296639055013657,-0.00819597952067852,0.09615458548069,0.1126263290643692,0.04158485680818558
bevington,0.2582261264324188,0.18176738917827606,0.26041561365127563,0.31502464413642883,0.26990801095962524,0.2034311443567276,-0.04266100004315376,0.2001858949661255,0.23206382989883423,0.16543465852737427
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.25151750445365906,0.4946078956127167,0.2621418535709381,-0.0016132977325469255,0.2587154507637024,0.2756500244140625,0.31091248989105225
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.19707801938056946,0.5116966962814331,0.2782815098762512,0.06895173341035843,0.2465941160917282,0.23291631042957306,0.20544172823429108
renowned,0.2896451950073242,0.20744624733924866,0.21293851733207703,0.06308241933584213,0.2392464578151703,0.22705809772014618,0.0821920782327652,0.0860123410820961,0.18040448427200317,0.08647420257329941
political,0.24357503652572632,0.15203817188739777,0.20477235317230225,0.29839399456977844,0.27319738268852234,0.19711385667324066,0.04151610657572746,0.18619240820407867,0.17910170555114746,0.17130474746227264
scientists,0.2545245885848999,0.24610774219036102,0.25988271832466125,0.10533890873193741,0.20474955439567566,0.12712068855762482,0.013002701103687286,0.1862601935863495,0.07696405798196793,0.16597221791744232
john,0.30388808250427246,0.16449548304080963,0.2230520099401474,0.28579089045524597,0.2407056987285614,0.13028214871883392,-0.1023898646235466,0.09779134392738342,0.18252070248126984,0.13162356615066528
mearsheimer,0.3129017651081085,0.29024121165275574,0.30978086590766907,0.23261873424053192,0.318662166595459,0.1951812356710434,-0.0006946368957869709,0.2160264402627945,0.258137971162796,0.23592235147953033
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.19707801938056946,0.5116966962814331,0.2782815098762512,0.06895173341035843,0.2465941160917282,0.23291631042957306,0.20544172823429108
robert,0.2748492956161499,0.16191203892230988,0.2257954627275467,0.26684772968292236,0.2398476004600525,0.11008115112781525,0.028171386569738388,0.09066701680421829,0.13094857335090637,0.11293095350265503
pape,0.20935481786727905,0.20556524395942688,0.16844604909420013,0.22561925649642944,0.18593576550483704,0.14319360256195068,0.05167773738503456,0.14040938019752502,0.14541958272457123,0.12501192092895508
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.2575504183769226,0.5352458953857422,0.29068249464035034,-0.003708066651597619,0.3193301260471344,0.24876342713832855,0.4130953550338745
