,who,stripped,the,ball,from,newton,on,a,3rd,and,nine,?
",",0.3365725874900818,0.20366182923316956,0.4933079481124878,0.2170172780752182,0.39760664105415344,0.2648763358592987,0.49057599902153015,0.427140474319458,0.2080731987953186,0.6633074283599854,0.273027628660202,0.31091248989105225
it,0.2868398427963257,0.18891577422618866,0.6251175999641418,0.1934148073196411,0.325604110956192,0.16236042976379395,0.4529881477355957,0.5452592968940735,0.23396635055541992,0.40957894921302795,0.22782401740550995,0.25732165575027466
took,0.2481452226638794,0.265125572681427,0.31657639145851135,0.09350965917110443,0.2382442206144333,0.09060408920049667,0.22459004819393158,0.18697012960910797,0.16318504512310028,0.25750628113746643,0.2501992881298065,0.14109265804290771
a,0.36608949303627014,0.21361295878887177,0.5829201340675354,0.23578347265720367,0.322764128446579,0.1884482353925705,0.3848365545272827,1.0,0.2615795433521271,0.3739250600337982,0.2446976900100708,0.23916715383529663
long,0.18512077629566193,0.16515707969665527,0.3075225353240967,0.2649891674518585,0.3109167516231537,0.1328132003545761,0.3373977243900299,0.3795371353626251,0.170237734913826,0.3395216166973114,0.2318415641784668,0.19699987769126892
bounce,0.19229473173618317,0.2553567886352539,0.2448197603225708,0.4575279951095581,0.19025397300720215,0.24600446224212646,0.25720280408859253,0.24689596891403198,0.23128293454647064,0.2260034829378128,0.1654842644929886,0.1623752862215042
backwards,0.21414348483085632,0.23036590218544006,0.3041544258594513,0.3201940655708313,0.2363429069519043,0.1826794296503067,0.2512238919734955,0.2591436803340912,0.26705291867256165,0.21896201372146606,0.14288774132728577,0.1805936098098755
and,0.41279885172843933,0.3203900158405304,0.5171257257461548,0.19981779158115387,0.3601827025413513,0.22255054116249084,0.4077630043029785,0.3739250600337982,0.21901369094848633,1.0,0.3451005816459656,0.20544172823429108
was,0.3318818509578705,0.28134846687316895,0.48711544275283813,0.16079293191432953,0.31171464920043945,0.25264593958854675,0.3909217119216919,0.4508470594882965,0.2370467633008957,0.3740963041782379,0.2782309651374817,0.18412111699581146
recovered,0.19365158677101135,0.2375534623861313,0.2614712417125702,0.12504027783870697,0.2810422480106354,0.14219547808170319,0.2166234701871872,0.2461796998977661,0.1638314574956894,0.25687822699546814,0.23260292410850525,0.08912046253681183
by,0.39727845788002014,0.245269313454628,0.4408751428127289,0.1381615251302719,0.3373257517814636,0.19122301042079926,0.33887791633605957,0.32094135880470276,0.17617635428905487,0.4289871156215668,0.24929305911064148,0.17966607213020325
ward,0.26459071040153503,0.1285397857427597,0.20814019441604614,0.17405594885349274,0.1821640580892563,0.2154519259929657,0.18514415621757507,0.18338952958583832,0.3138395845890045,0.28882864117622375,0.19615601003170013,0.09479375928640366
",",0.3365725874900818,0.20366182923316956,0.4933079481124878,0.2170172780752182,0.39760664105415344,0.2648763358592987,0.49057599902153015,0.427140474319458,0.2080731987953186,0.6633074283599854,0.273027628660202,0.31091248989105225
who,0.9999998807907104,0.19222557544708252,0.3733934462070465,0.18419332802295685,0.27839982509613037,0.19243690371513367,0.2340552806854248,0.36608949303627014,0.1861007958650589,0.41279885172843933,0.20492319762706757,0.26220351457595825
returned,0.23187772929668427,0.31385865807533264,0.32857778668403625,0.09811848402023315,0.25394386053085327,0.1470225602388382,0.27229979634284973,0.22562164068222046,0.09299135953187943,0.2844434380531311,0.2663766145706177,0.07695316523313522
it,0.2868398427963257,0.18891577422618866,0.6251175999641418,0.1934148073196411,0.325604110956192,0.16236042976379395,0.4529881477355957,0.5452592968940735,0.23396635055541992,0.40957894921302795,0.22782401740550995,0.25732165575027466
five,0.22190363705158234,0.20073717832565308,0.41977158188819885,0.19478920102119446,0.24532808363437653,0.13210272789001465,0.2724660038948059,0.2874281108379364,0.12702691555023193,0.33081334829330444,0.6903188824653625,0.18342848122119904
yards,0.13584628701210022,0.18138636648654938,0.16070343554019928,0.31545811891555786,0.1365477740764618,0.29241275787353516,0.15043845772743225,0.19167225062847137,0.21965095400810242,0.22108176350593567,0.2518538236618042,0.12453813850879669
to,0.42656609416007996,0.2253113090991974,0.535392165184021,0.2563202381134033,0.4069952368736267,0.2176830768585205,0.41031414270401,0.45503583550453186,0.17024868726730347,0.48971283435821533,0.2271491289138794,0.29463258385658264
the,0.3733934462070465,0.24013200402259827,1.0,0.18895584344863892,0.40150508284568787,0.1876603662967682,0.5107308030128479,0.5829201340675354,0.2175474613904953,0.5171257257461548,0.33253175020217896,0.22068053483963013
panthers,0.2132880985736847,0.17310866713523865,0.2602776288986206,0.17961734533309937,0.2251167893409729,0.2555108666419983,0.17721405625343323,0.2255268394947052,0.14155852794647217,0.2230100929737091,0.1787816733121872,0.16608978807926178
4-yard,0.27324941754341125,0.20101948082447052,0.30518561601638794,0.28005948662757874,0.19629880785942078,0.28360334038734436,0.2223042994737625,0.2808576822280884,0.4817369878292084,0.2914087772369385,0.2657386064529419,0.11815178394317627
line,0.1774713397026062,0.12863992154598236,0.29789501428604126,0.2138069123029709,0.2599041163921356,0.0773603692650795,0.2094266265630722,0.23499317467212677,0.20712731778621674,0.24584348499774933,0.11051871627569199,0.16271452605724335
.,0.3541337847709656,0.2169518917798996,0.5934505462646484,0.214210644364357,0.41536515951156616,0.20699870586395264,0.49257001280784607,0.50484299659729,0.18060193955898285,0.588965117931366,0.295397013425827,0.4130953550338745
