,the,european,court,of,justice,can,not,uphold,measures,that,are,incompatible,with,what,?
measures,0.263394296169281,0.19540172815322876,0.21570804715156555,0.24129846692085266,0.19302386045455933,0.2891926169395447,0.24505777657032013,0.2671675682067871,1.0000001192092896,0.30513185262680054,0.244791641831398,0.17141927778720856,0.19139251112937927,0.24211709201335907,0.18777857720851898
which,0.6521818041801453,0.2234036773443222,0.19263212382793427,0.5011631846427917,0.16124017536640167,0.41132649779319763,0.46766895055770874,0.272073894739151,0.31370460987091064,0.6894589066505432,0.42922598123550415,0.31862109899520874,0.46403205394744873,0.5261979103088379,0.25814583897590637
are,0.40399202704429626,0.15548661351203918,0.10927453637123108,0.39081433415412903,0.13176707923412323,0.5408529043197632,0.46186959743499756,0.22832892835140228,0.244791641831398,0.45265161991119385,1.0,0.31700271368026733,0.38996943831443787,0.29724663496017456,0.24591213464736938
incompatible,0.17226295173168182,0.1143021360039711,0.1566346138715744,0.20946481823921204,0.13614054024219513,0.33005595207214355,0.37154290080070496,0.27112120389938354,0.17141927778720856,0.38351085782051086,0.31700271368026733,0.9999998807907104,0.2659424841403961,0.33170202374458313,0.2627788186073303
with,0.4223487675189972,0.19647395610809326,0.14494022727012634,0.41827285289764404,0.13907890021800995,0.3572797477245331,0.3409014642238617,0.18964232504367828,0.19139251112937927,0.4154358208179474,0.38996943831443787,0.2659424841403961,0.9999999403953552,0.2464839518070221,0.2433311939239502
fundamental,0.3078918755054474,0.19743157923221588,0.2298780083656311,0.35164782404899597,0.2509665787220001,0.21930468082427979,0.3539251983165741,0.34812042117118835,0.23681995272636414,0.39114704728126526,0.28600409626960754,0.3582053482532501,0.20480333268642426,0.35305243730545044,0.2011919468641281
rights,0.2579100430011749,0.20173384249210358,0.2824671268463135,0.19425496459007263,0.2867013216018677,0.1727154403924942,0.26897159218788147,0.36289167404174805,0.1617252081632614,0.251168817281723,0.1375609040260315,0.16132321953773499,0.147300586104393,0.2386135458946228,0.21814769506454468
recognised,0.2839850187301636,0.23471954464912415,0.1048564463853836,0.29297497868537903,0.030408810824155807,0.16211733222007751,0.30814874172210693,0.22072450816631317,0.21520942449569702,0.2835645079612732,0.2507559657096863,0.24882546067237854,0.21970130503177643,0.22302114963531494,0.1985509693622589
and,0.5171257257461548,0.24143946170806885,0.22896502912044525,0.5116966962814331,0.22812503576278687,0.3675691485404968,0.39099299907684326,0.29013994336128235,0.25640660524368286,0.4731321930885315,0.48576638102531433,0.23427622020244598,0.5477725267410278,0.31309178471565247,0.20544172823429108
protected,0.23777265846729279,0.15636926889419556,0.1357363611459732,0.1996251344680786,0.08725853264331818,0.20116348564624786,0.28051629662513733,0.24384304881095886,0.15322859585285187,0.3052263855934143,0.24158184230327606,0.22873681783676147,0.1799308806657791,0.22597423195838928,0.2514227032661438
in,0.6662389636039734,0.23319172859191895,0.2793687880039215,0.5696388483047485,0.2678598463535309,0.26527702808380127,0.3403114080429077,0.21598096191883087,0.1663234680891037,0.435920387506485,0.3841303884983063,0.102824367582798,0.4080928862094879,0.30808621644973755,0.20430970191955566
the,1.0,0.3423081040382385,0.2812081575393677,0.733189046382904,0.23470892012119293,0.312528520822525,0.4310511648654938,0.29104143381118774,0.263394296169281,0.5473989248275757,0.40399202704429626,0.17226295173168182,0.4223487675189972,0.42745697498321533,0.22068053483963013
constitutions,0.31420454382896423,0.2410702109336853,0.43870675563812256,0.35400456190109253,0.36163878440856934,0.17487698793411255,0.32577458024024963,0.39513862133026123,0.22767862677574158,0.30151960253715515,0.2561935484409332,0.23548424243927002,0.15640956163406372,0.2786557972431183,0.251596063375473
of,0.733189046382904,0.2507138252258301,0.28835242986679077,1.0,0.2658293545246124,0.2603091299533844,0.3307090103626251,0.2880493700504303,0.24129846692085266,0.41498205065727234,0.39081433415412903,0.20946481823921204,0.41827285289764404,0.33290785551071167,0.1826142966747284
member,0.2806392312049866,0.24138560891151428,0.21980570256710052,0.2701796889305115,0.26324737071990967,0.09298814088106155,0.1560761034488678,0.21113745868206024,0.11781880259513855,0.17725452780723572,0.16299262642860413,0.05082236975431442,0.1763933300971985,0.09932345896959305,0.06826172769069672
states,0.3463578522205353,0.25554242730140686,0.3169350028038025,0.30884552001953125,0.30231809616088867,0.18360939621925354,0.24589264392852783,0.2766852080821991,0.17620469629764557,0.291576623916626,0.1846873015165329,0.19402167201042175,0.21424104273319244,0.21526020765304565,0.16272737085819244
.,0.5934505462646484,0.2095622420310974,0.2742154598236084,0.5352458953857422,0.24642124772071838,0.35783761739730835,0.4824007451534271,0.22626499831676483,0.2194034606218338,0.4460422694683075,0.3452940285205841,0.23293404281139374,0.4446153938770294,0.3567904531955719,0.4130953550338745
