,what,century,did,the,normans,first,gain,their,separate,identity,?
half,0.13016436994075775,0.2272380292415619,0.12883292138576508,0.3189295828342438,0.20988649129867554,0.286257803440094,0.15310828387737274,0.19566726684570312,0.1709362119436264,0.09330762177705765,0.07471233606338501
of,0.33290785551071167,0.2826060354709625,0.2513895630836487,0.733189046382904,0.2173461765050888,0.3536086082458496,0.27324017882347107,0.4329940676689148,0.33388569951057434,0.14822673797607422,0.1826142966747284
the,0.42745697498321533,0.3617299497127533,0.34736719727516174,1.0,0.2781367897987366,0.49448907375335693,0.2682225704193115,0.516537070274353,0.3612915575504303,0.22824928164482117,0.22068053483963013
10th,0.223264679312706,0.26007288694381714,0.20156662166118622,0.3098960816860199,0.04155441373586655,0.317302405834198,0.13142257928848267,0.18605172634124756,0.12114317715167999,0.24022479355335236,0.1565542221069336
century,0.20422613620758057,1.0,0.2333737462759018,0.3617299497127533,0.3325289487838745,0.32110705971717834,0.12300648540258408,0.2337905913591385,0.12806129455566406,0.1720358282327652,0.1026201918721199
",",0.3087472915649414,0.24487493932247162,0.3015086054801941,0.4933079481124878,0.207779198884964,0.34503069519996643,0.2041122019290924,0.3045167922973633,0.2999747693538666,0.20418424904346466,0.31091248989105225
and,0.31309178471565247,0.2726690471172333,0.34479495882987976,0.5171257257461548,0.23779046535491943,0.3167642652988434,0.2497105896472931,0.45114588737487793,0.334524005651474,0.24922586977481842,0.20544172823429108
it,0.45803478360176086,0.2796405553817749,0.2993364930152893,0.6251175999641418,0.24826779961585999,0.3491429388523102,0.19262422621250153,0.3067983090877533,0.31413474678993225,0.20373986661434174,0.25732165575027466
continued,0.17878234386444092,0.27689480781555176,0.4863187372684479,0.29953038692474365,0.2886578440666199,0.29918307065963745,0.2356652170419693,0.2982681095600128,0.2031949758529663,0.09989883005619049,0.10404038429260254
to,0.455847829580307,0.20143604278564453,0.4452643394470215,0.535392165184021,0.2506018877029419,0.3792489171028137,0.3898973762989044,0.44619059562683105,0.3234710395336151,0.19229429960250854,0.29463258385658264
evolve,0.24154877662658691,0.19682368636131287,0.1727839857339859,0.2571829855442047,0.15006576478481293,0.16997990012168884,0.31557029485702515,0.326547235250473,0.2803950905799866,0.23887518048286438,0.21702495217323303
over,0.28007611632347107,0.18534183502197266,0.2535076439380646,0.39856547117233276,0.24775145947933197,0.27581891417503357,0.3176976144313812,0.3300269544124603,0.26308783888816833,0.19113732874393463,0.25742942094802856
the,0.42745697498321533,0.3617299497127533,0.34736719727516174,1.0,0.2781367897987366,0.49448907375335693,0.2682225704193115,0.516537070274353,0.3612915575504303,0.22824928164482117,0.22068053483963013
succeeding,0.15703491866588593,0.15437789261341095,0.2334788590669632,0.21223390102386475,0.14459381997585297,0.2796393036842346,0.21704450249671936,0.07952643185853958,0.1356090009212494,0.09992808103561401,0.17616324126720428
centuries,0.18983326852321625,0.7377862334251404,0.22437435388565063,0.32166481018066406,0.35883477330207825,0.2487218827009201,0.16039513051509857,0.2571171820163727,0.1841208040714264,0.1399860978126526,0.13179439306259155
.,0.3567904531955719,0.27413639426231384,0.35288307070732117,0.5934505462646484,0.2287112921476364,0.4345304071903229,0.20901274681091309,0.34427863359451294,0.2875625789165497,0.23951315879821777,0.4130953550338745
