,when,did,the,jin,dynasty,begin,?
quzhou,0.14647959172725677,0.11676811426877975,0.25852838158607483,0.5284165740013123,0.4691320061683655,0.1754508763551712,0.2011154443025589
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.21946492791175842,0.1976536363363266,0.27304404973983765,0.31091248989105225
while,0.548916757106781,0.3330625295639038,0.39804592728614807,0.17110571265220642,0.13410058617591858,0.296394944190979,0.21076419949531555
the,0.5091903209686279,0.34736719727516174,1.0,0.23336409032344818,0.26267939805984497,0.34293439984321594,0.22068053483963013
newly,0.39933258295059204,0.18732944130897522,0.35828328132629395,0.10561015456914902,0.13034574687480927,0.2244492620229721,0.08549588173627853
established,0.18169470131397247,0.18989217281341553,0.33092597126960754,0.16073797643184662,0.25788015127182007,0.11909785121679306,0.15917523205280304
jin,0.2185768038034439,0.12242958694696426,0.23336409032344818,1.0,0.4847870469093323,0.18089106678962708,0.12195159494876862
dynasty,0.16945278644561768,0.19201454520225525,0.26267939805984497,0.4847870469093323,1.0,0.0877443253993988,0.15884074568748474
(,0.2459595799446106,0.18979617953300476,0.33289089798927307,0.19064469635486603,0.15119072794914246,0.12756820023059845,0.40561532974243164
1115–1234,0.09441275894641876,0.015865858644247055,0.07498689740896225,0.05642826855182648,0.09890886396169662,0.013921404257416725,0.0009548099478706717
),0.2538422644138336,0.18584993481636047,0.3456730246543884,0.18778389692306519,0.17090870440006256,0.13078060746192932,0.42300865054130554
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.20222510397434235,0.15246383845806122,0.2903634011745453,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.23336409032344818,0.26267939805984497,0.34293439984321594,0.22068053483963013
north,0.21003669500350952,0.16732536256313324,0.36298373341560364,0.19382134079933167,0.18835356831550598,0.1443755179643631,0.11829731613397598
appointed,0.19494225084781647,0.2657434642314911,0.2626524269580841,0.10789726674556732,0.17181207239627838,0.15514367818832397,0.13895352184772491
kong,0.18756937980651855,0.16918805241584778,0.19810858368873596,0.27601388096809387,0.2338206022977829,0.09803988039493561,0.10485735535621643
duanyou,0.2488957941532135,0.2465440034866333,0.3078915774822235,0.3529326021671295,0.2881057858467102,0.1411198377609253,0.42137411236763
's,-0.03368149697780609,0.05069678649306297,-0.01540423184633255,-0.011056434363126755,-0.03789631649851799,-0.07216574251651764,-0.023395681753754616
brother,0.2808358073234558,0.1939975470304489,0.1885300725698471,0.1412423998117447,0.16438885033130646,0.11977677792310715,0.14267398416996002
kong,0.18756937980651855,0.16918805241584778,0.19810858368873596,0.27601388096809387,0.2338206022977829,0.09803988039493561,0.10485735535621643
duancao,0.20023109018802643,0.14302048087120056,0.312752366065979,0.3705451488494873,0.33707618713378906,0.11018088459968567,0.23586323857307434
who,0.48282691836357117,0.34038686752319336,0.3733934462070465,0.22250813245773315,0.19946415722370148,0.1731032282114029,0.26220351457595825
remained,0.28067004680633545,0.371289998292923,0.3492392301559448,0.09363189339637756,0.14595769345760345,0.18364544212818146,0.08263323456048965
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.20222510397434235,0.15246383845806122,0.2903634011745453,0.20430970191955566
qufu,0.22377116978168488,0.23581911623477936,0.2998673617839813,0.42832568287849426,0.4872327744960785,0.1647966206073761,0.22731199860572815
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.14609025418758392,0.1805962324142456,0.20308734476566315,0.27043893933296204
duke,0.13615576922893524,0.18803031742572784,0.218814879655838,0.1686972975730896,0.2390957921743393,0.0636533871293068,0.13699419796466827
yansheng,0.20928210020065308,0.15819525718688965,0.24177713692188263,0.5904185175895691,0.4673768877983093,0.15726526081562042,0.21368952095508575
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.17743851244449615,0.20616187155246735,0.24827922880649567,0.4130953550338745
