,which,panthers,rb,scored,6,tds,in,the,13,games,leading,up,to,super,bowl,50,?
yards,0.18309375643730164,0.33815330266952515,0.23082226514816284,0.3844333589076996,-0.057863373309373856,0.5196836590766907,0.14206624031066895,0.16070343554019928,0.08531424403190613,0.2650506794452667,0.23055429756641388,0.2173794060945511,0.1612969934940338,0.22780416905879974,0.2993983328342438,0.016652274876832962,0.12453813850879669
and,0.506277859210968,0.2230100929737091,0.1839105486869812,0.23723433911800385,0.11442969739437103,0.2784932851791382,0.4954058527946472,0.5171257257461548,0.05119633674621582,0.23353584110736847,0.34015700221061707,0.4032393991947174,0.48971283435821533,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
six,0.35139694809913635,0.2444179207086563,0.05086014047265053,0.2536834180355072,-0.017125969752669334,0.22099903225898743,0.3013422191143036,0.3614266812801361,0.012511269189417362,0.2226426899433136,0.20522336661815643,0.26231980323791504,0.2762264311313629,0.18434253334999084,0.22396348416805267,0.06237699091434479,0.15298804640769958
touchdowns,0.216342493891716,0.4128744304180145,0.26197290420532227,0.5081436038017273,-0.026807241141796112,0.5448436141014099,0.17643709480762482,0.20508192479610443,0.10132434964179993,0.3750647008419037,0.29000669717788696,0.21518129110336304,0.2349112629890442,0.3033614456653595,0.432915598154068,0.02766825631260872,0.1509619653224945
in,0.4840516746044159,0.2115829735994339,0.11944402754306793,0.22821880877017975,-0.0005521549028344452,0.16651739180088043,1.0,0.6662389636039734,0.02730540931224823,0.24802106618881226,0.33273574709892273,0.3120773434638977,0.45010748505592346,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.20430970191955566
13,0.020414112135767937,0.07839319854974747,0.04405315965414047,0.050821587443351746,0.021101057529449463,0.001114131766371429,0.02730540931224823,-0.007407139986753464,0.9999999403953552,-0.07303249090909958,-0.010870635509490967,0.0004794958222191781,0.05182816833257675,-0.00828040111809969,0.017800776287913322,-0.06467641890048981,-0.11384815722703934
games,0.2158995121717453,0.38664546608924866,0.19763576984405518,0.35705775022506714,0.015107506886124611,0.326346755027771,0.24802106618881226,0.2676136791706085,-0.07303249090909958,1.0000001192092896,0.1634126901626587,0.17042607069015503,0.23381441831588745,0.3565964996814728,0.2931278944015503,0.044272638857364655,0.1360001415014267
",",0.3658004403114319,0.2494642585515976,0.22466818988323212,0.27357709407806396,0.05098571628332138,0.22708208858966827,0.5201468467712402,0.4933079481124878,0.028695285320281982,0.2778109014034271,0.25808972120285034,0.34193792939186096,0.44245919585227966,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
along,0.33404073119163513,0.26302406191825867,0.12270616739988327,0.1577012985944748,-0.010596651583909988,0.1751754879951477,0.3603311777114868,0.39495137333869934,0.0784178152680397,0.14343512058258057,0.25283509492874146,0.3000185787677765,0.2976071536540985,0.09843510389328003,0.15146994590759277,0.0360545814037323,0.17134909331798553
with,0.46403205394744873,0.23276561498641968,0.19199888408184052,0.28121069073677063,0.03296731784939766,0.2285756766796112,0.4080928862094879,0.4223487675189972,-0.04229801148176193,0.23660777509212494,0.2195664644241333,0.38676461577415466,0.4239959120750427,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.2433311939239502
pro,0.19924573600292206,0.20294983685016632,0.238223597407341,0.1329328864812851,-0.03561253845691681,0.272872656583786,0.152218297123909,0.2149612456560135,0.03239866718649864,0.21350322663784027,0.2569259703159332,0.08753865212202072,0.15312783420085907,0.22218634188175201,0.3635437786579132,-0.0009761468390934169,0.17645101249217987
bowl,0.23468568921089172,0.34713199734687805,0.1493140161037445,0.24065200984477997,-0.011608794331550598,0.28645092248916626,0.17236235737800598,0.21576224267482758,0.017800776287913322,0.2931278944015503,0.2586188316345215,0.16571862995624542,0.16993016004562378,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
fullback,0.16269895434379578,0.4810352325439453,0.360822856426239,0.3663391172885895,0.006331664510071278,0.3309796154499054,0.15546925365924835,0.1890408992767334,-0.002407265128567815,0.28246021270751953,0.1431497484445572,0.15448875725269318,0.1749984323978424,0.3029347360134125,0.2877782881259918,0.050649244338274,0.2015429437160492
mike,0.1683032363653183,0.3145992159843445,0.22155217826366425,0.1661907285451889,0.004125588573515415,0.2211558222770691,0.19172821938991547,0.1855325549840927,-0.0940820649266243,0.17158634960651398,0.181977778673172,0.18376702070236206,0.1637081503868103,0.16533304750919342,0.14682015776634216,-0.028141003102064133,0.1076895147562027
tolbert,0.19098901748657227,0.21264690160751343,0.18294385075569153,0.17402231693267822,0.10632854700088501,0.2784513831138611,0.25318053364753723,0.2572346329689026,0.060791000723838806,0.15511710941791534,0.23723328113555908,0.20892451703548431,0.2032693475484848,0.11997148394584656,0.25069522857666016,-0.04469633102416992,0.24125076830387115
",",0.3658004403114319,0.2494642585515976,0.22466818988323212,0.27357709407806396,0.05098571628332138,0.22708208858966827,0.5201468467712402,0.4933079481124878,0.028695285320281982,0.2778109014034271,0.25808972120285034,0.34193792939186096,0.44245919585227966,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
who,0.3688730001449585,0.2132880985736847,0.11400488018989563,0.2029072493314743,0.06694239377975464,0.17336392402648926,0.2792111933231354,0.3733934462070465,0.09338453412055969,0.21274375915527344,0.25606170296669006,0.26056501269340515,0.42656609416007996,0.1819351613521576,0.09189514070749283,0.0322180911898613,0.26220351457595825
rushed,0.20273038744926453,0.20744307339191437,0.19465358555316925,0.3031066060066223,0.007378820329904556,0.30416423082351685,0.1983523666858673,0.25936806201934814,0.06719624251127243,0.17016950249671936,0.27294182777404785,0.25279268622398376,0.24888354539871216,0.12804485857486725,0.1839103251695633,-0.039382338523864746,0.10077773034572601
for,0.44095608592033386,0.25358447432518005,0.21173273026943207,0.2957361936569214,0.03396032005548477,0.23970061540603638,0.4322226941585541,0.4739971458911896,-0.016487080603837967,0.2952845096588135,0.3854183852672577,0.342966228723526,0.4451248347759247,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.264628142118454
256,-0.042365096509456635,-0.07833369821310043,-0.12471317499876022,-0.15775495767593384,-0.036324553191661835,-0.044027235358953476,-0.06790315359830856,-0.0850757285952568,0.048060156404972076,-0.07133787125349045,-0.08439555019140244,-0.05485467612743378,-0.005657444708049297,-0.054634347558021545,0.054281286895275116,0.03145071491599083,-0.019014839082956314
yards,0.18309375643730164,0.33815330266952515,0.23082226514816284,0.3844333589076996,-0.057863373309373856,0.5196836590766907,0.14206624031066895,0.16070343554019928,0.08531424403190613,0.2650506794452667,0.23055429756641388,0.2173794060945511,0.1612969934940338,0.22780416905879974,0.2993983328342438,0.016652274876832962,0.12453813850879669
and,0.506277859210968,0.2230100929737091,0.1839105486869812,0.23723433911800385,0.11442969739437103,0.2784932851791382,0.4954058527946472,0.5171257257461548,0.05119633674621582,0.23353584110736847,0.34015700221061707,0.4032393991947174,0.48971283435821533,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
caught,0.22071601450443268,0.20935580134391785,0.1658647656440735,0.21242137253284454,0.0321185328066349,0.21312113106250763,0.20461435616016388,0.2087310254573822,-0.004381964914500713,0.15671959519386292,0.1907019019126892,0.27153462171554565,0.2586933970451355,0.18468980491161346,0.23483335971832275,0.10513488203287125,0.20266211032867432
18,-0.10924653708934784,0.00756014185026288,-0.10985483229160309,-0.07093982398509979,-0.07603413611650467,-0.05435751751065254,-0.061147160828113556,-0.07796193659305573,0.005741887725889683,-0.12406182289123535,-0.015088038519024849,-0.1156342402100563,-0.17942632734775543,-0.09562573581933975,-0.06962370872497559,-0.018063269555568695,-0.04919438064098358
passes,0.30248111486434937,0.1794930249452591,0.08280763030052185,0.14934025704860687,-0.044488608837127686,0.3543645143508911,0.2780042290687561,0.3752402365207672,0.007975793443620205,0.1681649386882782,0.2500131130218506,0.22498054802417755,0.2602662146091461,0.15807831287384033,0.253427654504776,-0.04521133378148079,0.09716983139514923
for,0.44095608592033386,0.25358447432518005,0.21173273026943207,0.2957361936569214,0.03396032005548477,0.23970061540603638,0.4322226941585541,0.4739971458911896,-0.016487080603837967,0.2952845096588135,0.3854183852672577,0.342966228723526,0.4451248347759247,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.264628142118454
another,0.5561438798904419,0.21373236179351807,0.08062459528446198,0.20264866948127747,0.041614968329668045,0.1542234569787979,0.3397690951824188,0.5019711852073669,0.011964811012148857,0.18838690221309662,0.3146943151950836,0.30968350172042847,0.48769932985305786,0.18765908479690552,0.17893345654010773,0.06011156737804413,0.295511931180954
154,0.2475435584783554,0.032850537449121475,-0.026646967977285385,0.0565263070166111,0.004242978990077972,0.09497696906328201,0.05752888694405556,0.18359190225601196,-0.005974717903882265,-0.00026076025096699595,0.06266619265079498,0.3461313545703888,0.28490403294563293,-0.029918527230620384,0.10797981917858124,-0.02967974729835987,0.266965389251709
yards,0.18309375643730164,0.33815330266952515,0.23082226514816284,0.3844333589076996,-0.057863373309373856,0.5196836590766907,0.14206624031066895,0.16070343554019928,0.08531424403190613,0.2650506794452667,0.23055429756641388,0.2173794060945511,0.1612969934940338,0.22780416905879974,0.2993983328342438,0.016652274876832962,0.12453813850879669
.,0.45942068099975586,0.23446570336818695,0.27131497859954834,0.24230577051639557,0.07554518431425095,0.2202279269695282,0.5591574311256409,0.5934505462646484,0.041442494839429855,0.27173087000846863,0.2186424434185028,0.351434588432312,0.4645031690597534,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
