,where,is,the,comparison,found,of,this,lord,'s,prayer,hymn,?
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.23839420080184937,0.27385151386260986,0.4946078956127167,0.4316047728061676,0.23110952973365784,-0.0016132977325469255,0.1917228251695633,0.22048476338386536,0.31091248989105225
``,0.020612511783838272,0.058766357600688934,0.029072100296616554,0.04505790397524834,0.013845388777554035,0.06780257821083069,0.09380315989255905,0.03732198849320412,-0.03416389226913452,0.06745395064353943,0.10007781535387039,0.0685480609536171
vater,0.263863742351532,0.22958526015281677,0.2983967959880829,0.10533396899700165,0.1679278463125229,0.26430240273475647,0.27066168189048767,0.19345559179782867,0.06272254884243011,0.32496729493141174,0.29904142022132874,0.22797000408172607
unser,0.16996803879737854,0.15924780070781708,0.15562300384044647,0.14154265820980072,0.13819684088230133,0.14590568840503693,0.20689330995082855,0.09803008288145065,-0.013690034858882427,0.11911316215991974,0.258269339799881,0.1237528845667839
im,0.060883473604917526,0.17061147093772888,0.1290673315525055,0.07691865414381027,0.050481509417295456,0.1369767189025879,0.1583661288022995,0.13282769918441772,0.018186818808317184,0.1511966586112976,0.14056380093097687,0.1966509073972702
himmelreich,0.15074415504932404,0.20277705788612366,0.25968068838119507,0.1021978110074997,0.12057110667228699,0.24738191068172455,0.22949853539466858,0.27850574254989624,0.07189390063285828,0.2779431939125061,0.21110019087791443,0.24371464550495148
'',0.016034942120313644,0.0793738141655922,0.041273195296525955,0.07741041481494904,0.09618200361728668,0.13035868108272552,0.015337302349507809,-0.010790808126330376,-0.04859459400177002,-0.07395785301923752,-0.056234996765851974,0.018684765323996544
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.23839420080184937,0.27385151386260986,0.4946078956127167,0.4316047728061676,0.23110952973365784,-0.0016132977325469255,0.1917228251695633,0.22048476338386536,0.31091248989105225
corresponds,0.26347512006759644,0.3871975541114807,0.38103723526000977,0.3878254294395447,0.2384357899427414,0.35868147015571594,0.27533742785453796,0.12099646031856537,0.014845112338662148,0.22765207290649414,0.06531468033790588,0.10960221290588379
exactly,0.35177111625671387,0.26177722215652466,0.30447691679000854,0.21893428266048431,0.17432422935962677,0.24229927361011505,0.4626607298851013,0.12786246836185455,0.062135517597198486,0.15979576110839844,0.17455878853797913,0.35508325695991516
to,0.47735077142715454,0.42745086550712585,0.535392165184021,0.21920135617256165,0.25225648283958435,0.41548454761505127,0.5759071707725525,0.23884858191013336,0.03782717138528824,0.17767395079135895,0.1294938325881958,0.29463258385658264
luther,0.15538732707500458,0.08282390236854553,0.1759674996137619,0.10471576452255249,0.04881587624549866,0.1719115972518921,0.17328955233097076,0.16014143824577332,-0.009990512393414974,0.23982968926429749,0.24335725605487823,0.1732746809720993
's,0.0007701900321990252,0.02396530658006668,-0.01540423184633255,0.03061027079820633,0.005866709165275097,-0.03817026689648628,0.02106832154095173,-0.00021723240206483752,0.9999999403953552,0.06618055701255798,0.01253789383918047,-0.023395681753754616
explanation,0.23072020709514618,0.2344522774219513,0.261050283908844,0.3274332284927368,0.18705111742019653,0.1946517825126648,0.4570704698562622,0.18256813287734985,0.017140168696641922,0.2557852566242218,0.18448658287525177,0.33794105052948
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.2909576892852783,0.2982911467552185,1.0,0.45148900151252747,0.20127125084400177,-0.03817026689648628,0.18775463104248047,0.27317509055137634,0.1826142966747284
the,0.5003893971443176,0.5823672413825989,1.0,0.2772393822669983,0.3452354073524475,0.733189046382904,0.6274310946464539,0.2489406019449234,-0.01540423184633255,0.2471906840801239,0.22713270783424377,0.22068053483963013
prayer,0.1671883761882782,0.17994995415210724,0.2471906840801239,0.055557869374752045,0.14183220267295837,0.18775463104248047,0.2305622100830078,0.27337387204170227,0.06618055701255798,1.0000001192092896,0.35265955328941345,0.2122897058725357
in,0.5344807505607605,0.5394441485404968,0.6662389636039734,0.19509035348892212,0.39141854643821716,0.5696388483047485,0.45205554366111755,0.18930333852767944,-0.037580832839012146,0.1749745011329651,0.15935353934764862,0.20430970191955566
the,0.5003893971443176,0.5823672413825989,1.0,0.2772393822669983,0.3452354073524475,0.733189046382904,0.6274310946464539,0.2489406019449234,-0.01540423184633255,0.2471906840801239,0.22713270783424377,0.22068053483963013
small,0.33669906854629517,0.32085540890693665,0.39655908942222595,0.240505188703537,0.2775862216949463,0.353353351354599,0.3319980800151825,0.13850955665111542,0.08369652181863785,0.15554364025592804,0.18530379235744476,0.13914890587329865
catechism,0.1786997765302658,0.1836092174053192,0.23989783227443695,0.1549101173877716,0.14837345480918884,0.2834422290325165,0.2555350661277771,0.21302156150341034,-0.03376629948616028,0.40363210439682007,0.32973334193229675,0.25135189294815063
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.23839420080184937,0.27385151386260986,0.4946078956127167,0.4316047728061676,0.23110952973365784,-0.0016132977325469255,0.1917228251695633,0.22048476338386536,0.31091248989105225
with,0.4142743945121765,0.3250955045223236,0.4223487675189972,0.22531871497631073,0.2364431470632553,0.41827285289764404,0.36358317732810974,0.08871696144342422,-0.04624466598033905,0.16581103205680847,0.148435577750206,0.2433311939239502
one,0.3907615840435028,0.4544198513031006,0.5514441132545471,0.2852749228477478,0.21342429518699646,0.4999135136604309,0.4978463351726532,0.20721577107906342,0.06913424283266068,0.21730543673038483,0.18143123388290405,0.2673267424106598
stanza,0.13159193098545074,0.2037411481142044,0.2326212227344513,0.18600575625896454,0.12521205842494965,0.2453700751066208,0.22742098569869995,0.14385256171226501,-0.1017952486872673,0.26513397693634033,0.29039958119392395,0.14266060292720795
for,0.38599511981010437,0.43268078565597534,0.4739971458911896,0.2687359154224396,0.19707661867141724,0.4185989499092102,0.5082864165306091,0.2191227525472641,-0.07241261005401611,0.1658758968114853,0.1612643152475357,0.264628142118454
each,0.3672003746032715,0.2954041659832001,0.470844566822052,0.20509740710258484,0.12629786133766174,0.38460010290145874,0.4582836329936981,0.11852969974279404,0.021750088781118393,0.22243736684322357,0.10022896528244019,0.21173812448978424
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.2909576892852783,0.2982911467552185,1.0,0.45148900151252747,0.20127125084400177,-0.03817026689648628,0.18775463104248047,0.27317509055137634,0.1826142966747284
the,0.5003893971443176,0.5823672413825989,1.0,0.2772393822669983,0.3452354073524475,0.733189046382904,0.6274310946464539,0.2489406019449234,-0.01540423184633255,0.2471906840801239,0.22713270783424377,0.22068053483963013
seven,0.13367675244808197,0.18867620825767517,0.28151169419288635,0.12489311397075653,0.20583476126194,0.273354172706604,0.2999340295791626,0.14443372189998627,0.05859247222542763,0.1815817505121231,0.10898119956254959,0.1732930988073349
prayer,0.1671883761882782,0.17994995415210724,0.2471906840801239,0.055557869374752045,0.14183220267295837,0.18775463104248047,0.2305622100830078,0.27337387204170227,0.06618055701255798,1.0000001192092896,0.35265955328941345,0.2122897058725357
petitions,0.215565025806427,0.1507042944431305,0.26148080825805664,0.25201305747032166,0.16853871941566467,0.2515133023262024,0.23529519140720367,0.1572423279285431,0.022324591875076294,0.2697086036205292,0.24285803735256195,0.2089788168668747
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.23839420080184937,0.27385151386260986,0.4946078956127167,0.4316047728061676,0.23110952973365784,-0.0016132977325469255,0.1917228251695633,0.22048476338386536,0.31091248989105225
plus,0.14867186546325684,0.22287221252918243,0.2724461257457733,0.2739725708961487,0.1756373941898346,0.25934526324272156,0.24355235695838928,0.03025565855205059,0.10238919407129288,0.10349180549383163,0.21169854700565338,0.143734410405159
opening,0.2515875995159149,0.1926470547914505,0.37298497557640076,0.1328287273645401,0.1046982854604721,0.2651100158691406,0.30977872014045715,0.17784054577350616,0.03635485842823982,0.20396845042705536,0.19513820111751556,0.16502447426319122
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.2685045301914215,0.27978911995887756,0.5116966962814331,0.42353692650794983,0.22902889549732208,0.06895173341035843,0.17425645887851715,0.1816401183605194,0.20544172823429108
closing,0.27206122875213623,0.17249582707881927,0.29856032133102417,0.13552403450012207,0.15612934529781342,0.18359942734241486,0.35013338923454285,0.11067750304937363,0.027921859174966812,0.15954555571079254,0.18572713434696198,0.20759470760822296
stanzas,0.17803630232810974,0.24639739096164703,0.2725447416305542,0.2247086763381958,0.1832132786512375,0.2896997630596161,0.23082077503204346,0.14565372467041016,-0.07067827880382538,0.31041663885116577,0.3446272909641266,0.15863151848316193
.,0.41390106081962585,0.4569662809371948,0.5934505462646484,0.22063274681568146,0.3618174195289612,0.5352458953857422,0.500583827495575,0.14438843727111816,-0.003708066651597619,0.14948903024196625,0.18054819107055664,0.4130953550338745
