,what,was,luther,involved,in,dealing,with,the,minds,in,mansfeld,?
in,0.30808621644973755,0.45514053106307983,0.20523880422115326,0.2988407015800476,1.0,0.3009101450443268,0.4080928862094879,0.6662389636039734,0.1497032642364502,1.0,0.2820907533168793,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,0.1759674996137619,0.2872544527053833,0.6662389636039734,0.30423152446746826,0.4223487675189972,1.0,0.24481073021888733,0.6662389636039734,0.22619470953941345,0.22068053483963013
negotiations,0.12244246155023575,0.24871394038200378,0.2402063012123108,0.3601210117340088,0.29555243253707886,0.2855401337146759,0.25227272510528564,0.28858432173728943,0.2162727564573288,0.29555243253707886,0.2909994423389435,0.12190581113100052
for,0.3017193675041199,0.3863949179649353,0.12958186864852905,0.2716847360134125,0.4322226941585541,0.37339964509010315,0.39140474796295166,0.4739971458911896,0.20044590532779694,0.4322226941585541,0.17065034806728363,0.264628142118454
a,0.3320399522781372,0.4508470594882965,0.17967689037322998,0.2598431408405304,0.539380669593811,0.30869072675704956,0.3783375024795532,0.5829201340675354,0.19053398072719574,0.539380669593811,0.23208288848400116,0.23916715383529663
settlement,0.2558431327342987,0.2632548213005066,0.10773926973342896,0.17795562744140625,0.26083990931510925,0.15993668138980865,0.1540074348449707,0.2599570155143738,0.11179041117429733,0.26083990931510925,0.2619051933288574,0.12535437941551208
",",0.3087472915649414,0.45456063747406006,0.23255878686904907,0.3099522888660431,0.5201468467712402,0.2890160381793976,0.4120737314224243,0.4933079481124878,0.28222042322158813,0.5201468467712402,0.29032179713249207,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.20796556770801544,0.3208049237728119,0.4954058527946472,0.3381464183330536,0.5477725267410278,0.5171257257461548,0.30107977986335754,0.4954058527946472,0.27113181352615356,0.20544172823429108
a,0.3320399522781372,0.4508470594882965,0.17967689037322998,0.2598431408405304,0.539380669593811,0.30869072675704956,0.3783375024795532,0.5829201340675354,0.19053398072719574,0.539380669593811,0.23208288848400116,0.23916715383529663
third,0.2033906877040863,0.3460187017917633,0.11620480567216873,0.11594241112470627,0.3309578001499176,0.13466674089431763,0.25535592436790466,0.4229298532009125,0.08590736985206604,0.3309578001499176,0.1643482744693756,0.15394791960716248
visit,0.2537829577922821,0.1841222643852234,0.11508796364068985,0.15361139178276062,0.2627917230129242,0.11772368848323822,0.18661640584468842,0.28665876388549805,0.15786626935005188,0.2627917230129242,0.1793564409017563,0.1747637540102005
was,0.22111038863658905,1.0000001192092896,0.19185513257980347,0.2577875554561615,0.45514053106307983,0.20853006839752197,0.27411898970603943,0.48711544275283813,0.17165128886699677,0.45514053106307983,0.25422683358192444,0.18412111699581146
needed,0.3631289601325989,0.227164626121521,0.14529508352279663,0.3767085373401642,0.21117523312568665,0.3189574182033539,0.33687737584114075,0.3064746856689453,0.2428254932165146,0.21117523312568665,0.19788938760757446,0.2863257825374603
in,0.30808621644973755,0.45514053106307983,0.20523880422115326,0.2988407015800476,1.0,0.3009101450443268,0.4080928862094879,0.6662389636039734,0.1497032642364502,1.0,0.2820907533168793,0.20430970191955566
early,0.2454567849636078,0.4148794412612915,0.20602326095104218,0.2293194681406021,0.34672921895980835,0.19284291565418243,0.23919914662837982,0.34442198276519775,0.23639045655727386,0.34672921895980835,0.13978703320026398,0.15272949635982513
1546,-0.008955104276537895,0.15838901698589325,0.03921762481331825,0.1658066213130951,0.15289835631847382,0.1768977791070938,0.04334552586078644,0.1649978905916214,0.04158848151564598,0.15289835631847382,0.2486136108636856,-0.004786801990121603
for,0.3017193675041199,0.3863949179649353,0.12958186864852905,0.2716847360134125,0.4322226941585541,0.37339964509010315,0.39140474796295166,0.4739971458911896,0.20044590532779694,0.4322226941585541,0.17065034806728363,0.264628142118454
their,0.35142919421195984,0.2396296262741089,0.1988239735364914,0.26559922099113464,0.34976133704185486,0.27579569816589355,0.4258328378200531,0.516537070274353,0.35167840123176575,0.34976133704185486,0.10495760291814804,0.1898253709077835
completion,0.21335561573505402,0.280563622713089,0.07665582746267319,0.20161235332489014,0.28483957052230835,0.17424125969409943,0.23630468547344208,0.3176874816417694,0.06769122183322906,0.28483957052230835,0.22252123057842255,0.08032544702291489
.,0.3567904531955719,0.40146201848983765,0.24907569587230682,0.25169795751571655,0.5591574311256409,0.24667346477508545,0.4446153938770294,0.5934505462646484,0.2944276034832001,0.5591574311256409,0.26983198523521423,0.4130953550338745
,what,was,luther,involved,in,dealing,with,the,minds,in,mansfeld,?
luther,0.2134782373905182,0.19185513257980347,1.0,0.12428950518369675,0.20523880422115326,0.12133079767227173,0.14705438911914825,0.1759674996137619,0.2417827844619751,0.20523880422115326,0.29925280809402466,0.1732746809720993
's,0.02692362666130066,0.008974763564765453,-0.009990512393414974,-0.08673543483018875,-0.037580832839012146,-0.04557168483734131,-0.04624466598033905,-0.01540423184633255,0.016700968146324158,-0.037580832839012146,0.06852786988019943,-0.023395681753754616
final,0.20972409844398499,0.23547481000423431,0.1673239916563034,0.1521226018667221,0.25512343645095825,0.13853955268859863,0.21215812861919403,0.3543182611465454,0.1890261322259903,0.25512343645095825,0.1932479441165924,0.17315025627613068
journey,0.1740729808807373,0.24955794215202332,0.17352430522441864,0.10732272267341614,0.1607937216758728,0.2040673941373825,0.1583564132452011,0.24944555759429932,0.22561538219451904,0.1607937216758728,0.15229693055152893,0.06391996890306473
",",0.3087472915649414,0.45456063747406006,0.23255878686904907,0.3099522888660431,0.5201468467712402,0.2890160381793976,0.4120737314224243,0.4933079481124878,0.28222042322158813,0.5201468467712402,0.29032179713249207,0.31091248989105225
to,0.455847829580307,0.3636345863342285,0.18029534816741943,0.24297703802585602,0.45010748505592346,0.3146139085292816,0.4239959120750427,0.535392165184021,0.27614256739616394,0.45010748505592346,0.22356681525707245,0.29463258385658264
mansfeld,0.1572582721710205,0.25422683358192444,0.29925280809402466,0.1634804606437683,0.2820907533168793,0.17189255356788635,0.12417449057102203,0.22619470953941345,0.1700136363506317,0.2820907533168793,1.0000001192092896,0.17363522946834564
",",0.3087472915649414,0.45456063747406006,0.23255878686904907,0.3099522888660431,0.5201468467712402,0.2890160381793976,0.4120737314224243,0.4933079481124878,0.28222042322158813,0.5201468467712402,0.29032179713249207,0.31091248989105225
was,0.22111038863658905,1.0000001192092896,0.19185513257980347,0.2577875554561615,0.45514053106307983,0.20853006839752197,0.27411898970603943,0.48711544275283813,0.17165128886699677,0.45514053106307983,0.25422683358192444,0.18412111699581146
taken,0.26014965772628784,0.27550867199897766,0.15287843346595764,0.24375109374523163,0.2500644326210022,0.21078850328922272,0.21605224907398224,0.3309854567050934,0.1530257761478424,0.2500644326210022,0.25420182943344116,0.17662954330444336
because,0.46729007363319397,0.3841400742530823,0.19194559752941132,0.3321111798286438,0.37423941493034363,0.30610892176628113,0.3967972993850708,0.44596394896507263,0.33257386088371277,0.37423941493034363,0.1795797049999237,0.2528740465641022
of,0.33290785551071167,0.4069072902202606,0.1719115972518921,0.30147984623908997,0.5696388483047485,0.3187740445137024,0.41827285289764404,0.733189046382904,0.2424815595149994,0.5696388483047485,0.2566131353378296,0.1826142966747284
his,0.26976513862609863,0.4405253231525421,0.27093374729156494,0.25027012825012207,0.3598145842552185,0.25150972604751587,0.33836179971694946,0.4394008219242096,0.2744118869304657,0.3598145842552185,0.24989713728427887,0.18075084686279297
concern,0.3580206632614136,0.18855349719524384,0.1542375087738037,0.3502788841724396,0.21638604998588562,0.4011158347129822,0.23099270462989807,0.23735320568084717,0.27076390385627747,0.21638604998588562,0.18593516945838928,0.3455961048603058
for,0.3017193675041199,0.3863949179649353,0.12958186864852905,0.2716847360134125,0.4322226941585541,0.37339964509010315,0.39140474796295166,0.4739971458911896,0.20044590532779694,0.4322226941585541,0.17065034806728363,0.264628142118454
his,0.26976513862609863,0.4405253231525421,0.27093374729156494,0.25027012825012207,0.3598145842552185,0.25150972604751587,0.33836179971694946,0.4394008219242096,0.2744118869304657,0.3598145842552185,0.24989713728427887,0.18075084686279297
siblings,0.14002090692520142,0.1398232877254486,0.11298762261867523,0.16857300698757172,0.13281460106372833,0.20343910157680511,0.26812639832496643,0.14734090864658356,0.2241978794336319,0.13281460106372833,0.22688132524490356,0.11957439035177231
',0.3245812654495239,0.33675912022590637,0.142246812582016,0.21832111477851868,0.4158826768398285,0.16414670646190643,0.2546919286251068,0.474788099527359,0.22863487899303436,0.4158826768398285,0.24728457629680634,0.330942302942276
families,0.17109867930412292,0.17975707352161407,0.1367785483598709,0.18666791915893555,0.22269998490810394,0.18272274732589722,0.2121099829673767,0.26391902565956116,0.17109395563602448,0.22269998490810394,0.14023937284946442,0.14422203600406647
continuing,0.28147760033607483,0.24030117690563202,0.1969110667705536,0.3513839840888977,0.2760273814201355,0.3246762752532959,0.22369316220283508,0.32997485995292664,0.2006291300058365,0.2760273814201355,0.16766983270645142,0.16484299302101135
in,0.30808621644973755,0.45514053106307983,0.20523880422115326,0.2988407015800476,1.0,0.3009101450443268,0.4080928862094879,0.6662389636039734,0.1497032642364502,1.0,0.2820907533168793,0.20430970191955566
their,0.35142919421195984,0.2396296262741089,0.1988239735364914,0.26559922099113464,0.34976133704185486,0.27579569816589355,0.4258328378200531,0.516537070274353,0.35167840123176575,0.34976133704185486,0.10495760291814804,0.1898253709077835
father,0.21527598798274994,0.3492507338523865,0.2816010117530823,0.21162301301956177,0.25954100489616394,0.1590365767478943,0.17124000191688538,0.24010279774665833,0.1665911227464676,0.25954100489616394,0.2908945679664612,0.14826634526252747
hans,0.1566041111946106,0.21729552745819092,0.31312668323516846,0.10323213785886765,0.18619494140148163,0.13730987906455994,0.1476413458585739,0.2071325033903122,0.1683364361524582,0.18619494140148163,0.3490261435508728,0.10353465378284454
luther,0.2134782373905182,0.19185513257980347,1.0,0.12428950518369675,0.20523880422115326,0.12133079767227173,0.14705438911914825,0.1759674996137619,0.2417827844619751,0.20523880422115326,0.29925280809402466,0.1732746809720993
's,0.02692362666130066,0.008974763564765453,-0.009990512393414974,-0.08673543483018875,-0.037580832839012146,-0.04557168483734131,-0.04624466598033905,-0.01540423184633255,0.016700968146324158,-0.037580832839012146,0.06852786988019943,-0.023395681753754616
copper,0.16807374358177185,0.14463649690151215,0.05735950171947479,0.10671297460794449,0.18310096859931946,0.15251995623111725,0.21680952608585358,0.2199994921684265,0.13439545035362244,0.18310096859931946,0.14749814569950104,0.0947067067027092
mining,0.24916619062423706,0.2141381800174713,0.08261378854513168,0.25219109654426575,0.2947709858417511,0.2657570242881775,0.13935765624046326,0.24748016893863678,0.17489087581634521,0.2947709858417511,0.2573607265949249,0.11012917757034302
trade,0.1555381417274475,0.19989590346813202,0.12120672315359116,0.21424567699432373,0.23862801492214203,0.25874635577201843,0.2465960830450058,0.2681608200073242,0.12060122936964035,0.23862801492214203,0.2131822109222412,0.09336511790752411
.,0.3567904531955719,0.40146201848983765,0.24907569587230682,0.25169795751571655,0.5591574311256409,0.24667346477508545,0.4446153938770294,0.5934505462646484,0.2944276034832001,0.5591574311256409,0.26983198523521423,0.4130953550338745
