,who,was,a,big,star,that,abc,was,able,to,attract,because,of,magnetophon,technology,?
",",0.3365725874900818,0.45456063747406006,0.427140474319458,0.30276864767074585,0.2074643075466156,0.4137537479400635,0.2097204476594925,0.45456063747406006,0.28725793957710266,0.44245919585227966,0.1846245676279068,0.372031033039093,0.4946078956127167,0.2365487813949585,0.2817870080471039,0.31091248989105225
such,0.2594927251338959,0.12487147748470306,0.2706976532936096,0.2582313120365143,0.154572993516922,0.4479874074459076,0.12735801935195923,0.12487147748470306,0.25456351041793823,0.2871878743171692,0.2344553917646408,0.342108815908432,0.3209529519081116,0.220336452126503,0.22443680465221405,0.17851735651493073
as,0.3923053741455078,0.3677520453929901,0.39550232887268066,0.22419306635856628,0.21887947618961334,0.4735107421875,0.2286096066236496,0.3677520453929901,0.24929028749465942,0.42092081904411316,0.22607207298278809,0.42073941230773926,0.3886612355709076,0.20830188691616058,0.197757288813591,0.27043893933296204
bing,0.26345953345298767,0.17643050849437714,0.18851517140865326,0.1695995181798935,0.18091244995594025,0.20024438202381134,0.26165422797203064,0.17643050849437714,0.12459703534841537,0.11695785075426102,0.12654252350330353,0.16090567409992218,0.14724546670913696,0.2022525817155838,0.1534285694360733,0.23857340216636658
crosby,0.20424503087997437,0.25373294949531555,0.19767798483371735,0.11794701218605042,0.19741754233837128,0.1986498236656189,0.22019396722316742,0.25373294949531555,0.16076570749282837,0.13540133833885193,0.09882237017154694,0.15458045899868011,0.1838652640581131,0.16088727116584778,0.09006140381097794,0.19285739958286285
at,0.22096660733222961,0.36707764863967896,0.3095070421695709,0.2112726867198944,0.17246803641319275,0.3183255195617676,0.12953892350196838,0.36707764863967896,0.24194130301475525,0.36524343490600586,0.1928679347038269,0.32998594641685486,0.42558613419532776,0.19869937002658844,0.23659983277320862,0.21978627145290375
a,0.36608949303627014,0.4508470594882965,1.0,0.29998910427093506,0.23992229998111725,0.47537946701049805,0.21331243216991425,0.4508470594882965,0.2874686121940613,0.45503583550453186,0.21770675480365753,0.42230045795440674,0.5052502155303955,0.2676844298839569,0.21604947745800018,0.23916715383529663
time,0.36634087562561035,0.3641340136528015,0.3292340338230133,0.23862341046333313,0.2323531210422516,0.388528436422348,0.17553414404392242,0.3641340136528015,0.32908985018730164,0.3679993152618408,0.1360405683517456,0.4175865054130554,0.35127586126327515,0.2172764092683792,0.2394310086965561,0.27391523122787476
when,0.48282691836357117,0.37326499819755554,0.44397395849227905,0.2506830394268036,0.1800226867198944,0.5860282182693481,0.13294127583503723,0.37326499819755554,0.35277876257896423,0.5423505902290344,0.2063250094652176,0.6114379167556763,0.3757161796092987,0.2311365306377411,0.18014967441558838,0.22841128706932068
nbc,0.16676780581474304,0.251334547996521,0.1700000911951065,0.18758605420589447,0.24168287217617035,0.20609372854232788,0.63486248254776,0.251334547996521,0.09050054103136063,0.14568616449832916,0.1635262817144394,0.16740842163562775,0.12012486904859543,0.21394243836402893,0.12419746816158295,0.1680917739868164
and,0.41279885172843933,0.3740963041782379,0.3739250600337982,0.30164432525634766,0.19966064393520355,0.4731321930885315,0.16453155875205994,0.3740963041782379,0.3303895890712738,0.48971283435821533,0.26427873969078064,0.5069696307182312,0.5116966962814331,0.26488736271858215,0.2333960235118866,0.20544172823429108
cbs,0.16542650759220123,0.26256829500198364,0.16314536333084106,0.20224541425704956,0.1777169555425644,0.19930922985076904,0.636570394039154,0.26256829500198364,0.13319814205169678,0.16981691122055054,0.05066636577248573,0.15500275790691376,0.16151919960975647,0.23215685784816742,0.11552432179450989,0.14594407379627228
did,0.34038686752319336,0.41399896144866943,0.2552328109741211,0.278171569108963,0.11838308721780777,0.47518548369407654,0.13353709876537323,0.41399896144866943,0.43777281045913696,0.4452643394470215,0.142805278301239,0.45674043893814087,0.2513895630836487,0.17443794012069702,0.11363749206066132,0.3023456633090973
not,0.369414746761322,0.2888734042644501,0.3791346549987793,0.21556240320205688,0.1456765979528427,0.6600887179374695,0.15984800457954407,0.2888734042644501,0.4786893427371979,0.5149973034858704,0.24508000910282135,0.6040527820587158,0.3307090103626251,0.211205393075943,0.16868023574352264,0.41942933201789856
allow,0.27402812242507935,0.17550189793109894,0.27607089281082153,0.18500936031341553,0.12494810670614243,0.4246886968612671,0.14492779970169067,0.17550189793109894,0.5308817028999329,0.4900954067707062,0.3107706606388092,0.4439299404621124,0.28057926893234253,0.2287844717502594,0.22116424143314362,0.2042745053768158
pre-taped,0.23920196294784546,0.2712101638317108,0.33013561367988586,0.19473454356193542,0.15215733647346497,0.40353307127952576,0.29660800099372864,0.2712101638317108,0.2781636714935303,0.29677942395210266,0.223774254322052,0.29506704211235046,0.22622661292552948,0.3147113025188446,0.18193134665489197,0.3208107650279999
shows,0.1994590163230896,0.21710920333862305,0.3360818326473236,0.2382855862379074,0.20914025604724884,0.37082093954086304,0.3304527997970581,0.21710920333862305,0.14377160370349884,0.23382455110549927,0.1713024526834488,0.2848532199859619,0.3410852253437042,0.21270425617694855,0.1736072301864624,0.2040930688381195
.,0.3541337847709656,0.40146201848983765,0.50484299659729,0.27374890446662903,0.23205778002738953,0.4460422694683075,0.2567209303379059,0.40146201848983765,0.34544092416763306,0.4645031690597534,0.17662270367145538,0.45765790343284607,0.5352458953857422,0.23055262863636017,0.21310871839523315,0.4130953550338745
