,under,elie,metchnikoff,'s,cellular,theory,",",what,cells,were,responsible,for,immune,response,?
particular,0.21143774688243866,0.1242556944489479,0.2294834405183792,0.004080382641404867,0.31707286834716797,0.31689029932022095,0.2547086179256439,0.4548671245574951,0.23504547774791718,0.16889546811580658,0.314465194940567,0.3931528329849243,0.33218175172805786,0.32544443011283875,0.2741454839706421
by,0.3161602020263672,0.2118794471025467,0.255986750125885,-0.010884488001465797,0.15252184867858887,0.17579947412014008,0.3680937886238098,0.2455483376979828,0.19208736717700958,0.4406847059726715,0.3226776123046875,0.3248702883720398,0.17260463535785675,0.2863168716430664,0.17966607213020325
elie,0.13852559030056,1.0,0.3322072923183441,0.033439140766859055,0.17412959039211273,0.2444058209657669,0.23477554321289062,0.16224750876426697,0.06188955530524254,0.127594992518425,0.1921657770872116,0.1833653301000595,0.18477976322174072,0.21430917084217072,0.16349981725215912
metchnikoff,0.18405760824680328,0.3322072923183441,1.0000001192092896,-0.04422937333583832,0.3853710889816284,0.2979962229728699,0.39484703540802,0.21772164106369019,0.29832977056503296,0.2844524085521698,0.18240711092948914,0.36072054505348206,0.30030786991119385,0.14646874368190765,0.22752532362937927
",",0.24875585734844208,0.23477554321289062,0.39484703540802,-0.0016132977325469255,0.15201711654663086,0.18095813691616058,1.0000001192092896,0.3087472915649414,0.20582014322280884,0.36755475401878357,0.2192283272743225,0.4464869201183319,0.15102852880954742,0.24039098620414734,0.31091248989105225
it,0.21007636189460754,0.12463638186454773,0.23352865874767303,0.06608816236257553,0.14601285755634308,0.19945570826530457,0.48329564929008484,0.45803478360176086,0.1893734186887741,0.25487732887268066,0.185812309384346,0.32171204686164856,0.2599244713783264,0.2551266849040985,0.25732165575027466
was,0.2672741413116455,0.22746491432189941,0.34945234656333923,0.008974763564765453,0.12790630757808685,0.18278326094150543,0.45456063747406006,0.22111038863658905,0.12093250453472137,0.590133786201477,0.2582622170448303,0.3863949179649353,0.15567095577716827,0.2303798496723175,0.18412111699581146
cells,0.12510432302951813,0.06188955530524254,0.29832977056503296,-0.1465568095445633,0.6283379793167114,0.18208518624305725,0.20582014322280884,0.1758001297712326,1.0,0.1690675914287567,0.25393199920654297,0.18419811129570007,0.5300963521003723,0.30744311213493347,0.1898086667060852
–,0.24089102447032928,0.2664773762226105,0.3302961587905884,0.02811010740697384,0.12196560949087143,0.11112674325704575,0.43221306800842285,0.13008765876293182,0.12445185333490372,0.19957508146762848,0.13545413315296173,0.2408909648656845,0.07700099050998688,0.2196541726589203,0.2714554965496063
more,0.1926022320985794,0.06900432705879211,0.24484699964523315,0.032942235469818115,0.18892425298690796,0.23122718930244446,0.3696524500846863,0.3484537899494171,0.23931537568569183,0.33779072761535645,0.1990584135055542,0.3891189992427826,0.2423422783613205,0.3111054003238678,0.27894994616508484
precisely,0.13323047757148743,0.12302950024604797,0.18455837666988373,-0.020467674359679222,0.15745854377746582,0.268547385931015,0.22919653356075287,0.3989751636981964,0.16281814873218536,0.21191011369228363,0.17484453320503235,0.2852521240711212,0.15206511318683624,0.2789064347743988,0.2168809473514557
",",0.24875585734844208,0.23477554321289062,0.39484703540802,-0.0016132977325469255,0.15201711654663086,0.18095813691616058,1.0000001192092896,0.3087472915649414,0.20582014322280884,0.36755475401878357,0.2192283272743225,0.4464869201183319,0.15102852880954742,0.24039098620414734,0.31091248989105225
phagocytes,0.1177975982427597,0.17071044445037842,0.3876495361328125,-0.08250756561756134,0.6197748184204102,0.218685582280159,0.20911818742752075,0.2258819192647934,0.7345613837242126,0.2027665376663208,0.3059203028678894,0.1933351755142212,0.595352053642273,0.31353864073753357,0.21603655815124512
–,0.24089102447032928,0.2664773762226105,0.3302961587905884,0.02811010740697384,0.12196560949087143,0.11112674325704575,0.43221306800842285,0.13008765876293182,0.12445185333490372,0.19957508146762848,0.13545413315296173,0.2408909648656845,0.07700099050998688,0.2196541726589203,0.2714554965496063
that,0.26447200775146484,0.18773283064365387,0.25757086277008057,0.04397977516055107,0.20079675316810608,0.36183905601501465,0.4137537479400635,0.6297725439071655,0.2709589898586273,0.35517072677612305,0.3398503065109253,0.4137635827064514,0.30237793922424316,0.3606419265270233,0.32716336846351624
were,0.28293636441230774,0.127594992518425,0.2844524085521698,0.007088581565767527,0.05744476616382599,0.1573960781097412,0.36755475401878357,0.22298263013362885,0.1690675914287567,1.0000001192092896,0.2653166949748993,0.33592689037323,0.1750321239233017,0.20209260284900665,0.17890112102031708
responsible,0.23626403510570526,0.1921657770872116,0.18240711092948914,0.002397976815700531,0.2244858592748642,0.20886042714118958,0.2192283272743225,0.26869386434555054,0.25393199920654297,0.2653166949748993,1.0,0.35061514377593994,0.28016096353530884,0.4319944977760315,0.11367333680391312
for,0.2930702269077301,0.1833653301000595,0.36072054505348206,-0.07241261005401611,0.1848229616880417,0.20500218868255615,0.4464869201183319,0.3017193675041199,0.18419811129570007,0.33592689037323,0.35061514377593994,0.9999999403953552,0.1448224037885666,0.2802165448665619,0.264628142118454
immune,0.18255117535591125,0.18477976322174072,0.30030786991119385,-0.07542949169874191,0.4188671410083771,0.2637048661708832,0.15102852880954742,0.2410416603088379,0.5300963521003723,0.1750321239233017,0.28016096353530884,0.1448224037885666,1.0,0.43541768193244934,0.16080476343631744
responses,0.12862081825733185,0.19696633517742157,0.20536892116069794,-0.014069708995521069,0.32946228981018066,0.31820592284202576,0.23269818723201752,0.3741379678249359,0.40830740332603455,0.20400279760360718,0.45996177196502686,0.303940087556839,0.4776917099952698,0.8744115233421326,0.23588258028030396
.,0.2901604175567627,0.2005237489938736,0.3576924502849579,-0.003708066651597619,0.2444593757390976,0.18047811090946198,0.6812511086463928,0.3567904531955719,0.2868211269378662,0.3378238379955292,0.2309054434299469,0.4726039469242096,0.18267881870269775,0.2878446877002716,0.4130953550338745
