,who,set,aside,seed,funding,for,the,week-long,event,leading,up,to,the,super,bowl,?
to,0.42656609416007996,0.320547491312027,0.34527090191841125,0.18912462890148163,0.3602164685726166,0.4451248347759247,0.535392165184021,0.3517678678035736,0.2585321366786957,0.260200560092926,0.40375280380249023,1.0,0.535392165184021,0.17783479392528534,0.16993016004562378,0.29463258385658264
help,0.3826322555541992,0.20193755626678467,0.24033452570438385,0.16140097379684448,0.3874455690383911,0.33200904726982117,0.30064165592193604,0.27799326181411743,0.1111912727355957,0.21348166465759277,0.2961641550064087,0.46191298961639404,0.30064165592193604,0.11418803036212921,0.08748620748519897,0.28403452038764954
fund,0.23413541913032532,0.18261362612247467,0.20491327345371246,0.18323634564876556,0.6819530725479126,0.3049182593822479,0.25521403551101685,0.26975691318511963,0.2575545012950897,0.22856074571609497,0.1282026171684265,0.23214511573314667,0.25521403551101685,0.1256226897239685,0.12813548743724823,0.1883198469877243
the,0.3733934462070465,0.2927955985069275,0.3075125813484192,0.2115030139684677,0.3006567358970642,0.4739971458911896,1.0,0.38099297881126404,0.2960145175457001,0.3809107840061188,0.38423117995262146,0.535392165184021,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
event,0.17899073660373688,0.22908146679401398,0.1438385397195816,0.22327055037021637,0.26606008410453796,0.21648059785366058,0.2960145175457001,0.3405216932296753,0.9999998807907104,0.19050027430057526,0.18158844113349915,0.2585321366786957,0.2960145175457001,0.20683135092258453,0.22903870046138763,0.16076280176639557
.,0.3541337847709656,0.2928885817527771,0.27241116762161255,0.16294507682323456,0.24722786247730255,0.4726039469242096,0.5934505462646484,0.3511044681072235,0.2068977802991867,0.2186424434185028,0.351434588432312,0.4645031690597534,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
,who,set,aside,seed,funding,for,the,week-long,event,leading,up,to,the,super,bowl,?
additional,0.19588695466518402,0.17030389606952667,0.20014916360378265,0.1404244750738144,0.2321905791759491,0.3404708206653595,0.2539002597332001,0.26043328642845154,0.08871465176343918,0.197405606508255,0.23993664979934692,0.29850050806999207,0.2539002597332001,0.19341140985488892,0.1507398635149002,0.24309562146663666
funding,0.26179713010787964,0.21302199363708496,0.2664671838283539,0.18246300518512726,1.0,0.34661975502967834,0.3006567358970642,0.3231641352176666,0.26606008410453796,0.32875367999076843,0.23509877920150757,0.3602164685726166,0.3006567358970642,0.10977981239557266,0.12990449368953705,0.1842934638261795
will,0.24651563167572021,0.2575322389602661,0.2505806088447571,0.1880478858947754,0.32298097014427185,0.3647450804710388,0.3635469079017639,0.3474915027618408,0.2018716037273407,0.21032533049583435,0.3349364995956421,0.5091033577919006,0.3635469079017639,0.1544499397277832,0.1507955938577652,0.35046905279159546
be,0.3371641933917999,0.19580282270908356,0.26489725708961487,0.21249377727508545,0.26874589920043945,0.3801851272583008,0.4248143136501312,0.35179403424263,0.2608627378940582,0.19235369563102722,0.27963516116142273,0.4972836375236511,0.4248143136501312,0.1880253106355667,0.18567830324172974,0.3324260413646698
provided,0.18789203464984894,0.24009038507938385,0.22366920113563538,0.11131875216960907,0.3034200072288513,0.38938868045806885,0.304488867521286,0.2409641593694687,0.1899397373199463,0.2660600543022156,0.18517407774925232,0.28066325187683105,0.304488867521286,0.09278950095176697,0.11037559062242508,0.16893617808818817
by,0.39727845788002014,0.21600963175296783,0.23427294194698334,0.11077409982681274,0.26025402545928955,0.3248702883720398,0.4408751428127289,0.24479152262210846,0.2186535894870758,0.2575812041759491,0.2738759219646454,0.33534231781959534,0.4408751428127289,0.15233319997787476,0.12992306053638458,0.17966607213020325
the,0.3733934462070465,0.2927955985069275,0.3075125813484192,0.2115030139684677,0.3006567358970642,0.4739971458911896,1.0,0.38099297881126404,0.2960145175457001,0.3809107840061188,0.38423117995262146,0.535392165184021,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
city,0.21073515713214874,0.20298238098621368,0.15483450889587402,0.13379868865013123,0.2155899554491043,0.18687109649181366,0.35769423842430115,0.3047522306442261,0.13720391690731049,0.1783791482448578,0.17179104685783386,0.20300441980361938,0.35769423842430115,0.14329007267951965,0.18699099123477936,0.13423943519592285
council,0.19620807468891144,0.14087197184562683,0.10447103530168533,0.11550010740756989,0.3168202340602875,0.1601620316505432,0.2829204201698303,0.20476588606834412,0.14536866545677185,0.08655718713998795,0.1345137059688568,0.23829470574855804,0.2829204201698303,0.07803991436958313,0.13730627298355103,0.1160062924027443
",",0.3365725874900818,0.24912182986736298,0.2501535415649414,0.13968035578727722,0.23183828592300415,0.4464869201183319,0.4933079481124878,0.4005611538887024,0.22701776027679443,0.25808972120285034,0.34193792939186096,0.44245919585227966,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
which,0.3688730001449585,0.3371303975582123,0.3656337857246399,0.2567928731441498,0.3287273049354553,0.44095608592033386,0.6521818041801453,0.36646440625190735,0.37649205327033997,0.28280946612358093,0.36388060450553894,0.5345056653022766,0.6521818041801453,0.25759580731391907,0.23468568921089172,0.25814583897590637
has,0.2558172643184662,0.128098264336586,0.3331301808357239,0.1276724636554718,0.2379165142774582,0.450642853975296,0.4177538752555847,0.32126879692077637,0.16105224192142487,0.1677602231502533,0.27017050981521606,0.3619994819164276,0.4177538752555847,0.15233033895492554,0.17163237929344177,0.15994466841220856
announced,0.11685211956501007,0.09054571390151978,0.1673828810453415,0.11048788577318192,0.3391977548599243,0.2801167368888855,0.2277132272720337,0.24922697246074677,0.26150044798851013,0.18694403767585754,0.1726113259792328,0.20247882604599,0.2277132272720337,0.1638530194759369,0.11583950370550156,0.17416009306907654
plans,0.22827716171741486,0.24349728226661682,0.262948602437973,0.1051865890622139,0.4304025173187256,0.2815955877304077,0.30240729451179504,0.22380270063877106,0.15574173629283905,0.19581738114356995,0.2438247948884964,0.367337167263031,0.30240729451179504,0.1524512767791748,0.030240964144468307,0.13513131439685822
to,0.42656609416007996,0.320547491312027,0.34527090191841125,0.18912462890148163,0.3602164685726166,0.4451248347759247,0.535392165184021,0.3517678678035736,0.2585321366786957,0.260200560092926,0.40375280380249023,1.0,0.535392165184021,0.17783479392528534,0.16993016004562378,0.29463258385658264
set,0.19352185726165771,1.0000001192092896,0.28092122077941895,0.14657512307167053,0.21302199363708496,0.30194196105003357,0.2927955985069275,0.2000240832567215,0.22908146679401398,0.2188686579465866,0.32636314630508423,0.320547491312027,0.2927955985069275,0.1139470711350441,0.16605548560619354,0.1698019951581955
aside,0.3188515901565552,0.28092122077941895,1.0,0.13844582438468933,0.2664671838283539,0.41318121552467346,0.3075125813484192,0.27341699600219727,0.1438385397195816,0.20950816571712494,0.3691147267818451,0.34527090191841125,0.3075125813484192,0.12552687525749207,0.2140044867992401,0.27202221751213074
seed,0.14967647194862366,0.14657512307167053,0.13844582438468933,1.0,0.18246300518512726,0.13647136092185974,0.2115030139684677,0.28053098917007446,0.22327055037021637,0.2122371941804886,0.138728067278862,0.18912462890148163,0.2115030139684677,0.09331385046243668,0.19812247157096863,0.19825764000415802
funding,0.26179713010787964,0.21302199363708496,0.2664671838283539,0.18246300518512726,1.0,0.34661975502967834,0.3006567358970642,0.3231641352176666,0.26606008410453796,0.32875367999076843,0.23509877920150757,0.3602164685726166,0.3006567358970642,0.10977981239557266,0.12990449368953705,0.1842934638261795
for,0.37110671401023865,0.30194196105003357,0.41318121552467346,0.13647136092185974,0.34661975502967834,0.9999999403953552,0.4739971458911896,0.34522268176078796,0.21648059785366058,0.3854183852672577,0.342966228723526,0.4451248347759247,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.264628142118454
the,0.3733934462070465,0.2927955985069275,0.3075125813484192,0.2115030139684677,0.3006567358970642,0.4739971458911896,1.0,0.38099297881126404,0.2960145175457001,0.3809107840061188,0.38423117995262146,0.535392165184021,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
event,0.17899073660373688,0.22908146679401398,0.1438385397195816,0.22327055037021637,0.26606008410453796,0.21648059785366058,0.2960145175457001,0.3405216932296753,0.9999998807907104,0.19050027430057526,0.18158844113349915,0.2585321366786957,0.2960145175457001,0.20683135092258453,0.22903870046138763,0.16076280176639557
.,0.3541337847709656,0.2928885817527771,0.27241116762161255,0.16294507682323456,0.24722786247730255,0.4726039469242096,0.5934505462646484,0.3511044681072235,0.2068977802991867,0.2186424434185028,0.351434588432312,0.4645031690597534,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
