,in,what,year,did,abc,stylize,it,'s,logo,as,abc,?
that,0.435920387506485,0.6297725439071655,0.2826407253742218,0.47518548369407654,0.17440107464790344,0.2069908082485199,0.5921133160591125,0.04397977516055107,0.25242704153060913,0.4735107421875,0.17440107464790344,0.32716336846351624
is,0.5394441485404968,0.28837618231773376,0.2402215600013733,0.19247472286224365,0.16037321090698242,0.2637266516685486,0.6328473687171936,0.02396530658006668,0.1738443821668625,0.43216490745544434,0.16037321090698242,0.22961433231830597
owned,0.22438469529151917,0.12432919442653656,0.15913443267345428,0.20064307749271393,0.2405787706375122,0.18677042424678802,0.23009957373142242,0.051142726093530655,0.24437975883483887,0.16965703666210175,0.2405787706375122,0.1288648396730423
by,0.370934396982193,0.2455483376979828,0.28805047273635864,0.18574509024620056,0.17600902915000916,0.1804160177707672,0.40926623344421387,-0.010884488001465797,0.1381736546754837,0.3815547823905945,0.17600902915000916,0.17966607213020325
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,0.18779614567756653,0.6251175999641418,-0.01540423184633255,0.2806010842323303,0.48381632566452026,0.2068762183189392,0.22068053483963013
disney–abc,0.2635791003704071,0.2614334523677826,0.25698450207710266,0.19799275696277618,0.4950595200061798,0.35822129249572754,0.34366583824157715,0.07552842050790787,0.33442291617393494,0.3048994243144989,0.4950595200061798,0.2595943808555603
television,0.2689782977104187,0.19838058948516846,0.19048495590686798,0.17055591940879822,0.46871840953826904,0.3427760601043701,0.17099279165267944,0.11021530628204346,0.19883376359939575,0.25070273876190186,0.46871840953826904,0.16825827956199646
group,0.2304753065109253,0.2114069163799286,0.20680148899555206,0.13719572126865387,0.11665991693735123,0.1149914339184761,0.2364906221628189,-0.01093533169478178,0.1801726222038269,0.2519444227218628,0.11665991693735123,0.13827809691429138
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2097204476594925,0.1867411583662033,0.48329564929008484,-0.0016132977325469255,0.20034073293209076,0.48816442489624023,0.2097204476594925,0.31091248989105225
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.21331243216991425,0.2922575771808624,0.5452592968940735,0.04866964742541313,0.21248295903205872,0.39550232887268066,0.21331243216991425,0.23916715383529663
subsidiary,0.2031269520521164,0.17018544673919678,0.12785351276397705,0.134933739900589,0.21595405042171478,0.2698860168457031,0.2588086426258087,0.0004072686715517193,0.2889009714126587,0.20775634050369263,0.21595405042171478,0.12890306115150452
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.14607268571853638,0.20942120254039764,0.38761502504348755,-0.03817026689648628,0.1528109908103943,0.3886612355709076,0.14607268571853638,0.1826142966747284
disney,0.18521910905838013,0.19632026553153992,0.19369487464427948,0.16180537641048431,0.37895750999450684,0.2670939862728119,0.24349725246429443,0.0786653682589531,0.2634502351284027,0.2626339793205261,0.37895750999450684,0.22150784730911255
media,0.19773486256599426,0.18292108178138733,0.17681238055229187,0.1758316457271576,0.26795798540115356,0.3096734583377838,0.19141267240047455,0.07690927386283875,0.23854878544807434,0.19105610251426697,0.26795798540115356,0.1571006178855896
networks,0.17525765299797058,0.18279550969600677,0.12820519506931305,0.06869131326675415,0.350273072719574,0.28782030940055847,0.26461464166641235,0.11665306240320206,0.2536177933216095,0.17501045763492584,0.350273072719574,0.17815114557743073
division,0.2658538520336151,0.19144181907176971,0.16479338705539703,0.14262770116329193,0.24142871797084808,0.1500631719827652,0.2437172681093216,-0.006703963968902826,0.13264799118041992,0.15425626933574677,0.24142871797084808,0.08900629729032516
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.14607268571853638,0.20942120254039764,0.38761502504348755,-0.03817026689648628,0.1528109908103943,0.3886612355709076,0.14607268571853638,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,0.18779614567756653,0.6251175999641418,-0.01540423184633255,0.2806010842323303,0.48381632566452026,0.2068762183189392,0.22068053483963013
walt,0.24451637268066406,0.1869807094335556,0.14967361092567444,0.1685073971748352,0.36108773946762085,0.24610024690628052,0.22569681704044342,0.09715674072504044,0.299303263425827,0.2184535413980484,0.36108773946762085,0.18540392816066742
disney,0.18521910905838013,0.19632026553153992,0.19369487464427948,0.16180537641048431,0.37895750999450684,0.2670939862728119,0.24349725246429443,0.0786653682589531,0.2634502351284027,0.2626339793205261,0.37895750999450684,0.22150784730911255
company,0.22141718864440918,0.2333769053220749,0.1253320872783661,0.16800642013549805,0.16210390627384186,0.2531362473964691,0.3082790970802307,0.003266559913754463,0.31244656443595886,0.18860384821891785,0.16210390627384186,0.12195809185504913
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.2567209303379059,0.2548595666885376,0.5593622326850891,-0.003708066651597619,0.2531629800796509,0.515582263469696,0.2567209303379059,0.4130953550338745
