,what,strains,of,y.,pestis,were,found,in,the,mass,graves,?
of,0.33290785551071167,0.23471179604530334,1.0,0.013823704794049263,0.19618989527225494,0.34038281440734863,0.2982911467552185,0.5696388483047485,0.733189046382904,0.26915112137794495,0.26505351066589355,0.1826142966747284
the,0.42745697498321533,0.21299296617507935,0.733189046382904,-0.0005152968224138021,0.23376873135566711,0.3906462490558624,0.3452354073524475,0.6662389636039734,1.0,0.2284930944442749,0.2546413242816925,0.22068053483963013
modern,0.2655639946460724,0.1961035132408142,0.3482828736305237,-0.0545920804142952,0.12665799260139465,0.2078569084405899,0.16013142466545105,0.29808807373046875,0.3283970355987549,0.14027468860149384,0.13431581854820251,0.12475407868623734
y.,0.06674016267061234,0.11957599222660065,0.013823704794049263,1.0,0.008903087116777897,-0.10727162659168243,-0.03475420922040939,-0.0645652711391449,-0.0005152968224138021,0.07723069190979004,-0.14567606151103973,0.14909613132476807
pestis,0.20065881311893463,0.4317583441734314,0.19618989527225494,0.008903087116777897,1.0000001192092896,0.19339026510715485,0.22019493579864502,0.16708125174045563,0.23376873135566711,0.1523699313402176,0.20141108334064484,0.2471543848514557
strains,0.16519658267498016,1.0000001192092896,0.23471179604530334,0.11957599222660065,0.4317583441734314,0.2279212325811386,0.2600105404853821,0.21450969576835632,0.21299296617507935,0.2167125940322876,0.13018856942653656,0.11230511963367462
y.,0.06674016267061234,0.11957599222660065,0.013823704794049263,1.0,0.008903087116777897,-0.10727162659168243,-0.03475420922040939,-0.0645652711391449,-0.0005152968224138021,0.07723069190979004,-0.14567606151103973,0.14909613132476807
p.,0.07387562096118927,0.1867169290781021,0.008003096096217632,-0.04159940779209137,0.1314084529876709,0.13876843452453613,0.04217280074954033,0.10117035359144211,0.00706930598244071,0.166343092918396,0.1753493696451187,0.11662347614765167
orientalis,0.0897701159119606,0.18150009214878082,0.14848527312278748,-0.18833403289318085,0.35580629110336304,0.12270287424325943,0.16896215081214905,0.14387677609920502,0.1731112003326416,0.1263429969549179,0.11791546642780304,0.09931328147649765
and,0.31309178471565247,0.3300485908985138,0.5116966962814331,-0.017943840473890305,0.21790508925914764,0.42175528407096863,0.27978911995887756,0.4954058527946472,0.5171257257461548,0.21843883395195007,0.2695764899253845,0.20544172823429108
y.,0.06674016267061234,0.11957599222660065,0.013823704794049263,1.0,0.008903087116777897,-0.10727162659168243,-0.03475420922040939,-0.0645652711391449,-0.0005152968224138021,0.07723069190979004,-0.14567606151103973,0.14909613132476807
p.,0.07387562096118927,0.1867169290781021,0.008003096096217632,-0.04159940779209137,0.1314084529876709,0.13876843452453613,0.04217280074954033,0.10117035359144211,0.00706930598244071,0.166343092918396,0.1753493696451187,0.11662347614765167
medievalis,0.21209584176540375,0.17806796729564667,0.2716149091720581,-0.08317539095878601,0.37097787857055664,0.1776047796010971,0.2249845415353775,0.21712569892406464,0.25679096579551697,0.21712595224380493,0.24461552500724792,0.16140612959861755
",",0.3087472915649414,0.2344466745853424,0.4946078956127167,-0.0173106100410223,0.2664850056171417,0.36755475401878357,0.27385151386260986,0.5201468467712402,0.4933079481124878,0.2439754158258438,0.25781551003456116,0.31091248989105225
suggesting,0.41655999422073364,0.23524202406406403,0.296364426612854,0.02989916503429413,0.25677627325057983,0.21726596355438232,0.3255809545516968,0.24597282707691193,0.3232928216457367,0.2403407096862793,0.19140633940696716,0.3712358772754669
the,0.42745697498321533,0.21299296617507935,0.733189046382904,-0.0005152968224138021,0.23376873135566711,0.3906462490558624,0.3452354073524475,0.6662389636039734,1.0,0.2284930944442749,0.2546413242816925,0.22068053483963013
plague,0.22263506054878235,0.299942284822464,0.27455615997314453,-0.05651051923632622,0.5067715644836426,0.24258224666118622,0.22043973207473755,0.2488756626844406,0.2537761330604553,0.19297024607658386,0.29343998432159424,0.11872942000627518
may,0.25739946961402893,0.2249699980020523,0.26447007060050964,0.027826687321066856,0.23274876177310944,0.2525627911090851,0.1953253149986267,0.3424151837825775,0.2694292366504669,0.1372542530298233,0.2245933562517166,0.2768254578113556
have,0.39808809757232666,0.294201135635376,0.3802283704280853,0.011400561779737473,0.2559391260147095,0.5193349123001099,0.32803434133529663,0.36843645572662354,0.40389683842658997,0.2581143379211426,0.22338449954986572,0.32991164922714233
entered,0.14647741615772247,0.069977767765522,0.2438427358865738,0.15026429295539856,0.12668101489543915,0.2115405797958374,0.21974532306194305,0.31345370411872864,0.3258282542228699,0.0494876503944397,0.16150051355361938,0.10335487127304077
europe,0.17179538309574127,0.23618192970752716,0.29299741983413696,-0.0973181203007698,0.22805875539779663,0.2586973309516907,0.2209596484899521,0.33061710000038147,0.34463706612586975,0.20874544978141785,0.20385093986988068,0.18278923630714417
in,0.30808621644973755,0.21450969576835632,0.5696388483047485,-0.0645652711391449,0.16708125174045563,0.3815755248069763,0.39141854643821716,1.0,0.6662389636039734,0.1766357719898224,0.2839863896369934,0.20430970191955566
two,0.23363454639911652,0.26965659856796265,0.37726253271102905,-0.032659150660037994,0.18834610283374786,0.4493520259857178,0.20758113265037537,0.36463531851768494,0.43858039379119873,0.16297093033790588,0.1931186467409134,0.19645625352859497
waves,0.2342342883348465,0.23064610362052917,0.22565768659114838,0.06499060988426208,0.20170855522155762,0.20216935873031616,0.17726677656173706,0.22372759878635406,0.2572701871395111,0.22890402376651764,0.24437612295150757,0.1603909134864807
.,0.3567904531955719,0.23283135890960693,0.5352458953857422,0.034963399171829224,0.2792564034461975,0.3378238379955292,0.3618174195289612,0.5591574311256409,0.5934505462646484,0.25224974751472473,0.26804935932159424,0.4130953550338745
,what,strains,of,y.,pestis,were,found,in,the,mass,graves,?
the,0.42745697498321533,0.21299296617507935,0.733189046382904,-0.0005152968224138021,0.23376873135566711,0.3906462490558624,0.3452354073524475,0.6662389636039734,1.0,0.2284930944442749,0.2546413242816925,0.22068053483963013
study,0.3123835027217865,0.2533787786960602,0.29377859830856323,-0.014670261181890965,0.2447090744972229,0.20556800067424774,0.27707019448280334,0.2875489294528961,0.2533665597438812,0.19702082872390747,0.21043771505355835,0.15902167558670044
also,0.42747777700424194,0.2701084017753601,0.4924938678741455,-0.04133499041199684,0.27489370107650757,0.31877249479293823,0.30864807963371277,0.5073733329772949,0.6021018624305725,0.1882319301366806,0.2319532036781311,0.21848613023757935
found,0.1796332150697708,0.2600105404853821,0.2982911467552185,-0.03475420922040939,0.22019493579864502,0.23296621441841125,0.9999999403953552,0.39141854643821716,0.3452354073524475,0.17981718480587006,0.26971909403800964,0.16790300607681274
that,0.6297725439071655,0.26618829369544983,0.41498205065727234,0.032847706228494644,0.2785785496234894,0.35517072677612305,0.29063743352890015,0.435920387506485,0.5473989248275757,0.2827543616294861,0.2278706133365631,0.32716336846351624
there,0.35085538029670715,0.23413214087486267,0.44397735595703125,0.022048767656087875,0.17454074323177338,0.4359818994998932,0.34913212060928345,0.5361666083335876,0.47025805711746216,0.22183279693126678,0.1887713074684143,0.29405656456947327
were,0.22298263013362885,0.2279212325811386,0.34038281440734863,-0.10727162659168243,0.19339026510715485,1.0000001192092896,0.23296621441841125,0.3815755248069763,0.3906462490558624,0.2088848054409027,0.308952659368515,0.17890112102031708
two,0.23363454639911652,0.26965659856796265,0.37726253271102905,-0.032659150660037994,0.18834610283374786,0.4493520259857178,0.20758113265037537,0.36463531851768494,0.43858039379119873,0.16297093033790588,0.1931186467409134,0.19645625352859497
previously,0.24305304884910583,0.19265834987163544,0.2850290536880493,0.017856987193226814,0.1939231902360916,0.3580079674720764,0.12113874405622482,0.2762584090232849,0.33854439854621887,0.17973652482032776,0.10678945481777191,0.15811841189861298
unknown,0.2441980093717575,0.1837550550699234,0.2853793799877167,0.1465299129486084,0.25104019045829773,0.19986474514007568,0.2413787841796875,0.2559037208557129,0.23777544498443604,0.24538473784923553,0.2637353837490082,0.22083927690982819
but,0.5029441118240356,0.270448237657547,0.39942997694015503,0.016921591013669968,0.245849147439003,0.38291117548942566,0.32550859451293945,0.48674455285072327,0.4859698414802551,0.2302476018667221,0.15741996467113495,0.27921953797340393
related,0.258600115776062,0.22669710218906403,0.2691357135772705,0.009944680146872997,0.23040549457073212,0.22275753319263458,0.22108882665634155,0.2638801634311676,0.26962998509407043,0.1988145112991333,0.12609387934207916,0.17689068615436554
clades,0.21586823463439941,0.3971828818321228,0.25594544410705566,0.06665175408124924,0.32047635316848755,0.28101325035095215,0.2224826216697693,0.17964375019073486,0.2675536870956421,0.17499330639839172,0.15269812941551208,0.17848095297813416
(,0.2411840260028839,0.11020202189683914,0.35032153129577637,0.13315913081169128,0.165696382522583,0.14743882417678833,0.1583331823348999,0.3087427020072937,0.33289089798927307,0.16710513830184937,0.1952846348285675,0.40561532974243164
genetic,0.22305285930633545,0.5324210524559021,0.23713591694831848,0.08590980619192123,0.4014952778816223,0.147500142455101,0.21025319397449493,0.17322051525115967,0.23426297307014465,0.1374063640832901,0.08800992369651794,0.17993050813674927
branches,0.1727389693260193,0.29393139481544495,0.3017720878124237,-0.030575035139918327,0.1972663551568985,0.19026058912277222,0.14272548258304596,0.2362547516822815,0.3295007646083832,0.16797225177288055,0.23199105262756348,0.12858285009860992
),0.26259949803352356,0.11832748353481293,0.3680361211299896,0.14017075300216675,0.15671733021736145,0.1566188633441925,0.16750772297382355,0.3326910734176636,0.3456730246543884,0.18670302629470825,0.18893533945083618,0.42300865054130554
of,0.33290785551071167,0.23471179604530334,1.0,0.013823704794049263,0.19618989527225494,0.34038281440734863,0.2982911467552185,0.5696388483047485,0.733189046382904,0.26915112137794495,0.26505351066589355,0.1826142966747284
the,0.42745697498321533,0.21299296617507935,0.733189046382904,-0.0005152968224138021,0.23376873135566711,0.3906462490558624,0.3452354073524475,0.6662389636039734,1.0,0.2284930944442749,0.2546413242816925,0.22068053483963013
y.,0.06674016267061234,0.11957599222660065,0.013823704794049263,1.0,0.008903087116777897,-0.10727162659168243,-0.03475420922040939,-0.0645652711391449,-0.0005152968224138021,0.07723069190979004,-0.14567606151103973,0.14909613132476807
pestis,0.20065881311893463,0.4317583441734314,0.19618989527225494,0.008903087116777897,1.0000001192092896,0.19339026510715485,0.22019493579864502,0.16708125174045563,0.23376873135566711,0.1523699313402176,0.20141108334064484,0.2471543848514557
genome,0.15202009677886963,0.43062570691108704,0.17595769464969635,0.09114974737167358,0.4175651967525482,0.14269621670246124,0.22960461676120758,0.1802522838115692,0.16735753417015076,0.18530403077602386,0.05696092173457146,0.1776634305715561
associated,0.15836219489574432,0.24884167313575745,0.3077163100242615,0.056420207023620605,0.2465537041425705,0.18601760268211365,0.26086169481277466,0.23328746855258942,0.2742886245250702,0.24066083133220673,0.20715190470218658,0.1453326791524887
with,0.2464839518070221,0.26729616522789,0.41827285289764404,0.011164798401296139,0.21760033071041107,0.3179011940956116,0.2364431470632553,0.4080928862094879,0.4223487675189972,0.15513640642166138,0.16833175718784332,0.2433311939239502
medieval,0.2230893075466156,0.11093439161777496,0.31686919927597046,-0.0715821236371994,0.18601581454277039,0.18805795907974243,0.20451967418193817,0.2546980679035187,0.28617456555366516,0.20896229147911072,0.22997477650642395,0.15571735799312592
mass,0.23905135691165924,0.2167125940322876,0.26915112137794495,0.07723069190979004,0.1523699313402176,0.2088848054409027,0.17981718480587006,0.1766357719898224,0.2284930944442749,1.0000001192092896,0.3741113543510437,0.2076406031847
graves,0.1975894272327423,0.13018856942653656,0.26505351066589355,-0.14567606151103973,0.20141108334064484,0.308952659368515,0.26971909403800964,0.2839863896369934,0.2546413242816925,0.3741113543510437,1.0,0.1868567168712616
.,0.3567904531955719,0.23283135890960693,0.5352458953857422,0.034963399171829224,0.2792564034461975,0.3378238379955292,0.3618174195289612,0.5591574311256409,0.5934505462646484,0.25224974751472473,0.26804935932159424,0.4130953550338745
