,of,what,hollywood,film,company,was,upt,a,subsidiary,of,when,it,merged,with,abc,?
abc,0.14607268571853638,0.1317344456911087,0.2844206690788269,0.19744548201560974,0.16210390627384186,0.21565799415111542,0.16452030837535858,0.21331243216991425,0.21595405042171478,0.14607268571853638,0.13294127583503723,0.17324577271938324,0.0735054463148117,0.17432008683681488,1.0000001192092896,0.19065172970294952
",",0.4946078956127167,0.3087472915649414,0.27148857712745667,0.2552308440208435,0.2697763442993164,0.45456063747406006,0.23893846571445465,0.427140474319458,0.21156229078769684,0.4946078956127167,0.36674630641937256,0.48329564929008484,0.2192392498254776,0.4120737314224243,0.2097204476594925,0.31091248989105225
goldenson,0.21861588954925537,0.24370093643665314,0.34916165471076965,0.39640575647354126,0.3027794659137726,0.2537340223789215,0.2830306887626648,0.29056107997894287,0.2419493943452835,0.21861588954925537,0.3101251721382141,0.2623336613178253,0.10562058538198471,0.22288626432418823,0.29072654247283936,0.2495560646057129
had,0.37755560874938965,0.23849567770957947,0.2104608118534088,0.14023759961128235,0.19269630312919617,0.5927209258079529,0.18992041051387787,0.34897568821907043,0.1591642200946808,0.37755560874938965,0.37526828050613403,0.2910259962081909,0.16647784411907196,0.4739086329936981,0.18355661630630493,0.20728366076946259
been,0.31685134768486023,0.2567804455757141,0.21798385679721832,0.17852230370044708,0.1287740170955658,0.518218457698822,0.20373164117336273,0.3315402865409851,0.13256366550922394,0.31685134768486023,0.3339833617210388,0.35515493154525757,0.13671113550662994,0.2804456949234009,0.19288167357444763,0.24354910850524902
trying,0.21177013218402863,0.4177112281322479,0.15060994029045105,0.14465399086475372,0.1515769064426422,0.19752094149589539,0.2539055049419403,0.3045077919960022,0.09797465056180954,0.21177013218402863,0.36782363057136536,0.2708364725112915,0.11501775681972504,0.2584823668003082,0.11398032307624817,0.3144860565662384
since,0.35513219237327576,0.29783400893211365,0.1547621488571167,0.15635798871517181,0.23046186566352844,0.4384658932685852,0.22711840271949768,0.3303585946559906,0.2148686945438385,0.35513219237327576,0.42774689197540283,0.39943817257881165,0.17126508057117462,0.3120420575141907,0.20685888826847076,0.2876587212085724
mid-1953,0.2810065746307373,0.18150834739208221,0.1633129119873047,0.12590649724006653,0.1993645429611206,0.21867752075195312,0.23793528974056244,0.32580533623695374,0.21502113342285156,0.2810065746307373,0.24761968851089478,0.3069751262664795,0.13516074419021606,0.2380337417125702,0.155518040060997,0.061300765722990036
to,0.41548454761505127,0.455847829580307,0.23734064400196075,0.20211438834667206,0.24903783202171326,0.3636345863342285,0.28000348806381226,0.45503583550453186,0.1481173038482666,0.41548454761505127,0.5423505902290344,0.513711154460907,0.08683764189481735,0.4239959120750427,0.1762417107820511,0.29463258385658264
provide,0.27198103070259094,0.27049049735069275,0.07627473026514053,0.09467092901468277,0.240840882062912,0.13897012174129486,0.22694019973278046,0.26036545634269714,0.23411080241203308,0.27198103070259094,0.22032307088375092,0.20449455082416534,0.10473863780498505,0.3074512183666229,0.14011767506599426,0.22704634070396423
content,0.18281257152557373,0.3614070415496826,0.13338935375213623,0.2101936787366867,0.23205448687076569,0.15408921241760254,0.2203264832496643,0.20795699954032898,0.2544125020503998,0.18281257152557373,0.23240907490253448,0.3222239315509796,0.19322961568832397,0.28209611773490906,0.18555805087089539,0.37093979120254517
for,0.4185989499092102,0.3017193675041199,0.1584724634885788,0.24293163418769836,0.25874319672584534,0.3863949179649353,0.17705684900283813,0.44038116931915283,0.19834326207637787,0.4185989499092102,0.43402108550071716,0.32171204686164856,0.13095442950725555,0.39140474796295166,0.22510288655757904,0.264628142118454
the,0.733189046382904,0.42745697498321533,0.21118220686912537,0.2824619710445404,0.26591673493385315,0.48711544275283813,0.25772973895072937,0.5829201340675354,0.2279236614704132,0.733189046382904,0.5091903209686279,0.6251175999641418,0.22961698472499847,0.4223487675189972,0.2068762183189392,0.22068053483963013
network,0.21800683438777924,0.16917307674884796,0.13391198217868805,0.20700618624687195,0.28571397066116333,0.1994880586862564,0.1784161925315857,0.17299489676952362,0.3834895193576813,0.21800683438777924,0.19011130928993225,0.27817267179489136,0.17110659182071686,0.2153671681880951,0.4295894205570221,0.17853789031505585
by,0.3646814823150635,0.2455483376979828,0.15201030671596527,0.17890147864818573,0.22328482568264008,0.4752357602119446,0.22814954817295074,0.32094135880470276,0.25565260648727417,0.3646814823150635,0.4376842677593231,0.40926623344421387,0.08937888592481613,0.39731505513191223,0.17600902915000916,0.17966607213020325
contacting,0.2126486897468567,0.38208839297294617,0.1843365877866745,0.18887796998023987,0.23146629333496094,0.1549319177865982,0.3191984295845032,0.2975934147834778,0.22725120186805725,0.2126486897468567,0.4220867156982422,0.3333515524864197,0.17862682044506073,0.37506890296936035,0.18619680404663086,0.36947235465049744
his,0.38364991545677185,0.26976513862609863,0.21017509698867798,0.17635352909564972,0.21722809970378876,0.4405253231525421,0.2075398713350296,0.3497250974178314,0.10583952069282532,0.38364991545677185,0.37120407819747925,0.2876833975315094,0.059978604316711426,0.33836179971694946,0.18588677048683167,0.18075084686279297
old,0.30522194504737854,0.22117848694324493,0.198795884847641,0.12492893636226654,0.09766661375761032,0.2867572605609894,0.16388244926929474,0.2846200466156006,0.06701627373695374,0.30522194504737854,0.36291906237602234,0.22670866549015045,0.13905878365039825,0.20720098912715912,0.16446132957935333,0.20577076077461243
acquaintances,0.2749391496181488,0.3644048273563385,0.2864064574241638,0.23919858038425446,0.1944834291934967,0.3160131275653839,0.17984792590141296,0.28743627667427063,0.21197599172592163,0.2749391496181488,0.3564167320728302,0.27554216980934143,0.13320307433605194,0.32795941829681396,0.157809317111969,0.22678643465042114
in,0.5696388483047485,0.30808621644973755,0.229169562458992,0.22183799743652344,0.22141718864440918,0.45514053106307983,0.18964797258377075,0.539380669593811,0.2031269520521164,0.5696388483047485,0.4431333839893341,0.5130809545516968,0.20397168397903442,0.4080928862094879,0.1697147786617279,0.20430970191955566
hollywood,0.19111904501914978,0.15446072816848755,1.0000001192092896,0.44943171739578247,0.18419013917446136,0.23313601315021515,0.1977662295103073,0.2099793255329132,0.14790786802768707,0.19111904501914978,0.16118259727954865,0.18518099188804626,0.07980948686599731,0.193950355052948,0.2844206690788269,0.16076789796352386
",",0.4946078956127167,0.3087472915649414,0.27148857712745667,0.2552308440208435,0.2697763442993164,0.45456063747406006,0.23893846571445465,0.427140474319458,0.21156229078769684,0.4946078956127167,0.36674630641937256,0.48329564929008484,0.2192392498254776,0.4120737314224243,0.2097204476594925,0.31091248989105225
with,0.41827285289764404,0.2464839518070221,0.193950355052948,0.10958370566368103,0.24132338166236877,0.27411898970603943,0.2595992386341095,0.3783375024795532,0.1576101928949356,0.41827285289764404,0.5075214505195618,0.3369046747684479,0.1912609189748764,0.9999999403953552,0.17432008683681488,0.2433311939239502
whom,0.2070929855108261,0.27163395285606384,0.16532129049301147,0.1531640589237213,0.14635354280471802,0.2438793033361435,0.1589544415473938,0.21455949544906616,0.12977048754692078,0.2070929855108261,0.34392476081848145,0.18352724611759186,0.05579829216003418,0.3374587297439575,0.14106182754039764,0.222135990858078
he,0.38706058263778687,0.3114890456199646,0.2293577939271927,0.16020090878009796,0.22237855195999146,0.5410010814666748,0.1528482437133789,0.4393508732318878,0.10338651388883591,0.38706058263778687,0.39115971326828003,0.36018872261047363,0.11804062873125076,0.2845253646373749,0.22597992420196533,0.2089974731206894
had,0.37755560874938965,0.23849567770957947,0.2104608118534088,0.14023759961128235,0.19269630312919617,0.5927209258079529,0.18992041051387787,0.34897568821907043,0.1591642200946808,0.37755560874938965,0.37526828050613403,0.2910259962081909,0.16647784411907196,0.4739086329936981,0.18355661630630493,0.20728366076946259
worked,0.2398757040500641,0.168898344039917,0.21997414529323578,0.17680016160011292,0.21854601800441742,0.38922780752182007,0.1363879293203354,0.23579153418540955,0.17652761936187744,0.2398757040500641,0.19565506279468536,0.1436748057603836,0.2119046300649643,0.22196559607982635,0.19779331982135773,0.0901828184723854
when,0.3757161796092987,0.4700249433517456,0.16118259727954865,0.1969265341758728,0.2219121903181076,0.37326499819755554,0.24586787819862366,0.44397395849227905,0.1038784608244896,0.3757161796092987,0.9999999403953552,0.4775012135505676,0.054479438811540604,0.5075214505195618,0.13294127583503723,0.22841128706932068
upt,0.16551406681537628,0.29285889863967896,0.1977662295103073,0.20993100106716156,0.1760670691728592,0.14962729811668396,0.9999999403953552,0.2500040829181671,0.1769406646490097,0.16551406681537628,0.24586787819862366,0.30545541644096375,0.1416042596101761,0.2595992386341095,0.16452030837535858,0.22407570481300354
was,0.4069072902202606,0.22111038863658905,0.23313601315021515,0.25235438346862793,0.2293137013912201,1.0000001192092896,0.14962729811668396,0.4508470594882965,0.2168111354112625,0.4069072902202606,0.37326499819755554,0.4577186405658722,0.20836342871189117,0.27411898970603943,0.21565799415111542,0.18412111699581146
a,0.5052502155303955,0.3320399522781372,0.2099793255329132,0.19172197580337524,0.22037413716316223,0.4508470594882965,0.2500040829181671,1.0,0.1804817169904709,0.5052502155303955,0.44397395849227905,0.5452592968940735,0.1895846575498581,0.3783375024795532,0.21331243216991425,0.23916715383529663
subsidiary,0.20548413693904877,0.17018544673919678,0.14790786802768707,0.21349340677261353,0.5609620213508606,0.2168111354112625,0.1769406646490097,0.1804817169904709,1.0,0.20548413693904877,0.1038784608244896,0.2588086426258087,0.3443857431411743,0.1576101928949356,0.21595405042171478,0.12890306115150452
of,1.0,0.33290785551071167,0.19111904501914978,0.22166931629180908,0.20467796921730042,0.4069072902202606,0.16551406681537628,0.5052502155303955,0.20548413693904877,1.0,0.3757161796092987,0.38761502504348755,0.19221307337284088,0.41827285289764404,0.14607268571853638,0.1826142966747284
paramount,0.12845782935619354,0.1447969675064087,0.45059531927108765,0.3781766891479492,0.36330583691596985,0.23606519401073456,0.19678142666816711,0.12325868755578995,0.3883775472640991,0.12845782935619354,0.18428830802440643,0.22683092951774597,0.14623795449733734,0.21806146204471588,0.3420375883579254,0.1511610448360443
pictures,0.19921936094760895,0.25560304522514343,0.3333936333656311,0.36265212297439575,0.2676602602005005,0.19563059508800507,0.17636273801326752,0.17716485261917114,0.23997725546360016,0.19921936094760895,0.19389167428016663,0.2905903160572052,0.22890743613243103,0.23607312142848969,0.23470810055732727,0.20528490841388702
.,0.5352458953857422,0.3567904531955719,0.24290619790554047,0.22823183238506317,0.266353577375412,0.40146201848983765,0.25213178992271423,0.50484299659729,0.18088284134864807,0.5352458953857422,0.475719153881073,0.5593622326850891,0.18283970654010773,0.4446153938770294,0.2567209303379059,0.4130953550338745
