,colonial,rule,",",or,physical,occupation,of,a,territory,is,an,example,of,what,kind,of,imperialism,?
and,0.29516419768333435,0.22522340714931488,0.6633074283599854,0.4713204801082611,0.30796876549720764,0.3541368842124939,0.5116966962814331,0.3739250600337982,0.278890460729599,0.3859752118587494,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.19073538482189178,0.20544172823429108
``,0.08214693516492844,0.18431732058525085,0.09681109338998795,0.1197475790977478,0.015543654561042786,0.06181696802377701,0.06780257821083069,0.07272057235240936,0.09361173212528229,0.058766357600688934,0.03770720958709717,0.17130611836910248,0.06780257821083069,0.008517155423760414,-0.040448643267154694,0.06780257821083069,0.050459738820791245,0.0685480609536171
informal,0.15935519337654114,0.2198389768600464,0.26789841055870056,0.30538684129714966,0.26145482063293457,0.16123011708259583,0.2598820626735687,0.281781941652298,0.11874482035636902,0.23649168014526367,0.24982379376888275,0.25239047408103943,0.2598820626735687,0.31096258759498596,0.2303314059972763,0.2598820626735687,0.27093014121055603,0.17082542181015015
'',-0.023450249806046486,0.09699608385562897,-0.037358131259679794,0.04548122361302376,0.03199413791298866,0.023654505610466003,0.13035868108272552,0.04890415817499161,-0.007871052250266075,0.0793738141655922,0.09471100568771362,-0.021546287462115288,0.13035868108272552,0.08143015950918198,0.01890246570110321,0.13035868108272552,-0.013202380388975143,0.018684765323996544
imperialism,0.3582434058189392,0.30655044317245483,0.2420617640018463,0.16436384618282318,0.1680603325366974,0.17389336228370667,0.29240643978118896,0.17335295677185059,0.20940497517585754,0.13894762098789215,0.14707738161087036,0.22554071247577667,0.29240643978118896,0.24614648520946503,0.15477003157138824,0.29240643978118896,1.0,0.14998586475849152
",",0.2506951689720154,0.24230371415615082,1.0000001192092896,0.3769497275352478,0.2047225534915924,0.28664809465408325,0.4946078956127167,0.427140474319458,0.2454550564289093,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2420617640018463,0.31091248989105225
the,0.2715741693973541,0.29894936084747314,0.4933079481124878,0.4174870550632477,0.20230218768119812,0.23079249262809753,0.733189046382904,0.5829201340675354,0.3000710904598236,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.42745697498321533,0.2516445517539978,0.733189046382904,0.2716025412082672,0.22068053483963013
first,0.24950629472732544,0.19491046667099,0.34503069519996643,0.23187343776226044,0.16885176301002502,0.22563783824443817,0.3536086082458496,0.4287874400615692,0.18795034289360046,0.30889374017715454,0.29757723212242126,0.24618929624557495,0.3536086082458496,0.28086137771606445,0.21994365751743317,0.3536086082458496,0.18377774953842163,0.18701928853988647
meaning,0.14129208028316498,0.2115820348262787,0.2096743881702423,0.4644525647163391,0.11244706809520721,0.10515859723091125,0.2447882443666458,0.3343478739261627,0.19928590953350067,0.32422322034835815,0.20769064128398895,0.3439973294734955,0.2447882443666458,0.24135559797286987,0.3155442774295807,0.2447882443666458,0.2165427953004837,0.20420892536640167
physical,0.17726513743400574,0.10482865571975708,0.2047225534915924,0.31585562229156494,0.9999999403953552,0.12000212073326111,0.3124530017375946,0.2210949957370758,0.174112468957901,0.16296368837356567,0.199143648147583,0.27471688389778137,0.3124530017375946,0.27895045280456543,0.23275212943553925,0.3124530017375946,0.1680603325366974,0.11781801283359528
control,0.21184080839157104,0.36925187706947327,0.20811550319194794,0.21823447942733765,0.23056069016456604,0.21182674169540405,0.2817542552947998,0.21056023240089417,0.28864094614982605,0.17722277343273163,0.15528884530067444,0.21245995163917542,0.2817542552947998,0.2821830213069916,0.15833914279937744,0.2817542552947998,0.16404078900814056,0.1620711386203766
or,0.14486640691757202,0.18284539878368378,0.3769497275352478,1.0000001192092896,0.31585562229156494,0.2053186446428299,0.3792596757411957,0.48853766918182373,0.2636260688304901,0.41870999336242676,0.3096676766872406,0.5192843675613403,0.3792596757411957,0.33867141604423523,0.4102349579334259,0.3792596757411957,0.16436384618282318,0.32389625906944275
``,0.08214693516492844,0.18431732058525085,0.09681109338998795,0.1197475790977478,0.015543654561042786,0.06181696802377701,0.06780257821083069,0.07272057235240936,0.09361173212528229,0.058766357600688934,0.03770720958709717,0.17130611836910248,0.06780257821083069,0.008517155423760414,-0.040448643267154694,0.06780257821083069,0.050459738820791245,0.0685480609536171
full-fledged,0.210630863904953,0.25517669320106506,0.2812001407146454,0.23245294392108917,0.15611203014850616,0.14043918251991272,0.33848458528518677,0.3244527578353882,0.25208327174186707,0.21814952790737152,0.21397437155246735,0.18485775589942932,0.33848458528518677,0.2668496370315552,0.19491612911224365,0.33848458528518677,0.23463115096092224,0.250942200422287
colonial,1.0,0.2911442518234253,0.2506951689720154,0.14486640691757202,0.17726513743400574,0.23929782211780548,0.2972153425216675,0.20834927260875702,0.25422197580337524,0.15852876007556915,0.16837069392204285,0.21416908502578735,0.2972153425216675,0.15791663527488708,0.07709970325231552,0.2972153425216675,0.3582434058189392,0.10191229730844498
rule,0.2911442518234253,1.0,0.24230371415615082,0.18284539878368378,0.10482865571975708,0.16603983938694,0.25175079703330994,0.2032480239868164,0.23062832653522491,0.18984714150428772,0.14162680506706238,0.24434010684490204,0.25175079703330994,0.30539435148239136,0.17272524535655975,0.25175079703330994,0.30655044317245483,0.1955260932445526
'',-0.023450249806046486,0.09699608385562897,-0.037358131259679794,0.04548122361302376,0.03199413791298866,0.023654505610466003,0.13035868108272552,0.04890415817499161,-0.007871052250266075,0.0793738141655922,0.09471100568771362,-0.021546287462115288,0.13035868108272552,0.08143015950918198,0.01890246570110321,0.13035868108272552,-0.013202380388975143,0.018684765323996544
while,0.13588060438632965,0.22567279636859894,0.38232675194740295,0.3737879693508148,0.16058577597141266,0.12138741463422775,0.3366928696632385,0.3733035624027252,0.23616699874401093,0.2713196575641632,0.23181851208209991,0.29871246218681335,0.3366928696632385,0.35511791706085205,0.18236218392848969,0.3366928696632385,0.14226259291172028,0.21076419949531555
the,0.2715741693973541,0.29894936084747314,0.4933079481124878,0.4174870550632477,0.20230218768119812,0.23079249262809753,0.733189046382904,0.5829201340675354,0.3000710904598236,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.42745697498321533,0.2516445517539978,0.733189046382904,0.2716025412082672,0.22068053483963013
second,0.1591373234987259,0.16260288655757904,0.29927265644073486,0.15801078081130981,0.17332307994365692,0.10692685097455978,0.353416383266449,0.3655064105987549,0.13257087767124176,0.3161451518535614,0.2587711215019226,0.20615240931510925,0.353416383266449,0.19948028028011322,0.15169115364551544,0.353416383266449,0.18586790561676025,0.17239587008953094
implied,0.15541821718215942,0.3201131522655487,0.1991727501153946,0.25536006689071655,0.22616368532180786,0.11401529610157013,0.21392042934894562,0.2020324021577835,0.19728420674800873,0.17740420997142792,0.2268509417772293,0.3543567657470703,0.21392042934894562,0.33101508021354675,0.28658658266067505,0.21392042934894562,0.31796884536743164,0.24355721473693848
less,0.17972402274608612,0.21022090315818787,0.28111666440963745,0.40981101989746094,0.22145654261112213,0.0935882106423378,0.30836719274520874,0.3475147485733032,0.1766616255044937,0.3123510479927063,0.24461770057678223,0.3392350971698761,0.30836719274520874,0.31119704246520996,0.2730381488800049,0.30836719274520874,0.15566295385360718,0.22418740391731262
direct,0.10979539155960083,0.2302994579076767,0.20868940651416779,0.26956906914711,0.23127958178520203,0.14231529831886292,0.2533726394176483,0.27544090151786804,0.10786709934473038,0.20874382555484772,0.2583296000957489,0.2856757640838623,0.2533726394176483,0.26271191239356995,0.26002922654151917,0.2533726394176483,0.20882147550582886,0.18476411700248718
rule,0.2911442518234253,1.0,0.24230371415615082,0.18284539878368378,0.10482865571975708,0.16603983938694,0.25175079703330994,0.2032480239868164,0.23062832653522491,0.18984714150428772,0.14162680506706238,0.24434010684490204,0.25175079703330994,0.30539435148239136,0.17272524535655975,0.25175079703330994,0.30655044317245483,0.1955260932445526
though,0.2096363753080368,0.21544095873832703,0.42253127694129944,0.37712720036506653,0.23746231198310852,0.12525978684425354,0.37307101488113403,0.33230000734329224,0.22340309619903564,0.3265945613384247,0.22405017912387848,0.2817342281341553,0.37307101488113403,0.4089210331439972,0.2517147660255432,0.37307101488113403,0.21684439480304718,0.3188856542110443
still,0.19929611682891846,0.27944886684417725,0.35217106342315674,0.30148130655288696,0.138515442609787,0.16575635969638824,0.3288819193840027,0.3478926122188568,0.18348869681358337,0.3574111759662628,0.20023715496063232,0.2856980562210083,0.3288819193840027,0.4548931419849396,0.2690003216266632,0.3288819193840027,0.2510834336280823,0.3039587736129761
containing,0.15826959908008575,0.07588908821344376,0.24371451139450073,0.38184985518455505,0.20744463801383972,0.07370168715715408,0.3227089047431946,0.2822553813457489,0.10694979876279831,0.31318455934524536,0.14699392020702362,0.35726091265678406,0.3227089047431946,0.10250329971313477,0.21049514412879944,0.3227089047431946,0.08701059967279434,0.1655367761850357
perceivable,0.19550670683383942,0.19929367303848267,0.25714221596717834,0.408109188079834,0.41048339009284973,0.16128948330879211,0.3206539750099182,0.3178589344024658,0.23219053447246552,0.3136310577392578,0.27217137813568115,0.3760871887207031,0.3206539750099182,0.45061227679252625,0.36597001552581787,0.3206539750099182,0.2847435474395752,0.2993318736553192
kinds,0.09985362738370895,0.12283019721508026,0.25084736943244934,0.3793078064918518,0.25018763542175293,0.13131292164325714,0.28535863757133484,0.23927396535873413,0.029634365811944008,0.22554683685302734,0.13795126974582672,0.418359637260437,0.28535863757133484,0.27455681562423706,0.6546491980552673,0.28535863757133484,0.1410549432039261,0.18617171049118042
of,0.2972153425216675,0.25175079703330994,0.4946078956127167,0.3792596757411957,0.3124530017375946,0.24415746331214905,1.0,0.5052502155303955,0.27564212679862976,0.4854315221309662,0.32280945777893066,0.3570667505264282,1.0,0.33290785551071167,0.2285657674074173,1.0,0.29240643978118896,0.1826142966747284
dominance,0.29435524344444275,0.32074010372161865,0.21292094886302948,0.25091418623924255,0.2297656387090683,0.2797989845275879,0.3554438352584839,0.25288090109825134,0.3246798813343048,0.20233985781669617,0.17261739075183868,0.2302302122116089,0.3554438352584839,0.27423277497291565,0.20100508630275726,0.3554438352584839,0.2979675531387329,0.08315658569335938
.,0.263717383146286,0.2436654418706894,0.6812511086463928,0.36683785915374756,0.20608092844486237,0.20114995539188385,0.5352458953857422,0.50484299659729,0.2527329623699188,0.4569662809371948,0.3581749200820923,0.41217929124832153,0.5352458953857422,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.22279119491577148,0.4130953550338745
