,who,has,the,task,of,ensuring,party,members,vote,according,to,the,party,line,?
the,0.3733934462070465,0.4177538752555847,1.0,0.22566188871860504,0.733189046382904,0.3673766553401947,0.23779736459255219,0.3321719169616699,0.22779929637908936,0.3202974498271942,0.535392165184021,1.0,0.23779736459255219,0.29789501428604126,0.22068053483963013
task,0.27233749628067017,0.13162027299404144,0.22566188871860504,1.0,0.18514713644981384,0.4133857786655426,0.14143311977386475,0.1950569450855255,0.2195604145526886,0.17165181040763855,0.24855457246303558,0.22566188871860504,0.14143311977386475,0.19215278327465057,0.289821058511734
of,0.2827862501144409,0.3909035325050354,0.733189046382904,0.18514713644981384,1.0,0.34411752223968506,0.23662418127059937,0.28120753169059753,0.19845709204673767,0.3307822346687317,0.41548454761505127,0.733189046382904,0.23662418127059937,0.23765452206134796,0.1826142966747284
ensuring,0.28776243329048157,0.18619093298912048,0.3673766553401947,0.4133857786655426,0.34411752223968506,1.0,0.18142125010490417,0.18619990348815918,0.25349652767181396,0.24213124811649323,0.33705413341522217,0.3673766553401947,0.18142125010490417,0.18965116143226624,0.201530322432518
that,0.45444270968437195,0.41272613406181335,0.5473989248275757,0.3318406343460083,0.41498205065727234,0.42460665106773376,0.1938212364912033,0.2637958228588104,0.3025372624397278,0.29146862030029297,0.5436353087425232,0.5473989248275757,0.1938212364912033,0.2470489740371704,0.32716336846351624
party,0.2427869290113449,0.18555130064487457,0.23779736459255219,0.14143311977386475,0.23662418127059937,0.18142125010490417,0.9999999403953552,0.3031155467033386,0.3373773694038391,0.11863169819116592,0.1893671154975891,0.23779736459255219,0.9999999403953552,0.13667425513267517,0.19031576812267303
members,0.3290669620037079,0.19174115359783173,0.3321719169616699,0.1950569450855255,0.28120753169059753,0.18619990348815918,0.3031155467033386,0.9999998807907104,0.2641376256942749,0.16013328731060028,0.26617446541786194,0.3321719169616699,0.3031155467033386,0.11954007297754288,0.10212311148643494
vote,0.3261251747608185,0.1479133516550064,0.22779929637908936,0.2195604145526886,0.19845709204673767,0.25349652767181396,0.3373773694038391,0.2641376256942749,1.0,0.19033849239349365,0.2892617881298065,0.22779929637908936,0.3373773694038391,0.1518726646900177,0.2888886630535126
according,0.22336459159851074,0.2567046284675598,0.3202974498271942,0.17165181040763855,0.3307822346687317,0.24213124811649323,0.11863169819116592,0.16013328731060028,0.19033849239349365,1.0,0.28520727157592773,0.3202974498271942,0.11863169819116592,0.09582274407148361,0.21173474192619324
to,0.42656609416007996,0.3619994819164276,0.535392165184021,0.24855457246303558,0.41548454761505127,0.33705413341522217,0.1893671154975891,0.26617446541786194,0.2892617881298065,0.28520727157592773,1.0,0.535392165184021,0.1893671154975891,0.2615616023540497,0.29463258385658264
the,0.3733934462070465,0.4177538752555847,1.0,0.22566188871860504,0.733189046382904,0.3673766553401947,0.23779736459255219,0.3321719169616699,0.22779929637908936,0.3202974498271942,0.535392165184021,1.0,0.23779736459255219,0.29789501428604126,0.22068053483963013
party,0.2427869290113449,0.18555130064487457,0.23779736459255219,0.14143311977386475,0.23662418127059937,0.18142125010490417,0.9999999403953552,0.3031155467033386,0.3373773694038391,0.11863169819116592,0.1893671154975891,0.23779736459255219,0.9999999403953552,0.13667425513267517,0.19031576812267303
line,0.1774713397026062,0.14284899830818176,0.29789501428604126,0.19215278327465057,0.23765452206134796,0.18965116143226624,0.13667425513267517,0.11954007297754288,0.1518726646900177,0.09582274407148361,0.2615616023540497,0.29789501428604126,0.13667425513267517,1.0000001192092896,0.16271452605724335
.,0.3541337847709656,0.4105546176433563,0.5934505462646484,0.24691280722618103,0.5352458953857422,0.20071010291576385,0.23341989517211914,0.21119362115859985,0.27672019600868225,0.29052162170410156,0.4645031690597534,0.5934505462646484,0.23341989517211914,0.25851553678512573,0.4130953550338745
