,how,many,votes,in,total,does,the,council,have,?
vote,0.2566540539264679,0.14577564597129822,0.8366243839263916,0.21458156406879425,0.25600868463516235,0.17017656564712524,0.22779929637908936,0.3168671727180481,0.26096346974372864,0.2888886630535126
",",0.22659391164779663,0.40610817074775696,0.26709359884262085,0.5201468467712402,0.25815486907958984,0.28617382049560547,0.4933079481124878,0.23820561170578003,0.3541618287563324,0.31091248989105225
if,0.4917012155056,0.2803558111190796,0.3350085914134979,0.2589588761329651,0.24030356109142303,0.4740144908428192,0.33724796772003174,0.13545042276382446,0.48852935433387756,0.4441644251346588
not,0.4869767427444458,0.4369727373123169,0.2747427225112915,0.3403114080429077,0.21460457146167755,0.6355478763580322,0.4310511648654938,0.16596728563308716,0.5619372129440308,0.41942933201789856
consensus,0.3495536148548126,0.18907997012138367,0.44090357422828674,0.21399769186973572,0.14971140027046204,0.27411550283432007,0.2295674830675125,0.22703884541988373,0.32071855664253235,0.3630031645298004
.,0.3287222981452942,0.3974229395389557,0.26459193229675293,0.5591574311256409,0.2295650690793991,0.3022993505001068,0.5934505462646484,0.2314436286687851,0.41614407300949097,0.4130953550338745
,how,many,votes,in,total,does,the,council,have,?
teu,0.15518265962600708,0.26737698912620544,0.12898550927639008,0.28040802478790283,0.20261894166469574,0.07374612241983414,0.31191012263298035,0.15141133964061737,0.21230916678905487,0.12451952695846558
article,0.3256285786628723,0.24520297348499298,0.30677053332328796,0.26153311133384705,0.16273750364780426,0.35800421237945557,0.3329811692237854,0.18989677727222443,0.35167133808135986,0.4948462247848511
16,0.028703972697257996,0.06954623758792877,0.09676928073167801,0.03388594090938568,0.09473628550767899,-0.08128282427787781,0.0058518932200968266,-0.06175363436341286,0.05838484317064285,0.08446579426527023
(,0.1676948219537735,0.1455259770154953,0.19997301697731018,0.3087427020072937,0.2282908409833908,0.2728188931941986,0.33289089798927307,0.18431222438812256,0.23072676360607147,0.40561532974243164
4,-0.09503452479839325,-0.054631516337394714,0.028427591547369957,0.08310048282146454,0.027560783550143242,-0.055728133767843246,0.15499350428581238,0.0766451507806778,-0.049480583518743515,0.010515431873500347
),0.17939934134483337,0.16602720320224762,0.1951758712530136,0.3326910734176636,0.2389112114906311,0.2575884759426117,0.3456730246543884,0.16722021996974945,0.22866283357143402,0.42300865054130554
and,0.33647966384887695,0.5296266674995422,0.18517501652240753,0.4954058527946472,0.2520328164100647,0.3461615741252899,0.5171257257461548,0.25117602944374084,0.4711785912513733,0.20544172823429108
tfeu,0.16258184611797333,0.18118391931056976,0.15227699279785156,0.23039208352565765,0.1472020149230957,0.11284566670656204,0.23805710673332214,0.18742509186267853,0.12695477902889252,0.2193283885717392
article,0.3256285786628723,0.24520297348499298,0.30677053332328796,0.26153311133384705,0.16273750364780426,0.35800421237945557,0.3329811692237854,0.18989677727222443,0.35167133808135986,0.4948462247848511
238,-0.06491265445947647,-0.10814869403839111,-0.0465574786067009,-0.004162435419857502,0.03429717943072319,-0.0865744948387146,-0.029248179867863655,0.056178368628025055,-0.028092416003346443,-0.08960593491792679
(,0.1676948219537735,0.1455259770154953,0.19997301697731018,0.3087427020072937,0.2282908409833908,0.2728188931941986,0.33289089798927307,0.18431222438812256,0.23072676360607147,0.40561532974243164
3,0.12271612882614136,0.026462629437446594,-0.023286690935492516,0.06326868385076523,-0.005065716337412596,0.09254035353660583,0.06283142417669296,0.07894381880760193,0.08414030820131302,0.005975271109491587
),0.17939934134483337,0.16602720320224762,0.1951758712530136,0.3326910734176636,0.2389112114906311,0.2575884759426117,0.3456730246543884,0.16722021996974945,0.22866283357143402,0.42300865054130554
define,0.3115120232105255,0.2533273696899414,0.1027810201048851,0.17850013077259064,0.09312852472066879,0.2788267731666565,0.215811088681221,0.1141059398651123,0.3304733633995056,0.2999834418296814
this,0.45272302627563477,0.43532639741897583,0.28554874658584595,0.45205554366111755,0.2632555067539215,0.4166489243507385,0.6274310946464539,0.16439050436019897,0.4660032093524933,0.3155723512172699
to,0.44169697165489197,0.40243685245513916,0.24744294583797455,0.45010748505592346,0.22792020440101624,0.4391997456550598,0.535392165184021,0.23829470574855804,0.4544740617275238,0.29463258385658264
mean,0.35380423069000244,0.21793290972709656,0.17157883942127228,0.2099098116159439,0.12259777635335922,0.32234957814216614,0.25977957248687744,0.1567288637161255,0.4040674865245819,0.36234524846076965
at,0.2154216170310974,0.2716965675354004,0.18218721449375153,0.4374977946281433,0.17510145902633667,0.17465277016162872,0.457212895154953,0.20668897032737732,0.29004791378974915,0.21978627145290375
least,0.2839330732822418,0.36189308762550354,0.24257485568523407,0.3232700824737549,0.3401201367378235,0.23802171647548676,0.3428877890110016,0.19212663173675537,0.45121026039123535,0.28866854310035706
55,-0.08538521826267242,0.05653776600956917,0.053339749574661255,0.0764915719628334,0.04844355210661888,0.09774896502494812,0.014788559637963772,0.03929595649242401,0.06251852214336395,-0.008884507231414318
per,0.2243444174528122,0.16423305869102478,0.24260126054286957,0.1975519210100174,0.33884352445602417,0.22441036999225616,0.21691934764385223,0.15207147598266602,0.2515243589878082,0.22323818504810333
cent,0.20305122435092926,0.23173442482948303,0.24461835622787476,0.17579324543476105,0.26475173234939575,0.19670921564102173,0.21268479526042938,0.1744254231452942,0.2409462183713913,0.21050448715686798
of,0.2480744868516922,0.37253960967063904,0.20024310052394867,0.5696388483047485,0.29045331478118896,0.3119818866252899,0.733189046382904,0.2972237169742584,0.3802283704280853,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.2303277552127838,0.6662389636039734,0.27068960666656494,0.35928019881248474,1.0,0.2829204201698303,0.40389683842658997,0.22068053483963013
council,0.14261579513549805,0.13560552895069122,0.29171228408813477,0.2689173221588135,0.14137579500675201,0.13735659420490265,0.2829204201698303,1.0,0.1461305320262909,0.1160062924027443
members,0.20418256521224976,0.25127971172332764,0.309556245803833,0.196792870759964,0.1577247828245163,0.1685360074043274,0.3321719169616699,0.3003452718257904,0.2992980480194092,0.10212311148643494
(,0.1676948219537735,0.1455259770154953,0.19997301697731018,0.3087427020072937,0.2282908409833908,0.2728188931941986,0.33289089798927307,0.18431222438812256,0.23072676360607147,0.40561532974243164
not,0.4869767427444458,0.4369727373123169,0.2747427225112915,0.3403114080429077,0.21460457146167755,0.6355478763580322,0.4310511648654938,0.16596728563308716,0.5619372129440308,0.41942933201789856
votes,0.21260926127433777,0.15118442475795746,1.0000001192092896,0.21167227625846863,0.32263991236686707,0.20038630068302155,0.2303277552127838,0.29171228408813477,0.22750820219516754,0.23052719235420227
),0.17939934134483337,0.16602720320224762,0.1951758712530136,0.3326910734176636,0.2389112114906311,0.2575884759426117,0.3456730246543884,0.16722021996974945,0.22866283357143402,0.42300865054130554
representing,0.1614738553762436,0.2087293565273285,0.23685933649539948,0.3327813446521759,0.2281734049320221,0.17500047385692596,0.35762789845466614,0.24619300663471222,0.24935318529605865,0.10637413710355759
65,0.0666043683886528,0.045455966144800186,0.1066456213593483,0.09597905725240707,0.04916150122880936,0.018846120685338974,0.1360354721546173,0.10671863704919815,0.02933461219072342,0.1632431149482727
per,0.2243444174528122,0.16423305869102478,0.24260126054286957,0.1975519210100174,0.33884352445602417,0.22441036999225616,0.21691934764385223,0.15207147598266602,0.2515243589878082,0.22323818504810333
cent,0.20305122435092926,0.23173442482948303,0.24461835622787476,0.17579324543476105,0.26475173234939575,0.19670921564102173,0.21268479526042938,0.1744254231452942,0.2409462183713913,0.21050448715686798
of,0.2480744868516922,0.37253960967063904,0.20024310052394867,0.5696388483047485,0.29045331478118896,0.3119818866252899,0.733189046382904,0.2972237169742584,0.3802283704280853,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.2303277552127838,0.6662389636039734,0.27068960666656494,0.35928019881248474,1.0,0.2829204201698303,0.40389683842658997,0.22068053483963013
population,0.1651063710451126,0.2201971709728241,0.2536572813987732,0.3268454372882843,0.3710280954837799,0.14702445268630981,0.32044094800949097,0.296721488237381,0.19700278341770172,0.14449454843997955
of,0.2480744868516922,0.37253960967063904,0.20024310052394867,0.5696388483047485,0.29045331478118896,0.3119818866252899,0.733189046382904,0.2972237169742584,0.3802283704280853,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.2303277552127838,0.6662389636039734,0.27068960666656494,0.35928019881248474,1.0,0.2829204201698303,0.40389683842658997,0.22068053483963013
eu,0.12200486660003662,0.13283303380012512,0.26208174228668213,0.12919096648693085,0.09243400394916534,0.10805947333574295,0.14126400649547577,0.2489055097103119,0.1317766159772873,0.21586786210536957
:,-0.11215605586767197,-0.10786184668540955,-0.00974688958376646,0.020521078258752823,0.04249884933233261,-0.11934193223714828,-0.03403344005346298,0.0255865678191185,-0.10825085639953613,-0.07156077772378922
currently,0.20420436561107635,0.25505611300468445,0.2203209549188614,0.30261120200157166,0.2735224664211273,0.2973312437534332,0.2945235073566437,0.13459141552448273,0.2911094129085541,0.1861555278301239
this,0.45272302627563477,0.43532639741897583,0.28554874658584595,0.45205554366111755,0.2632555067539215,0.4166489243507385,0.6274310946464539,0.16439050436019897,0.4660032093524933,0.3155723512172699
means,0.27608850598335266,0.2649623155593872,0.12184272706508636,0.1979396492242813,0.11841445416212082,0.3901011645793915,0.32225894927978516,0.15752720832824707,0.3350207805633545,0.21233566105365753
around,0.3297552764415741,0.4112928509712219,0.1326075792312622,0.41294145584106445,0.28445571660995483,0.19845978915691376,0.40085816383361816,0.2271222025156021,0.4113404154777527,0.14729668200016022
74,0.09980206936597824,-0.003800304839387536,0.1765250265598297,0.01043371856212616,0.10685797035694122,0.07146840542554855,0.10342573374509811,-0.023480400443077087,0.08926349133253098,0.13471639156341553
per,0.2243444174528122,0.16423305869102478,0.24260126054286957,0.1975519210100174,0.33884352445602417,0.22441036999225616,0.21691934764385223,0.15207147598266602,0.2515243589878082,0.22323818504810333
cent,0.20305122435092926,0.23173442482948303,0.24461835622787476,0.17579324543476105,0.26475173234939575,0.19670921564102173,0.21268479526042938,0.1744254231452942,0.2409462183713913,0.21050448715686798
",",0.22659391164779663,0.40610817074775696,0.26709359884262085,0.5201468467712402,0.25815486907958984,0.28617382049560547,0.4933079481124878,0.23820561170578003,0.3541618287563324,0.31091248989105225
or,0.3378981947898865,0.36905089020729065,0.15827344357967377,0.3586423695087433,0.1965118944644928,0.4248845875263214,0.4174870550632477,0.14019161462783813,0.46389055252075195,0.32389625906944275
260,0.039220649749040604,0.009249287657439709,0.09385664016008377,0.08211222290992737,-0.025994421914219856,0.058510832488536835,0.011885111220180988,-0.06705722212791443,0.1142616868019104,0.22087180614471436
of,0.2480744868516922,0.37253960967063904,0.20024310052394867,0.5696388483047485,0.29045331478118896,0.3119818866252899,0.733189046382904,0.2972237169742584,0.3802283704280853,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.2303277552127838,0.6662389636039734,0.27068960666656494,0.35928019881248474,1.0,0.2829204201698303,0.40389683842658997,0.22068053483963013
352,-0.12090444564819336,-0.1711459457874298,-0.058684367686510086,-0.038897085934877396,0.015630701556801796,-0.14212621748447418,-0.10727708786725998,-0.1084531918168068,-0.19093044102191925,-0.06872464716434479
votes,0.21260926127433777,0.15118442475795746,1.0000001192092896,0.21167227625846863,0.32263991236686707,0.20038630068302155,0.2303277552127838,0.29171228408813477,0.22750820219516754,0.23052719235420227
.,0.3287222981452942,0.3974229395389557,0.26459193229675293,0.5591574311256409,0.2295650690793991,0.3022993505001068,0.5934505462646484,0.2314436286687851,0.41614407300949097,0.4130953550338745
