,where,did,the,jin,emporer,relocate,his,capital,after,genghis,khan,overran,the,norther,part,of,his,empire,?
to,0.47735077142715454,0.4452643394470215,0.535392165184021,0.16679616272449493,0.24776040017604828,0.37035825848579407,0.3715193271636963,0.1844596415758133,0.37890323996543884,0.2294713407754898,0.18221943080425262,0.26230505108833313,0.535392165184021,0.29456934332847595,0.2875264883041382,0.41548454761505127,0.3715193271636963,0.21448755264282227,0.29463258385658264
kaifeng,0.19833846390247345,0.150918647646904,0.2940974831581116,0.5490894913673401,0.23795877397060394,0.18169139325618744,0.18987035751342773,0.3434402644634247,0.2245127558708191,0.5361014604568481,0.3777866065502167,0.24775396287441254,0.2940974831581116,0.23656262457370758,0.16289471089839935,0.285122275352478,0.18987035751342773,0.36039984226226807,0.20228484272956848
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.21946492791175842,0.31662288308143616,0.2315576821565628,0.3378419280052185,0.28033894300460815,0.38860568404197693,0.2891939878463745,0.19700400531291962,0.21501938998699188,0.4933079481124878,0.2952515184879303,0.3376222252845764,0.4946078956127167,0.3378419280052185,0.27646857500076294,0.31091248989105225
abandoning,0.2941986918449402,0.34006601572036743,0.35605624318122864,0.19546061754226685,0.16938315331935883,0.26079490780830383,0.3761988878250122,0.18009436130523682,0.35786134004592896,0.24724309146404266,0.13979513943195343,0.40784594416618347,0.35605624318122864,0.20510542392730713,0.2518402338027954,0.28736719489097595,0.3761988878250122,0.24151109158992767,0.16007448732852936
the,0.5003893971443176,0.34736719727516174,1.0,0.23336409032344818,0.3007393181324005,0.3267476558685303,0.4394008219242096,0.3049491047859192,0.4565047025680542,0.3448939025402069,0.21067845821380615,0.2764469087123871,1.0,0.3632679879665375,0.527681291103363,0.733189046382904,0.4394008219242096,0.32532164454460144,0.22068053483963013
northern,0.2461140751838684,0.14611519873142242,0.3422943353652954,0.15070565044879913,0.21399714052677155,0.21536265313625336,0.17276960611343384,0.308256059885025,0.20436742901802063,0.2395780384540558,0.1290637105703354,0.22522632777690887,0.3422943353652954,0.8027819991111755,0.3608819246292114,0.32586339116096497,0.17276960611343384,0.2593165636062622,0.13149388134479523
half,0.17830543220043182,0.12883292138576508,0.3189295828342438,0.1062692329287529,0.19084934890270233,0.15345895290374756,0.2592521905899048,0.13163040578365326,0.23608151078224182,0.09312936663627625,0.09389577060937881,0.17411579191684723,0.3189295828342438,0.1873645931482315,0.3374526798725128,0.2784358561038971,0.2592521905899048,0.13260392844676971,0.07471233606338501
of,0.38066378235816956,0.2513895630836487,0.733189046382904,0.18017646670341492,0.31074705719947815,0.19428718090057373,0.38364991545677185,0.30823585391044617,0.3867455720901489,0.2938849925994873,0.17124508321285248,0.26351165771484375,0.733189046382904,0.31421831250190735,0.452393114566803,1.0,0.38364991545677185,0.30522286891937256,0.1826142966747284
his,0.29880598187446594,0.3546801507472992,0.4394008219242096,0.19523705542087555,0.23219895362854004,0.28059932589530945,0.9999998807907104,0.12485896795988083,0.41949746012687683,0.3744826912879944,0.26570460200309753,0.26172173023223877,0.4394008219242096,0.20893989503383636,0.22525446116924286,0.38364991545677185,0.9999998807907104,0.22914105653762817,0.18075084686279297
kingdom,0.18143217265605927,0.15448923408985138,0.3143408000469208,0.20392268896102905,0.21500450372695923,0.10549795627593994,0.19653184711933136,0.20243757963180542,0.2314005345106125,0.2796100676059723,0.1628103107213974,0.19691263139247894,0.3143408000469208,0.2364862859249115,0.24679042398929596,0.3218171298503876,0.19653184711933136,0.41031765937805176,0.12927088141441345
to,0.47735077142715454,0.4452643394470215,0.535392165184021,0.16679616272449493,0.24776040017604828,0.37035825848579407,0.3715193271636963,0.1844596415758133,0.37890323996543884,0.2294713407754898,0.18221943080425262,0.26230505108833313,0.535392165184021,0.29456934332847595,0.2875264883041382,0.41548454761505127,0.3715193271636963,0.21448755264282227,0.29463258385658264
the,0.5003893971443176,0.34736719727516174,1.0,0.23336409032344818,0.3007393181324005,0.3267476558685303,0.4394008219242096,0.3049491047859192,0.4565047025680542,0.3448939025402069,0.21067845821380615,0.2764469087123871,1.0,0.3632679879665375,0.527681291103363,0.733189046382904,0.4394008219242096,0.32532164454460144,0.22068053483963013
mongols,0.16501484811306,0.21908389031887054,0.310281366109848,0.43868622183799744,0.19010551273822784,0.25961607694625854,0.2286951243877411,0.29196086525917053,0.2098093330860138,0.6018205285072327,0.5210641026496887,0.28419235348701477,0.310281366109848,0.22335591912269592,0.19155672192573547,0.23517343401908875,0.2286951243877411,0.47929102182388306,0.11517509818077087
.,0.41390106081962585,0.35288307070732117,0.5934505462646484,0.17743851244449615,0.3009512424468994,0.22538664937019348,0.3119256794452667,0.23657599091529846,0.35870397090911865,0.25373268127441406,0.19819748401641846,0.24898940324783325,0.5934505462646484,0.2818925380706787,0.32817673683166504,0.5352458953857422,0.3119256794452667,0.2811720371246338,0.4130953550338745
