,what,social,construct,did,huguenot,refugees,in,canterbury,practice,?
where,0.4457937180995941,0.12548038363456726,0.21014592051506042,0.24159270524978638,0.2579043209552765,0.26203805208206177,0.5344807505607605,0.19627965986728668,0.25136226415634155,0.24793872237205505
weavers,0.1609029322862625,0.26428720355033875,0.2669699490070343,0.19043023884296417,0.3027591109275818,0.08497496694326401,0.18974058330059052,0.25586217641830444,0.16377978026866913,0.206721231341362
',0.3245812654495239,0.13682404160499573,0.16088108718395233,0.25488927960395813,0.08778917789459229,0.031471673399209976,0.4158826768398285,0.1331522911787033,0.14159877598285675,0.330942302942276
windows,0.18406382203102112,0.13457828760147095,0.19323991239070892,0.17833152413368225,0.20804880559444427,0.1651560217142105,0.17973342537879944,0.17220115661621094,0.18962867558002472,0.17412035167217255
survive,0.21734777092933655,0.11283773183822632,0.1894950419664383,0.23436835408210754,0.13168911635875702,0.2530774474143982,0.22333702445030212,0.17419752478599548,0.199660524725914,0.15179267525672913
on,0.34226128458976746,0.24255602061748505,0.20692192018032074,0.2670976221561432,0.1345445066690445,0.19563013315200806,0.46853652596473694,0.21493341028690338,0.21696773171424866,0.2714994251728058
the,0.42745697498321533,0.21797899901866913,0.24684178829193115,0.34736719727516174,0.29557526111602783,0.2474880963563919,0.6662389636039734,0.25006434321403503,0.27333036065101624,0.22068053483963013
top,0.21232028305530548,0.13364993035793304,0.12681078910827637,0.17264406383037567,0.056218959391117096,0.0902501717209816,0.2235720455646515,0.12113520503044128,0.034330710768699646,0.17265194654464722
floor,0.1553560197353363,0.10039929300546646,0.23744674026966095,0.0905529335141182,0.1709771752357483,0.15523628890514374,0.21428263187408447,0.13227778673171997,0.14842015504837036,0.20457154512405396
",",0.3087472915649414,0.2674078345298767,0.21148894727230072,0.3015086054801941,0.24752236902713776,0.18526069819927216,0.5201468467712402,0.2004024237394333,0.2838936448097229,0.31091248989105225
as,0.31749409437179565,0.22664308547973633,0.25554585456848145,0.3596470057964325,0.15821954607963562,0.16622169315814972,0.3887844979763031,0.18539419770240784,0.22643209993839264,0.27043893933296204
many,0.36131182312965393,0.2721116840839386,0.2548636794090271,0.375588983297348,0.24653638899326324,0.2406860738992691,0.41474202275276184,0.10769814997911453,0.24912574887275696,0.2124512493610382
huguenots,0.22128188610076904,0.22552858293056488,0.177445188164711,0.2420482039451599,0.9459913372993469,0.3471110165119171,0.25916293263435364,0.3704512417316437,0.25951093435287476,0.16010338068008423
worked,0.168898344039917,0.18403786420822144,0.2046472281217575,0.3377852141857147,0.1495351642370224,0.20908717811107635,0.28707414865493774,0.12955662608146667,0.13935889303684235,0.0901828184723854
as,0.31749409437179565,0.22664308547973633,0.25554585456848145,0.3596470057964325,0.15821954607963562,0.16622169315814972,0.3887844979763031,0.18539419770240784,0.22643209993839264,0.27043893933296204
weavers,0.1609029322862625,0.26428720355033875,0.2669699490070343,0.19043023884296417,0.3027591109275818,0.08497496694326401,0.18974058330059052,0.25586217641830444,0.16377978026866913,0.206721231341362
.,0.3567904531955719,0.2614770531654358,0.23683789372444153,0.35288307070732117,0.2060975730419159,0.20494338870048523,0.5591574311256409,0.19745132327079773,0.2513175904750824,0.4130953550338745
