,what,causes,triplet,oxygen,to,react,slowly,?
prevents,0.29858162999153137,0.3578549921512604,0.15636199712753296,0.2697015106678009,0.3236422538757324,0.38887137174606323,0.31207340955734253,0.2179328203201294
spontaneous,0.33321672677993774,0.33337366580963135,0.24652890861034393,0.3586737811565399,0.1945001482963562,0.41411158442497253,0.34460753202438354,0.23402021825313568
combustion,0.2678600549697876,0.31482067704200745,0.2602669298648834,0.4784593880176544,0.21775685250759125,0.34517353773117065,0.2591627240180969,0.2177530825138092
.,0.3567904531955719,0.26090872287750244,0.2523445188999176,0.2554275095462799,0.4645031690597534,0.2878071367740631,0.261324405670166,0.4130953550338745
,what,causes,triplet,oxygen,to,react,slowly,?
[,0.010752761736512184,0.09552363306283951,-0.019216112792491913,0.10739564150571823,0.07649242132902145,0.006451192311942577,0.05241548269987106,0.011015460826456547
b,0.13329443335533142,0.2127639651298523,0.3021340072154999,0.10977936536073685,0.08878466486930847,0.09184956550598145,0.05110062286257744,0.1975182741880417
],-0.03775298595428467,0.016236834228038788,0.0672488808631897,-0.003092464292421937,-0.04249158129096031,0.101800836622715,0.03523882105946541,-0.0022520492784678936
the,0.42745697498321533,0.2518732249736786,0.21914346516132355,0.20428593456745148,0.535392165184021,0.17793594300746918,0.30282843112945557,0.22068053483963013
highest,0.19637788832187653,0.14671798050403595,0.1351085603237152,0.1633642315864563,0.21947018802165985,0.13271531462669373,0.11493450403213501,0.11527936160564423
energy,0.190252885222435,0.23202680051326752,0.20155353844165802,0.4261608421802521,0.27179354429244995,0.3134802281856537,0.25060757994651794,0.14860127866268158
",",0.3087472915649414,0.3057606518268585,0.31415438652038574,0.21812842786312103,0.44245919585227966,0.18221674859523773,0.23209774494171143,0.31091248989105225
partially,0.24273231625556946,0.1798064112663269,0.1363208144903183,0.20053385198116302,0.26340022683143616,0.16529174149036407,0.33012789487838745,0.10232327878475189
filled,0.17941854894161224,0.156779944896698,0.08739328384399414,0.241263747215271,0.19863495230674744,0.1778523027896881,0.22021658718585968,0.1782117635011673
orbitals,0.2508775591850281,0.15492475032806396,0.3530523478984833,0.3968796730041504,0.2417067140340805,0.29638564586639404,0.18415780365467072,0.20797790586948395
are,0.29724663496017456,0.21512891352176666,0.25530505180358887,0.24342744052410126,0.3504326641559601,0.2845592796802521,0.19628062844276428,0.24591213464736938
antibonding,0.2299177646636963,0.31405267119407654,0.37235382199287415,0.46442803740501404,0.2433762550354004,0.454796701669693,0.23205745220184326,0.1791793406009674
",",0.3087472915649414,0.3057606518268585,0.31415438652038574,0.21812842786312103,0.44245919585227966,0.18221674859523773,0.23209774494171143,0.31091248989105225
and,0.31309178471565247,0.2964467406272888,0.27429142594337463,0.22261030972003937,0.48971283435821533,0.24750031530857086,0.31376901268959045,0.20544172823429108
so,0.539469838142395,0.22524498403072357,0.22620227932929993,0.3034515082836151,0.5091881155967712,0.35972505807876587,0.36668387055397034,0.43163934350013733
their,0.35142919421195984,0.19398713111877441,0.18349823355674744,0.2067125290632248,0.44619059562683105,0.2537284791469574,0.3078100085258484,0.1898253709077835
filling,0.2489190697669983,0.11120583117008209,0.24246299266815186,0.2319445163011551,0.23072952032089233,0.1907380372285843,0.19372931122779846,0.21185900270938873
weakens,0.17970260977745056,0.3450208008289337,0.21362313628196716,0.17574694752693176,0.29022735357284546,0.25283461809158325,0.5191287398338318,0.10328258574008942
the,0.42745697498321533,0.2518732249736786,0.21914346516132355,0.20428593456745148,0.535392165184021,0.17793594300746918,0.30282843112945557,0.22068053483963013
bond,0.19208040833473206,0.18847528100013733,0.37955087423324585,0.30479973554611206,0.18209703266620636,0.33677104115486145,0.14058242738246918,0.13208535313606262
order,0.16634008288383484,0.1477576494216919,0.24955134093761444,0.18800169229507446,0.35544881224632263,0.15884901583194733,0.1762590855360031,0.13725648820400238
from,0.2737620174884796,0.31693553924560547,0.12110289186239243,0.23457925021648407,0.4069952368736267,0.1318718045949936,0.24091000854969025,0.19969791173934937
three,0.24888746440410614,0.13376492261886597,0.3443795442581177,0.20057295262813568,0.3043823838233948,0.1496831178665161,0.14264479279518127,0.20928427577018738
to,0.455847829580307,0.2537674903869629,0.19602136313915253,0.24193501472473145,1.0,0.26891154050827026,0.3484264612197876,0.29463258385658264
two,0.23363454639911652,0.18610936403274536,0.37600675225257874,0.22778019309043884,0.3343428373336792,0.17189200222492218,0.20984536409378052,0.19645625352859497
.,0.3567904531955719,0.26090872287750244,0.2523445188999176,0.2554275095462799,0.4645031690597534,0.2878071367740631,0.261324405670166,0.4130953550338745
