,in,what,year,did,the,fcc,vote,for,the,financial,interest,and,syndication,rules,?
interest,0.27232617139816284,0.23849236965179443,0.2014019638299942,0.21788068115711212,0.197127103805542,0.20315110683441162,0.2675771415233612,0.2997593283653259,0.197127103805542,0.2946193218231201,1.0000001192092896,0.26105934381484985,0.20044954121112823,0.17514842748641968,0.2411724328994751
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.22326773405075073,0.1828758865594864,0.5064792633056641,0.5171257257461548,0.26681631803512573,0.26105934381484985,1.0,0.2538338601589203,0.24352850019931793,0.20544172823429108
syndication,0.2597505450248718,0.21420249342918396,0.24368642270565033,0.14516595005989075,0.3215782940387726,0.3618549108505249,0.2609351575374603,0.2582649886608124,0.3215782940387726,0.25549209117889404,0.20044954121112823,0.2538338601589203,0.9999998807907104,0.19882169365882874,0.1681542545557022
rules,0.2252369076013565,0.3341682255268097,0.20772826671600342,0.26674893498420715,0.27022838592529297,0.2813902497291565,0.23080511391162872,0.2820928990840912,0.27022838592529297,0.17992962896823883,0.17514842748641968,0.24352850019931793,0.19882169365882874,0.9999998807907104,0.22111085057258606
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.12939687073230743,0.27201512455940247,0.4464869201183319,0.4933079481124878,0.25465908646583557,0.2741461396217346,0.6633074283599854,0.23775799572467804,0.23899291455745697,0.31091248989105225
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.1445450782775879,0.21813347935676575,0.44038116931915283,0.5829201340675354,0.2513774335384369,0.2706421911716461,0.3739250600337982,0.2800314724445343,0.20817093551158905,0.23916715383529663
set,0.2663729190826416,0.28954121470451355,0.16030070185661316,0.19107604026794434,0.2927955985069275,0.15157337486743927,0.15575432777404785,0.30194196105003357,0.2927955985069275,0.20011813938617706,0.16308246552944183,0.27649927139282227,0.16982534527778625,0.30112457275390625,0.1698019951581955
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.733189046382904,0.16839106380939484,0.19845709204673767,0.4185989499092102,0.733189046382904,0.30178552865982056,0.2115241438150406,0.5116966962814331,0.23705364763736725,0.18197891116142273,0.1826142966747284
regulations,0.24893879890441895,0.21871556341648102,0.18265260756015778,0.26172083616256714,0.31027951836586,0.4364800453186035,0.1521064192056656,0.29771095514297485,0.31027951836586,0.39473652839660645,0.2805318236351013,0.29460906982421875,0.19100810587406158,0.5057386755943298,0.17806588113307953
aimed,0.22416192293167114,0.2549166977405548,0.18251493573188782,0.15651002526283264,0.2317158579826355,0.19580020010471344,0.15873460471630096,0.19653503596782684,0.2317158579826355,0.17079675197601318,0.31093189120292664,0.23274865746498108,0.21979865431785583,0.22683864831924438,0.2069684863090515
at,0.4374977946281433,0.2838611304759979,0.3146436810493469,0.28390252590179443,0.457212895154953,0.18239283561706543,0.14803512394428253,0.34237727522850037,0.457212895154953,0.14216125011444092,0.2276461273431778,0.3571503460407257,0.1685715764760971,0.16129878163337708,0.21978627145290375
preventing,0.20244476199150085,0.28585943579673767,0.10476842522621155,0.19243986904621124,0.33351221680641174,0.21598538756370544,0.18354377150535583,0.37431931495666504,0.33351221680641174,0.22462604939937592,0.1890663206577301,0.2971561849117279,0.15355327725410461,0.2549610435962677,0.25842657685279846
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.24932202696800232,0.22779929637908936,0.4739971458911896,1.0,0.29952070116996765,0.197127103805542,0.5171257257461548,0.3215782940387726,0.27022838592529297,0.22068053483963013
major,0.3249945342540741,0.21026742458343506,0.17671433091163635,0.20997437834739685,0.31775903701782227,0.1817396581172943,0.11209176480770111,0.23592928051948547,0.31775903701782227,0.21937425434589386,0.15572670102119446,0.29795366525650024,0.18840304017066956,0.09768760949373245,0.19788557291030884
networks,0.17525765299797058,0.18279550969600677,0.12820519506931305,0.06869131326675415,0.24705806374549866,0.4118899405002594,0.17009404301643372,0.2421427071094513,0.24705806374549866,0.2699117958545685,0.18058718740940094,0.27532249689102173,0.43318405747413635,0.19333964586257935,0.17815114557743073
from,0.4274188280105591,0.2737620174884796,0.2101740688085556,0.20248863101005554,0.40150508284568787,0.1659686416387558,0.17611335217952728,0.314039945602417,0.40150508284568787,0.22108370065689087,0.2099333554506302,0.3601827025413513,0.1626724749803543,0.15312716364860535,0.19969791173934937
monopolizing,0.24513883888721466,0.3094218075275421,0.12440329790115356,0.2659294903278351,0.2909165620803833,0.33538633584976196,0.2736041247844696,0.26779890060424805,0.2909165620803833,0.42661091685295105,0.29606732726097107,0.3157806992530823,0.3067094087600708,0.32993680238723755,0.16863493621349335
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.24932202696800232,0.22779929637908936,0.4739971458911896,1.0,0.29952070116996765,0.197127103805542,0.5171257257461548,0.3215782940387726,0.27022838592529297,0.22068053483963013
broadcast,0.26723843812942505,0.17857211828231812,0.23991180956363678,0.17054221034049988,0.2713715434074402,0.3620278537273407,0.18144474923610687,0.2546502649784088,0.2713715434074402,0.2288626730442047,0.2335585057735443,0.22526025772094727,0.517565131187439,0.14445896446704865,0.15760008990764618
landscape,0.23949947953224182,0.22357456386089325,0.0863175243139267,0.10372335463762283,0.19639281928539276,0.08668570965528488,0.07472241669893265,0.2081540822982788,0.19639281928539276,0.11628659069538116,0.18200348317623138,0.27650851011276245,0.15754705667495728,0.09858178347349167,0.11197245866060257
by,0.370934396982193,0.2455483376979828,0.28805047273635864,0.18574509024620056,0.4408751428127289,0.1562936007976532,0.17365115880966187,0.3248702883720398,0.4408751428127289,0.19205018877983093,0.21001383662223816,0.4289871156215668,0.21009981632232666,0.1953977644443512,0.17966607213020325
barring,0.17684876918792725,0.2734532952308655,0.1053045466542244,0.2302127331495285,0.28508731722831726,0.25048181414604187,0.2712113559246063,0.22643059492111206,0.28508731722831726,0.23911041021347046,0.2333136796951294,0.3032381236553192,0.20693349838256836,0.19916993379592896,0.24069975316524506
them,0.29119014739990234,0.4994642734527588,0.23057101666927338,0.44189682602882385,0.4788833558559418,0.24641570448875427,0.2931690812110901,0.41447147727012634,0.4788833558559418,0.15423591434955597,0.304803729057312,0.48717668652534485,0.1808951497077942,0.3398693799972534,0.35435691475868225
from,0.4274188280105591,0.2737620174884796,0.2101740688085556,0.20248863101005554,0.40150508284568787,0.1659686416387558,0.17611335217952728,0.314039945602417,0.40150508284568787,0.22108370065689087,0.2099333554506302,0.3601827025413513,0.1626724749803543,0.15312716364860535,0.19969791173934937
owning,0.2713683545589447,0.31457746028900146,0.17076218128204346,0.2654789090156555,0.29914402961730957,0.22037938237190247,0.20302748680114746,0.3495613932609558,0.29914402961730957,0.35371750593185425,0.31486600637435913,0.25896164774894714,0.1954885870218277,0.21871428191661835,0.23171958327293396
any,0.3135753571987152,0.43670421838760376,0.2360529750585556,0.37563082575798035,0.4525727927684784,0.2891404628753662,0.24132733047008514,0.3944643437862396,0.4525727927684784,0.2655993700027466,0.30032965540885925,0.3363793194293976,0.23094309866428375,0.2810075879096985,0.4113408327102661
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.733189046382904,0.16839106380939484,0.19845709204673767,0.4185989499092102,0.733189046382904,0.30178552865982056,0.2115241438150406,0.5116966962814331,0.23705364763736725,0.18197891116142273,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.24932202696800232,0.22779929637908936,0.4739971458911896,1.0,0.29952070116996765,0.197127103805542,0.5171257257461548,0.3215782940387726,0.27022838592529297,0.22068053483963013
prime,0.18097394704818726,0.15586113929748535,0.14562512934207916,0.15196266770362854,0.19960100948810577,0.15742820501327515,0.19804319739341736,0.17833133041858673,0.19960100948810577,0.1414233297109604,0.10267050564289093,0.21528048813343048,0.13909777998924255,0.05893057957291603,0.11276303976774216
time,0.3431483507156372,0.36319252848625183,0.41097521781921387,0.3567926585674286,0.43061500787734985,0.22545011341571808,0.25893062353134155,0.3992156386375427,0.43061500787734985,0.17245440185070038,0.2651026248931885,0.3025408685207367,0.31616994738578796,0.24446727335453033,0.27391523122787476
programming,0.17145347595214844,0.22725710272789001,0.1527930498123169,0.13710743188858032,0.17869283258914948,0.3110805153846741,0.1165105402469635,0.24722188711166382,0.17869283258914948,0.2424306720495224,0.17288576066493988,0.23146864771842957,0.3794785141944885,0.25229331851005554,0.22249025106430054
that,0.435920387506485,0.6297725439071655,0.2826407253742218,0.47518548369407654,0.5473989248275757,0.2836698889732361,0.3025372624397278,0.4137635827064514,0.5473989248275757,0.2712239921092987,0.33937549591064453,0.4731321930885315,0.24271391332149506,0.3367280662059784,0.32716336846351624
they,0.4330179989337921,0.4431931674480438,0.22890345752239227,0.4879390597343445,0.49925389885902405,0.2501130700111389,0.2184263914823532,0.3466525673866272,0.49925389885902405,0.1843268722295761,0.2304687201976776,0.5073080658912659,0.18748408555984497,0.3293728828430176,0.2753053903579712
broadcast,0.26723843812942505,0.17857211828231812,0.23991180956363678,0.17054221034049988,0.2713715434074402,0.3620278537273407,0.18144474923610687,0.2546502649784088,0.2713715434074402,0.2288626730442047,0.2335585057735443,0.22526025772094727,0.517565131187439,0.14445896446704865,0.15760008990764618
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.1972244679927826,0.27672019600868225,0.4726039469242096,0.5934505462646484,0.22828321158885956,0.2713910639286041,0.588965117931366,0.22826777398586273,0.27219346165657043,0.4130953550338745
