,what,organization,did,tesla,serve,as,vice,president,of,?
of,0.33290785551071167,0.25438958406448364,0.2513895630836487,0.18837453424930573,0.2656401991844177,0.3886612355709076,0.21141734719276428,0.21610750257968903,1.0,0.1826142966747284
the,0.42745697498321533,0.311172217130661,0.34736719727516174,0.1324402391910553,0.2749462425708771,0.48381632566452026,0.2412198781967163,0.24330610036849976,0.733189046382904,0.22068053483963013
modern-day,0.3245202898979187,0.24066388607025146,0.27556464076042175,0.2952616214752197,0.1957072913646698,0.26096105575561523,0.1605319380760193,0.2160147875547409,0.27121108770370483,0.2257315069437027
ieee,0.14314574003219604,0.30659669637680054,0.056864287704229355,0.3623356223106384,0.166409432888031,0.1882835477590561,0.21847063302993774,0.2169038951396942,0.2129846066236496,0.16785793006420135
",",0.3087472915649414,0.1819751113653183,0.3015086054801941,0.20599327981472015,0.2385157197713852,0.48816442489624023,0.2756725251674652,0.26552814245224,0.4946078956127167,0.31091248989105225
from,0.2737620174884796,0.14886677265167236,0.20248863101005554,0.10324860364198685,0.17045757174491882,0.3251767158508301,0.18319828808307648,0.14635725319385529,0.4249346852302551,0.19969791173934937
1892,-0.018924584612250328,-0.0036024623550474644,0.020185532048344612,-0.037353258579969406,0.08520195633172989,0.07406052947044373,-0.028362341225147247,-0.038046278059482574,0.06631195545196533,-0.03980826586484909
to,0.455847829580307,0.26166829466819763,0.4452643394470215,0.17548894882202148,0.3411368131637573,0.42092081904411316,0.2266794741153717,0.21247753500938416,0.41548454761505127,0.29463258385658264
1894,0.07307696342468262,0.05126602575182915,0.1413605660200119,0.026786774396896362,0.08052805811166763,0.11323888599872589,0.20699834823608398,0.2630740702152252,0.21172243356704712,0.1500938981771469
.,0.3567904531955719,0.20656518638134003,0.35288307070732117,0.17949827015399933,0.26939791440963745,0.515582263469696,0.2451372742652893,0.26255303621292114,0.5352458953857422,0.4130953550338745
